model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-11T17:07:52.355922+00:00

Build Times
provider,build_time_s
torchinferno,38.3
vllm,276.8
sglang,201.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,140.72,69.29,78.11,vllm
ttft_p99_ms,720.93,137.48,516.40,vllm
tpot_median_ms,32.00,36.67,64.33,torchinferno
tpot_p99_ms,45.57,85.53,847.49,torchinferno
e2e_median_ms,166.51,96.38,130.70,vllm
e2e_p99_ms,736.10,175.34,938.47,vllm
throughput_median_tps,6.93,13.61,10.23,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,70.40,77.25,123.01,torchinferno
ttft_p99_ms,411.35,339.07,69410.54,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,89.09,93.51,207.05,torchinferno
e2e_p99_ms,445.63,385.35,69444.95,vllm
throughput_median_tps,11.22,10.69,4.83,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.37,81.04,82.52,vllm
ttft_p99_ms,1691.30,196.89,466.33,vllm
tpot_median_ms,35.53,35.15,73.38,vllm
tpot_p99_ms,49.33,95.34,664.74,torchinferno
e2e_median_ms,218.52,108.19,140.81,vllm
e2e_p99_ms,1720.83,230.34,707.97,vllm
throughput_median_tps,5.18,12.04,9.35,vllm
total_output_tokens,1442,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,775.70,84.15,68.04,sglang
ttft_last_turn_ms,177.41,86.39,84.26,sglang
ttft_growth_ratio,0.23,1.03,1.24,torchinferno
ttft_first_turn_median_ms,770.93,71.69,67.03,sglang
ttft_first_turn_p99_ms,1808.92,204.27,114.61,sglang
ttft_last_turn_median_ms,187.06,79.26,83.91,vllm
ttft_last_turn_p99_ms,206.60,162.78,121.70,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.24,36.07,52.27,vllm
ttft_p99_ms,774.89,107.00,145.03,vllm
tpot_median_ms,34.46,24.33,389.93,vllm
tpot_p99_ms,71.93,37.57,1066.59,vllm
e2e_median_ms,72.77,53.64,455.94,vllm
e2e_p99_ms,800.96,141.54,1125.05,vllm
throughput_median_tps,20.09,23.76,3.19,vllm
total_output_tokens,1476,1478,1481,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,193.69,46.38,52.19,vllm
ttft_p99_ms,499.13,65.29,92.02,vllm
tpot_median_ms,19.03,15.22,23.98,vllm
tpot_p99_ms,24.57,17.08,74.66,vllm
e2e_median_ms,845.19,569.69,918.12,vllm
e2e_p99_ms,1488.17,1038.73,1716.37,vllm
throughput_median_tps,40.75,61.66,40.34,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,780.32,0.00,792.39,1,1.26,1,,,,,,,1,,,
torchinferno,few_shot,0,1,797.42,23.88,821.30,2,2.44,1,,,,,,,0,,,
torchinferno,few_shot,8,2,739.79,0.00,751.92,1,1.33,1,,,,,,,8,,,
torchinferno,few_shot,9,3,720.93,0.00,736.10,1,1.36,1,,,,,,,9,,,
torchinferno,few_shot,7,4,754.24,0.00,770.09,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,28,5,407.16,0.00,420.82,1,2.38,1,,,,,,,28,,,
torchinferno,few_shot,5,6,787.32,0.00,804.77,1,1.24,1,,,,,,,5,,,
torchinferno,few_shot,17,7,587.97,0.00,605.66,1,1.65,1,,,,,,,17,,,
torchinferno,few_shot,24,8,471.28,0.00,490.13,1,2.04,1,,,,,,,24,,,
torchinferno,few_shot,11,9,688.83,0.00,707.18,1,1.41,1,,,,,,,11,,,
torchinferno,few_shot,4,10,803.64,0.00,824.20,1,1.21,1,,,,,,,4,,,
torchinferno,few_shot,29,11,389.20,0.00,408.67,1,2.45,1,,,,,,,29,,,
torchinferno,few_shot,26,12,439.05,0.00,459.43,1,2.18,1,,,,,,,26,,,
torchinferno,few_shot,25,13,456.60,0.00,477.21,1,2.10,1,,,,,,,25,,,
torchinferno,few_shot,31,14,354.64,0.00,379.04,1,2.64,1,,,,,,,31,,,
torchinferno,few_shot,12,15,671.84,0.00,698.37,1,1.43,1,,,,,,,12,,,
torchinferno,few_shot,10,16,705.78,0.00,732.77,1,1.36,1,,,,,,,10,,,
torchinferno,few_shot,14,17,638.63,28.69,667.31,2,3.00,1,,,,,,,14,,,
torchinferno,few_shot,3,18,821.67,30.48,852.15,2,2.35,1,,,,,,,3,,,
torchinferno,few_shot,15,19,620.92,31.78,652.70,2,3.06,1,,,,,,,15,,,
torchinferno,few_shot,13,20,656.16,30.45,686.61,2,2.91,1,,,,,,,13,,,
torchinferno,few_shot,18,21,573.57,29.88,603.46,2,3.31,1,,,,,,,18,,,
torchinferno,few_shot,16,22,606.70,30.68,637.38,2,3.14,1,,,,,,,16,,,
torchinferno,few_shot,32,23,339.55,31.51,371.06,2,5.39,1,,,,,,,32,,,
torchinferno,few_shot,33,24,322.30,32.75,355.05,2,5.63,1,,,,,,,33,,,
torchinferno,few_shot,23,25,489.65,32.85,522.50,2,3.83,1,,,,,,,23,,,
torchinferno,few_shot,6,26,772.98,33.57,806.55,2,2.48,1,,,,,,,6,,,
torchinferno,few_shot,2,27,841.09,33.45,874.53,2,2.29,1,,,,,,,2,,,
torchinferno,few_shot,22,28,506.91,34.68,541.58,2,3.69,1,,,,,,,22,,,
torchinferno,few_shot,27,29,423.09,36.75,459.84,2,4.35,1,,,,,,,27,,,
torchinferno,few_shot,30,30,371.82,38.81,410.63,2,4.87,1,,,,,,,30,,,
torchinferno,few_shot,19,31,556.84,37.92,594.76,2,3.36,1,,,,,,,19,,,
torchinferno,few_shot,21,32,521.90,41.11,563.01,2,3.55,1,,,,,,,21,,,
torchinferno,few_shot,20,33,537.84,46.89,584.74,2,3.42,1,,,,,,,20,,,
torchinferno,few_shot,35,34,370.28,0.00,384.69,1,2.60,1,,,,,,,35,,,
torchinferno,few_shot,39,35,306.69,0.00,319.00,1,3.13,1,,,,,,,39,,,
torchinferno,few_shot,37,36,337.16,0.00,352.95,1,2.83,1,,,,,,,37,,,
torchinferno,few_shot,48,37,156.52,0.00,170.30,1,5.87,1,,,,,,,48,,,
torchinferno,few_shot,43,38,238.60,0.00,254.51,1,3.93,1,,,,,,,43,,,
