model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-04T05:02:16.848137+00:00

Build Times
provider,build_time_s
torchinferno,46.3
vllm,271.7
sglang,171.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,163.31,141.34,147.54,vllm
ttft_p99_ms,847.75,269.13,589.94,vllm
tpot_median_ms,47.01,49.95,74.75,torchinferno
tpot_p99_ms,103.24,154.98,153.81,torchinferno
e2e_median_ms,212.14,192.22,220.49,vllm
e2e_p99_ms,875.92,335.19,652.80,vllm
throughput_median_tps,5.84,7.43,5.41,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,166.61,194.88,215.84,torchinferno
ttft_p99_ms,485.44,461.12,69831.35,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,178.67,218.66,369.55,torchinferno
e2e_p99_ms,522.96,501.54,69936.90,vllm
throughput_median_tps,5.60,4.57,2.71,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,363.70,178.09,172.18,sglang
ttft_p99_ms,646.64,340.66,580.55,vllm
tpot_median_ms,63.19,66.78,107.19,torchinferno
tpot_p99_ms,173.34,249.93,268.41,torchinferno
e2e_median_ms,419.60,240.50,282.52,vllm
e2e_p99_ms,686.68,457.11,639.34,vllm
throughput_median_tps,3.31,5.95,4.81,vllm
total_output_tokens,1458,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,271.33,142.42,111.95,sglang
ttft_last_turn_ms,388.96,167.51,218.09,vllm
ttft_growth_ratio,1.43,1.18,1.95,vllm
ttft_first_turn_median_ms,345.50,124.57,106.30,sglang
ttft_first_turn_p99_ms,624.84,317.84,196.79,sglang
ttft_last_turn_median_ms,383.03,161.82,212.97,vllm
ttft_last_turn_p99_ms,639.41,340.66,322.97,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,136.40,63.42,73.52,vllm
ttft_p99_ms,378.20,2103.59,467.31,torchinferno
tpot_median_ms,27.99,31.11,59.45,torchinferno
tpot_p99_ms,108.44,1853.84,147.61,torchinferno
e2e_median_ms,156.29,85.98,135.30,vllm
e2e_p99_ms,402.59,3903.61,602.77,torchinferno
throughput_median_tps,8.11,14.05,10.33,vllm
total_output_tokens,1500,1472,1484,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.96,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,221.56,84.40,74.62,sglang
ttft_p99_ms,702.49,273.51,430.56,vllm
tpot_median_ms,20.91,14.95,21.76,vllm
tpot_p99_ms,35.45,22.65,47.43,vllm
e2e_median_ms,954.18,631.98,845.16,vllm
e2e_p99_ms,1823.80,1041.45,1718.88,vllm
throughput_median_tps,37.57,57.29,42.44,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,12,0,701.53,0.00,710.40,1,1.41,1,,,,,,,12,,,
torchinferno,few_shot,1,1,706.29,0.00,717.91,1,1.39,1,,,,,,,1,,,
torchinferno,few_shot,10,2,699.93,0.00,715.81,1,1.40,1,,,,,,,10,,,
torchinferno,few_shot,17,3,702.84,0.00,715.46,1,1.40,1,,,,,,,17,,,
torchinferno,few_shot,9,4,701.59,0.00,721.12,1,1.39,1,,,,,,,9,,,
torchinferno,few_shot,5,5,702.05,0.00,724.07,1,1.38,1,,,,,,,5,,,
torchinferno,few_shot,4,6,705.21,0.00,725.74,1,1.38,1,,,,,,,4,,,
torchinferno,few_shot,3,7,701.85,26.47,728.32,2,2.75,1,,,,,,,3,,,
torchinferno,few_shot,8,8,702.18,0.00,728.18,1,1.37,1,,,,,,,8,,,
torchinferno,few_shot,7,9,707.08,0.00,730.70,1,1.37,1,,,,,,,7,,,
torchinferno,few_shot,0,10,706.37,28.43,734.80,2,2.72,1,,,,,,,0,,,
torchinferno,few_shot,6,11,704.51,30.48,734.99,2,2.72,1,,,,,,,6,,,
torchinferno,few_shot,16,12,699.19,33.88,733.07,2,2.73,1,,,,,,,16,,,
torchinferno,few_shot,14,13,704.08,30.63,734.71,2,2.72,1,,,,,,,14,,,
torchinferno,few_shot,11,14,704.18,0.00,736.80,1,1.36,1,,,,,,,11,,,
torchinferno,few_shot,19,15,701.97,33.60,735.57,2,2.72,1,,,,,,,19,,,
torchinferno,few_shot,2,16,707.02,36.28,743.30,2,2.69,1,,,,,,,2,,,
torchinferno,few_shot,13,17,699.32,41.73,741.05,2,2.70,1,,,,,,,13,,,
torchinferno,few_shot,15,18,704.36,38.38,742.73,2,2.69,1,,,,,,,15,,,
torchinferno,few_shot,37,19,775.37,0.00,785.79,1,1.27,1,,,,,,,37,,,
torchinferno,few_shot,31,20,770.12,0.00,790.04,1,1.27,1,,,,,,,31,,,
torchinferno,few_shot,34,21,772.11,0.00,790.30,1,1.27,1,,,,,,,34,,,
torchinferno,few_shot,26,22,778.23,0.00,795.14,1,1.26,1,,,,,,,26,,,
torchinferno,few_shot,39,23,770.40,0.00,791.49,1,1.26,1,,,,,,,39,,,
torchinferno,few_shot,35,24,774.25,0.00,796.48,1,1.26,1,,,,,,,35,,,
torchinferno,few_shot,28,25,772.65,0.00,800.06,1,1.25,1,,,,,,,28,,,
torchinferno,few_shot,43,26,769.24,0.00,795.73,1,1.26,1,,,,,,,43,,,
torchinferno,few_shot,48,27,767.42,0.00,791.83,1,1.26,1,,,,,,,48,,,
torchinferno,few_shot,49,28,762.45,30.46,792.91,2,2.52,1,,,,,,,49,,,
torchinferno,few_shot,47,29,763.13,0.00,796.59,1,1.26,1,,,,,,,47,,,
torchinferno,few_shot,41,30,769.18,0.00,802.76,1,1.25,1,,,,,,,41,,,
torchinferno,few_shot,46,31,765.19,0.00,802.23,1,1.25,1,,,,,,,46,,,
torchinferno,few_shot,54,32,765.45,33.27,798.72,2,2.50,1,,,,,,,54,,,
torchinferno,few_shot,45,33,766.02,40.40,806.42,2,2.48,1,,,,,,,45,,,
torchinferno,few_shot,25,34,777.98,0.00,815.95,1,1.23,1,,,,,,,25,,,
torchinferno,few_shot,18,35,778.89,47.93,826.83,2,2.42,1,,,,,,,18,,,
torchinferno,few_shot,32,36,769.46,48.39,817.84,2,2.45,1,,,,,,,32,,,
torchinferno,few_shot,24,37,774.95,0.00,822.21,1,1.22,1,,,,,,,24,,,
torchinferno,few_shot,36,38,773.50,46.03,819.54,2,2.44,1,,,,,,,36,,,
