model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-18T20:08:32.177915

Build Times
provider,build_time_s
torchinferno,352.5
vllm,1181.7
sglang,188.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,288.46,163.05,134.90,sglang
ttft_p99_ms,1327.51,477.23,5091.60,vllm
tpot_median_ms,154.00,64.30,73.76,vllm
tpot_p99_ms,203.78,151.75,7318.34,vllm
e2e_median_ms,382.82,219.95,203.16,sglang
e2e_p99_ms,1519.18,587.64,12379.16,vllm
throughput_median_tps,4.00,6.49,6.06,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,287.48,189.56,210.43,vllm
ttft_p99_ms,1503.84,442.60,70445.30,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,313.91,208.72,347.75,vllm
e2e_p99_ms,1558.29,476.29,70550.63,vllm
throughput_median_tps,3.19,4.79,2.88,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,547.66,167.53,149.38,sglang
ttft_p99_ms,1665.56,331.38,585.23,vllm
tpot_median_ms,124.53,58.70,104.97,vllm
tpot_p99_ms,1095.15,200.53,213.23,vllm
e2e_median_ms,673.33,216.68,247.22,vllm
e2e_p99_ms,1896.98,414.97,718.24,vllm
throughput_median_tps,1.92,6.35,5.20,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,813.40,143.71,111.72,sglang
ttft_last_turn_ms,515.51,152.41,170.56,vllm
ttft_growth_ratio,0.63,1.06,1.53,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,371.44,56.55,73.32,vllm
ttft_p99_ms,1006.78,121.51,460.94,vllm
tpot_median_ms,132.63,27.40,64.18,vllm
tpot_p99_ms,154.00,58.44,168.95,vllm
e2e_median_ms,469.52,77.61,152.88,vllm
e2e_p99_ms,1093.31,152.90,489.89,vllm
throughput_median_tps,2.98,15.93,9.54,vllm
total_output_tokens,1450,1468,1467,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,734.07,64.94,66.76,vllm
ttft_p99_ms,2302.34,106.37,105.80,sglang
tpot_median_ms,17.49,14.94,22.42,vllm
tpot_p99_ms,35.46,19.44,28.13,vllm
e2e_median_ms,1352.11,600.91,836.99,vllm
e2e_p99_ms,3220.38,1003.09,1603.61,vllm
throughput_median_tps,23.67,60.13,42.00,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,614.98,197.44,812.41,2,2.46,1
torchinferno,few_shot,1,1320.14,0.00,1408.45,1,0.71,1
torchinferno,few_shot,2,1334.26,0.00,1411.22,1,0.71,1
torchinferno,few_shot,3,1322.05,0.00,1414.81,1,0.71,1
torchinferno,few_shot,4,1307.07,0.00,1400.39,1,0.71,1
torchinferno,few_shot,5,1313.92,0.00,1401.04,1,0.71,1
torchinferno,few_shot,6,1320.44,0.00,1416.35,1,0.71,1
torchinferno,few_shot,7,1313.35,0.00,1405.61,1,0.71,1
torchinferno,few_shot,8,1326.57,0.00,1414.28,1,0.71,1
torchinferno,few_shot,9,1306.68,0.00,1410.12,1,0.71,1
torchinferno,few_shot,10,520.78,0.00,620.78,1,1.61,1
torchinferno,few_shot,11,1312.18,0.00,1417.91,1,0.71,1
torchinferno,few_shot,12,1318.33,0.00,1428.74,1,0.70,1
torchinferno,few_shot,13,1318.47,0.00,1433.79,1,0.70,1
torchinferno,few_shot,14,1322.52,0.00,1437.84,1,0.70,1
torchinferno,few_shot,15,1337.65,0.00,1438.79,1,0.70,1
torchinferno,few_shot,16,1314.17,0.00,1424.91,1,0.70,1
torchinferno,few_shot,17,1331.89,0.00,1441.53,1,0.69,1
torchinferno,few_shot,18,1314.11,0.00,1430.95,1,0.70,1
torchinferno,few_shot,19,1317.55,0.00,1433.47,1,0.70,1
torchinferno,few_shot,20,1313.08,0.00,1442.07,1,0.69,1
torchinferno,few_shot,21,1318.03,0.00,1433.70,1,0.70,1
torchinferno,few_shot,22,1322.84,0.00,1438.51,1,0.70,1
torchinferno,few_shot,23,1315.10,0.00,1447.73,1,0.69,1
torchinferno,few_shot,24,1311.98,0.00,1437.98,1,0.70,1
torchinferno,few_shot,25,1323.91,0.00,1456.23,1,0.69,1
torchinferno,few_shot,26,1307.79,0.00,1438.16,1,0.70,1
torchinferno,few_shot,27,1321.37,0.00,1443.35,1,0.69,1
torchinferno,few_shot,28,1333.04,0.00,1458.43,1,0.69,1
torchinferno,few_shot,29,1318.68,0.00,1448.75,1,0.69,1
torchinferno,few_shot,30,1310.87,0.00,1449.59,1,0.69,1
torchinferno,few_shot,31,1322.56,0.00,1461.95,1,0.68,1
torchinferno,few_shot,32,1317.77,0.00,1458.80,1,0.69,1
torchinferno,few_shot,33,1323.00,0.00,1472.26,1,0.68,1
torchinferno,few_shot,34,1311.97,168.75,1480.72,2,1.35,1
torchinferno,few_shot,35,1307.34,177.08,1484.41,2,1.35,1
torchinferno,few_shot,36,1319.65,162.56,1482.20,2,1.35,1
torchinferno,few_shot,37,1310.63,173.87,1484.51,2,1.35,1
torchinferno,few_shot,38,1311.05,174.12,1485.17,2,1.35,1
torchinferno,few_shot,39,1324.28,175.92,1500.20,2,1.33,1
torchinferno,few_shot,40,1325.73,176.06,1501.78,2,1.33,1
torchinferno,few_shot,41,1308.28,186.80,1495.08,2,1.34,1
torchinferno,few_shot,42,1304.73,186.82,1491.55,2,1.34,1
torchinferno,few_shot,43,1317.78,179.14,1496.92,2,1.34,1
torchinferno,few_shot,44,1328.26,177.19,1505.45,2,1.33,1
torchinferno,few_shot,45,1306.64,188.45,1495.09,2,1.34,1
