model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-16T12:08:44.922253

Build Times
provider,build_time_s
torchinferno,354.1
vllm,1107.3
sglang,168.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,288.77,160.36,135.78,sglang
ttft_p99_ms,1781.32,258.48,8034.21,vllm
tpot_median_ms,150.46,52.16,72.72,vllm
tpot_p99_ms,190.16,140.12,7307.13,vllm
e2e_median_ms,374.96,210.44,205.49,sglang
e2e_p99_ms,1869.23,326.45,15320.25,vllm
throughput_median_tps,3.88,6.98,5.89,vllm
total_output_tokens,1461,1454,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,266.65,201.87,199.49,sglang
ttft_p99_ms,1364.08,485.98,70395.93,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,294.57,226.38,336.27,vllm
e2e_p99_ms,1455.08,514.37,70501.79,vllm
throughput_median_tps,3.39,4.42,2.97,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,514.02,180.49,151.32,sglang
ttft_p99_ms,1433.68,366.69,985.22,vllm
tpot_median_ms,108.92,63.99,102.92,vllm
tpot_p99_ms,395.97,196.08,903.73,vllm
e2e_median_ms,614.03,238.09,256.04,vllm
e2e_p99_ms,1664.54,434.20,1055.22,vllm
throughput_median_tps,2.13,6.01,5.19,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,760.06,145.15,103.03,sglang
ttft_last_turn_ms,431.82,170.34,168.40,sglang
ttft_growth_ratio,0.57,1.17,1.63,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,360.97,58.80,79.86,vllm
ttft_p99_ms,873.11,136.18,467.90,vllm
tpot_median_ms,130.45,26.84,51.07,vllm
tpot_p99_ms,154.88,41.15,169.03,vllm
e2e_median_ms,456.99,78.82,149.28,vllm
e2e_p99_ms,1003.35,153.51,520.92,vllm
throughput_median_tps,3.28,15.68,9.06,vllm
total_output_tokens,1480,1475,1467,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,703.42,68.55,70.79,vllm
ttft_p99_ms,2199.36,202.46,122.08,sglang
tpot_median_ms,15.35,14.97,22.49,vllm
tpot_p99_ms,72.58,23.24,27.42,vllm
e2e_median_ms,1327.62,607.29,843.22,vllm
e2e_p99_ms,3431.10,1009.25,1592.63,vllm
throughput_median_tps,24.37,58.80,41.68,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,902.39,0.00,1093.58,1,0.91,1
torchinferno,few_shot,1,905.02,0.00,1098.49,1,0.91,1
torchinferno,few_shot,2,902.22,0.00,1097.64,1,0.91,1
torchinferno,few_shot,3,1514.89,0.00,1589.45,1,0.63,1
torchinferno,few_shot,4,1521.23,0.00,1592.12,1,0.63,1
torchinferno,few_shot,5,1511.52,0.00,1591.55,1,0.63,1
torchinferno,few_shot,6,1504.83,0.00,1583.45,1,0.63,1
torchinferno,few_shot,7,1504.95,0.00,1586.80,1,0.63,1
torchinferno,few_shot,8,1513.64,0.00,1595.95,1,0.63,1
torchinferno,few_shot,9,1520.13,0.00,1602.17,1,0.62,1
torchinferno,few_shot,10,1505.90,0.00,1589.85,1,0.63,1
torchinferno,few_shot,11,1503.79,0.00,1590.27,1,0.63,1
torchinferno,few_shot,12,1508.69,0.00,1592.81,1,0.63,1
torchinferno,few_shot,13,1517.82,0.00,1602.08,1,0.62,1
torchinferno,few_shot,14,1522.35,0.00,1607.05,1,0.62,1
torchinferno,few_shot,15,1510.84,0.00,1609.23,1,0.62,1
torchinferno,few_shot,16,1518.33,0.00,1606.24,1,0.62,1
torchinferno,few_shot,17,1518.60,0.00,1612.60,1,0.62,1
torchinferno,few_shot,18,1508.59,0.00,1609.86,1,0.62,1
torchinferno,few_shot,19,1504.65,0.00,1604.21,1,0.62,1
torchinferno,few_shot,20,1509.77,0.00,1612.02,1,0.62,1
torchinferno,few_shot,21,1506.41,0.00,1606.45,1,0.62,1
torchinferno,few_shot,22,1501.63,0.00,1608.66,1,0.62,1
torchinferno,few_shot,23,1517.30,0.00,1616.15,1,0.62,1
torchinferno,few_shot,24,1522.56,0.00,1621.72,1,0.62,1
torchinferno,few_shot,25,1508.72,0.00,1621.57,1,0.62,1
torchinferno,few_shot,26,1503.50,150.38,1653.88,2,1.21,1
torchinferno,few_shot,27,1525.40,145.40,1670.80,2,1.20,1
torchinferno,few_shot,28,1518.66,148.01,1666.67,2,1.20,1
torchinferno,few_shot,29,1509.50,159.28,1668.78,2,1.20,1
torchinferno,few_shot,30,1514.99,151.34,1666.33,2,1.20,1
torchinferno,few_shot,31,1518.65,148.89,1667.55,2,1.20,1
torchinferno,few_shot,32,1509.63,162.30,1671.94,2,1.20,1
torchinferno,few_shot,33,1511.90,159.71,1671.62,2,1.20,1
torchinferno,few_shot,34,1500.46,167.34,1667.81,2,1.20,1
torchinferno,few_shot,35,1522.45,158.16,1680.61,2,1.19,1
torchinferno,few_shot,36,1510.62,170.04,1680.67,2,1.19,1
torchinferno,few_shot,37,1503.91,169.96,1673.87,2,1.19,1
torchinferno,few_shot,38,1513.62,174.01,1687.63,2,1.19,1
torchinferno,few_shot,39,1508.63,165.55,1674.18,2,1.19,1
torchinferno,few_shot,40,1519.80,171.26,1691.05,2,1.18,1
torchinferno,few_shot,41,1513.14,175.22,1688.35,2,1.18,1
torchinferno,few_shot,42,1505.01,175.21,1680.21,2,1.19,1
torchinferno,few_shot,43,1507.83,174.66,1682.50,2,1.19,1
torchinferno,few_shot,44,1512.16,184.04,1696.21,2,1.18,1
torchinferno,few_shot,45,1518.30,175.97,1694.27,2,1.18,1
torchinferno,few_shot,46,1520.82,174.26,1695.07,2,1.18,1
torchinferno,few_shot,47,1509.03,190.16,1699.19,2,1.18,1
torchinferno,few_shot,48,1504.85,184.72,1689.57,2,1.18,1
torchinferno,few_shot,49,1509.42,194.32,1703.75,2,1.17,1
torchinferno,few_shot,50,1512.21,191.91,1704.12,2,1.17,1
torchinferno,few_shot,51,209.99,0.00,278.09,1,3.60,1
torchinferno,few_shot,52,200.67,0.00,268.39,1,3.73,1
torchinferno,few_shot,53,706.49,0.00,777.89,1,1.29,1
torchinferno,few_shot,54,184.71,0.00,260.40,1,3.84,1
torchinferno,few_shot,55,182.96,0.00,254.20,1,3.93,1
torchinferno,few_shot,56,697.65,0.00,779.41,1,1.28,1
torchinferno,few_shot,57,1783.67,0.00,1864.26,1,0.54,1
torchinferno,few_shot,58,1781.77,0.00,1864.82,1,0.54,1
torchinferno,few_shot,59,1784.89,0.00,1867.67,1,0.54,1
torchinferno,few_shot,60,1785.93,0.00,1869.23,1,0.53,1
torchinferno,few_shot,61,1784.83,0.00,1870.75,1,0.53,1
torchinferno,few_shot,62,179.28,0.00,263.17,1,3.80,1
torchinferno,few_shot,63,183.53,0.00,270.64,1,3.69,1
torchinferno,few_shot,64,195.58,0.00,291.63,1,3.43,1
torchinferno,few_shot,65,179.58,0.00,269.71,1,3.71,1
torchinferno,few_shot,66,204.46,0.00,298.85,1,3.35,1
torchinferno,few_shot,67,187.16,0.00,284.12,1,3.52,1
torchinferno,few_shot,68,1781.32,0.00,1883.55,1,0.53,1
torchinferno,few_shot,69,205.78,0.00,299.66,1,3.34,1
torchinferno,few_shot,70,182.43,0.00,279.57,1,3.58,1
torchinferno,few_shot,71,188.12,0.00,289.05,1,3.46,1
torchinferno,few_shot,72,707.41,0.00,807.05,1,1.24,1
torchinferno,few_shot,73,215.43,0.00,318.52,1,3.14,1
torchinferno,few_shot,74,197.26,0.00,305.82,1,3.27,1
torchinferno,few_shot,75,1782.02,147.38,1929.40,2,1.04,1
