model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-19T07:08:05.750240+00:00

Build Times
provider,build_time_s
torchinferno,50.0
vllm,344.0
sglang,187.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,142.00,83.12,80.87,sglang
ttft_p99_ms,721.53,164.69,496.23,vllm
tpot_median_ms,31.58,43.08,65.29,torchinferno
tpot_p99_ms,44.27,103.10,929.50,torchinferno
e2e_median_ms,165.23,120.31,135.70,vllm
e2e_p99_ms,741.72,236.30,1023.43,vllm
throughput_median_tps,6.90,11.83,9.72,vllm
total_output_tokens,1461,1460,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,55.58,71.63,149.38,torchinferno
ttft_p99_ms,321.76,397.11,69914.57,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,74.15,90.02,227.01,torchinferno
e2e_p99_ms,336.15,397.17,69944.75,torchinferno
throughput_median_tps,13.49,11.11,4.41,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,189.95,77.38,91.04,vllm
ttft_p99_ms,1752.55,154.91,458.04,vllm
tpot_median_ms,34.79,35.82,76.19,torchinferno
tpot_p99_ms,46.69,92.37,511.63,torchinferno
e2e_median_ms,218.00,102.55,156.67,vllm
e2e_p99_ms,1791.99,204.33,573.69,vllm
throughput_median_tps,5.18,12.53,8.37,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,805.60,79.65,75.98,sglang
ttft_last_turn_ms,178.14,86.92,99.05,vllm
ttft_growth_ratio,0.22,1.09,1.30,torchinferno
ttft_first_turn_median_ms,789.71,72.64,77.63,vllm
ttft_first_turn_p99_ms,1866.64,153.50,124.07,sglang
ttft_last_turn_median_ms,185.83,77.08,92.22,vllm
ttft_last_turn_p99_ms,245.31,151.46,135.62,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.27,35.10,57.04,vllm
ttft_p99_ms,873.70,94.17,168.49,vllm
tpot_median_ms,34.48,23.47,396.57,vllm
tpot_p99_ms,73.06,38.61,1181.32,vllm
e2e_median_ms,72.21,53.21,431.57,vllm
e2e_p99_ms,907.29,128.64,1237.74,vllm
throughput_median_tps,19.95,24.39,3.25,vllm
total_output_tokens,1462,1491,1461,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,184.27,46.51,56.03,vllm
ttft_p99_ms,425.41,63.52,457.52,vllm
tpot_median_ms,19.30,15.41,27.25,vllm
tpot_p99_ms,23.87,18.28,105.30,vllm
e2e_median_ms,839.31,588.33,1056.82,vllm
e2e_p99_ms,1563.15,1043.68,1937.87,vllm
throughput_median_tps,41.03,60.64,35.36,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,780.96,0.00,792.90,1,1.26,1,,,,,,,1,,,
torchinferno,few_shot,0,1,798.30,23.97,822.26,2,2.43,1,,,,,,,0,,,
torchinferno,few_shot,4,2,807.39,0.00,819.66,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,12,3,671.59,0.00,686.96,1,1.46,1,,,,,,,12,,,
torchinferno,few_shot,11,4,691.79,0.00,704.34,1,1.42,1,,,,,,,11,,,
torchinferno,few_shot,24,5,474.53,0.00,487.99,1,2.05,1,,,,,,,24,,,
torchinferno,few_shot,10,6,706.69,0.00,722.29,1,1.38,1,,,,,,,10,,,
torchinferno,few_shot,31,7,358.48,0.00,373.40,1,2.68,1,,,,,,,31,,,
torchinferno,few_shot,29,8,391.21,0.00,408.01,1,2.45,1,,,,,,,29,,,
torchinferno,few_shot,9,9,721.53,0.00,741.72,1,1.35,1,,,,,,,9,,,
torchinferno,few_shot,26,10,439.35,0.00,458.80,1,2.18,1,,,,,,,26,,,
torchinferno,few_shot,7,11,756.28,0.00,776.22,1,1.29,1,,,,,,,7,,,
torchinferno,few_shot,5,12,791.44,0.00,810.47,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,8,13,740.57,0.00,761.39,1,1.31,1,,,,,,,8,,,
torchinferno,few_shot,25,14,455.31,0.00,478.34,1,2.09,1,,,,,,,25,,,
torchinferno,few_shot,28,15,406.41,0.00,428.80,1,2.33,1,,,,,,,28,,,
torchinferno,few_shot,17,16,589.85,0.00,613.18,1,1.63,1,,,,,,,17,,,
torchinferno,few_shot,3,17,823.35,27.70,851.05,2,2.35,1,,,,,,,3,,,
torchinferno,few_shot,6,18,773.72,27.76,801.48,2,2.50,1,,,,,,,6,,,
torchinferno,few_shot,18,19,572.09,29.93,602.02,2,3.32,1,,,,,,,18,,,
torchinferno,few_shot,2,20,841.47,28.63,870.10,2,2.30,1,,,,,,,2,,,
torchinferno,few_shot,19,21,555.96,31.04,587.01,2,3.41,1,,,,,,,19,,,
torchinferno,few_shot,27,22,424.04,29.97,454.01,2,4.41,1,,,,,,,27,,,
torchinferno,few_shot,14,23,638.63,32.86,671.49,2,2.98,1,,,,,,,14,,,
torchinferno,few_shot,23,24,491.55,30.41,521.96,2,3.83,1,,,,,,,23,,,
torchinferno,few_shot,20,25,539.18,33.27,572.44,2,3.49,1,,,,,,,20,,,
torchinferno,few_shot,32,26,339.76,33.08,372.84,2,5.36,1,,,,,,,32,,,
torchinferno,few_shot,30,27,373.51,33.11,406.62,2,4.92,1,,,,,,,30,,,
torchinferno,few_shot,13,28,658.35,32.47,690.82,2,2.90,1,,,,,,,13,,,
torchinferno,few_shot,22,29,507.92,33.48,541.40,2,3.69,1,,,,,,,22,,,
torchinferno,few_shot,33,30,322.35,36.47,358.83,2,5.57,1,,,,,,,33,,,
torchinferno,few_shot,16,31,605.09,37.48,642.57,2,3.11,1,,,,,,,16,,,
torchinferno,few_shot,21,32,524.38,37.03,561.42,2,3.56,1,,,,,,,21,,,
torchinferno,few_shot,15,33,621.80,40.95,662.75,2,3.02,1,,,,,,,15,,,
torchinferno,few_shot,43,34,236.61,0.00,250.70,1,3.99,1,,,,,,,43,,,
torchinferno,few_shot,37,35,336.87,0.00,351.82,1,2.84,1,,,,,,,37,,,
torchinferno,few_shot,65,36,133.56,0.00,148.70,1,6.73,1,,,,,,,65,,,
torchinferno,few_shot,71,37,64.63,0.00,79.54,1,12.57,1,,,,,,,71,,,
torchinferno,few_shot,38,38,321.40,0.00,337.18,1,2.97,1,,,,,,,38,,,
torchinferno,few_shot,47,39,171.87,0.00,187.29,1,5.34,1,,,,,,,47,,,
torchinferno,few_shot,67,40,67.19,0.00,84.17,1,11.88,1,,,,,,,67,,,
torchinferno,few_shot,69,41,68.12,0.00,83.58,1,11.96,1,,,,,,,69,,,
torchinferno,few_shot,68,42,68.59,0.00,84.94,1,11.77,1,,,,,,,68,,,
torchinferno,few_shot,74,43,62.58,0.00,80.82,1,12.37,1,,,,,,,74,,,
torchinferno,few_shot,41,44,272.57,0.00,290.92,1,3.44,1,,,,,,,41,,,
torchinferno,few_shot,35,45,372.27,0.00,391.23,1,2.56,1,,,,,,,35,,,
torchinferno,few_shot,64,46,146.61,0.00,166.16,1,6.02,1,,,,,,,64,,,
torchinferno,few_shot,42,47,254.73,0.00,274.89,1,3.64,1,,,,,,,42,,,
torchinferno,few_shot,53,48,72.10,0.00,92.46,1,10.82,1,,,,,,,53,,,
torchinferno,few_shot,48,49,154.19,0.00,176.44,1,5.67,1,,,,,,,48,,,
torchinferno,few_shot,46,50,189.29,0.00,210.29,1,4.76,1,,,,,,,46,,,
torchinferno,few_shot,34,51,387.71,0.00,411.43,1,2.43,1,,,,,,,34,,,
torchinferno,few_shot,66,52,70.26,0.00,94.47,1,10.59,1,,,,,,,66,,,
torchinferno,few_shot,76,53,62.16,0.00,88.74,1,11.27,1,,,,,,,76,,,
torchinferno,few_shot,51,54,103.46,29.22,132.69,2,15.07,1,,,,,,,51,,,
torchinferno,few_shot,40,55,286.71,30.44,317.16,2,6.31,1,,,,,,,40,,,
torchinferno,few_shot,49,56,136.96,30.61,167.58,2,11.93,1,,,,,,,49,,,
torchinferno,few_shot,52,57,89.22,29.19,118.41,2,16.89,1,,,,,,,52,,,
torchinferno,few_shot,44,58,221.17,31.21,252.37,2,7.92,1,,,,,,,44,,,
torchinferno,few_shot,73,59,62.41,32.88,95.29,2,20.99,1,,,,,,,73,,,
torchinferno,few_shot,45,60,203.23,34.23,237.46,2,8.42,1,,,,,,,45,,,
