model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-12T20:07:06.199410

Build Times
provider,build_time_s
torchinferno,284.0
vllm,974.1
sglang,169.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,360.51,163.04,140.85,sglang
ttft_p99_ms,1627.39,846.50,8110.05,vllm
tpot_median_ms,462.74,55.72,71.59,vllm
tpot_p99_ms,658.36,181.86,7313.01,vllm
e2e_median_ms,764.24,209.53,208.43,sglang
e2e_p99_ms,2157.05,902.49,15392.36,vllm
throughput_median_tps,1.70,6.79,5.88,vllm
total_output_tokens,1466,1461,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,349.54,204.83,209.49,vllm
ttft_p99_ms,929.40,270.76,872.67,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,391.80,271.65,350.07,vllm
e2e_p99_ms,958.67,371.06,996.86,vllm
throughput_median_tps,2.55,3.68,2.86,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,624.46,170.08,154.78,sglang
ttft_p99_ms,1433.59,328.25,740.61,vllm
tpot_median_ms,196.83,50.98,104.21,vllm
tpot_p99_ms,534.50,163.47,254.53,vllm
e2e_median_ms,792.97,214.47,253.78,vllm
e2e_p99_ms,1774.11,411.43,859.28,vllm
throughput_median_tps,1.65,6.27,5.20,vllm
total_output_tokens,1448,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,799.55,143.39,100.70,sglang
ttft_last_turn_ms,605.82,163.35,195.18,vllm
ttft_growth_ratio,0.76,1.14,1.94,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,376.29,57.61,74.85,vllm
ttft_p99_ms,905.86,110.97,625.46,vllm
tpot_median_ms,421.87,27.22,64.42,vllm
tpot_p99_ms,608.78,41.46,162.11,vllm
e2e_median_ms,745.09,77.79,148.49,vllm
e2e_p99_ms,1451.44,151.49,638.75,vllm
throughput_median_tps,1.96,15.74,9.83,vllm
total_output_tokens,1474,1470,1470,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,546.35,66.40,63.99,sglang
ttft_p99_ms,2000.54,107.71,108.04,vllm
tpot_median_ms,30.63,14.96,22.35,vllm
tpot_p99_ms,74.67,19.45,26.97,vllm
e2e_median_ms,1809.62,596.73,831.01,vllm
e2e_p99_ms,2955.95,1028.22,1582.40,vllm
throughput_median_tps,21.96,59.77,42.34,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,975.71,0.00,1079.12,1,0.93,1
torchinferno,few_shot,1,1618.91,0.00,2042.88,1,0.49,1
torchinferno,few_shot,2,1626.28,0.00,2042.90,1,0.49,1
torchinferno,few_shot,3,1623.25,0.00,2047.03,1,0.49,1
torchinferno,few_shot,4,1621.09,0.00,2051.20,1,0.49,1
torchinferno,few_shot,5,551.13,0.00,978.54,1,1.02,1
torchinferno,few_shot,6,1624.70,0.00,2060.69,1,0.49,1
torchinferno,few_shot,7,1627.39,0.00,2053.21,1,0.49,1
torchinferno,few_shot,8,1619.92,0.00,2061.93,1,0.48,1
torchinferno,few_shot,9,1628.31,0.00,2062.06,1,0.48,1
torchinferno,few_shot,10,1617.68,0.00,2055.97,1,0.49,1
torchinferno,few_shot,11,1621.07,0.00,2058.70,1,0.49,1
torchinferno,few_shot,12,1624.86,0.00,2063.33,1,0.48,1
torchinferno,few_shot,13,1621.55,0.00,2061.89,1,0.48,1
torchinferno,few_shot,14,1622.99,0.00,2062.31,1,0.48,1
torchinferno,few_shot,15,1624.16,0.00,2068.21,1,0.48,1
torchinferno,few_shot,16,1626.29,442.86,2069.14,2,0.97,1
torchinferno,few_shot,17,1625.37,0.00,2068.11,1,0.48,1
torchinferno,few_shot,18,1624.10,0.00,2067.58,1,0.48,1
torchinferno,few_shot,19,1631.25,0.00,2076.11,1,0.48,1
torchinferno,few_shot,20,1621.77,0.00,2072.50,1,0.48,1
torchinferno,few_shot,21,1625.23,0.00,2075.75,1,0.48,1
torchinferno,few_shot,22,1626.13,446.85,2072.98,2,0.96,1
torchinferno,few_shot,23,1631.10,448.81,2079.90,2,0.96,1
torchinferno,few_shot,24,1626.05,0.00,2078.07,1,0.48,1
torchinferno,few_shot,25,1624.14,0.00,2075.80,1,0.48,1
torchinferno,few_shot,26,1623.58,463.75,2087.33,2,0.96,1
torchinferno,few_shot,27,1621.58,0.00,2079.69,1,0.48,1
torchinferno,few_shot,28,1619.33,470.58,2089.91,2,0.96,1
torchinferno,few_shot,29,1619.55,464.16,2083.71,2,0.96,1
torchinferno,few_shot,30,1618.39,471.51,2089.90,2,0.96,1
torchinferno,few_shot,31,1627.81,469.74,2097.55,2,0.95,1
torchinferno,few_shot,32,1629.63,0.00,2090.90,1,0.48,1
torchinferno,few_shot,33,1621.72,484.33,2106.05,2,0.95,1
torchinferno,few_shot,34,1618.73,0.00,2107.64,1,0.47,1
torchinferno,few_shot,35,1620.46,484.92,2105.38,2,0.95,1
torchinferno,few_shot,36,1624.75,481.35,2106.10,2,0.95,1
torchinferno,few_shot,37,1618.37,499.29,2117.67,2,0.94,1
torchinferno,few_shot,38,1617.65,500.07,2117.72,2,0.94,1
torchinferno,few_shot,39,1619.62,514.15,2133.76,2,0.94,1
torchinferno,few_shot,40,1618.70,0.00,2126.35,1,0.47,1
torchinferno,few_shot,41,1620.49,0.00,2139.49,1,0.47,1
torchinferno,few_shot,42,1625.06,520.13,2145.19,2,0.93,1
torchinferno,few_shot,43,1621.35,519.54,2140.89,2,0.93,1
torchinferno,few_shot,44,1628.33,513.53,2141.86,2,0.93,1
torchinferno,few_shot,45,1625.64,513.82,2139.45,2,0.93,1
