model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-05T09:02:05.770232+00:00

Build Times
provider,build_time_s
torchinferno,40.2
vllm,217.5
sglang,221.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,166.18,146.45,143.76,sglang
ttft_p99_ms,756.55,265.60,554.94,vllm
tpot_median_ms,47.70,52.68,72.82,torchinferno
tpot_p99_ms,126.96,143.37,149.77,torchinferno
e2e_median_ms,218.68,190.74,219.41,vllm
e2e_p99_ms,801.95,330.56,607.44,vllm
throughput_median_tps,5.75,7.46,5.49,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,159.02,201.33,220.17,torchinferno
ttft_p99_ms,497.46,387.12,69828.87,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,170.83,230.77,375.55,torchinferno
e2e_p99_ms,507.02,439.42,69931.53,vllm
throughput_median_tps,5.85,4.33,2.66,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,365.58,177.94,167.51,sglang
ttft_p99_ms,651.26,385.60,620.99,vllm
tpot_median_ms,63.54,53.02,102.84,vllm
tpot_p99_ms,116.99,216.27,286.87,torchinferno
e2e_median_ms,417.26,227.35,268.07,vllm
e2e_p99_ms,723.99,441.00,691.06,vllm
throughput_median_tps,3.39,6.10,4.91,vllm
total_output_tokens,1446,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,286.11,153.79,109.22,sglang
ttft_last_turn_ms,390.54,158.37,199.01,vllm
ttft_growth_ratio,1.37,1.03,1.82,vllm
ttft_first_turn_median_ms,331.43,129.41,100.51,sglang
ttft_first_turn_p99_ms,674.86,357.33,185.31,sglang
ttft_last_turn_median_ms,389.14,157.14,194.15,vllm
ttft_last_turn_p99_ms,559.56,292.19,308.00,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,129.61,63.95,76.00,vllm
ttft_p99_ms,301.19,2125.40,540.12,torchinferno
tpot_median_ms,42.23,30.40,54.85,vllm
tpot_p99_ms,99.13,2031.21,147.05,torchinferno
e2e_median_ms,158.14,87.79,144.12,vllm
e2e_p99_ms,385.43,2166.78,611.40,torchinferno
throughput_median_tps,8.38,13.63,9.68,vllm
total_output_tokens,1475,1470,1459,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,220.91,83.00,74.02,sglang
ttft_p99_ms,604.92,327.39,316.59,sglang
tpot_median_ms,20.85,14.86,22.21,vllm
tpot_p99_ms,34.90,25.81,33.57,vllm
e2e_median_ms,1000.74,616.90,833.17,vllm
e2e_p99_ms,1809.02,1040.64,1612.29,vllm
throughput_median_tps,37.11,57.37,41.35,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,11,0,607.31,0.00,617.10,1,1.62,1,,,,,,,11,,,
torchinferno,few_shot,8,1,612.81,0.00,619.82,1,1.61,1,,,,,,,8,,,
torchinferno,few_shot,7,2,609.74,0.00,622.58,1,1.61,1,,,,,,,7,,,
torchinferno,few_shot,1,3,611.24,0.00,626.08,1,1.60,1,,,,,,,1,,,
torchinferno,few_shot,10,4,609.38,0.00,624.90,1,1.60,1,,,,,,,10,,,
torchinferno,few_shot,4,5,613.57,0.00,628.12,1,1.59,1,,,,,,,4,,,
torchinferno,few_shot,9,6,608.96,0.00,628.02,1,1.59,1,,,,,,,9,,,
torchinferno,few_shot,12,7,612.57,0.00,630.09,1,1.59,1,,,,,,,12,,,
torchinferno,few_shot,2,8,610.32,23.88,634.20,2,3.15,1,,,,,,,2,,,
torchinferno,few_shot,13,9,610.61,22.62,633.23,2,3.16,1,,,,,,,13,,,
torchinferno,few_shot,6,10,607.91,28.84,636.75,2,3.14,1,,,,,,,6,,,
torchinferno,few_shot,5,11,614.99,0.00,638.47,1,1.57,1,,,,,,,5,,,
torchinferno,few_shot,0,12,614.01,27.53,641.54,2,3.12,1,,,,,,,0,,,
torchinferno,few_shot,14,13,611.19,27.74,638.93,2,3.13,1,,,,,,,14,,,
torchinferno,few_shot,3,14,609.37,37.32,646.69,2,3.09,1,,,,,,,3,,,
torchinferno,few_shot,26,15,687.11,0.00,696.45,1,1.44,1,,,,,,,26,,,
torchinferno,few_shot,37,16,675.25,0.00,690.66,1,1.45,1,,,,,,,37,,,
torchinferno,few_shot,25,17,690.14,0.00,702.80,1,1.42,1,,,,,,,25,,,
torchinferno,few_shot,39,18,676.50,0.00,695.63,1,1.44,1,,,,,,,39,,,
torchinferno,few_shot,38,19,672.87,0.00,696.95,1,1.43,1,,,,,,,38,,,
torchinferno,few_shot,42,20,680.84,0.00,698.61,1,1.43,1,,,,,,,42,,,
torchinferno,few_shot,17,21,682.05,0.00,712.06,1,1.40,1,,,,,,,17,,,
torchinferno,few_shot,41,22,673.85,0.00,701.95,1,1.42,1,,,,,,,41,,,
torchinferno,few_shot,28,23,686.75,0.00,712.07,1,1.40,1,,,,,,,28,,,
torchinferno,few_shot,24,24,689.27,0.00,714.40,1,1.40,1,,,,,,,24,,,
torchinferno,few_shot,19,25,691.23,25.67,716.89,2,2.79,1,,,,,,,19,,,
torchinferno,few_shot,33,26,678.81,31.73,710.55,2,2.81,1,,,,,,,33,,,
torchinferno,few_shot,18,27,681.23,39.56,720.79,2,2.77,1,,,,,,,18,,,
torchinferno,few_shot,46,28,679.67,0.00,710.25,1,1.41,1,,,,,,,46,,,
torchinferno,few_shot,23,29,691.64,31.10,722.75,2,2.77,1,,,,,,,23,,,
torchinferno,few_shot,35,30,679.94,0.00,715.87,1,1.40,1,,,,,,,35,,,
torchinferno,few_shot,44,31,671.64,43.89,715.53,2,2.80,1,,,,,,,44,,,
torchinferno,few_shot,29,32,683.78,0.00,726.86,1,1.38,1,,,,,,,29,,,
torchinferno,few_shot,22,33,681.17,49.06,730.23,2,2.74,1,,,,,,,22,,,
torchinferno,few_shot,20,34,682.29,49.63,731.92,2,2.73,1,,,,,,,20,,,
torchinferno,few_shot,34,35,677.31,0.00,724.49,1,1.38,1,,,,,,,34,,,
torchinferno,few_shot,31,36,686.97,0.00,733.11,1,1.36,1,,,,,,,31,,,
torchinferno,few_shot,27,37,680.28,56.70,736.98,2,2.71,1,,,,,,,27,,,
torchinferno,few_shot,21,38,683.44,56.84,740.28,2,2.70,1,,,,,,,21,,,
