model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-14T17:02:21.414834

Build Times
provider,build_time_s
torchinferno,361.1
vllm,1274.9
sglang,202.8

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,317.89,155.31,140.47,sglang
ttft_p99_ms,2621.13,266.37,644.67,vllm
tpot_median_ms,100.52,55.71,77.34,vllm
tpot_p99_ms,663.34,132.15,379.73,vllm
e2e_median_ms,413.70,203.31,211.22,vllm
e2e_p99_ms,2738.00,317.79,871.71,vllm
throughput_median_tps,3.02,7.16,5.70,vllm
total_output_tokens,1461,1460,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,305.70,166.89,203.21,vllm
ttft_p99_ms,589.60,395.54,70811.84,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,426.33,188.37,338.83,vllm
e2e_p99_ms,741.78,422.89,70862.40,vllm
throughput_median_tps,2.35,5.31,2.95,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,685.68,174.87,163.79,sglang
ttft_p99_ms,2419.65,334.60,660.32,vllm
tpot_median_ms,63.65,65.20,97.04,torchinferno
tpot_p99_ms,195.99,194.75,223.45,vllm
e2e_median_ms,760.60,230.97,259.81,vllm
e2e_p99_ms,2450.38,439.03,719.28,vllm
throughput_median_tps,1.57,6.03,5.12,vllm
total_output_tokens,1450,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,702.91,133.96,114.41,sglang
ttft_last_turn_ms,977.25,172.60,201.58,vllm
ttft_growth_ratio,1.39,1.29,1.76,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,286.96,59.64,82.15,vllm
ttft_p99_ms,840.01,2130.38,663.27,sglang
tpot_median_ms,53.95,29.15,45.53,vllm
tpot_p99_ms,293.37,1733.66,152.00,sglang
e2e_median_ms,338.62,80.94,136.82,vllm
e2e_p99_ms,1064.27,2162.11,706.51,sglang
throughput_median_tps,4.04,14.75,9.63,vllm
total_output_tokens,1474,1461,1446,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,368.68,76.27,68.00,sglang
ttft_p99_ms,1258.91,191.78,121.51,sglang
tpot_median_ms,22.34,14.94,22.91,vllm
tpot_p99_ms,45.80,25.96,27.32,vllm
e2e_median_ms,1125.79,626.39,840.15,vllm
e2e_p99_ms,2344.18,1010.43,1617.79,vllm
throughput_median_tps,30.81,58.21,41.11,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1518.61,0.00,1524.92,1,0.66,1
torchinferno,few_shot,1,1514.13,0.00,1523.69,1,0.66,1
torchinferno,few_shot,2,1514.15,0.00,1524.04,1,0.66,1
torchinferno,few_shot,3,1517.95,196.21,1714.17,2,1.17,1
torchinferno,few_shot,4,2077.73,0.00,2625.16,1,0.38,1
torchinferno,few_shot,5,2075.46,0.00,2630.14,1,0.38,1
torchinferno,few_shot,6,2069.69,0.00,2623.20,1,0.38,1
torchinferno,few_shot,7,2084.87,0.00,2631.72,1,0.38,1
torchinferno,few_shot,8,2076.22,0.00,2634.12,1,0.38,1
torchinferno,few_shot,9,2074.03,0.00,2636.92,1,0.38,1
torchinferno,few_shot,10,2633.88,0.00,2634.14,1,0.38,1
torchinferno,few_shot,11,2070.23,0.00,2639.75,1,0.38,1
torchinferno,few_shot,12,2075.76,0.00,2641.86,1,0.38,1
torchinferno,few_shot,13,2093.74,0.00,2651.84,1,0.38,1
torchinferno,few_shot,14,2083.75,0.00,2646.07,1,0.38,1
torchinferno,few_shot,15,2076.53,0.00,2644.67,1,0.38,1
torchinferno,few_shot,16,2083.65,0.00,2654.75,1,0.38,1
torchinferno,few_shot,17,2075.75,579.41,2655.16,2,0.75,1
torchinferno,few_shot,18,2082.69,0.00,2652.48,1,0.38,1
torchinferno,few_shot,19,2071.90,0.00,2655.42,1,0.38,1
torchinferno,few_shot,20,2088.62,576.35,2664.97,2,0.75,1
torchinferno,few_shot,21,2653.05,0.00,2653.40,1,0.38,1
torchinferno,few_shot,22,2076.65,586.21,2662.86,2,0.75,1
torchinferno,few_shot,23,2080.07,0.00,2660.99,1,0.38,1
torchinferno,few_shot,24,2074.60,588.89,2663.49,2,0.75,1
torchinferno,few_shot,25,2084.56,583.33,2667.89,2,0.75,1
torchinferno,few_shot,26,2621.13,43.31,2664.44,2,0.75,1
torchinferno,few_shot,27,2076.55,592.63,2669.18,2,0.75,1
torchinferno,few_shot,28,2653.73,10.49,2664.22,2,0.75,1
torchinferno,few_shot,29,2077.82,0.00,2672.28,1,0.37,1
torchinferno,few_shot,30,2627.17,0.00,2667.76,1,0.37,1
torchinferno,few_shot,31,2085.02,593.06,2678.08,2,0.75,1
torchinferno,few_shot,32,2083.47,0.00,2675.81,1,0.37,1
torchinferno,few_shot,33,2073.93,600.66,2674.59,2,0.75,1
torchinferno,few_shot,34,2075.58,0.00,2677.32,1,0.37,1
torchinferno,few_shot,35,2077.78,601.03,2678.81,2,0.75,1
torchinferno,few_shot,36,2083.82,608.25,2692.07,2,0.74,1
torchinferno,few_shot,37,2084.80,616.73,2701.53,2,0.74,1
torchinferno,few_shot,38,2079.16,622.57,2701.73,2,0.74,1
torchinferno,few_shot,39,2078.78,620.54,2699.32,2,0.74,1
torchinferno,few_shot,40,2619.98,80.78,2700.77,2,0.74,1
torchinferno,few_shot,41,2087.58,0.00,2717.92,1,0.37,1
torchinferno,few_shot,42,2073.76,641.48,2715.24,2,0.74,1
torchinferno,few_shot,43,2082.41,0.00,2719.39,1,0.37,1
torchinferno,few_shot,44,2086.12,643.95,2730.07,2,0.73,1
torchinferno,few_shot,45,1173.53,0.00,1209.54,1,0.83,1
torchinferno,few_shot,46,2076.55,0.00,2726.25,1,0.37,1
torchinferno,few_shot,47,2085.46,0.00,2735.37,1,0.37,1
torchinferno,few_shot,48,2071.50,658.49,2729.99,2,0.73,1
torchinferno,few_shot,49,2684.03,43.70,2727.73,2,0.73,1
torchinferno,few_shot,50,2079.23,652.37,2731.60,2,0.73,1
torchinferno,few_shot,51,2089.04,648.96,2738.00,2,0.73,1
torchinferno,few_shot,52,2074.39,0.00,2734.72,1,0.37,1
torchinferno,few_shot,53,2082.58,0.00,2734.96,1,0.37,1
torchinferno,few_shot,54,2629.60,103.25,2732.85,2,0.73,1
torchinferno,few_shot,55,2621.07,113.83,2734.89,2,0.73,1
torchinferno,few_shot,56,2078.86,669.98,2748.84,2,0.73,1
torchinferno,few_shot,57,2074.65,668.71,2743.37,2,0.73,1
torchinferno,few_shot,58,2073.44,669.50,2742.94,2,0.73,1
torchinferno,few_shot,59,2686.71,0.00,2738.26,1,0.37,1
torchinferno,few_shot,60,2073.33,673.56,2746.89,2,0.73,1
torchinferno,few_shot,61,2629.52,110.08,2739.61,2,0.73,1
torchinferno,few_shot,62,1147.91,0.00,1229.27,1,0.81,1
torchinferno,few_shot,63,2625.50,117.61,2743.11,2,0.73,1
torchinferno,few_shot,64,2085.34,663.34,2748.68,2,0.73,1
torchinferno,few_shot,65,2076.59,0.00,2756.41,1,0.36,1
torchinferno,few_shot,66,1351.27,0.00,1541.11,1,0.65,1
torchinferno,few_shot,67,1163.34,0.00,1354.03,1,0.74,1
torchinferno,few_shot,68,462.04,0.00,502.27,1,1.99,1
torchinferno,few_shot,69,465.26,0.00,514.91,1,1.94,1
torchinferno,few_shot,70,469.82,0.00,522.06,1,1.92,1
