model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-29T23:03:04.074555+00:00

Build Times
provider,build_time_s
torchinferno,678.4
vllm,624.1
sglang,293.8

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,164.95,142.17,151.95,vllm
ttft_p99_ms,2368.90,250.06,617.43,vllm
tpot_median_ms,49.23,46.17,75.74,vllm
tpot_p99_ms,791.18,126.53,559.61,vllm
e2e_median_ms,205.54,175.00,229.13,vllm
e2e_p99_ms,2397.86,303.17,689.30,vllm
throughput_median_tps,5.50,7.83,5.37,vllm
total_output_tokens,1461,1456,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,238.32,199.26,217.96,vllm
ttft_p99_ms,578.37,446.58,72459.76,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,254.94,220.28,357.28,vllm
e2e_p99_ms,600.41,467.40,72553.16,vllm
throughput_median_tps,3.92,4.54,2.80,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,291.47,153.15,171.87,vllm
ttft_p99_ms,427.50,319.46,631.84,vllm
tpot_median_ms,56.74,53.21,103.19,vllm
tpot_p99_ms,117.93,164.18,498.33,torchinferno
e2e_median_ms,344.64,197.03,277.18,vllm
e2e_p99_ms,483.70,387.19,700.31,vllm
throughput_median_tps,4.06,6.68,4.87,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,283.61,124.13,114.94,sglang
ttft_last_turn_ms,367.76,138.85,207.70,vllm
ttft_growth_ratio,1.30,1.12,1.81,vllm
ttft_first_turn_median_ms,255.03,124.97,110.83,sglang
ttft_first_turn_p99_ms,425.93,265.97,186.17,sglang
ttft_last_turn_median_ms,367.39,137.04,204.02,vllm
ttft_last_turn_p99_ms,433.05,292.63,332.79,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,201.34,60.96,80.34,vllm
ttft_p99_ms,507.46,2087.44,816.64,torchinferno
tpot_median_ms,57.30,30.36,53.98,vllm
tpot_p99_ms,91.21,1734.45,818.82,torchinferno
e2e_median_ms,248.11,83.78,144.58,vllm
e2e_p99_ms,541.71,2161.00,890.57,torchinferno
throughput_median_tps,5.54,14.54,9.63,vllm
total_output_tokens,1472,1486,1468,vllm
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,342.95,79.36,69.28,sglang
ttft_p99_ms,1249.42,215.09,143.71,sglang
tpot_median_ms,22.15,15.10,22.62,vllm
tpot_p99_ms,54.06,22.81,27.34,vllm
e2e_median_ms,1143.58,623.77,814.34,vllm
e2e_p99_ms,2235.20,1023.92,1595.98,vllm
throughput_median_tps,32.46,57.43,41.51,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,1414.94,0.00,1850.24,1,0.54,1,,,,,,,1,,,
torchinferno,few_shot,10,1,1409.54,0.00,1850.24,1,0.54,1,,,,,,,10,,,
torchinferno,few_shot,11,2,1410.45,0.00,1853.28,1,0.54,1,,,,,,,11,,,
torchinferno,few_shot,7,3,1412.46,0.00,1856.31,1,0.54,1,,,,,,,7,,,
torchinferno,few_shot,12,4,1412.26,0.00,1858.20,1,0.54,1,,,,,,,12,,,
torchinferno,few_shot,5,5,1412.23,0.00,1861.65,1,0.54,1,,,,,,,5,,,
torchinferno,few_shot,9,6,1412.25,0.00,1861.78,1,0.54,1,,,,,,,9,,,
torchinferno,few_shot,8,7,1415.31,0.00,1863.86,1,0.54,1,,,,,,,8,,,
torchinferno,few_shot,18,8,1409.85,777.15,2187.00,2,0.91,1,,,,,,,18,,,
torchinferno,few_shot,14,9,1411.62,778.21,2189.84,2,0.91,1,,,,,,,14,,,
torchinferno,few_shot,15,10,1416.13,777.88,2194.01,2,0.91,1,,,,,,,15,,,
torchinferno,few_shot,19,11,1411.30,784.02,2195.32,2,0.91,1,,,,,,,19,,,
torchinferno,few_shot,20,12,1415.86,781.24,2197.11,2,0.91,1,,,,,,,20,,,
torchinferno,few_shot,3,13,1418.52,785.50,2204.03,2,0.91,1,,,,,,,3,,,
torchinferno,few_shot,23,14,1411.41,789.92,2201.33,2,0.91,1,,,,,,,23,,,
torchinferno,few_shot,21,15,1407.96,795.12,2203.09,2,0.91,1,,,,,,,21,,,
torchinferno,few_shot,2,16,1421.60,788.40,2210.00,2,0.90,1,,,,,,,2,,,
torchinferno,few_shot,0,17,1421.71,791.18,2212.89,2,0.90,1,,,,,,,0,,,
torchinferno,few_shot,13,18,1414.78,795.57,2210.35,2,0.90,1,,,,,,,13,,,
torchinferno,few_shot,16,19,1415.14,796.50,2211.65,2,0.90,1,,,,,,,16,,,
torchinferno,few_shot,6,20,1415.16,800.48,2215.64,2,0.90,1,,,,,,,6,,,
torchinferno,few_shot,41,21,2283.91,0.00,2291.06,1,0.44,1,,,,,,,41,,,
torchinferno,few_shot,26,22,2282.34,0.00,2295.01,1,0.44,1,,,,,,,26,,,
torchinferno,few_shot,47,23,2283.41,0.00,2294.12,1,0.44,1,,,,,,,47,,,
torchinferno,few_shot,25,24,2281.83,0.00,2298.28,1,0.44,1,,,,,,,25,,,
torchinferno,few_shot,4,25,2286.35,0.00,2304.41,1,0.43,1,,,,,,,4,,,
torchinferno,few_shot,34,26,2278.73,0.00,2299.39,1,0.43,1,,,,,,,34,,,
torchinferno,few_shot,17,27,2283.79,0.00,2302.88,1,0.43,1,,,,,,,17,,,
torchinferno,few_shot,31,28,2285.46,0.00,2302.61,1,0.43,1,,,,,,,31,,,
torchinferno,few_shot,38,29,2285.85,0.00,2304.32,1,0.43,1,,,,,,,38,,,
torchinferno,few_shot,43,30,2280.71,0.00,2304.67,1,0.43,1,,,,,,,43,,,
torchinferno,few_shot,28,31,2278.27,0.00,2307.61,1,0.43,1,,,,,,,28,,,
torchinferno,few_shot,37,32,2280.42,0.00,2307.26,1,0.43,1,,,,,,,37,,,
torchinferno,few_shot,29,33,2282.80,0.00,2309.25,1,0.43,1,,,,,,,29,,,
torchinferno,few_shot,32,34,2279.30,33.13,2312.43,2,0.86,1,,,,,,,32,,,
torchinferno,few_shot,39,35,2283.99,0.00,2313.16,1,0.43,1,,,,,,,39,,,
torchinferno,few_shot,48,36,2278.08,0.00,2313.71,1,0.43,1,,,,,,,48,,,
