model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-03T01:02:34.142799+00:00

Build Times
provider,build_time_s
torchinferno,38.6
vllm,312.4
sglang,166.5

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,155.98,155.16,142.70,sglang
ttft_p99_ms,1099.03,317.84,585.23,vllm
tpot_median_ms,47.41,56.28,76.44,torchinferno
tpot_p99_ms,354.70,161.98,143.76,sglang
e2e_median_ms,200.01,205.79,220.63,torchinferno
e2e_p99_ms,1143.99,364.73,622.49,vllm
throughput_median_tps,6.34,6.89,5.52,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,154.33,210.24,233.35,torchinferno
ttft_p99_ms,469.66,424.00,69360.74,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,166.00,233.54,384.43,torchinferno
e2e_p99_ms,471.44,499.37,69499.36,torchinferno
throughput_median_tps,6.02,4.28,2.60,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,303.74,174.89,161.39,sglang
ttft_p99_ms,445.78,388.14,658.22,vllm
tpot_median_ms,60.21,53.95,112.16,vllm
tpot_p99_ms,119.69,191.01,640.49,torchinferno
e2e_median_ms,358.61,225.60,270.77,vllm
e2e_p99_ms,483.79,453.20,815.01,vllm
throughput_median_tps,3.86,6.05,4.80,vllm
total_output_tokens,1467,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,254.58,158.21,105.79,sglang
ttft_last_turn_ms,365.86,164.80,204.86,vllm
ttft_growth_ratio,1.44,1.04,1.94,vllm
ttft_first_turn_median_ms,293.08,142.77,98.65,sglang
ttft_first_turn_p99_ms,405.84,407.97,182.21,sglang
ttft_last_turn_median_ms,375.77,164.13,201.25,vllm
ttft_last_turn_p99_ms,469.26,368.47,308.65,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,136.57,63.41,71.35,vllm
ttft_p99_ms,447.16,3843.54,496.49,torchinferno
tpot_median_ms,39.81,30.56,75.76,vllm
tpot_p99_ms,124.94,1888.83,547.43,torchinferno
e2e_median_ms,162.62,86.53,151.73,vllm
e2e_p99_ms,520.53,3924.20,615.32,torchinferno
throughput_median_tps,8.01,14.14,9.44,vllm
total_output_tokens,1487,1459,1485,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,252.51,78.37,72.49,sglang
ttft_p99_ms,464.94,302.76,497.75,vllm
tpot_median_ms,21.24,15.08,21.63,vllm
tpot_p99_ms,42.07,21.94,33.21,vllm
e2e_median_ms,966.37,621.62,805.76,vllm
e2e_p99_ms,1692.17,1193.25,1596.10,vllm
throughput_median_tps,36.50,57.13,42.53,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,10,0,609.57,0.00,616.42,1,1.62,1,,,,,,,10,,,
torchinferno,few_shot,4,1,614.37,0.00,619.69,1,1.61,1,,,,,,,4,,,
torchinferno,few_shot,11,2,610.95,0.00,619.35,1,1.61,1,,,,,,,11,,,
torchinferno,few_shot,7,3,609.14,0.00,622.36,1,1.61,1,,,,,,,7,,,
torchinferno,few_shot,12,4,608.88,0.00,624.95,1,1.60,1,,,,,,,12,,,
torchinferno,few_shot,1,5,612.33,0.00,630.65,1,1.59,1,,,,,,,1,,,
torchinferno,few_shot,5,6,611.84,0.00,629.90,1,1.59,1,,,,,,,5,,,
torchinferno,few_shot,8,7,608.21,0.00,631.42,1,1.58,1,,,,,,,8,,,
torchinferno,few_shot,9,8,611.10,0.00,633.70,1,1.58,1,,,,,,,9,,,
torchinferno,few_shot,6,9,613.36,354.70,968.06,2,2.07,1,,,,,,,6,,,
torchinferno,few_shot,2,10,615.03,357.14,972.17,2,2.06,1,,,,,,,2,,,
torchinferno,few_shot,3,11,614.87,357.80,972.67,2,2.06,1,,,,,,,3,,,
torchinferno,few_shot,13,12,610.76,360.03,970.78,2,2.06,1,,,,,,,13,,,
torchinferno,few_shot,0,13,614.19,363.38,977.56,2,2.05,1,,,,,,,0,,,
torchinferno,few_shot,35,14,1022.97,0.00,1032.75,1,0.97,1,,,,,,,35,,,
torchinferno,few_shot,25,15,1029.40,0.00,1043.61,1,0.96,1,,,,,,,25,,,
torchinferno,few_shot,46,16,1017.27,0.00,1034.20,1,0.97,1,,,,,,,46,,,
torchinferno,few_shot,41,17,1017.83,0.00,1037.16,1,0.96,1,,,,,,,41,,,
torchinferno,few_shot,28,18,1020.10,0.00,1041.76,1,0.96,1,,,,,,,28,,,
torchinferno,few_shot,37,19,1018.16,0.00,1041.06,1,0.96,1,,,,,,,37,,,
torchinferno,few_shot,31,20,1015.35,0.00,1043.95,1,0.96,1,,,,,,,31,,,
torchinferno,few_shot,20,21,1029.18,25.69,1054.87,2,1.90,1,,,,,,,20,,,
torchinferno,few_shot,42,22,1013.17,0.00,1044.16,1,0.96,1,,,,,,,42,,,
torchinferno,few_shot,17,23,1028.98,0.00,1058.58,1,0.94,1,,,,,,,17,,,
torchinferno,few_shot,32,24,1016.78,33.32,1050.10,2,1.90,1,,,,,,,32,,,
torchinferno,few_shot,43,25,1020.53,0.00,1048.38,1,0.95,1,,,,,,,43,,,
torchinferno,few_shot,14,26,1031.53,32.36,1063.89,2,1.88,1,,,,,,,14,,,
torchinferno,few_shot,39,27,1016.36,0.00,1053.25,1,0.95,1,,,,,,,39,,,
torchinferno,few_shot,36,28,1015.52,40.42,1055.95,2,1.89,1,,,,,,,36,,,
torchinferno,few_shot,40,29,1015.36,41.40,1056.76,2,1.89,1,,,,,,,40,,,
torchinferno,few_shot,30,30,1021.72,39.40,1061.12,2,1.88,1,,,,,,,30,,,
torchinferno,few_shot,33,31,1016.74,46.22,1062.96,2,1.88,1,,,,,,,33,,,
torchinferno,few_shot,26,32,1024.63,0.00,1065.98,1,0.94,1,,,,,,,26,,,
torchinferno,few_shot,21,33,1027.42,49.17,1076.59,2,1.86,1,,,,,,,21,,,
torchinferno,few_shot,27,34,1021.54,48.55,1070.09,2,1.87,1,,,,,,,27,,,
torchinferno,few_shot,38,35,1014.67,0.00,1069.85,1,0.93,1,,,,,,,38,,,
torchinferno,few_shot,24,36,1026.52,0.00,1080.82,1,0.93,1,,,,,,,24,,,
torchinferno,few_shot,18,37,1024.08,60.43,1084.51,2,1.84,1,,,,,,,18,,,
torchinferno,few_shot,22,38,1024.16,61.45,1085.61,2,1.84,1,,,,,,,22,,,
torchinferno,few_shot,29,39,1023.57,0.00,1078.95,1,0.93,1,,,,,,,29,,,
