model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-12T03:02:58.092494

Build Times
provider,build_time_s
torchinferno,399.7
vllm,1341.0
sglang,199.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,311.39,173.32,142.31,sglang
ttft_p99_ms,2547.80,307.00,597.56,vllm
tpot_median_ms,91.84,64.52,78.02,vllm
tpot_p99_ms,618.79,147.62,624.27,vllm
e2e_median_ms,398.64,231.48,213.38,sglang
e2e_p99_ms,2638.69,383.88,1197.19,vllm
throughput_median_tps,3.07,6.28,5.94,vllm
total_output_tokens,1461,1457,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,355.11,194.52,210.59,vllm
ttft_p99_ms,1135.89,459.19,70398.13,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,472.54,217.90,350.06,vllm
e2e_p99_ms,1475.30,479.70,70496.35,vllm
throughput_median_tps,2.12,4.59,2.86,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,653.73,180.73,167.34,sglang
ttft_p99_ms,1689.18,365.44,626.09,vllm
tpot_median_ms,63.57,64.17,93.93,torchinferno
tpot_p99_ms,192.19,176.59,230.99,vllm
e2e_median_ms,711.66,241.68,266.62,vllm
e2e_p99_ms,1764.98,432.69,688.78,vllm
throughput_median_tps,1.82,5.95,5.04,vllm
total_output_tokens,1450,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,819.53,147.96,109.87,sglang
ttft_last_turn_ms,906.47,179.24,199.36,vllm
ttft_growth_ratio,1.11,1.21,1.81,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,402.80,64.93,82.20,vllm
ttft_p99_ms,1270.26,2037.61,584.38,sglang
tpot_median_ms,63.00,30.39,46.64,vllm
tpot_p99_ms,457.54,1707.27,132.49,sglang
e2e_median_ms,452.58,89.40,140.08,vllm
e2e_p99_ms,1492.54,2070.59,634.62,sglang
throughput_median_tps,3.24,13.63,9.86,vllm
total_output_tokens,1459,1458,1480,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,192.39,70.61,78.97,vllm
ttft_p99_ms,1191.87,185.50,145.00,sglang
tpot_median_ms,26.90,15.11,23.42,vllm
tpot_p99_ms,60.26,25.44,28.32,vllm
e2e_median_ms,1270.89,608.62,893.85,vllm
e2e_p99_ms,2639.48,1019.54,1702.65,vllm
throughput_median_tps,30.00,58.71,39.79,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1444.41,0.00,1452.03,1,0.69,1
torchinferno,few_shot,1,1447.70,0.00,1457.73,1,0.69,1
torchinferno,few_shot,2,1447.58,202.89,1650.46,2,1.21,1
torchinferno,few_shot,3,1445.00,204.94,1649.95,2,1.21,1
torchinferno,few_shot,4,1447.61,206.51,1654.12,2,1.21,1
torchinferno,few_shot,5,2028.12,0.00,2553.70,1,0.39,1
torchinferno,few_shot,6,2009.14,0.00,2552.41,1,0.39,1
torchinferno,few_shot,7,2012.31,0.00,2563.19,1,0.39,1
torchinferno,few_shot,8,2012.01,0.00,2563.35,1,0.39,1
torchinferno,few_shot,9,2021.45,0.00,2564.84,1,0.39,1
torchinferno,few_shot,10,2009.59,0.00,2563.89,1,0.39,1
torchinferno,few_shot,11,2013.85,0.00,2573.05,1,0.39,1
torchinferno,few_shot,12,2020.82,0.00,2566.12,1,0.39,1
torchinferno,few_shot,13,2014.31,553.56,2567.87,2,0.78,1
torchinferno,few_shot,14,2013.04,0.00,2572.13,1,0.39,1
torchinferno,few_shot,15,1114.55,0.00,1126.64,1,0.89,1
torchinferno,few_shot,16,2013.98,0.00,2574.52,1,0.39,1
torchinferno,few_shot,17,2025.30,556.81,2582.12,2,0.77,1
torchinferno,few_shot,18,2014.26,566.68,2580.93,2,0.77,1
torchinferno,few_shot,19,2021.98,0.00,2579.48,1,0.39,1
torchinferno,few_shot,20,2013.41,0.00,2587.16,1,0.39,1
torchinferno,few_shot,21,2547.80,0.00,2579.76,1,0.39,1
torchinferno,few_shot,22,2015.12,569.89,2585.01,2,0.77,1
torchinferno,few_shot,23,2011.52,0.00,2585.57,1,0.39,1
torchinferno,few_shot,24,2017.53,570.50,2588.04,2,0.77,1
torchinferno,few_shot,25,2017.43,576.36,2593.79,2,0.77,1
torchinferno,few_shot,26,2015.70,572.37,2588.07,2,0.77,1
torchinferno,few_shot,27,2018.06,0.00,2597.27,1,0.39,1
torchinferno,few_shot,28,2026.19,570.05,2596.24,2,0.77,1
torchinferno,few_shot,29,2553.12,37.72,2590.83,2,0.77,1
torchinferno,few_shot,30,2013.76,0.00,2596.92,1,0.39,1
torchinferno,few_shot,31,2013.50,581.79,2595.28,2,0.77,1
torchinferno,few_shot,32,2008.78,0.00,2599.44,1,0.38,1
torchinferno,few_shot,33,2014.22,585.30,2599.52,2,0.77,1
torchinferno,few_shot,34,2022.64,583.26,2605.90,2,0.77,1
torchinferno,few_shot,35,2011.48,0.00,2611.08,1,0.38,1
torchinferno,few_shot,36,2013.57,599.99,2613.56,2,0.77,1
torchinferno,few_shot,37,2022.16,592.69,2614.85,2,0.76,1
torchinferno,few_shot,38,2552.32,0.00,2609.36,1,0.38,1
torchinferno,few_shot,39,2014.12,602.81,2616.93,2,0.76,1
torchinferno,few_shot,40,2017.11,0.00,2614.51,1,0.38,1
torchinferno,few_shot,41,2011.21,604.38,2615.60,2,0.76,1
torchinferno,few_shot,42,2605.47,0.00,2614.70,1,0.38,1
torchinferno,few_shot,43,2019.25,602.00,2621.25,2,0.76,1
torchinferno,few_shot,44,2014.27,0.00,2629.68,1,0.38,1
torchinferno,few_shot,45,2551.85,0.00,2620.58,1,0.38,1
