model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-22T22:03:23.646020

Build Times
provider,build_time_s
torchinferno,256.7
vllm,1288.7
sglang,176.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,292.92,153.14,141.70,sglang
ttft_p99_ms,1852.38,487.38,6200.50,vllm
tpot_median_ms,149.28,59.88,71.40,vllm
tpot_p99_ms,223.25,166.17,7313.59,vllm
e2e_median_ms,396.16,207.23,211.19,vllm
e2e_p99_ms,2031.96,580.98,13477.96,vllm
throughput_median_tps,3.77,6.90,5.61,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,286.96,198.04,195.63,sglang
ttft_p99_ms,1660.37,399.60,70290.62,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,320.47,231.79,330.99,vllm
e2e_p99_ms,1736.54,488.64,70410.89,vllm
throughput_median_tps,3.12,4.31,3.02,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,688.78,169.51,155.60,sglang
ttft_p99_ms,2026.63,330.99,778.87,vllm
tpot_median_ms,117.15,65.26,99.51,vllm
tpot_p99_ms,522.88,179.39,240.95,vllm
e2e_median_ms,791.95,218.22,252.36,vllm
e2e_p99_ms,2159.08,428.26,815.86,vllm
throughput_median_tps,1.73,6.32,5.17,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,1052.03,144.74,105.34,sglang
ttft_last_turn_ms,585.00,165.14,193.53,vllm
ttft_growth_ratio,0.56,1.14,1.84,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,378.72,57.86,78.34,vllm
ttft_p99_ms,912.37,133.07,640.71,vllm
tpot_median_ms,131.75,26.18,58.73,vllm
tpot_p99_ms,154.03,63.80,166.96,vllm
e2e_median_ms,481.35,78.81,154.12,vllm
e2e_p99_ms,1022.51,180.00,685.66,vllm
throughput_median_tps,2.86,15.84,9.27,vllm
total_output_tokens,1469,1470,1455,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,806.83,65.22,66.62,vllm
ttft_p99_ms,2643.75,100.96,111.94,vllm
tpot_median_ms,16.98,14.94,22.17,vllm
tpot_p99_ms,76.38,19.50,26.87,vllm
e2e_median_ms,1583.30,594.82,831.92,vllm
e2e_p99_ms,3459.24,1008.56,1558.88,vllm
throughput_median_tps,22.00,60.16,42.48,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1123.97,363.91,1487.88,2,1.34,1
torchinferno,few_shot,1,1122.60,365.81,1488.42,2,1.34,1
torchinferno,few_shot,2,1840.70,0.00,1921.65,1,0.52,1
torchinferno,few_shot,3,1840.00,0.00,1921.19,1,0.52,1
torchinferno,few_shot,4,1849.28,0.00,1922.57,1,0.52,1
torchinferno,few_shot,5,1848.80,0.00,1928.64,1,0.52,1
torchinferno,few_shot,6,1862.94,0.00,1932.41,1,0.52,1
torchinferno,few_shot,7,1840.07,0.00,1927.63,1,0.52,1
torchinferno,few_shot,8,1836.97,0.00,1930.29,1,0.52,1
torchinferno,few_shot,9,1838.51,0.00,1928.82,1,0.52,1
torchinferno,few_shot,10,369.44,0.00,453.72,1,2.20,1
torchinferno,few_shot,11,1841.65,0.00,1941.66,1,0.52,1
torchinferno,few_shot,12,1853.53,0.00,1945.26,1,0.51,1
torchinferno,few_shot,13,1851.28,0.00,1939.37,1,0.52,1
torchinferno,few_shot,14,1856.95,0.00,1944.86,1,0.51,1
torchinferno,few_shot,15,1849.10,0.00,1950.95,1,0.51,1
torchinferno,few_shot,16,1845.81,0.00,1948.51,1,0.51,1
torchinferno,few_shot,17,1835.25,0.00,1945.13,1,0.51,1
torchinferno,few_shot,18,1839.82,0.00,1954.18,1,0.51,1
torchinferno,few_shot,19,1840.89,0.00,1950.91,1,0.51,1
torchinferno,few_shot,20,1846.69,0.00,1951.47,1,0.51,1
torchinferno,few_shot,21,1837.74,0.00,1954.48,1,0.51,1
torchinferno,few_shot,22,1840.83,0.00,1955.65,1,0.51,1
torchinferno,few_shot,23,1850.11,0.00,1954.41,1,0.51,1
torchinferno,few_shot,24,370.78,0.00,478.26,1,2.09,1
torchinferno,few_shot,25,1843.27,0.00,1958.15,1,0.51,1
torchinferno,few_shot,26,1837.68,0.00,1963.13,1,0.51,1
torchinferno,few_shot,27,1848.13,0.00,1968.40,1,0.51,1
torchinferno,few_shot,28,1841.67,0.00,1965.16,1,0.51,1
torchinferno,few_shot,29,1842.01,0.00,1969.19,1,0.51,1
torchinferno,few_shot,30,1847.31,0.00,1970.32,1,0.51,1
torchinferno,few_shot,31,1844.20,0.00,1972.31,1,0.51,1
torchinferno,few_shot,32,1837.28,0.00,1977.04,1,0.51,1
torchinferno,few_shot,33,1841.74,0.00,1981.24,1,0.50,1
torchinferno,few_shot,34,1856.95,0.00,1983.26,1,0.50,1
torchinferno,few_shot,35,1852.09,0.00,1985.99,1,0.50,1
torchinferno,few_shot,36,1855.67,139.75,1995.42,2,1.00,1
torchinferno,few_shot,37,1838.34,155.06,1993.40,2,1.00,1
torchinferno,few_shot,38,1851.10,144.78,1995.88,2,1.00,1
torchinferno,few_shot,39,1840.77,151.62,1992.38,2,1.00,1
torchinferno,few_shot,40,1853.80,146.04,1999.83,2,1.00,1
torchinferno,few_shot,41,1849.67,147.86,1997.54,2,1.00,1
torchinferno,few_shot,42,1847.67,150.20,1997.87,2,1.00,1
torchinferno,few_shot,43,1843.22,154.58,1997.80,2,1.00,1
torchinferno,few_shot,44,1839.68,161.15,2000.84,2,1.00,1
torchinferno,few_shot,45,1849.84,156.17,2006.01,2,1.00,1
torchinferno,few_shot,46,1847.19,157.77,2004.96,2,1.00,1
torchinferno,few_shot,47,1846.49,162.70,2009.20,2,1.00,1
torchinferno,few_shot,48,1842.95,169.80,2012.76,2,0.99,1
torchinferno,few_shot,49,1858.91,155.76,2014.67,2,0.99,1
torchinferno,few_shot,50,1835.27,174.16,2009.42,2,1.00,1
torchinferno,few_shot,51,1840.56,177.54,2018.10,2,0.99,1
torchinferno,few_shot,52,1855.78,162.93,2018.71,2,0.99,1
torchinferno,few_shot,53,1847.05,176.70,2023.75,2,0.99,1
torchinferno,few_shot,54,1839.70,177.69,2017.39,2,0.99,1
torchinferno,few_shot,55,1839.37,186.25,2025.62,2,0.99,1
torchinferno,few_shot,56,1852.38,181.85,2034.24,2,0.98,1
torchinferno,few_shot,57,1855.69,176.99,2032.68,2,0.98,1
torchinferno,few_shot,58,1845.44,188.92,2034.36,2,0.98,1
torchinferno,few_shot,59,1842.60,189.36,2031.96,2,0.98,1
torchinferno,few_shot,60,1837.07,197.08,2034.15,2,0.98,1
torchinferno,few_shot,61,1847.98,193.04,2041.02,2,0.98,1
torchinferno,few_shot,62,1838.76,206.61,2045.37,2,0.98,1
torchinferno,few_shot,63,1843.44,196.73,2040.17,2,0.98,1
torchinferno,few_shot,64,1845.89,199.38,2045.26,2,0.98,1
torchinferno,few_shot,65,1851.05,216.94,2067.99,2,0.97,1
torchinferno,few_shot,66,165.07,0.00,226.65,1,4.41,1
torchinferno,few_shot,67,160.63,121.49,282.12,2,7.09,1
torchinferno,few_shot,68,180.29,124.94,305.23,2,6.55,1
torchinferno,few_shot,69,173.84,124.97,298.81,2,6.69,1
torchinferno,few_shot,70,154.58,126.45,281.03,2,7.12,1
torchinferno,few_shot,71,438.51,0.00,486.96,1,2.05,1
torchinferno,few_shot,72,442.86,0.00,511.27,1,1.96,1
torchinferno,few_shot,73,442.09,0.00,492.30,1,2.03,1
torchinferno,few_shot,74,376.39,0.00,439.32,1,2.28,1
torchinferno,few_shot,75,376.67,0.00,436.03,1,2.29,1
torchinferno,few_shot,76,380.87,0.00,448.11,1,2.23,1
torchinferno,few_shot,77,447.38,0.00,521.52,1,1.92,1
torchinferno,few_shot,78,435.52,0.00,495.20,1,2.02,1
torchinferno,few_shot,79,430.36,0.00,510.10,1,1.96,1
torchinferno,few_shot,80,402.86,0.00,478.60,1,2.09,1
torchinferno,few_shot,81,408.00,0.00,486.23,1,2.06,1
torchinferno,few_shot,82,354.35,0.00,440.58,1,2.27,1
torchinferno,few_shot,83,345.97,0.00,433.05,1,2.31,1
torchinferno,few_shot,84,224.32,0.00,300.73,1,3.33,1
torchinferno,few_shot,85,384.27,0.00,459.08,1,2.18,1
torchinferno,few_shot,86,417.01,0.00,509.90,1,1.96,1
torchinferno,few_shot,87,454.39,0.00,544.75,1,1.84,1
torchinferno,few_shot,88,429.68,0.00,528.72,1,1.89,1
torchinferno,few_shot,89,473.55,0.00,561.08,1,1.78,1
torchinferno,few_shot,90,442.96,0.00,529.83,1,1.89,1
torchinferno,few_shot,91,318.38,0.00,410.40,1,2.44,1
torchinferno,few_shot,92,432.22,0.00,521.80,1,1.92,1
torchinferno,few_shot,93,468.79,0.00,564.66,1,1.77,1
torchinferno,few_shot,94,358.72,0.00,465.46,1,2.15,1
torchinferno,few_shot,95,387.53,0.00,488.01,1,2.05,1
torchinferno,few_shot,96,436.58,0.00,531.37,1,1.88,1
torchinferno,few_shot,97,390.18,0.00,483.71,1,2.07,1
torchinferno,few_shot,98,422.95,0.00,524.85,1,1.91,1
torchinferno,few_shot,99,407.00,0.00,520.14,1,1.92,1
torchinferno,few_shot,100,384.83,0.00,494.78,1,2.02,1
torchinferno,few_shot,101,454.83,0.00,573.61,1,1.74,1
torchinferno,few_shot,102,395.92,0.00,507.52,1,1.97,1
torchinferno,few_shot,103,345.70,0.00,463.98,1,2.16,1
torchinferno,few_shot,104,416.63,0.00,523.40,1,1.91,1
torchinferno,few_shot,105,476.24,0.00,588.80,1,1.70,1
torchinferno,few_shot,106,350.37,0.00,464.53,1,2.15,1
torchinferno,few_shot,107,394.02,0.00,519.40,1,1.93,1
torchinferno,few_shot,108,394.15,0.00,526.98,1,1.90,1
torchinferno,few_shot,109,371.32,152.23,523.55,2,3.82,1
torchinferno,few_shot,110,392.76,138.42,531.18,2,3.77,1
torchinferno,few_shot,111,354.81,138.21,493.02,2,4.06,1
torchinferno,few_shot,112,359.37,150.57,509.94,2,3.92,1
torchinferno,few_shot,113,341.66,151.61,493.27,2,4.05,1
torchinferno,few_shot,114,408.93,163.33,572.25,2,3.49,1
torchinferno,few_shot,115,455.43,150.13,605.55,2,3.30,1
torchinferno,few_shot,116,366.62,155.99,522.61,2,3.83,1
torchinferno,few_shot,117,419.55,156.87,576.42,2,3.47,1
torchinferno,few_shot,118,452.31,153.62,605.94,2,3.30,1
torchinferno,few_shot,119,388.71,168.16,556.87,2,3.59,1
torchinferno,few_shot,120,380.85,169.19,550.04,2,3.64,1
torchinferno,few_shot,121,379.92,156.64,536.56,2,3.73,1
torchinferno,few_shot,122,438.79,173.86,612.65,2,3.26,1
torchinferno,few_shot,123,358.50,169.48,527.97,2,3.79,1
torchinferno,few_shot,124,406.60,168.52,575.12,2,3.48,1
torchinferno,few_shot,125,422.84,174.26,597.10,2,3.35,1
torchinferno,few_shot,126,366.87,183.35,550.22,2,3.63,1
torchinferno,few_shot,127,349.00,174.74,523.73,2,3.82,1
torchinferno,few_shot,128,387.39,180.95,568.35,2,3.52,1
torchinferno,few_shot,129,436.22,180.57,616.79,2,3.24,1
torchinferno,few_shot,130,359.01,177.85,536.86,2,3.73,1
torchinferno,few_shot,131,158.31,0.00,217.24,1,4.60,1
torchinferno,few_shot,132,177.34,0.00,236.01,1,4.24,1
torchinferno,few_shot,133,129.75,0.00,191.06,1,5.23,1
torchinferno,few_shot,134,142.72,0.00,212.94,1,4.70,1
torchinferno,few_shot,135,121.99,0.00,187.32,1,5.34,1
torchinferno,few_shot,136,151.98,0.00,224.80,1,4.45,1
torchinferno,few_shot,137,125.46,0.00,197.60,1,5.06,1
torchinferno,few_shot,138,141.47,0.00,212.25,1,4.71,1
torchinferno,few_shot,139,133.05,0.00,212.57,1,4.70,1
torchinferno,few_shot,140,127.84,0.00,204.45,1,4.89,1
torchinferno,few_shot,141,179.60,0.00,256.77,1,3.89,1
torchinferno,few_shot,142,389.49,0.00,470.41,1,2.13,1
torchinferno,few_shot,143,175.95,0.00,254.95,1,3.92,1
torchinferno,few_shot,144,164.68,0.00,251.02,1,3.98,1
torchinferno,few_shot,145,393.96,0.00,477.08,1,2.10,1
torchinferno,few_shot,146,133.66,0.00,224.96,1,4.45,1
torchinferno,few_shot,147,390.56,0.00,483.89,1,2.07,1
torchinferno,few_shot,148,137.60,0.00,230.58,1,4.34,1
torchinferno,few_shot,149,166.76,127.23,293.99,2,6.80,1
torchinferno,few_shot,150,171.02,132.82,303.85,2,6.58,1
torchinferno,few_shot,151,141.92,134.26,276.18,2,7.24,1
torchinferno,few_shot,152,152.73,131.18,283.91,2,7.04,1
torchinferno,few_shot,153,171.86,136.54,308.40,2,6.49,1
torchinferno,few_shot,154,131.68,134.74,266.42,2,7.51,1
torchinferno,few_shot,155,166.01,136.32,302.33,2,6.62,1
torchinferno,few_shot,156,147.86,138.93,286.79,2,6.97,1
torchinferno,few_shot,157,168.48,143.80,312.27,2,6.40,1
torchinferno,few_shot,158,177.96,145.44,323.40,2,6.18,1
torchinferno,few_shot,159,149.41,145.50,294.91,2,6.78,1
torchinferno,few_shot,160,388.17,151.04,539.20,2,3.71,1
torchinferno,few_shot,161,128.86,154.40,283.26,2,7.06,1
torchinferno,few_shot,162,160.53,172.24,505.01,3,5.94,0
torchinferno,few_shot,163,525.13,0.00,573.82,1,1.74,1
torchinferno,few_shot,164,367.64,0.00,421.32,1,2.37,1
torchinferno,few_shot,165,525.04,0.00,587.03,1,1.70,1
torchinferno,few_shot,166,501.90,0.00,573.05,1,1.75,1
torchinferno,few_shot,167,301.07,0.00,374.83,1,2.67,1
torchinferno,few_shot,168,375.70,0.00,437.73,1,2.28,1
torchinferno,few_shot,169,312.90,0.00,372.75,1,2.68,1
torchinferno,few_shot,170,489.77,0.00,570.63,1,1.75,1
