model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-06T21:01:50.051703

Build Times
provider,build_time_s
torchinferno,361.1
vllm,1265.0
sglang,196.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,260.32,155.25,149.06,sglang
ttft_p99_ms,1711.32,285.06,1120.37,vllm
tpot_median_ms,92.87,56.64,76.92,vllm
tpot_p99_ms,317.70,138.24,7304.25,vllm
e2e_median_ms,354.14,209.83,221.53,vllm
e2e_p99_ms,1996.48,330.16,8381.50,vllm
throughput_median_tps,3.56,7.02,5.36,vllm
total_output_tokens,1461,1461,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,332.92,186.57,208.19,vllm
ttft_p99_ms,1055.28,245.26,70893.38,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,523.08,241.19,354.60,vllm
e2e_p99_ms,1156.42,333.76,70984.42,vllm
throughput_median_tps,1.91,4.15,2.82,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,818.05,155.32,164.37,vllm
ttft_p99_ms,2058.62,317.91,935.05,vllm
tpot_median_ms,115.50,61.82,106.74,vllm
tpot_p99_ms,634.90,219.93,226.05,vllm
e2e_median_ms,995.68,205.02,263.33,vllm
e2e_p99_ms,2239.31,420.35,1062.63,vllm
throughput_median_tps,1.38,6.46,5.13,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,1014.53,110.94,110.35,sglang
ttft_last_turn_ms,1274.29,146.38,179.85,vllm
ttft_growth_ratio,1.26,1.32,1.63,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,389.08,59.54,79.62,vllm
ttft_p99_ms,1045.01,2029.83,1011.33,sglang
tpot_median_ms,67.01,29.03,43.26,vllm
tpot_p99_ms,299.68,1997.91,147.38,sglang
e2e_median_ms,453.03,82.16,135.97,vllm
e2e_p99_ms,1134.58,2059.67,1051.51,sglang
throughput_median_tps,3.17,14.62,10.10,vllm
total_output_tokens,1474,1459,1486,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,518.45,68.05,77.15,vllm
ttft_p99_ms,1709.94,141.70,186.29,vllm
tpot_median_ms,23.37,15.11,23.66,vllm
tpot_p99_ms,45.41,23.27,28.08,vllm
e2e_median_ms,1296.22,616.99,874.32,vllm
e2e_p99_ms,3337.49,1019.53,1672.95,vllm
throughput_median_tps,26.67,58.72,39.48,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1325.82,0.00,1330.89,1,0.75,1
torchinferno,few_shot,1,1324.44,0.00,1332.72,1,0.75,1
torchinferno,few_shot,2,1322.62,0.00,1336.37,1,0.75,1
torchinferno,few_shot,3,1321.61,0.00,1335.92,1,0.75,1
torchinferno,few_shot,4,1322.46,0.00,1339.27,1,0.75,1
torchinferno,few_shot,5,1321.74,0.00,1338.36,1,0.75,1
torchinferno,few_shot,6,1319.27,0.00,1339.01,1,0.75,1
torchinferno,few_shot,7,1323.18,17.29,1340.48,2,1.49,1
torchinferno,few_shot,8,1327.66,0.00,1347.35,1,0.74,1
torchinferno,few_shot,9,1325.18,22.29,1347.47,2,1.48,1
torchinferno,few_shot,10,1320.95,24.16,1345.10,2,1.49,1
torchinferno,few_shot,11,1327.45,23.93,1351.39,2,1.48,1
torchinferno,few_shot,12,1320.49,29.56,1350.05,2,1.48,1
torchinferno,few_shot,13,1328.18,27.19,1355.37,2,1.48,1
torchinferno,few_shot,14,1700.01,0.00,1919.24,1,0.52,1
torchinferno,few_shot,15,1727.29,0.00,1933.64,1,0.52,1
torchinferno,few_shot,16,1698.90,0.00,1921.65,1,0.52,1
torchinferno,few_shot,17,1693.62,0.00,1920.07,1,0.52,1
torchinferno,few_shot,18,1701.73,0.00,1929.08,1,0.52,1
torchinferno,few_shot,19,1698.70,0.00,1926.92,1,0.52,1
torchinferno,few_shot,20,1724.74,0.00,1944.68,1,0.51,1
torchinferno,few_shot,21,1708.94,0.00,1933.46,1,0.52,1
torchinferno,few_shot,22,1705.36,0.00,1936.22,1,0.52,1
torchinferno,few_shot,23,1703.09,0.00,1932.48,1,0.52,1
torchinferno,few_shot,24,1698.42,234.65,1933.07,2,1.03,1
torchinferno,few_shot,25,1699.56,0.00,1934.69,1,0.52,1
torchinferno,few_shot,26,1697.81,239.05,1936.86,2,1.03,1
torchinferno,few_shot,27,1700.13,0.00,1939.31,1,0.52,1
torchinferno,few_shot,28,1706.84,0.00,1946.33,1,0.51,1
torchinferno,few_shot,29,1707.16,239.69,1946.86,2,1.03,1
torchinferno,few_shot,30,1708.26,235.36,1943.63,2,1.03,1
torchinferno,few_shot,31,1710.07,250.18,1960.25,2,1.02,1
torchinferno,few_shot,32,1706.14,237.22,1943.36,2,1.03,1
torchinferno,few_shot,33,1703.48,243.25,1946.73,2,1.03,1
torchinferno,few_shot,34,1698.54,254.60,1953.13,2,1.02,1
torchinferno,few_shot,35,1706.78,0.00,1957.20,1,0.51,1
torchinferno,few_shot,36,1703.77,256.83,1960.61,2,1.02,1
torchinferno,few_shot,37,1709.54,268.79,1978.33,2,1.01,1
torchinferno,few_shot,38,1702.18,264.67,1966.85,2,1.02,1
torchinferno,few_shot,39,1705.90,0.00,1966.89,1,0.51,1
torchinferno,few_shot,40,1704.51,0.00,1965.86,1,0.51,1
torchinferno,few_shot,41,1712.71,261.94,1974.64,2,1.01,1
torchinferno,few_shot,42,1705.71,0.00,1969.08,1,0.51,1
torchinferno,few_shot,43,1698.75,0.00,1973.06,1,0.51,1
torchinferno,few_shot,44,1697.39,273.88,1971.27,2,1.01,1
torchinferno,few_shot,45,1700.72,0.00,1970.53,1,0.51,1
torchinferno,few_shot,46,1703.61,0.00,1976.70,1,0.51,1
torchinferno,few_shot,47,1710.36,0.00,1979.02,1,0.51,1
torchinferno,few_shot,48,1698.56,278.15,1976.71,2,1.01,1
torchinferno,few_shot,49,1699.96,279.94,1979.90,2,1.01,1
torchinferno,few_shot,50,1717.15,281.05,1998.20,2,1.00,1
torchinferno,few_shot,51,1707.53,278.32,1985.85,2,1.01,1
torchinferno,few_shot,52,1696.68,286.22,1982.90,2,1.01,1
torchinferno,few_shot,53,1697.15,0.00,1983.15,1,0.50,1
torchinferno,few_shot,54,1711.32,291.39,2002.71,2,1.00,1
torchinferno,few_shot,55,1708.04,286.14,1994.18,2,1.00,1
torchinferno,few_shot,56,1727.06,281.88,2008.95,2,1.00,1
torchinferno,few_shot,57,1698.17,0.00,1997.01,1,0.50,1
torchinferno,few_shot,58,1707.78,0.00,1996.48,1,0.50,1
torchinferno,few_shot,59,1713.72,300.01,2013.74,2,0.99,1
torchinferno,few_shot,60,1697.58,305.21,2002.78,2,1.00,1
torchinferno,few_shot,61,1714.30,303.85,2018.14,2,0.99,1
torchinferno,few_shot,62,1916.06,172.46,2088.52,2,0.96,1
torchinferno,few_shot,63,1915.20,174.74,2089.94,2,0.96,1
torchinferno,few_shot,64,863.07,0.00,1091.16,1,0.92,1
torchinferno,few_shot,65,231.63,0.00,462.35,1,2.16,1
torchinferno,few_shot,66,853.88,0.00,1092.12,1,0.92,1
torchinferno,few_shot,67,239.53,0.00,480.93,1,2.08,1
torchinferno,few_shot,68,258.00,0.00,497.26,1,2.01,1
torchinferno,few_shot,69,854.57,0.00,1099.33,1,0.91,1
torchinferno,few_shot,70,236.81,0.00,482.56,1,2.07,1
torchinferno,few_shot,71,204.00,0.00,452.11,1,2.21,1
