model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-12T15:07:59.831764

Build Times
provider,build_time_s
torchinferno,444.3
vllm,1006.7
sglang,152.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,413.99,153.57,135.98,sglang
ttft_p99_ms,1085.17,997.29,7943.96,vllm
tpot_median_ms,468.62,52.33,73.90,vllm
tpot_p99_ms,655.26,143.13,7326.74,vllm
e2e_median_ms,797.65,204.47,205.41,vllm
e2e_p99_ms,1589.95,1037.38,15223.75,vllm
throughput_median_tps,1.67,7.22,5.92,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,336.96,206.13,211.80,vllm
ttft_p99_ms,888.94,512.10,893.80,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,375.38,227.62,350.90,vllm
e2e_p99_ms,921.64,546.06,937.31,vllm
throughput_median_tps,2.66,4.39,2.85,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,650.13,164.89,157.66,sglang
ttft_p99_ms,1421.41,326.45,602.58,vllm
tpot_median_ms,280.76,58.20,105.26,vllm
tpot_p99_ms,532.71,192.10,536.61,vllm
e2e_median_ms,836.04,214.54,260.15,vllm
e2e_p99_ms,1767.33,423.67,745.84,vllm
throughput_median_tps,1.50,6.38,5.14,vllm
total_output_tokens,1450,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,785.53,142.28,115.25,sglang
ttft_last_turn_ms,660.87,158.65,194.77,vllm
ttft_growth_ratio,0.84,1.12,1.69,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,324.18,58.45,76.62,vllm
ttft_p99_ms,975.71,155.51,469.70,vllm
tpot_median_ms,380.02,26.77,63.30,vllm
tpot_p99_ms,1223.23,41.63,453.73,vllm
e2e_median_ms,677.09,78.79,149.81,vllm
e2e_p99_ms,1789.39,163.69,546.90,vllm
throughput_median_tps,2.08,15.58,9.63,vllm
total_output_tokens,1486,1464,1482,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,559.30,68.73,66.15,sglang
ttft_p99_ms,2032.67,233.55,112.44,sglang
tpot_median_ms,30.93,14.91,22.28,vllm
tpot_p99_ms,75.01,21.10,27.52,vllm
e2e_median_ms,1800.80,610.41,834.71,vllm
e2e_p99_ms,3052.44,1012.03,1532.12,vllm
throughput_median_tps,21.66,58.85,42.18,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1078.82,0.00,1508.99,1,0.66,1
torchinferno,few_shot,1,1076.73,0.00,1499.94,1,0.67,1
torchinferno,few_shot,2,1082.34,0.00,1522.44,1,0.66,1
torchinferno,few_shot,3,1085.17,0.00,1523.00,1,0.66,1
torchinferno,few_shot,4,1081.20,0.00,1524.54,1,0.66,1
torchinferno,few_shot,5,1075.66,0.00,1526.32,1,0.66,1
torchinferno,few_shot,6,1080.40,0.00,1516.03,1,0.66,1
torchinferno,few_shot,7,1086.68,0.00,1530.72,1,0.65,1
torchinferno,few_shot,8,1085.76,0.00,1531.27,1,0.65,1
torchinferno,few_shot,9,1081.42,0.00,1527.60,1,0.65,1
torchinferno,few_shot,10,1073.84,0.00,1520.51,1,0.66,1
torchinferno,few_shot,11,1070.24,0.00,1520.29,1,0.66,1
torchinferno,few_shot,12,1088.43,0.00,1536.40,1,0.65,1
torchinferno,few_shot,13,1075.33,0.00,1525.51,1,0.66,1
torchinferno,few_shot,14,1064.50,0.00,1523.29,1,0.66,1
torchinferno,few_shot,15,1080.93,0.00,1541.65,1,0.65,1
torchinferno,few_shot,16,1073.84,0.00,1530.56,1,0.65,1
torchinferno,few_shot,17,1069.79,0.00,1530.16,1,0.65,1
torchinferno,few_shot,18,1081.60,0.00,1535.35,1,0.65,1
torchinferno,few_shot,19,1061.44,468.67,1530.11,2,1.31,1
torchinferno,few_shot,20,1075.98,0.00,1535.38,1,0.65,1
torchinferno,few_shot,21,1087.76,0.00,1549.66,1,0.65,1
torchinferno,few_shot,22,1077.83,470.42,1548.25,2,1.29,1
torchinferno,few_shot,23,1059.30,475.66,1534.96,2,1.30,1
torchinferno,few_shot,24,1074.91,463.68,1538.59,2,1.30,1
torchinferno,few_shot,25,1081.76,0.00,1550.91,1,0.64,1
torchinferno,few_shot,26,1079.46,475.76,1555.22,2,1.29,1
torchinferno,few_shot,27,1062.31,479.16,1541.46,2,1.30,1
torchinferno,few_shot,28,1087.97,468.43,1556.40,2,1.29,1
torchinferno,few_shot,29,1059.27,0.00,1542.82,1,0.65,1
torchinferno,few_shot,30,1086.23,470.75,1556.98,2,1.28,1
torchinferno,few_shot,31,1075.25,473.47,1548.72,2,1.29,1
torchinferno,few_shot,32,1070.01,0.00,1550.20,1,0.65,1
torchinferno,few_shot,33,1085.36,0.00,1561.03,1,0.64,1
torchinferno,few_shot,34,1083.24,479.25,1562.49,2,1.28,1
torchinferno,few_shot,35,1069.10,482.24,1551.34,2,1.29,1
torchinferno,few_shot,36,1061.61,0.00,1556.76,1,0.64,1
torchinferno,few_shot,37,1076.92,495.20,1572.12,2,1.27,1
torchinferno,few_shot,38,1082.10,0.00,1564.37,1,0.64,1
torchinferno,few_shot,39,1092.65,485.47,1578.13,2,1.27,1
torchinferno,few_shot,40,1075.26,499.49,1574.75,2,1.27,1
torchinferno,few_shot,41,1072.14,0.00,1563.14,1,0.64,1
torchinferno,few_shot,42,1069.86,494.57,1564.43,2,1.28,1
torchinferno,few_shot,43,1060.40,503.78,1564.19,2,1.28,1
torchinferno,few_shot,44,1072.09,495.48,1567.57,2,1.28,1
torchinferno,few_shot,45,1079.99,504.00,1583.99,2,1.26,1
torchinferno,few_shot,46,1083.93,503.18,1587.11,2,1.26,1
torchinferno,few_shot,47,1077.17,499.80,1576.97,2,1.27,1
torchinferno,few_shot,48,1076.80,510.23,1587.03,2,1.26,1
