model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-18T17:02:31.662437+00:00

Build Times
provider,build_time_s
torchinferno,44.3
vllm,336.1
sglang,167.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.90,69.55,87.07,vllm
ttft_p99_ms,740.10,96.27,519.32,vllm
tpot_median_ms,32.56,38.25,71.81,torchinferno
tpot_p99_ms,43.83,52.03,879.41,torchinferno
e2e_median_ms,166.21,96.27,146.82,vllm
e2e_p99_ms,751.41,136.19,965.85,vllm
throughput_median_tps,6.94,13.63,9.04,vllm
total_output_tokens,1460,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,59.97,72.99,164.30,torchinferno
ttft_p99_ms,339.93,308.44,70439.23,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,76.65,90.40,230.25,torchinferno
e2e_p99_ms,365.06,311.27,70494.41,vllm
throughput_median_tps,13.05,11.06,4.34,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.73,81.60,95.78,vllm
ttft_p99_ms,1021.26,170.92,642.18,vllm
tpot_median_ms,35.13,34.32,73.73,vllm
tpot_p99_ms,47.51,95.66,913.91,torchinferno
e2e_median_ms,219.76,109.80,159.90,vllm
e2e_p99_ms,1048.29,226.50,975.45,vllm
throughput_median_tps,5.12,12.20,8.59,vllm
total_output_tokens,1445,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,436.91,83.00,77.04,sglang
ttft_last_turn_ms,176.33,92.33,102.95,vllm
ttft_growth_ratio,0.40,1.11,1.34,torchinferno
ttft_first_turn_median_ms,246.78,73.93,77.35,vllm
ttft_first_turn_p99_ms,1104.21,157.79,120.22,sglang
ttft_last_turn_median_ms,188.66,88.02,98.87,vllm
ttft_last_turn_p99_ms,208.28,173.59,136.88,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,51.84,36.16,68.02,vllm
ttft_p99_ms,192.69,94.39,132.00,vllm
tpot_median_ms,34.52,24.38,376.38,vllm
tpot_p99_ms,73.96,34.80,1036.75,vllm
e2e_median_ms,73.39,54.70,462.70,vllm
e2e_p99_ms,297.70,155.41,1136.61,vllm
throughput_median_tps,20.02,24.11,3.03,vllm
total_output_tokens,1489,1491,1480,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,185.22,46.74,57.03,vllm
ttft_p99_ms,635.83,61.70,136.26,vllm
tpot_median_ms,19.06,15.43,28.14,vllm
tpot_p99_ms,28.79,17.57,113.06,vllm
e2e_median_ms,857.32,579.37,1050.70,vllm
e2e_p99_ms,1559.84,1045.58,2016.77,vllm
throughput_median_tps,41.07,60.71,34.55,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,799.09,0.00,811.36,1,1.23,1,,,,,,,1,,,
torchinferno,few_shot,0,1,817.23,23.66,840.89,2,2.38,1,,,,,,,0,,,
torchinferno,few_shot,5,2,807.00,0.00,819.92,1,1.22,1,,,,,,,5,,,
torchinferno,few_shot,26,3,449.92,0.00,462.63,1,2.16,1,,,,,,,26,,,
torchinferno,few_shot,9,4,740.10,0.00,751.41,1,1.33,1,,,,,,,9,,,
torchinferno,few_shot,25,5,467.71,0.00,480.75,1,2.08,1,,,,,,,25,,,
torchinferno,few_shot,7,6,770.38,0.00,788.08,1,1.27,1,,,,,,,7,,,
torchinferno,few_shot,24,7,484.54,0.00,499.28,1,2.00,1,,,,,,,24,,,
torchinferno,few_shot,31,8,365.09,0.00,380.88,1,2.63,1,,,,,,,31,,,
torchinferno,few_shot,4,9,822.43,0.00,842.08,1,1.19,1,,,,,,,4,,,
torchinferno,few_shot,11,10,703.70,0.00,723.31,1,1.38,1,,,,,,,11,,,
torchinferno,few_shot,28,11,414.07,0.00,434.19,1,2.30,1,,,,,,,28,,,
torchinferno,few_shot,10,12,722.00,0.00,742.26,1,1.35,1,,,,,,,10,,,
torchinferno,few_shot,12,13,688.54,0.00,708.85,1,1.41,1,,,,,,,12,,,
torchinferno,few_shot,17,14,602.01,0.00,623.65,1,1.60,1,,,,,,,17,,,
torchinferno,few_shot,29,15,398.24,0.00,420.97,1,2.38,1,,,,,,,29,,,
torchinferno,few_shot,8,16,755.30,0.00,779.98,1,1.28,1,,,,,,,8,,,
torchinferno,few_shot,20,17,551.05,28.45,579.50,2,3.45,1,,,,,,,20,,,
torchinferno,few_shot,2,18,860.75,27.00,887.75,2,2.25,1,,,,,,,2,,,
torchinferno,few_shot,16,19,618.00,30.37,648.37,2,3.08,1,,,,,,,16,,,
torchinferno,few_shot,23,20,501.88,28.78,530.66,2,3.77,1,,,,,,,23,,,
torchinferno,few_shot,14,21,653.83,30.63,684.45,2,2.92,1,,,,,,,14,,,
torchinferno,few_shot,19,22,566.80,33.02,599.82,2,3.33,1,,,,,,,19,,,
torchinferno,few_shot,6,23,787.75,33.84,821.59,2,2.43,1,,,,,,,6,,,
torchinferno,few_shot,3,24,839.55,34.65,874.20,2,2.29,1,,,,,,,3,,,
torchinferno,few_shot,33,25,329.67,33.50,363.17,2,5.51,1,,,,,,,33,,,
torchinferno,few_shot,15,26,635.15,35.25,670.40,2,2.98,1,,,,,,,15,,,
torchinferno,few_shot,30,27,379.86,35.14,415.00,2,4.82,1,,,,,,,30,,,
torchinferno,few_shot,18,28,584.02,36.59,620.61,2,3.22,1,,,,,,,18,,,
torchinferno,few_shot,32,29,347.84,35.32,383.16,2,5.22,1,,,,,,,32,,,
torchinferno,few_shot,27,30,430.32,38.35,468.67,2,4.27,1,,,,,,,27,,,
torchinferno,few_shot,13,31,669.52,40.93,710.45,2,2.82,1,,,,,,,13,,,
torchinferno,few_shot,22,32,518.08,40.97,559.04,2,3.58,1,,,,,,,22,,,
torchinferno,few_shot,21,33,533.97,42.82,576.79,2,3.47,1,,,,,,,21,,,
torchinferno,few_shot,34,34,394.51,0.00,407.56,1,2.45,1,,,,,,,34,,,
torchinferno,few_shot,42,35,257.38,0.00,272.21,1,3.67,1,,,,,,,42,,,
torchinferno,few_shot,48,36,157.35,0.00,171.41,1,5.83,1,,,,,,,48,,,
torchinferno,few_shot,74,37,63.54,0.00,77.00,1,12.99,1,,,,,,,74,,,
torchinferno,few_shot,64,38,145.76,0.00,161.32,1,6.20,1,,,,,,,64,,,
