model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-28T09:03:38.986304+00:00

Build Times
provider,build_time_s
torchinferno,404.7
vllm,546.8
sglang,251.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,148.15,146.28,sglang
ttft_p99_ms,,1017.66,636.65,sglang
tpot_median_ms,,49.10,78.77,vllm
tpot_p99_ms,,113.73,403.94,vllm
e2e_median_ms,,188.36,220.53,vllm
e2e_p99_ms,,1069.23,916.16,sglang
throughput_median_tps,,7.57,5.62,vllm
total_output_tokens,,1455,1461,sglang
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,194.57,218.93,vllm
ttft_p99_ms,,480.57,70064.09,vllm
tpot_median_ms,,0.00,0.00,
tpot_p99_ms,,0.00,0.00,
e2e_median_ms,,219.57,353.61,vllm
e2e_p99_ms,,514.14,70155.37,vllm
throughput_median_tps,,4.55,2.83,vllm
total_output_tokens,,1000,1000,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,
unique_final_answers,,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,164.69,168.09,vllm
ttft_p99_ms,,337.52,298.00,sglang
tpot_median_ms,,49.36,113.23,vllm
tpot_p99_ms,,248.55,523.00,vllm
e2e_median_ms,,209.71,276.60,vllm
e2e_p99_ms,,456.26,681.93,vllm
throughput_median_tps,,6.45,4.84,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,
ttft_first_turn_ms,,138.00,128.21,sglang
ttft_last_turn_ms,,162.08,178.05,vllm
ttft_growth_ratio,,1.17,1.39,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,62.43,81.29,vllm
ttft_p99_ms,,2043.61,623.34,sglang
tpot_median_ms,,32.32,49.72,vllm
tpot_p99_ms,,1744.50,154.18,sglang
e2e_median_ms,,85.77,139.41,vllm
e2e_p99_ms,,3765.61,676.07,sglang
throughput_median_tps,,14.28,9.52,vllm
total_output_tokens,,1473,1471,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,73.75,73.39,sglang
ttft_p99_ms,,179.62,149.80,sglang
tpot_median_ms,,15.13,22.04,vllm
tpot_p99_ms,,20.63,26.73,vllm
e2e_median_ms,,623.36,827.66,vllm
e2e_p99_ms,,1042.83,1584.93,vllm
throughput_median_tps,,58.41,42.36,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,860.28,0.00,860.46,1,1.16,1
vllm,few_shot,1,862.62,0.00,864.89,1,1.16,1
vllm,few_shot,2,868.86,0.00,870.57,1,1.15,1
vllm,few_shot,3,861.82,0.00,864.12,1,1.16,1
vllm,few_shot,4,861.94,0.00,865.11,1,1.16,1
vllm,few_shot,5,855.75,0.00,865.84,1,1.15,1
vllm,few_shot,6,862.45,0.00,874.32,1,1.14,1
vllm,few_shot,7,869.23,0.00,871.28,1,1.15,1
vllm,few_shot,8,869.12,0.00,871.35,1,1.15,1
vllm,few_shot,9,875.67,0.00,881.14,1,1.13,1
vllm,few_shot,10,907.00,0.00,928.94,1,1.08,1
vllm,few_shot,11,904.17,0.00,924.62,1,1.08,1
vllm,few_shot,12,896.72,0.00,921.57,1,1.09,1
vllm,few_shot,13,905.51,0.00,928.03,1,1.08,1
vllm,few_shot,14,896.69,0.00,924.83,1,1.08,1
vllm,few_shot,15,896.65,0.00,925.21,1,1.08,1
vllm,few_shot,16,898.28,0.00,925.93,1,1.08,1
vllm,few_shot,17,903.54,0.00,933.38,1,1.07,1
vllm,few_shot,18,919.06,0.00,940.93,1,1.06,1
vllm,few_shot,19,907.85,44.84,952.69,2,2.10,1
vllm,few_shot,20,898.15,45.90,944.05,2,2.12,1
vllm,few_shot,21,925.74,0.00,950.06,1,1.05,1
vllm,few_shot,22,900.49,50.53,951.03,2,2.10,1
vllm,few_shot,23,937.82,0.00,956.35,1,1.05,1
vllm,few_shot,24,933.69,37.92,971.61,2,2.06,1
vllm,few_shot,25,932.28,0.00,960.51,1,1.04,1
vllm,few_shot,26,944.78,0.00,974.05,1,1.03,1
vllm,few_shot,27,930.04,0.00,962.21,1,1.04,1
vllm,few_shot,28,937.69,0.00,963.96,1,1.04,1
vllm,few_shot,29,925.75,55.53,981.28,2,2.04,1
vllm,few_shot,30,936.01,0.00,965.98,1,1.04,1
vllm,few_shot,31,920.51,57.12,977.63,2,2.05,1
vllm,few_shot,32,934.98,0.00,968.92,1,1.03,1
vllm,few_shot,33,953.17,0.00,1019.99,1,0.98,1
vllm,few_shot,34,953.03,0.00,1023.13,1,0.98,1
vllm,few_shot,35,938.73,97.09,1035.82,2,1.93,1
vllm,few_shot,36,942.75,98.44,1041.19,2,1.92,1
vllm,few_shot,37,952.71,0.00,1028.92,1,0.97,1
vllm,few_shot,38,941.25,99.78,1041.03,2,1.92,1
vllm,few_shot,39,939.22,97.79,1037.01,2,1.93,1
vllm,few_shot,40,936.44,102.55,1038.98,2,1.92,1
vllm,few_shot,41,951.31,0.00,1036.30,1,0.96,1
vllm,few_shot,42,940.00,102.73,1042.73,2,1.92,1
vllm,few_shot,43,955.75,87.99,1043.74,2,1.92,1
vllm,few_shot,44,169.88,0.00,195.55,1,5.11,1
