model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-06T07:02:01.099755

Build Times
provider,build_time_s
torchinferno,373.5
vllm,1315.3
sglang,196.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,431.77,149.33,142.20,sglang
ttft_p99_ms,1666.34,257.73,7155.09,vllm
tpot_median_ms,55.31,56.72,73.73,torchinferno
tpot_p99_ms,154.82,135.49,381.91,vllm
e2e_median_ms,481.87,194.49,212.94,vllm
e2e_p99_ms,1753.96,313.95,7513.53,vllm
throughput_median_tps,3.27,7.36,5.61,vllm
total_output_tokens,1460,1454,1461,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,255.01,221.13,207.01,sglang
ttft_p99_ms,756.01,522.82,70220.08,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,373.14,246.12,346.35,vllm
e2e_p99_ms,898.15,577.30,70365.78,vllm
throughput_median_tps,2.68,4.06,2.89,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,721.22,174.50,156.71,sglang
ttft_p99_ms,1769.24,352.36,628.95,vllm
tpot_median_ms,67.79,63.26,108.71,vllm
tpot_p99_ms,162.19,193.02,219.86,torchinferno
e2e_median_ms,791.22,230.60,263.25,vllm
e2e_p99_ms,1858.15,422.85,733.11,vllm
throughput_median_tps,1.51,6.08,5.30,vllm
total_output_tokens,1450,1460,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,1089.95,140.99,113.81,sglang
ttft_last_turn_ms,1033.65,172.55,175.81,vllm
ttft_growth_ratio,0.95,1.22,1.54,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,389.70,61.41,79.12,vllm
ttft_p99_ms,955.65,2033.19,478.64,sglang
tpot_median_ms,32.52,29.12,46.38,vllm
tpot_p99_ms,251.09,1792.78,441.51,torchinferno
e2e_median_ms,422.52,82.78,137.59,vllm
e2e_p99_ms,991.25,2057.99,522.28,sglang
throughput_median_tps,3.10,14.51,10.06,vllm
total_output_tokens,1477,1453,1480,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,546.51,68.69,74.86,vllm
ttft_p99_ms,2974.18,128.23,181.28,vllm
tpot_median_ms,31.07,15.13,23.93,vllm
tpot_p99_ms,63.08,19.91,29.86,vllm
e2e_median_ms,1717.57,612.04,905.72,vllm
e2e_p99_ms,4360.40,1021.34,1736.33,vllm
throughput_median_tps,22.52,59.19,39.29,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1082.26,0.00,1091.16,1,0.92,1
torchinferno,few_shot,1,1084.52,0.00,1094.17,1,0.91,1
torchinferno,few_shot,2,1086.61,0.00,1099.09,1,0.91,1
torchinferno,few_shot,3,1085.12,0.00,1098.69,1,0.91,1
torchinferno,few_shot,4,1085.83,0.00,1100.65,1,0.91,1
torchinferno,few_shot,5,1084.16,0.00,1100.17,1,0.91,1
torchinferno,few_shot,6,1086.31,215.36,1301.67,2,1.54,1
torchinferno,few_shot,7,1661.91,0.00,1669.65,1,0.60,1
torchinferno,few_shot,8,1658.49,0.00,1672.88,1,0.60,1
torchinferno,few_shot,9,1637.79,0.00,1657.96,1,0.60,1
torchinferno,few_shot,10,1651.84,0.00,1676.09,1,0.60,1
torchinferno,few_shot,11,1643.12,0.00,1667.72,1,0.60,1
torchinferno,few_shot,12,1642.58,0.00,1663.62,1,0.60,1
torchinferno,few_shot,13,1639.43,0.00,1669.22,1,0.60,1
torchinferno,few_shot,14,1648.51,0.00,1669.87,1,0.60,1
torchinferno,few_shot,15,1648.62,25.29,1673.91,2,1.19,1
torchinferno,few_shot,16,1646.11,0.00,1673.62,1,0.60,1
torchinferno,few_shot,17,1641.66,0.00,1679.87,1,0.60,1
torchinferno,few_shot,18,1653.32,0.00,1681.44,1,0.59,1
torchinferno,few_shot,19,1666.34,27.13,1693.47,2,1.18,1
torchinferno,few_shot,20,1644.95,0.00,1682.69,1,0.59,1
torchinferno,few_shot,21,1648.19,37.75,1685.93,2,1.19,1
torchinferno,few_shot,22,1649.41,0.00,1685.33,1,0.59,1
torchinferno,few_shot,23,1641.45,48.58,1690.03,2,1.18,1
torchinferno,few_shot,24,1648.94,53.04,1701.98,2,1.18,1
torchinferno,few_shot,25,1646.32,41.21,1687.54,2,1.19,1
torchinferno,few_shot,26,1660.42,42.24,1702.66,2,1.17,1
torchinferno,few_shot,27,1649.23,0.00,1695.98,1,0.59,1
torchinferno,few_shot,28,1644.94,0.00,1701.01,1,0.59,1
torchinferno,few_shot,29,1642.93,52.56,1695.48,2,1.18,1
torchinferno,few_shot,30,1644.71,0.00,1700.33,1,0.59,1
torchinferno,few_shot,31,1651.96,65.38,1717.34,2,1.16,1
torchinferno,few_shot,32,1650.10,64.71,1714.81,2,1.17,1
torchinferno,few_shot,33,1639.56,0.00,1704.45,1,0.59,1
torchinferno,few_shot,34,1644.38,0.00,1708.82,1,0.59,1
torchinferno,few_shot,35,1659.86,62.64,1722.50,2,1.16,1
torchinferno,few_shot,36,1655.22,0.00,1713.66,1,0.58,1
torchinferno,few_shot,37,1645.23,0.00,1716.25,1,0.58,1
torchinferno,few_shot,38,1645.31,69.84,1715.15,2,1.17,1
torchinferno,few_shot,39,1656.26,76.25,1732.51,2,1.15,1
torchinferno,few_shot,40,1649.01,83.58,1732.59,2,1.15,1
torchinferno,few_shot,41,1658.38,0.00,1737.10,1,0.58,1
torchinferno,few_shot,42,1644.19,78.79,1722.97,2,1.16,1
torchinferno,few_shot,43,1644.09,84.31,1728.40,2,1.16,1
torchinferno,few_shot,44,1653.20,83.72,1736.92,2,1.15,1
torchinferno,few_shot,45,1639.63,0.00,1724.50,1,0.58,1
torchinferno,few_shot,46,1655.75,84.33,1740.08,2,1.15,1
torchinferno,few_shot,47,1663.27,78.77,1742.05,2,1.15,1
torchinferno,few_shot,48,1645.64,0.00,1730.55,1,0.58,1
torchinferno,few_shot,49,1647.55,85.17,1732.72,2,1.15,1
torchinferno,few_shot,50,1658.96,95.00,1753.96,2,1.14,1
torchinferno,few_shot,51,1648.88,85.82,1734.70,2,1.15,1
torchinferno,few_shot,52,1637.61,103.12,1740.73,2,1.15,1
torchinferno,few_shot,53,1653.77,98.96,1752.72,2,1.14,1
torchinferno,few_shot,54,1641.43,102.58,1744.01,2,1.15,1
torchinferno,few_shot,55,1905.28,0.00,1919.00,1,0.52,1
torchinferno,few_shot,56,827.91,0.00,838.54,1,1.19,1
torchinferno,few_shot,57,1906.30,0.00,1923.85,1,0.52,1
torchinferno,few_shot,58,828.30,0.00,845.40,1,1.18,1
torchinferno,few_shot,59,831.52,0.00,850.05,1,1.18,1
torchinferno,few_shot,60,832.66,0.00,852.59,1,1.17,1
torchinferno,few_shot,61,1909.09,0.00,1929.28,1,0.52,1
torchinferno,few_shot,62,827.41,0.00,852.12,1,1.17,1
torchinferno,few_shot,63,833.56,0.00,859.53,1,1.16,1
torchinferno,few_shot,64,1910.88,24.43,1935.31,2,1.03,1
torchinferno,few_shot,65,1906.34,30.36,1936.71,2,1.03,1
torchinferno,few_shot,66,1907.15,32.00,1939.15,2,1.03,1
torchinferno,few_shot,67,1908.52,31.25,1939.77,2,1.03,1
