model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-26T13:03:03.949635+00:00

Build Times
provider,build_time_s
torchinferno,400.1
vllm,1135.8
sglang,279.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,145.98,149.04,vllm
ttft_p99_ms,,860.73,653.91,sglang
tpot_median_ms,,50.59,74.32,vllm
tpot_p99_ms,,165.97,381.43,vllm
e2e_median_ms,,189.17,219.04,vllm
e2e_p99_ms,,908.00,908.92,vllm
throughput_median_tps,,7.41,5.52,vllm
total_output_tokens,,1459,1461,sglang
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,196.45,224.29,vllm
ttft_p99_ms,,484.08,69874.29,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,225.19,376.81,vllm
e2e_p99_ms,,517.07,69946.64,vllm
throughput_median_tps,,4.44,2.65,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,161.20,159.48,sglang
ttft_p99_ms,,339.54,281.00,sglang
tpot_median_ms,,49.10,101.98,vllm
tpot_p99_ms,,192.46,215.93,vllm
e2e_median_ms,,206.35,256.91,vllm
e2e_p99_ms,,428.60,422.63,sglang
throughput_median_tps,,6.62,5.29,vllm
total_output_tokens,,1450,1448,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm
ttft_first_turn_ms,,134.87,113.97,sglang
ttft_last_turn_ms,,158.00,197.04,vllm
ttft_growth_ratio,,1.17,1.73,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,58.41,81.28,vllm
ttft_p99_ms,,2048.69,504.02,sglang
tpot_median_ms,,28.54,44.94,vllm
tpot_p99_ms,,1729.39,467.06,sglang
e2e_median_ms,,80.26,130.88,vllm
e2e_p99_ms,,2088.92,563.30,sglang
throughput_median_tps,,15.22,10.20,vllm
total_output_tokens,,1481,1475,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,74.21,71.54,sglang
ttft_p99_ms,,251.59,196.44,sglang
tpot_median_ms,,14.75,22.38,vllm
tpot_p99_ms,,22.62,26.75,vllm
e2e_median_ms,,620.14,861.15,vllm
e2e_p99_ms,,1094.48,1591.48,vllm
throughput_median_tps,,58.77,41.39,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,756.87,0.00,758.18,1,1.32,1
vllm,few_shot,1,757.86,0.00,760.60,1,1.31,1
vllm,few_shot,2,758.80,0.00,767.50,1,1.30,1
vllm,few_shot,3,764.96,0.00,766.91,1,1.30,1
vllm,few_shot,4,769.48,0.00,774.11,1,1.29,1
vllm,few_shot,5,767.38,0.00,771.33,1,1.30,1
vllm,few_shot,6,770.06,28.87,798.93,2,2.50,1
vllm,few_shot,7,792.68,0.00,811.32,1,1.23,1
vllm,few_shot,8,794.03,0.00,815.54,1,1.23,1
vllm,few_shot,9,793.26,0.00,819.30,1,1.22,1
vllm,few_shot,10,795.49,0.00,823.42,1,1.21,1
vllm,few_shot,11,797.74,0.00,823.66,1,1.21,1
vllm,few_shot,12,800.78,42.64,843.42,2,2.37,1
vllm,few_shot,13,816.68,0.00,836.86,1,1.19,1
vllm,few_shot,14,793.54,48.62,842.16,2,2.37,1
vllm,few_shot,15,801.60,50.87,852.47,2,2.35,1
vllm,few_shot,16,817.56,0.00,842.89,1,1.19,1
vllm,few_shot,17,795.53,52.18,847.71,2,2.36,1
vllm,few_shot,18,818.24,0.00,848.55,1,1.18,1
vllm,few_shot,19,832.54,0.00,863.37,1,1.16,1
vllm,few_shot,20,829.74,0.00,864.20,1,1.16,1
vllm,few_shot,21,822.01,0.00,855.04,1,1.17,1
vllm,few_shot,22,813.84,57.71,871.55,2,2.29,1
vllm,few_shot,23,813.07,57.92,870.99,2,2.30,1
vllm,few_shot,24,810.37,61.57,871.94,2,2.29,1
vllm,few_shot,25,814.76,64.00,878.76,2,2.28,1
vllm,few_shot,26,810.44,62.20,872.64,2,2.29,1
vllm,few_shot,27,818.73,0.00,862.15,1,1.16,1
vllm,few_shot,28,828.28,0.00,861.16,1,1.16,1
vllm,few_shot,29,835.37,0.00,874.69,1,1.14,1
vllm,few_shot,30,822.17,0.00,867.88,1,1.15,1
vllm,few_shot,31,827.16,0.00,867.25,1,1.15,1
vllm,few_shot,32,816.33,66.08,882.41,2,2.27,1
vllm,few_shot,33,813.94,69.12,883.06,2,2.26,1
vllm,few_shot,34,809.21,75.70,884.91,2,2.26,1
vllm,few_shot,35,845.68,0.00,874.00,1,1.14,1
vllm,few_shot,36,845.33,0.00,877.20,1,1.14,1
vllm,few_shot,37,822.90,60.21,883.10,2,2.26,1
vllm,few_shot,38,830.12,53.58,883.70,2,2.26,1
vllm,few_shot,39,819.91,67.27,887.17,2,2.25,1
vllm,few_shot,40,846.60,0.00,884.30,1,1.13,1
vllm,few_shot,41,882.14,0.00,882.41,1,1.13,1
vllm,few_shot,42,853.49,0.00,886.45,1,1.13,1
vllm,few_shot,43,840.84,62.52,903.36,2,2.21,1
vllm,few_shot,44,850.04,0.00,891.65,1,1.12,1
vllm,few_shot,45,126.68,0.00,140.09,1,7.14,1
vllm,few_shot,46,851.97,40.04,892.01,2,2.24,1
vllm,few_shot,47,850.20,0.00,893.12,1,1.12,1
vllm,few_shot,48,123.72,0.00,145.58,1,6.87,1
vllm,few_shot,49,841.19,53.95,895.14,2,2.23,1
vllm,few_shot,50,130.26,0.00,156.03,1,6.41,1
vllm,few_shot,51,860.89,35.69,896.58,2,2.23,1
vllm,few_shot,52,825.33,82.67,908.00,2,2.20,1
vllm,few_shot,53,127.23,0.00,153.62,1,6.51,1
vllm,few_shot,54,875.15,25.81,900.96,2,2.22,1
vllm,few_shot,55,843.87,62.07,905.94,2,2.21,1
vllm,few_shot,56,869.26,0.00,903.59,1,1.11,1
vllm,few_shot,57,849.29,55.48,904.77,2,2.21,1
vllm,few_shot,58,97.97,0.00,111.84,1,8.94,1
vllm,few_shot,59,872.60,34.51,907.11,2,2.20,1
vllm,few_shot,60,136.62,0.00,171.63,1,5.83,1
vllm,few_shot,61,860.44,53.90,914.34,2,2.19,1
vllm,few_shot,62,842.14,72.31,914.45,2,2.19,1
vllm,few_shot,63,90.56,0.00,95.42,1,10.48,1
vllm,few_shot,64,868.23,43.74,911.97,2,2.19,1
vllm,few_shot,65,78.64,0.00,122.94,1,8.13,1
vllm,few_shot,66,94.53,24.08,118.61,2,16.86,1
vllm,few_shot,67,899.71,17.45,917.16,2,2.18,1
vllm,few_shot,68,875.43,0.00,919.00,1,1.09,1
vllm,few_shot,69,95.27,0.00,95.51,1,10.47,1
vllm,few_shot,70,874.47,0.00,921.80,1,1.08,1
vllm,few_shot,71,77.26,0.00,96.60,1,10.35,1
vllm,few_shot,72,842.67,84.45,927.12,2,2.16,1
vllm,few_shot,73,183.86,0.00,184.09,1,5.43,1
vllm,few_shot,74,847.19,0.00,933.47,1,1.07,1
vllm,few_shot,75,860.73,69.89,930.62,2,2.15,1
vllm,few_shot,76,101.74,53.72,155.46,2,12.87,1
vllm,few_shot,77,90.29,20.50,110.79,2,18.05,1
vllm,few_shot,78,82.98,50.39,133.38,2,15.00,1
vllm,few_shot,79,133.13,0.00,136.49,1,7.33,1
vllm,few_shot,80,87.25,29.87,117.12,2,17.08,1
vllm,few_shot,81,83.21,32.78,115.98,2,17.24,1
vllm,few_shot,82,91.15,9.86,101.01,2,19.80,1
vllm,few_shot,83,106.91,0.00,118.14,1,8.46,1
vllm,few_shot,84,108.21,18.27,126.48,2,15.81,1
vllm,few_shot,85,108.16,0.00,120.50,1,8.30,1
vllm,few_shot,86,127.96,0.00,141.19,1,7.08,1
vllm,few_shot,87,68.40,20.02,88.43,2,22.62,1
vllm,few_shot,88,91.03,0.00,108.84,1,9.19,1
vllm,few_shot,89,152.27,0.00,170.84,1,5.85,1
vllm,few_shot,90,131.71,0.00,152.36,1,6.56,1
vllm,few_shot,91,109.66,0.00,128.03,1,7.81,1
vllm,few_shot,92,117.70,0.00,135.79,1,7.36,1
vllm,few_shot,93,174.21,0.00,196.50,1,5.09,1
vllm,few_shot,94,140.01,0.00,167.90,1,5.96,1
vllm,few_shot,95,146.09,0.00,172.27,1,5.80,1
vllm,few_shot,96,178.55,0.00,210.07,1,4.76,1
vllm,few_shot,97,150.35,0.00,178.38,1,5.61,1
vllm,few_shot,98,138.32,50.06,188.39,2,10.62,1
vllm,few_shot,99,143.21,0.00,171.76,1,5.82,1
vllm,few_shot,100,162.31,0.00,193.67,1,5.16,1
vllm,few_shot,101,159.02,53.12,212.14,2,9.43,1
vllm,few_shot,102,160.44,55.39,215.83,2,9.27,1
vllm,few_shot,103,108.40,58.35,166.75,2,11.99,1
vllm,few_shot,104,152.43,0.00,189.13,1,5.29,1
vllm,few_shot,105,184.84,0.00,240.97,1,4.15,1
vllm,few_shot,106,202.44,0.00,256.69,1,3.90,1
vllm,few_shot,107,145.28,0.00,210.45,1,4.75,1
vllm,few_shot,108,142.40,92.03,234.44,2,8.53,1
vllm,few_shot,109,209.67,0.00,277.40,1,3.60,1
vllm,few_shot,110,167.57,0.00,241.03,1,4.15,1
vllm,few_shot,111,151.03,0.00,162.62,1,6.15,1
vllm,few_shot,112,177.40,72.15,249.55,2,8.01,1
vllm,few_shot,113,205.39,0.00,216.20,1,4.63,1
vllm,few_shot,114,151.24,105.53,256.76,2,7.79,1
vllm,few_shot,115,150.93,86.24,237.16,2,8.43,1
vllm,few_shot,116,214.06,0.00,298.59,1,3.35,1
vllm,few_shot,117,220.94,0.00,231.11,1,4.33,1
vllm,few_shot,118,226.62,0.00,230.93,1,4.33,1
vllm,few_shot,119,154.84,0.00,247.62,1,4.04,1
vllm,few_shot,120,186.18,0.00,269.14,1,3.72,1
vllm,few_shot,121,285.49,0.00,290.34,1,3.44,1
vllm,few_shot,122,213.63,0.00,217.22,1,4.60,1
vllm,few_shot,123,202.26,0.00,232.61,1,4.30,1
vllm,few_shot,124,180.39,0.49,180.88,2,11.06,1
vllm,few_shot,125,190.53,0.00,240.04,1,4.17,1
vllm,few_shot,126,177.99,104.23,282.21,2,7.09,1
vllm,few_shot,127,146.50,0.00,255.91,1,3.91,1
vllm,few_shot,128,185.26,0.00,239.51,1,4.18,1
vllm,few_shot,129,241.99,0.00,293.23,1,3.41,1
vllm,few_shot,130,105.77,0.00,111.09,1,9.00,1
vllm,few_shot,131,127.91,118.97,246.87,2,8.10,1
vllm,few_shot,132,120.83,35.55,156.37,2,12.79,1
vllm,few_shot,133,221.12,0.00,260.18,1,3.84,1
vllm,few_shot,134,145.55,0.00,160.93,1,6.21,1
vllm,few_shot,135,123.90,41.66,165.56,2,12.08,1
vllm,few_shot,136,111.37,0.42,111.78,2,17.89,1
vllm,few_shot,137,145.18,53.44,198.62,2,10.07,1
vllm,few_shot,138,209.95,59.05,268.99,2,7.44,1
vllm,few_shot,139,113.41,0.00,127.20,1,7.86,1
vllm,few_shot,140,127.12,0.00,132.06,1,7.57,1
vllm,few_shot,141,242.26,35.46,277.71,2,7.20,1
vllm,few_shot,142,242.96,76.28,319.23,2,6.27,1
vllm,few_shot,143,111.29,53.15,164.44,2,12.16,1
vllm,few_shot,144,196.46,68.89,265.35,2,7.54,1
vllm,few_shot,145,110.92,0.00,129.59,1,7.72,1
vllm,few_shot,146,118.00,18.93,136.93,2,14.61,1
vllm,few_shot,147,122.17,0.00,137.46,1,7.27,1
vllm,few_shot,148,251.71,45.11,296.82,2,6.74,1
vllm,few_shot,149,177.56,82.62,260.18,2,7.69,1
vllm,few_shot,150,179.09,175.52,354.61,2,5.64,1
vllm,few_shot,151,229.37,79.12,308.49,2,6.48,1
vllm,few_shot,152,168.36,173.64,342.01,2,5.85,1
