model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-12T05:02:38.759021

Build Times
provider,build_time_s
torchinferno,314.7
vllm,1358.9
sglang,219.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,307.07,164.83,149.89,sglang
ttft_p99_ms,2056.14,281.22,1379.96,vllm
tpot_median_ms,100.67,55.16,72.73,vllm
tpot_p99_ms,641.81,148.08,426.93,vllm
e2e_median_ms,392.82,223.56,219.01,sglang
e2e_p99_ms,2680.61,336.21,1772.55,vllm
throughput_median_tps,3.13,6.85,5.41,vllm
total_output_tokens,1461,1457,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,315.14,189.48,205.84,vllm
ttft_p99_ms,1207.33,271.42,70598.60,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,421.58,230.53,361.34,vllm
e2e_p99_ms,1601.22,325.43,70697.24,vllm
throughput_median_tps,2.37,4.34,2.77,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,712.73,173.03,162.19,sglang
ttft_p99_ms,1910.79,326.67,270.66,sglang
tpot_median_ms,69.21,56.91,98.43,vllm
tpot_p99_ms,196.66,186.00,215.50,vllm
e2e_median_ms,750.94,221.32,262.35,vllm
e2e_p99_ms,1938.58,416.45,415.27,sglang
throughput_median_tps,1.84,6.22,5.22,vllm
total_output_tokens,1450,1462,1462,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,821.77,144.87,114.53,sglang
ttft_last_turn_ms,941.10,169.94,192.51,vllm
ttft_growth_ratio,1.15,1.17,1.68,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,373.30,61.62,83.01,vllm
ttft_p99_ms,1058.60,2100.94,599.22,sglang
tpot_median_ms,40.75,29.48,51.27,vllm
tpot_p99_ms,347.70,1732.26,143.07,sglang
e2e_median_ms,442.67,84.25,143.63,vllm
e2e_p99_ms,1194.41,2139.22,644.06,sglang
throughput_median_tps,3.48,14.29,9.58,vllm
total_output_tokens,1469,1465,1460,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,199.04,73.91,75.98,vllm
ttft_p99_ms,1469.20,176.42,160.35,sglang
tpot_median_ms,26.12,15.03,23.19,vllm
tpot_p99_ms,58.34,22.14,27.49,vllm
e2e_median_ms,1239.14,624.64,882.94,vllm
e2e_p99_ms,3356.34,1016.85,1679.89,vllm
throughput_median_tps,31.43,57.91,39.90,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1399.67,0.00,1406.07,1,0.71,1
torchinferno,few_shot,1,1398.36,0.00,1408.90,1,0.71,1
torchinferno,few_shot,2,1399.59,0.00,1409.40,1,0.71,1
torchinferno,few_shot,3,1399.59,0.00,1412.72,1,0.71,1
torchinferno,few_shot,4,1401.23,0.00,1414.33,1,0.71,1
torchinferno,few_shot,5,1397.85,0.00,1415.01,1,0.71,1
torchinferno,few_shot,6,1402.50,0.00,1420.53,1,0.70,1
torchinferno,few_shot,7,1402.70,302.65,1705.36,2,1.17,1
torchinferno,few_shot,8,1400.05,302.29,1702.34,2,1.17,1
torchinferno,few_shot,9,2052.23,0.00,2588.17,1,0.39,1
torchinferno,few_shot,10,2048.17,0.00,2596.00,1,0.39,1
torchinferno,few_shot,11,2041.62,0.00,2583.31,1,0.39,1
torchinferno,few_shot,12,2041.12,0.00,2588.29,1,0.39,1
torchinferno,few_shot,13,2054.97,0.00,2598.21,1,0.38,1
torchinferno,few_shot,14,2047.43,0.00,2593.57,1,0.39,1
torchinferno,few_shot,15,2042.56,0.00,2593.39,1,0.39,1
torchinferno,few_shot,16,2042.78,0.00,2596.46,1,0.39,1
torchinferno,few_shot,17,2035.15,561.01,2596.16,2,0.77,1
torchinferno,few_shot,18,2047.71,0.00,2598.77,1,0.38,1
torchinferno,few_shot,19,2598.05,0.00,2598.34,1,0.38,1
torchinferno,few_shot,20,2052.15,565.03,2617.18,2,0.76,1
torchinferno,few_shot,21,2053.24,567.78,2621.02,2,0.76,1
torchinferno,few_shot,22,2037.77,0.00,2605.23,1,0.38,1
torchinferno,few_shot,23,2050.93,0.00,2622.05,1,0.38,1
torchinferno,few_shot,24,2039.94,0.00,2615.24,1,0.38,1
torchinferno,few_shot,25,2039.96,0.00,2610.61,1,0.38,1
torchinferno,few_shot,26,2036.92,0.00,2615.58,1,0.38,1
torchinferno,few_shot,27,2585.23,27.49,2612.72,2,0.77,1
torchinferno,few_shot,28,2599.94,0.00,2615.01,1,0.38,1
torchinferno,few_shot,29,2045.30,586.95,2632.25,2,0.76,1
torchinferno,few_shot,30,2034.84,586.13,2620.96,2,0.76,1
torchinferno,few_shot,31,1209.56,0.00,1230.02,1,0.81,1
torchinferno,few_shot,32,2032.59,590.02,2622.61,2,0.76,1
torchinferno,few_shot,33,2056.14,585.49,2641.63,2,0.76,1
torchinferno,few_shot,34,1184.71,0.00,1232.70,1,0.81,1
torchinferno,few_shot,35,2582.13,48.06,2630.19,2,0.76,1
torchinferno,few_shot,36,2035.14,0.00,2633.20,1,0.38,1
torchinferno,few_shot,37,2593.77,40.84,2634.61,2,0.76,1
torchinferno,few_shot,38,1235.73,0.42,1236.15,2,1.62,1
torchinferno,few_shot,39,2047.40,594.14,2641.54,2,0.76,1
torchinferno,few_shot,40,1225.74,0.00,1245.89,1,0.80,1
torchinferno,few_shot,41,2057.81,595.89,2653.70,2,0.75,1
torchinferno,few_shot,42,2617.71,23.69,2641.41,2,0.76,1
torchinferno,few_shot,43,2051.67,611.31,2662.99,2,0.75,1
torchinferno,few_shot,44,1199.45,0.00,1255.37,1,0.80,1
torchinferno,few_shot,45,2033.67,0.00,2650.44,1,0.38,1
torchinferno,few_shot,46,1246.26,0.00,1250.35,1,0.80,1
torchinferno,few_shot,47,2044.90,608.33,2653.23,2,0.75,1
torchinferno,few_shot,48,2052.78,0.00,2663.15,1,0.38,1
