model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-18T21:02:36.981644+00:00

Build Times
provider,build_time_s
torchinferno,44.2
vllm,430.0
sglang,186.5

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,142.17,86.10,102.81,vllm
ttft_p99_ms,849.07,164.47,586.86,vllm
tpot_median_ms,32.91,40.48,65.76,torchinferno
tpot_p99_ms,47.49,92.53,868.86,torchinferno
e2e_median_ms,167.50,118.26,158.92,vllm
e2e_p99_ms,865.21,233.30,950.76,vllm
throughput_median_tps,6.92,11.90,8.07,vllm
total_output_tokens,1460,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,56.03,76.13,158.82,torchinferno
ttft_p99_ms,360.87,303.39,70988.72,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,72.70,94.85,240.47,torchinferno
e2e_p99_ms,363.39,329.41,71059.67,vllm
throughput_median_tps,13.75,10.54,4.16,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.50,79.40,97.66,vllm
ttft_p99_ms,1062.78,160.89,555.93,vllm
tpot_median_ms,35.92,34.78,75.11,vllm
tpot_p99_ms,47.85,118.59,898.02,torchinferno
e2e_median_ms,219.53,107.02,161.15,vllm
e2e_p99_ms,1089.12,216.47,935.97,vllm
throughput_median_tps,5.09,12.50,8.41,vllm
total_output_tokens,1444,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,464.00,76.74,72.69,sglang
ttft_last_turn_ms,169.06,81.34,99.53,vllm
ttft_growth_ratio,0.36,1.06,1.37,torchinferno
ttft_first_turn_median_ms,305.95,70.22,70.78,vllm
ttft_first_turn_p99_ms,1144.53,156.79,106.45,sglang
ttft_last_turn_median_ms,185.63,73.53,95.77,vllm
ttft_last_turn_p99_ms,207.93,150.27,136.09,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.96,37.61,62.89,vllm
ttft_p99_ms,762.37,172.00,226.67,vllm
tpot_median_ms,34.69,28.17,394.26,vllm
tpot_p99_ms,75.94,36.90,1097.44,vllm
e2e_median_ms,74.80,55.81,453.51,vllm
e2e_p99_ms,780.82,208.54,1205.78,vllm
throughput_median_tps,19.66,22.42,3.20,vllm
total_output_tokens,1475,1477,1475,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,192.23,47.44,54.47,vllm
ttft_p99_ms,592.52,65.71,429.49,vllm
tpot_median_ms,19.18,15.56,27.75,vllm
tpot_p99_ms,26.33,17.26,118.93,vllm
e2e_median_ms,851.08,582.27,1082.90,vllm
e2e_p99_ms,1813.39,1055.36,1973.66,vllm
throughput_median_tps,41.06,60.32,34.87,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,872.07,0.00,884.34,1,1.13,1,,,,,,,1,,,
torchinferno,few_shot,0,1,889.87,23.61,913.48,2,2.19,1,,,,,,,0,,,
torchinferno,few_shot,7,2,880.80,0.00,894.09,1,1.12,1,,,,,,,7,,,
torchinferno,few_shot,11,3,811.18,0.00,826.79,1,1.21,1,,,,,,,11,,,
torchinferno,few_shot,10,4,828.51,0.00,844.21,1,1.18,1,,,,,,,10,,,
torchinferno,few_shot,31,5,477.02,0.00,489.67,1,2.04,1,,,,,,,31,,,
torchinferno,few_shot,25,6,575.14,0.00,590.99,1,1.69,1,,,,,,,25,,,
torchinferno,few_shot,17,7,710.05,0.00,727.75,1,1.37,1,,,,,,,17,,,
torchinferno,few_shot,26,8,559.73,0.00,575.44,1,1.74,1,,,,,,,26,,,
torchinferno,few_shot,8,9,864.61,0.00,881.32,1,1.13,1,,,,,,,8,,,
torchinferno,few_shot,5,10,912.77,0.00,932.36,1,1.07,1,,,,,,,5,,,
torchinferno,few_shot,9,11,849.07,0.00,865.21,1,1.16,1,,,,,,,9,,,
torchinferno,few_shot,12,12,795.86,0.00,814.50,1,1.23,1,,,,,,,12,,,
torchinferno,few_shot,29,13,508.35,0.00,528.56,1,1.89,1,,,,,,,29,,,
torchinferno,few_shot,4,14,932.04,0.00,952.50,1,1.05,1,,,,,,,4,,,
torchinferno,few_shot,24,15,594.92,0.00,614.76,1,1.63,1,,,,,,,24,,,
torchinferno,few_shot,28,16,524.40,0.00,548.58,1,1.82,1,,,,,,,28,,,
torchinferno,few_shot,14,17,764.35,24.62,788.97,2,2.53,1,,,,,,,14,,,
torchinferno,few_shot,6,18,898.22,27.02,925.24,2,2.16,1,,,,,,,6,,,
torchinferno,few_shot,13,19,781.72,25.36,807.08,2,2.48,1,,,,,,,13,,,
torchinferno,few_shot,30,20,493.74,27.12,520.86,2,3.84,1,,,,,,,30,,,
torchinferno,few_shot,21,21,644.83,29.52,674.35,2,2.97,1,,,,,,,21,,,
torchinferno,few_shot,32,22,458.45,29.91,488.36,2,4.10,1,,,,,,,32,,,
torchinferno,few_shot,27,23,543.60,29.44,573.05,2,3.49,1,,,,,,,27,,,
torchinferno,few_shot,20,24,659.19,33.19,692.38,2,2.89,1,,,,,,,20,,,
torchinferno,few_shot,15,25,747.53,30.46,777.98,2,2.57,1,,,,,,,15,,,
torchinferno,few_shot,16,26,730.35,31.10,761.45,2,2.63,1,,,,,,,16,,,
torchinferno,few_shot,18,27,692.73,34.92,727.65,2,2.75,1,,,,,,,18,,,
torchinferno,few_shot,23,28,609.87,34.06,643.93,2,3.11,1,,,,,,,23,,,
torchinferno,few_shot,19,29,677.10,35.39,712.49,2,2.81,1,,,,,,,19,,,
torchinferno,few_shot,33,30,443.03,33.26,476.29,2,4.20,1,,,,,,,33,,,
torchinferno,few_shot,3,31,950.12,35.24,985.36,2,2.03,1,,,,,,,3,,,
torchinferno,few_shot,22,32,625.98,39.14,665.12,2,3.01,1,,,,,,,22,,,
torchinferno,few_shot,2,33,967.43,39.25,1006.69,2,1.99,1,,,,,,,2,,,
torchinferno,few_shot,35,34,497.83,0.00,508.28,1,1.97,1,,,,,,,35,,,
torchinferno,few_shot,55,35,157.34,0.00,171.64,1,5.83,1,,,,,,,55,,,
torchinferno,few_shot,39,36,429.97,0.00,442.60,1,2.26,1,,,,,,,39,,,
torchinferno,few_shot,67,37,76.26,0.00,90.97,1,10.99,1,,,,,,,67,,,
torchinferno,few_shot,65,38,175.26,0.00,192.93,1,5.18,1,,,,,,,65,,,
