model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-13T21:02:47.563766

Build Times
provider,build_time_s
torchinferno,351.2
vllm,1343.0
sglang,204.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,319.96,154.76,148.78,sglang
ttft_p99_ms,2427.42,264.36,644.92,vllm
tpot_median_ms,101.34,56.03,79.60,vllm
tpot_p99_ms,642.84,135.10,412.28,vllm
e2e_median_ms,406.46,201.01,220.82,vllm
e2e_p99_ms,2525.87,332.71,951.55,vllm
throughput_median_tps,3.09,7.31,5.56,vllm
total_output_tokens,1461,1453,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,322.54,188.88,206.14,vllm
ttft_p99_ms,626.04,238.47,71662.88,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,441.29,256.68,337.10,vllm
e2e_p99_ms,789.30,316.84,71765.89,vllm
throughput_median_tps,2.27,3.90,2.97,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,720.69,179.24,167.21,sglang
ttft_p99_ms,1914.01,353.25,563.19,vllm
tpot_median_ms,63.92,68.41,94.28,torchinferno
tpot_p99_ms,190.64,196.35,242.76,torchinferno
e2e_median_ms,805.31,235.85,267.50,vllm
e2e_p99_ms,1967.27,417.36,596.25,vllm
throughput_median_tps,1.77,6.16,4.97,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,702.81,142.54,338.87,vllm
ttft_last_turn_ms,805.93,168.52,191.85,vllm
ttft_growth_ratio,1.15,1.18,0.57,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,235.14,60.20,85.16,vllm
ttft_p99_ms,841.48,147.21,666.37,vllm
tpot_median_ms,47.15,28.09,41.83,vllm
tpot_p99_ms,288.07,47.64,633.87,vllm
e2e_median_ms,281.46,81.38,138.71,vllm
e2e_p99_ms,1092.36,172.43,717.75,vllm
throughput_median_tps,4.51,15.15,9.96,vllm
total_output_tokens,1471,1468,1457,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,339.12,72.37,64.84,sglang
ttft_p99_ms,1310.13,165.64,162.43,sglang
tpot_median_ms,21.80,14.90,22.98,vllm
tpot_p99_ms,43.27,23.33,27.08,vllm
e2e_median_ms,1108.56,604.49,858.74,vllm
e2e_p99_ms,2401.55,1000.05,1603.47,vllm
throughput_median_tps,31.97,58.92,41.33,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1224.31,0.00,1234.15,1,0.81,1
torchinferno,few_shot,1,1224.08,0.00,1233.88,1,0.81,1
torchinferno,few_shot,2,1223.03,0.00,1235.36,1,0.81,1
torchinferno,few_shot,3,1221.20,287.78,1508.98,2,1.33,1
torchinferno,few_shot,4,1225.61,288.18,1513.79,2,1.32,1
torchinferno,few_shot,5,1881.79,0.00,2434.75,1,0.41,1
torchinferno,few_shot,6,1885.98,0.00,2434.01,1,0.41,1
torchinferno,few_shot,7,1878.93,0.00,2433.75,1,0.41,1
torchinferno,few_shot,8,1878.63,0.00,2437.60,1,0.41,1
torchinferno,few_shot,9,1880.68,0.00,2443.91,1,0.41,1
torchinferno,few_shot,10,1879.02,0.00,2448.17,1,0.41,1
torchinferno,few_shot,11,1877.74,0.00,2445.06,1,0.41,1
torchinferno,few_shot,12,1886.12,0.00,2446.05,1,0.41,1
torchinferno,few_shot,13,1883.18,569.88,2453.06,2,0.82,1
torchinferno,few_shot,14,1880.96,574.93,2455.89,2,0.81,1
torchinferno,few_shot,15,1876.78,578.82,2455.60,2,0.81,1
torchinferno,few_shot,16,1878.50,0.00,2458.63,1,0.41,1
torchinferno,few_shot,17,1221.32,0.00,1231.70,1,0.81,1
torchinferno,few_shot,18,1879.09,582.22,2461.30,2,0.81,1
torchinferno,few_shot,19,1876.00,0.00,2459.58,1,0.41,1
torchinferno,few_shot,20,1879.15,579.97,2459.12,2,0.81,1
torchinferno,few_shot,21,2427.42,0.00,2459.98,1,0.41,1
torchinferno,few_shot,22,1893.30,575.61,2468.91,2,0.81,1
torchinferno,few_shot,23,1885.76,0.00,2472.08,1,0.40,1
torchinferno,few_shot,24,1881.40,0.00,2468.83,1,0.41,1
torchinferno,few_shot,25,1878.29,0.00,2470.89,1,0.40,1
torchinferno,few_shot,26,2456.35,0.00,2466.63,1,0.41,1
torchinferno,few_shot,27,1884.78,0.00,2474.18,1,0.40,1
torchinferno,few_shot,28,1889.76,586.86,2476.61,2,0.81,1
torchinferno,few_shot,29,1885.03,593.90,2478.93,2,0.81,1
torchinferno,few_shot,30,1885.36,0.00,2478.49,1,0.40,1
torchinferno,few_shot,31,1885.75,0.00,2478.21,1,0.40,1
torchinferno,few_shot,32,1884.76,592.46,2477.22,2,0.81,1
torchinferno,few_shot,33,1877.17,602.76,2479.93,2,0.81,1
torchinferno,few_shot,34,2448.76,29.50,2478.26,2,0.81,1
torchinferno,few_shot,35,2458.27,26.06,2484.33,2,0.81,1
torchinferno,few_shot,36,2464.51,20.47,2484.98,2,0.80,1
torchinferno,few_shot,37,1890.39,601.73,2492.13,2,0.80,1
torchinferno,few_shot,38,1264.03,0.00,1264.34,1,0.79,1
torchinferno,few_shot,39,2427.36,0.00,2489.80,1,0.40,1
torchinferno,few_shot,40,1883.14,0.00,2495.38,1,0.40,1
torchinferno,few_shot,41,1215.17,0.00,1271.50,1,0.79,1
torchinferno,few_shot,42,1879.78,0.00,2497.85,1,0.40,1
torchinferno,few_shot,43,1883.26,621.77,2505.02,2,0.80,1
torchinferno,few_shot,44,1876.62,627.83,2504.44,2,0.80,1
torchinferno,few_shot,45,1878.11,0.00,2509.16,1,0.40,1
torchinferno,few_shot,46,1881.50,0.00,2505.16,1,0.40,1
torchinferno,few_shot,47,1878.52,630.67,2509.20,2,0.80,1
torchinferno,few_shot,48,2439.61,65.50,2505.11,2,0.80,1
torchinferno,few_shot,49,1887.20,0.00,2513.64,1,0.40,1
torchinferno,few_shot,50,1878.97,0.00,2518.56,1,0.40,1
torchinferno,few_shot,51,1874.80,0.00,2510.74,1,0.40,1
torchinferno,few_shot,52,1883.29,635.46,2518.75,2,0.79,1
torchinferno,few_shot,53,1889.35,627.08,2516.43,2,0.79,1
torchinferno,few_shot,54,1882.83,634.25,2517.08,2,0.79,1
torchinferno,few_shot,55,1892.51,0.00,2525.87,1,0.40,1
torchinferno,few_shot,56,2437.61,81.99,2519.60,2,0.79,1
torchinferno,few_shot,57,1894.08,639.16,2533.23,2,0.79,1
torchinferno,few_shot,58,1883.82,642.84,2526.66,2,0.79,1
torchinferno,few_shot,59,2435.01,87.80,2522.81,2,0.79,1
torchinferno,few_shot,60,1892.88,644.48,2537.36,2,0.79,1
torchinferno,few_shot,61,1878.24,652.82,2531.06,2,0.79,1
torchinferno,few_shot,62,1877.82,657.94,2535.76,2,0.79,1
torchinferno,few_shot,63,2518.72,0.00,2530.52,1,0.40,1
torchinferno,few_shot,64,2434.18,99.87,2534.05,2,0.79,1
torchinferno,few_shot,65,1891.72,657.15,2548.87,2,0.78,1
torchinferno,few_shot,66,1881.57,0.00,2549.30,1,0.39,1
torchinferno,few_shot,67,1170.43,0.00,1182.13,1,0.85,1
torchinferno,few_shot,68,1172.37,0.00,1185.14,1,0.84,1
torchinferno,few_shot,69,312.00,0.00,347.89,1,2.87,1
torchinferno,few_shot,70,312.06,0.00,353.36,1,2.83,1
torchinferno,few_shot,71,287.66,0.00,342.12,1,2.92,1
torchinferno,few_shot,72,269.05,0.00,322.65,1,3.10,1
torchinferno,few_shot,73,283.57,0.00,338.31,1,2.96,1
torchinferno,few_shot,74,316.49,0.00,372.31,1,2.69,1
torchinferno,few_shot,75,286.33,0.00,338.95,1,2.95,1
torchinferno,few_shot,76,250.31,0.00,313.76,1,3.19,1
torchinferno,few_shot,77,273.92,0.00,292.17,1,3.42,1
torchinferno,few_shot,78,277.28,57.66,334.94,2,5.97,1
torchinferno,few_shot,79,323.25,0.00,394.95,1,2.53,1
torchinferno,few_shot,80,247.06,0.00,308.30,1,3.24,1
torchinferno,few_shot,81,255.93,76.45,332.38,2,6.02,1
torchinferno,few_shot,82,330.19,0.00,403.02,1,2.48,1
torchinferno,few_shot,83,296.05,0.00,369.49,1,2.71,1
torchinferno,few_shot,84,284.11,0.00,359.95,1,2.78,1
torchinferno,few_shot,85,265.67,80.76,346.43,2,5.77,1
torchinferno,few_shot,86,264.37,72.30,336.66,2,5.94,1
torchinferno,few_shot,87,320.32,80.92,401.24,2,4.98,1
torchinferno,few_shot,88,307.67,0.00,384.45,1,2.60,1
torchinferno,few_shot,89,256.79,76.42,333.20,2,6.00,1
torchinferno,few_shot,90,246.83,81.10,327.93,2,6.10,1
torchinferno,few_shot,91,285.51,0.00,379.55,1,2.63,1
torchinferno,few_shot,92,342.66,36.42,379.07,2,5.28,1
torchinferno,few_shot,93,342.45,0.00,426.50,1,2.34,1
torchinferno,few_shot,94,314.87,88.91,403.79,2,4.95,1
torchinferno,few_shot,95,358.81,0.44,359.26,2,5.57,1
torchinferno,few_shot,96,285.03,101.31,386.34,2,5.18,1
torchinferno,few_shot,97,270.83,0.00,317.46,1,3.15,1
torchinferno,few_shot,98,318.40,0.00,409.85,1,2.44,1
torchinferno,few_shot,99,242.98,104.00,346.98,2,5.76,1
torchinferno,few_shot,100,280.77,0.00,390.56,1,2.56,1
torchinferno,few_shot,101,262.56,0.00,370.34,1,2.70,1
torchinferno,few_shot,102,301.23,110.51,411.74,2,4.86,1
torchinferno,few_shot,103,339.21,0.00,406.01,1,2.46,1
torchinferno,few_shot,104,226.89,116.41,343.29,2,5.83,1
torchinferno,few_shot,105,235.95,107.21,343.16,2,5.83,1
torchinferno,few_shot,106,225.89,112.37,338.27,2,5.91,1
torchinferno,few_shot,107,311.41,0.00,356.44,1,2.81,1
torchinferno,few_shot,108,251.88,0.00,367.62,1,2.72,1
torchinferno,few_shot,109,401.11,0.00,436.91,1,2.29,1
torchinferno,few_shot,110,272.26,121.72,393.98,2,5.08,1
torchinferno,few_shot,111,301.81,68.38,370.19,2,5.40,1
torchinferno,few_shot,112,188.05,0.00,198.23,1,5.04,1
torchinferno,few_shot,113,269.36,0.00,381.22,1,2.62,1
torchinferno,few_shot,114,334.56,119.94,454.50,2,4.40,1
torchinferno,few_shot,115,317.38,120.95,438.33,2,4.56,1
torchinferno,few_shot,116,306.44,0.00,424.90,1,2.35,1
torchinferno,few_shot,117,267.24,0.00,401.08,1,2.49,1
torchinferno,few_shot,118,240.79,0.00,365.75,1,2.73,1
torchinferno,few_shot,119,257.27,0.00,387.96,1,2.58,1
torchinferno,few_shot,120,284.63,138.72,423.35,2,4.72,1
torchinferno,few_shot,121,245.60,126.87,372.48,2,5.37,1
torchinferno,few_shot,122,274.12,0.00,349.67,1,2.86,1
torchinferno,few_shot,123,402.16,0.00,402.53,1,2.48,1
torchinferno,few_shot,124,319.06,142.21,461.26,2,4.34,1
torchinferno,few_shot,125,332.22,0.00,417.20,1,2.40,1
torchinferno,few_shot,126,401.55,44.35,445.91,2,4.49,1
torchinferno,few_shot,127,258.87,0.00,394.88,1,2.53,1
torchinferno,few_shot,128,298.47,0.00,439.61,1,2.27,1
torchinferno,few_shot,129,285.39,99.73,385.11,2,5.19,1
torchinferno,few_shot,130,315.61,148.54,464.15,2,4.31,1
torchinferno,few_shot,131,291.65,0.00,402.96,1,2.48,1
