model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-08T06:24:20.443312+00:00

Build Times
provider,build_time_s
torchinferno,0.0

few_shot
metric,torchinferno,winner
ttft_median_ms,181.14,
ttft_p99_ms,2412.94,
tpot_median_ms,45.80,
tpot_p99_ms,165.14,
e2e_median_ms,237.36,
e2e_p99_ms,2471.32,
throughput_median_tps,5.45,
total_output_tokens,1458,
num_requests,1000,
correctness_rate,0.98,

self_consistency
metric,torchinferno,winner
ttft_median_ms,273.44,
ttft_p99_ms,1389.85,
tpot_median_ms,0.00,
tpot_p99_ms,0.00,
e2e_median_ms,292.98,
e2e_p99_ms,1642.95,
throughput_median_tps,3.41,
total_output_tokens,1000,
num_requests,1000,
correctness_rate,1.00,
unique_final_answers,1,

multi_turn
metric,torchinferno,winner
ttft_median_ms,276.36,
ttft_p99_ms,2190.30,
tpot_median_ms,62.67,
tpot_p99_ms,254.57,
e2e_median_ms,328.02,
e2e_p99_ms,2313.70,
throughput_median_tps,3.92,
total_output_tokens,1440,
num_requests,1000,
correctness_rate,0.98,
ttft_first_turn_ms,1010.16,
ttft_last_turn_ms,367.94,
ttft_growth_ratio,0.36,
ttft_first_turn_median_ms,1355.44,
ttft_first_turn_p99_ms,2246.45,
ttft_last_turn_median_ms,211.33,
ttft_last_turn_p99_ms,2150.34,

tree_of_thought
metric,torchinferno,winner
ttft_median_ms,96.20,
ttft_p99_ms,357.76,
tpot_median_ms,51.45,
tpot_p99_ms,255.05,
e2e_median_ms,141.72,
e2e_p99_ms,407.98,
throughput_median_tps,10.23,
total_output_tokens,1469,
num_requests,992,
correctness_rate,0.97,

long_output
metric,torchinferno,winner
ttft_median_ms,265.59,
ttft_p99_ms,1666.01,
tpot_median_ms,22.37,
tpot_p99_ms,31.78,
e2e_median_ms,1041.22,
e2e_p99_ms,2005.64,
throughput_median_tps,34.42,
total_output_tokens,36715,
num_requests,1000,
correctness_rate,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,9,0,2294.27,0.00,2298.70,1,0.44,1,,,,,,,9,,,
torchinferno,few_shot,10,1,2272.57,0.00,2285.17,1,0.44,1,,,,,,,10,,,
torchinferno,few_shot,8,2,2317.80,0.00,2328.26,1,0.43,1,,,,,,,8,,,
torchinferno,few_shot,5,3,2365.30,0.00,2381.74,1,0.42,1,,,,,,,5,,,
torchinferno,few_shot,4,4,2399.09,0.00,2412.05,1,0.41,1,,,,,,,4,,,
torchinferno,few_shot,1,5,2471.10,0.00,2489.13,1,0.40,1,,,,,,,1,,,
torchinferno,few_shot,7,6,2333.88,0.00,2349.72,1,0.43,1,,,,,,,7,,,
torchinferno,few_shot,11,7,2258.82,0.00,2278.59,1,0.44,1,,,,,,,11,,,
torchinferno,few_shot,12,8,2234.29,0.00,2253.48,1,0.44,1,,,,,,,12,,,
torchinferno,few_shot,3,9,2430.36,196.67,2627.03,2,0.76,1,,,,,,,3,,,
torchinferno,few_shot,2,10,2447.15,196.57,2643.72,2,0.76,1,,,,,,,2,,,
torchinferno,few_shot,6,11,2347.55,197.77,2545.31,2,0.79,1,,,,,,,6,,,
torchinferno,few_shot,0,12,2487.35,201.21,2688.56,2,0.74,1,,,,,,,0,,,
torchinferno,few_shot,38,13,2082.41,0.00,2091.11,1,0.48,1,,,,,,,38,,,
torchinferno,few_shot,31,14,2191.53,0.00,2205.33,1,0.45,1,,,,,,,31,,,
torchinferno,few_shot,24,15,2303.21,0.00,2323.02,1,0.43,1,,,,,,,24,,,
torchinferno,few_shot,42,16,2016.42,0.00,2035.43,1,0.49,1,,,,,,,42,,,
torchinferno,few_shot,29,17,2220.06,0.00,2245.56,1,0.45,1,,,,,,,29,,,
torchinferno,few_shot,28,18,2244.35,0.00,2263.15,1,0.44,1,,,,,,,28,,,
torchinferno,few_shot,43,19,1997.64,0.00,2023.63,1,0.49,1,,,,,,,43,,,
torchinferno,few_shot,26,20,2267.13,0.00,2300.37,1,0.43,1,,,,,,,26,,,
torchinferno,few_shot,25,21,2286.74,0.00,2318.81,1,0.43,1,,,,,,,25,,,
torchinferno,few_shot,17,22,2420.08,0.00,2455.44,1,0.41,1,,,,,,,17,,,
torchinferno,few_shot,23,23,2329.85,27.15,2357.00,2,0.85,1,,,,,,,23,,,
torchinferno,few_shot,39,24,2065.00,0.00,2097.86,1,0.48,1,,,,,,,39,,,
torchinferno,few_shot,21,25,2365.94,30.97,2396.91,2,0.83,1,,,,,,,21,,,
torchinferno,few_shot,37,26,2097.30,0.00,2131.79,1,0.47,1,,,,,,,37,,,
torchinferno,few_shot,35,27,2122.12,0.00,2164.56,1,0.46,1,,,,,,,35,,,
torchinferno,few_shot,15,28,2452.94,45.14,2498.08,2,0.80,1,,,,,,,15,,,
torchinferno,few_shot,40,29,2047.22,43.65,2090.87,2,0.96,1,,,,,,,40,,,
torchinferno,few_shot,16,30,2434.28,52.04,2486.33,2,0.80,1,,,,,,,16,,,
torchinferno,few_shot,32,31,2174.83,47.37,2222.20,2,0.90,1,,,,,,,32,,,
torchinferno,few_shot,30,32,2206.70,48.66,2255.37,2,0.89,1,,,,,,,30,,,
torchinferno,few_shot,19,33,2391.14,52.54,2443.68,2,0.82,1,,,,,,,19,,,
torchinferno,few_shot,22,34,2349.17,46.44,2395.61,2,0.83,1,,,,,,,22,,,
torchinferno,few_shot,27,35,2249.25,58.46,2307.71,2,0.87,1,,,,,,,27,,,
torchinferno,few_shot,14,36,2466.23,60.50,2526.73,2,0.79,1,,,,,,,14,,,
torchinferno,few_shot,13,37,2488.08,56.22,2544.30,2,0.79,1,,,,,,,13,,,
torchinferno,few_shot,33,38,2162.43,54.80,2217.23,2,0.90,1,,,,,,,33,,,
torchinferno,few_shot,20,39,2381.43,54.24,2435.67,2,0.82,1,,,,,,,20,,,
torchinferno,few_shot,41,40,2033.80,0.00,2092.55,1,0.48,1,,,,,,,41,,,
torchinferno,few_shot,18,41,2412.94,58.38,2471.32,2,0.81,1,,,,,,,18,,,
torchinferno,few_shot,36,42,2114.46,59.66,2174.12,2,0.92,1,,,,,,,36,,,
torchinferno,few_shot,44,43,1980.80,66.64,2047.44,2,0.98,1,,,,,,,44,,,
torchinferno,few_shot,34,44,2148.53,0.00,2213.95,1,0.45,1,,,,,,,34,,,
torchinferno,few_shot,46,45,2044.19,0.00,2062.44,1,0.48,1,,,,,,,46,,,
torchinferno,few_shot,69,46,356.62,0.00,370.48,1,2.70,1,,,,,,,69,,,
torchinferno,few_shot,68,47,357.40,0.00,373.48,1,2.68,1,,,,,,,68,,,
torchinferno,few_shot,58,48,1828.40,0.00,1844.88,1,0.54,1,,,,,,,58,,,
torchinferno,few_shot,74,49,177.84,0.00,196.47,1,5.09,1,,,,,,,74,,,
torchinferno,few_shot,72,50,345.50,0.00,373.45,1,2.68,1,,,,,,,72,,,
torchinferno,few_shot,48,51,2026.00,0.00,2044.59,1,0.49,1,,,,,,,48,,,
torchinferno,few_shot,47,52,2033.08,0.00,2061.23,1,0.49,1,,,,,,,47,,,
torchinferno,few_shot,65,53,357.42,0.00,390.56,1,2.56,1,,,,,,,65,,,
torchinferno,few_shot,71,54,349.81,0.00,381.16,1,2.62,1,,,,,,,71,,,
torchinferno,few_shot,76,55,177.17,0.00,202.45,1,4.94,1,,,,,,,76,,,
torchinferno,few_shot,60,56,1791.74,0.00,1828.37,1,0.55,1,,,,,,,60,,,
torchinferno,few_shot,49,57,2001.65,39.61,2041.27,2,0.98,1,,,,,,,49,,,
torchinferno,few_shot,73,58,173.72,42.04,215.76,2,9.27,1,,,,,,,73,,,
torchinferno,few_shot,53,59,1940.11,0.00,1979.59,1,0.51,1,,,,,,,53,,,
torchinferno,few_shot,55,60,1908.57,0.00,1951.01,1,0.51,1,,,,,,,55,,,
torchinferno,few_shot,62,61,1768.60,38.53,1807.13,2,1.11,1,,,,,,,62,,,
torchinferno,few_shot,61,62,1785.52,40.94,1826.46,2,1.10,1,,,,,,,61,,,
torchinferno,few_shot,56,63,1895.30,46.58,1941.87,2,1.03,1,,,,,,,56,,,
torchinferno,few_shot,64,64,364.30,0.00,413.28,1,2.42,1,,,,,,,64,,,
torchinferno,few_shot,59,65,1806.95,54.03,1860.98,2,1.07,1,,,,,,,59,,,
torchinferno,few_shot,52,66,1960.29,47.96,2008.26,2,1.00,1,,,,,,,52,,,
torchinferno,few_shot,66,67,365.85,0.00,413.79,1,2.42,1,,,,,,,66,,,
torchinferno,few_shot,75,68,180.31,48.40,228.71,2,8.74,1,,,,,,,75,,,
torchinferno,few_shot,51,69,1966.60,62.38,2028.98,2,0.99,1,,,,,,,51,,,
torchinferno,few_shot,50,70,1983.36,63.67,2047.03,2,0.98,1,,,,,,,50,,,
torchinferno,few_shot,70,71,356.06,59.10,415.17,2,4.82,1,,,,,,,70,,,
torchinferno,few_shot,63,72,1748.00,63.38,1811.38,2,1.10,1,,,,,,,63,,,
torchinferno,few_shot,57,73,1876.13,0.00,1942.69,1,0.51,1,,,,,,,57,,,
torchinferno,few_shot,45,74,2060.76,71.47,2132.23,2,0.94,1,,,,,,,45,,,
torchinferno,few_shot,67,75,360.62,0.00,425.09,1,2.35,1,,,,,,,67,,,
torchinferno,few_shot,54,76,1931.68,62.97,1994.65,2,1.00,1,,,,,,,54,,,
torchinferno,few_shot,97,77,327.56,0.00,342.01,1,2.92,1,,,,,,,97,,,
torchinferno,few_shot,80,78,366.77,0.00,374.94,1,2.67,1,,,,,,,80,,,
torchinferno,few_shot,101,79,324.34,0.00,342.92,1,2.92,1,,,,,,,101,,,
torchinferno,few_shot,92,80,340.52,0.00,360.26,1,2.78,1,,,,,,,92,,,
torchinferno,few_shot,100,81,334.13,0.00,348.48,1,2.87,1,,,,,,,100,,,
torchinferno,few_shot,87,82,352.00,0.00,372.83,1,2.68,1,,,,,,,87,,,
torchinferno,few_shot,82,83,362.47,0.00,383.71,1,2.61,1,,,,,,,82,,,
torchinferno,few_shot,90,84,344.92,0.00,371.65,1,2.69,1,,,,,,,90,,,
torchinferno,few_shot,88,85,351.30,0.00,377.06,1,2.65,1,,,,,,,88,,,
torchinferno,few_shot,96,86,338.36,0.00,363.71,1,2.75,1,,,,,,,96,,,
torchinferno,few_shot,81,87,356.17,0.00,391.15,1,2.56,1,,,,,,,81,,,
torchinferno,few_shot,103,88,330.38,26.81,357.18,2,5.60,1,,,,,,,103,,,
torchinferno,few_shot,79,89,372.06,30.20,402.26,2,4.97,1,,,,,,,79,,,
torchinferno,few_shot,94,90,339.50,35.04,374.54,2,5.34,1,,,,,,,94,,,
torchinferno,few_shot,85,91,349.62,0.00,392.15,1,2.55,1,,,,,,,85,,,
torchinferno,few_shot,105,92,326.44,0.00,360.63,1,2.77,1,,,,,,,105,,,
torchinferno,few_shot,95,93,336.75,0.00,377.49,1,2.65,1,,,,,,,95,,,
torchinferno,few_shot,84,94,354.66,43.21,397.87,2,5.03,1,,,,,,,84,,,
torchinferno,few_shot,89,95,344.81,0.00,391.67,1,2.55,1,,,,,,,89,,,
torchinferno,few_shot,98,96,327.56,0.00,377.12,1,2.65,1,,,,,,,98,,,
torchinferno,few_shot,107,97,321.91,44.81,366.72,2,5.45,1,,,,,,,107,,,
torchinferno,few_shot,77,98,374.14,47.47,421.62,2,4.74,1,,,,,,,77,,,
torchinferno,few_shot,91,99,347.79,49.58,397.37,2,5.03,1,,,,,,,91,,,
torchinferno,few_shot,93,100,341.77,52.59,394.36,2,5.07,1,,,,,,,93,,,
torchinferno,few_shot,104,101,322.63,55.86,378.49,2,5.28,1,,,,,,,104,,,
torchinferno,few_shot,78,102,374.95,50.78,425.72,2,4.70,1,,,,,,,78,,,
torchinferno,few_shot,86,103,355.09,0.00,411.07,1,2.43,1,,,,,,,86,,,
torchinferno,few_shot,108,104,314.16,60.84,375.01,2,5.33,1,,,,,,,108,,,
torchinferno,few_shot,99,105,330.57,62.34,392.91,2,5.09,1,,,,,,,99,,,
torchinferno,few_shot,106,106,324.12,0.00,384.38,1,2.60,1,,,,,,,106,,,
torchinferno,few_shot,83,107,352.52,73.98,426.50,2,4.69,1,,,,,,,83,,,
torchinferno,few_shot,102,108,332.70,0.00,395.66,1,2.53,1,,,,,,,102,,,
torchinferno,few_shot,129,109,332.22,0.00,342.45,1,2.92,1,,,,,,,129,,,
torchinferno,few_shot,122,110,342.65,0.00,357.89,1,2.79,1,,,,,,,122,,,
torchinferno,few_shot,130,111,328.89,0.00,345.47,1,2.89,1,,,,,,,130,,,
torchinferno,few_shot,131,112,335.45,0.00,345.54,1,2.89,1,,,,,,,131,,,
torchinferno,few_shot,133,113,327.96,0.00,345.53,1,2.89,1,,,,,,,133,,,
torchinferno,few_shot,137,114,312.75,0.00,340.20,1,2.94,1,,,,,,,137,,,
torchinferno,few_shot,123,115,343.05,0.00,366.30,1,2.73,1,,,,,,,123,,,
torchinferno,few_shot,139,116,309.46,31.70,341.16,2,5.86,1,,,,,,,139,,,
torchinferno,few_shot,111,117,364.25,29.76,394.01,2,5.08,1,,,,,,,111,,,
torchinferno,few_shot,115,118,353.57,0.00,387.27,1,2.58,1,,,,,,,115,,,
torchinferno,few_shot,127,119,335.09,0.00,366.48,1,2.73,1,,,,,,,127,,,
torchinferno,few_shot,113,120,356.36,0.00,394.44,1,2.54,1,,,,,,,113,,,
