model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-08T09:02:29.382164+00:00

Build Times
provider,build_time_s
torchinferno,40.6
vllm,316.5
sglang,162.8

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,157.00,125.87,136.85,vllm
ttft_p99_ms,4984.22,246.20,858.98,vllm
tpot_median_ms,45.85,46.16,78.83,torchinferno
tpot_p99_ms,140.18,116.23,788.38,vllm
e2e_median_ms,198.32,162.79,215.74,vllm
e2e_p99_ms,5028.84,302.40,922.42,vllm
throughput_median_tps,6.05,8.73,5.67,vllm
total_output_tokens,1460,1460,1461,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,121.02,126.25,214.65,torchinferno
ttft_p99_ms,372.03,323.72,69796.51,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,127.73,150.03,355.93,torchinferno
e2e_p99_ms,444.82,347.70,69927.19,vllm
throughput_median_tps,7.83,6.67,2.81,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,284.19,140.00,164.94,vllm
ttft_p99_ms,1004.10,461.62,680.57,vllm
tpot_median_ms,58.38,50.68,113.71,vllm
tpot_p99_ms,228.84,175.47,977.89,vllm
e2e_median_ms,337.66,186.14,282.69,vllm
e2e_p99_ms,1081.14,515.53,1033.58,vllm
throughput_median_tps,4.03,7.36,4.72,vllm
total_output_tokens,1446,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,364.78,143.71,93.00,sglang
ttft_last_turn_ms,245.05,166.47,190.52,vllm
ttft_growth_ratio,0.67,1.16,2.05,torchinferno
ttft_first_turn_median_ms,269.10,125.14,61.79,sglang
ttft_first_turn_p99_ms,909.34,452.55,222.12,sglang
ttft_last_turn_median_ms,206.49,138.04,185.21,vllm
ttft_last_turn_p99_ms,1041.71,473.25,285.87,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,59.03,32.74,49.78,vllm
ttft_p99_ms,194.29,41.79,389.38,vllm
tpot_median_ms,42.02,21.65,364.75,vllm
tpot_p99_ms,130.51,28.18,1323.46,vllm
e2e_median_ms,87.85,48.30,416.13,vllm
e2e_p99_ms,275.12,106.69,1214.91,vllm
throughput_median_tps,16.49,25.68,3.21,vllm
total_output_tokens,1480,1461,1474,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,282.01,71.34,71.80,vllm
ttft_p99_ms,1222.62,191.81,674.29,vllm
tpot_median_ms,19.82,14.74,21.65,vllm
tpot_p99_ms,72.22,16.50,109.88,vllm
e2e_median_ms,1050.95,586.28,904.53,vllm
e2e_p99_ms,2241.16,1035.42,2042.52,vllm
throughput_median_tps,36.86,59.61,41.75,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,4,0,4915.03,0.00,4920.69,1,0.20,1,,,,,,,4,,,
torchinferno,few_shot,5,1,4893.68,0.00,4901.39,1,0.20,1,,,,,,,5,,,
torchinferno,few_shot,3,2,4966.65,62.20,5028.84,2,0.40,1,,,,,,,3,,,
torchinferno,few_shot,8,3,5055.05,0.00,5071.37,1,0.20,1,,,,,,,8,,,
torchinferno,few_shot,29,4,4681.62,0.00,4697.97,1,0.21,1,,,,,,,29,,,
torchinferno,few_shot,1,5,5248.24,0.00,5263.11,1,0.19,1,,,,,,,1,,,
torchinferno,few_shot,12,6,4984.22,0.00,5007.12,1,0.20,1,,,,,,,12,,,
torchinferno,few_shot,25,7,4750.46,0.00,4771.63,1,0.21,1,,,,,,,25,,,
torchinferno,few_shot,17,8,4894.99,0.00,4912.54,1,0.20,1,,,,,,,17,,,
torchinferno,few_shot,11,9,5001.03,0.00,5030.91,1,0.20,1,,,,,,,11,,,
torchinferno,few_shot,28,10,4694.94,0.00,4726.52,1,0.21,1,,,,,,,28,,,
torchinferno,few_shot,24,11,4766.99,0.00,4797.11,1,0.21,1,,,,,,,24,,,
torchinferno,few_shot,30,12,4661.67,32.74,4694.40,2,0.43,1,,,,,,,30,,,
torchinferno,few_shot,20,13,4839.21,30.94,4870.15,2,0.41,1,,,,,,,20,,,
torchinferno,few_shot,14,14,4951.09,30.64,4981.73,2,0.40,1,,,,,,,14,,,
torchinferno,few_shot,33,15,4614.08,34.02,4648.10,2,0.43,1,,,,,,,33,,,
torchinferno,few_shot,26,16,4732.98,0.00,4771.22,1,0.21,1,,,,,,,26,,,
torchinferno,few_shot,18,17,4876.78,35.17,4911.94,2,0.41,1,,,,,,,18,,,
torchinferno,few_shot,6,18,5116.44,35.54,5151.98,2,0.39,1,,,,,,,6,,,
torchinferno,few_shot,31,19,4650.68,0.00,4688.39,1,0.21,1,,,,,,,31,,,
torchinferno,few_shot,22,20,4806.22,40.41,4846.63,2,0.41,1,,,,,,,22,,,
torchinferno,few_shot,0,21,5263.94,47.44,5311.38,2,0.38,1,,,,,,,0,,,
torchinferno,few_shot,7,22,5089.70,0.00,5135.73,1,0.19,1,,,,,,,7,,,
torchinferno,few_shot,21,23,4821.60,47.56,4869.16,2,0.41,1,,,,,,,21,,,
torchinferno,few_shot,16,24,4906.81,51.83,4958.63,2,0.40,1,,,,,,,16,,,
torchinferno,few_shot,34,25,4597.42,0.00,4646.44,1,0.22,1,,,,,,,34,,,
torchinferno,few_shot,15,26,4924.87,53.66,4978.53,2,0.40,1,,,,,,,15,,,
torchinferno,few_shot,13,27,4973.14,49.91,5023.04,2,0.40,1,,,,,,,13,,,
torchinferno,few_shot,9,28,5047.96,0.00,5097.07,1,0.20,1,,,,,,,9,,,
torchinferno,few_shot,27,29,4722.07,50.87,4772.94,2,0.42,1,,,,,,,27,,,
torchinferno,few_shot,32,30,4627.38,60.34,4687.72,2,0.43,1,,,,,,,32,,,
torchinferno,few_shot,2,31,5230.60,54.64,5285.23,2,0.38,1,,,,,,,2,,,
torchinferno,few_shot,19,32,4857.03,60.96,4917.99,2,0.41,1,,,,,,,19,,,
torchinferno,few_shot,23,33,4782.32,67.64,4849.95,2,0.41,1,,,,,,,23,,,
torchinferno,few_shot,10,34,5023.19,0.00,5090.15,1,0.20,1,,,,,,,10,,,
torchinferno,few_shot,39,35,4602.32,0.00,4610.28,1,0.22,1,,,,,,,39,,,
torchinferno,few_shot,58,36,4270.84,0.00,4282.57,1,0.23,1,,,,,,,58,,,
