model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-20T23:03:05.267533+00:00

Build Times
provider,build_time_s
torchinferno,302.0
vllm,203.8
sglang,260.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,51.17,71.97,91.60,torchinferno
ttft_p99_ms,652.33,108.57,579.46,vllm
tpot_median_ms,47.86,37.45,70.06,vllm
tpot_p99_ms,352.21,51.84,827.18,vllm
e2e_median_ms,89.94,97.48,153.94,torchinferno
e2e_p99_ms,954.34,147.34,879.91,vllm
throughput_median_tps,14.27,13.70,8.11,torchinferno
total_output_tokens,1465,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,31.94,70.47,154.55,torchinferno
ttft_p99_ms,147.16,337.45,71533.31,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,48.04,90.40,226.49,torchinferno
e2e_p99_ms,147.88,363.01,71587.99,torchinferno
throughput_median_tps,20.81,11.06,4.42,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,42.19,74.83,92.44,torchinferno
ttft_p99_ms,951.10,175.41,606.28,vllm
tpot_median_ms,37.50,36.18,76.39,vllm
tpot_p99_ms,47.37,95.96,896.56,torchinferno
e2e_median_ms,75.48,100.88,158.37,torchinferno
e2e_p99_ms,966.29,221.55,909.52,vllm
throughput_median_tps,17.32,13.19,8.54,torchinferno
total_output_tokens,1461,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,386.61,75.51,74.02,sglang
ttft_last_turn_ms,38.48,79.64,92.35,torchinferno
ttft_growth_ratio,0.10,1.05,1.25,torchinferno
ttft_first_turn_median_ms,204.90,68.46,74.09,vllm
ttft_first_turn_p99_ms,1019.66,177.21,111.24,sglang
ttft_last_turn_median_ms,38.83,77.72,94.11,torchinferno
ttft_last_turn_p99_ms,49.87,166.29,122.77,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,23.84,37.60,60.23,torchinferno
ttft_p99_ms,202.83,2074.45,420.41,torchinferno
tpot_median_ms,16.32,27.28,371.85,torchinferno
tpot_p99_ms,19.10,101.17,1145.98,torchinferno
e2e_median_ms,36.25,57.06,467.23,torchinferno
e2e_p99_ms,222.90,2131.10,1243.64,torchinferno
throughput_median_tps,39.46,22.48,3.02,torchinferno
total_output_tokens,1480,1475,1457,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,45.53,46.90,58.35,torchinferno
ttft_p99_ms,322.46,65.68,107.76,vllm
tpot_median_ms,14.04,15.39,29.21,torchinferno
tpot_p99_ms,34.92,17.32,125.96,vllm
e2e_median_ms,561.49,580.34,1108.70,torchinferno
e2e_p99_ms,1217.84,1052.55,1998.81,vllm
throughput_median_tps,65.64,60.34,33.23,torchinferno
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,760.09,0.00,788.52,1,1.27,1,,,,,,,1,,,
torchinferno,few_shot,0,1,775.79,346.06,1121.85,2,1.78,1,,,,,,,0,,,
torchinferno,few_shot,7,2,685.41,0.00,999.78,1,1.00,1,,,,,,,7,,,
torchinferno,few_shot,4,3,737.13,0.00,1052.80,1,0.95,1,,,,,,,4,,,
torchinferno,few_shot,17,4,515.75,0.00,830.33,1,1.20,1,,,,,,,17,,,
torchinferno,few_shot,26,5,363.02,0.00,678.18,1,1.47,1,,,,,,,26,,,
torchinferno,few_shot,41,6,110.44,0.00,425.53,1,2.35,1,,,,,,,41,,,
torchinferno,few_shot,43,7,76.61,0.00,392.43,1,2.55,1,,,,,,,43,,,
torchinferno,few_shot,11,8,616.89,0.00,934.45,1,1.07,1,,,,,,,11,,,
torchinferno,few_shot,42,9,91.44,0.00,410.27,1,2.44,1,,,,,,,42,,,
torchinferno,few_shot,8,10,670.70,0.00,987.63,1,1.01,1,,,,,,,8,,,
torchinferno,few_shot,39,11,141.34,0.00,461.99,1,2.16,1,,,,,,,39,,,
torchinferno,few_shot,10,12,636.96,0.00,954.34,1,1.05,1,,,,,,,10,,,
torchinferno,few_shot,34,13,227.81,0.00,547.10,1,1.83,1,,,,,,,34,,,
torchinferno,few_shot,24,14,398.77,0.00,717.63,1,1.39,1,,,,,,,24,,,
torchinferno,few_shot,5,15,722.28,0.00,1042.42,1,0.96,1,,,,,,,5,,,
torchinferno,few_shot,37,16,176.39,0.00,498.82,1,2.00,1,,,,,,,37,,,
torchinferno,few_shot,28,17,329.32,0.00,651.86,1,1.53,1,,,,,,,28,,,
torchinferno,few_shot,31,18,279.43,0.00,601.46,1,1.66,1,,,,,,,31,,,
torchinferno,few_shot,29,19,312.39,0.00,636.29,1,1.57,1,,,,,,,29,,,
torchinferno,few_shot,38,20,158.65,0.00,485.93,1,2.06,1,,,,,,,38,,,
torchinferno,few_shot,12,21,601.63,0.00,927.37,1,1.08,1,,,,,,,12,,,
torchinferno,few_shot,25,22,378.52,0.00,707.09,1,1.41,1,,,,,,,25,,,
torchinferno,few_shot,9,23,652.33,0.00,980.05,1,1.02,1,,,,,,,9,,,
torchinferno,few_shot,14,24,565.61,344.34,909.95,2,2.20,1,,,,,,,14,,,
torchinferno,few_shot,20,25,464.31,344.56,808.88,2,2.47,1,,,,,,,20,,,
torchinferno,few_shot,30,26,294.98,344.39,639.37,2,3.13,1,,,,,,,30,,,
torchinferno,few_shot,36,27,194.94,344.03,538.97,2,3.71,1,,,,,,,36,,,
torchinferno,few_shot,32,28,259.04,347.57,606.61,2,3.30,1,,,,,,,32,,,
torchinferno,few_shot,33,29,243.66,346.22,589.89,2,3.39,1,,,,,,,33,,,
torchinferno,few_shot,40,30,126.93,346.81,473.75,2,4.22,0,,,,,,,40,,,
torchinferno,few_shot,44,31,59.93,346.72,406.66,2,4.92,1,,,,,,,44,,,
torchinferno,few_shot,22,32,429.52,348.98,778.50,2,2.57,1,,,,,,,22,,,
torchinferno,few_shot,27,33,345.33,349.08,694.41,2,2.88,1,,,,,,,27,,,
torchinferno,few_shot,2,34,775.99,347.46,1123.45,2,1.78,1,,,,,,,2,,,
torchinferno,few_shot,45,35,42.16,349.39,391.55,2,5.11,1,,,,,,,45,,,
torchinferno,few_shot,19,36,481.07,350.77,831.83,2,2.40,1,,,,,,,19,,,
torchinferno,few_shot,16,37,534.26,349.13,883.40,2,2.26,1,,,,,,,16,,,
torchinferno,few_shot,23,38,412.62,352.39,765.01,2,2.61,1,,,,,,,23,,,
torchinferno,few_shot,6,39,703.58,352.05,1055.63,2,1.89,1,,,,,,,6,,,
