model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-03T23:02:19.375602+00:00

Build Times
provider,build_time_s
torchinferno,36.7
vllm,257.0
sglang,151.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,160.17,155.27,138.92,sglang
ttft_p99_ms,1236.13,281.81,609.29,vllm
tpot_median_ms,46.45,48.99,77.08,torchinferno
tpot_p99_ms,134.13,161.83,206.60,torchinferno
e2e_median_ms,208.72,198.34,214.12,vllm
e2e_p99_ms,1261.20,336.77,641.00,vllm
throughput_median_tps,5.79,7.09,5.66,vllm
total_output_tokens,1460,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,205.85,159.06,214.71,vllm
ttft_p99_ms,667.62,437.79,69687.60,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,305.06,268.42,370.51,vllm
e2e_p99_ms,720.94,644.85,69921.70,vllm
throughput_median_tps,3.28,3.73,2.70,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,340.03,198.33,172.43,sglang
ttft_p99_ms,834.53,450.78,641.22,vllm
tpot_median_ms,58.58,38.23,101.42,vllm
tpot_p99_ms,147.11,200.60,235.04,torchinferno
e2e_median_ms,393.35,233.76,271.98,vllm
e2e_p99_ms,894.81,488.91,703.25,vllm
throughput_median_tps,3.40,5.82,4.92,vllm
total_output_tokens,1449,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,279.52,168.98,115.66,sglang
ttft_last_turn_ms,398.59,195.38,176.63,sglang
ttft_growth_ratio,1.43,1.16,1.53,vllm
ttft_first_turn_median_ms,307.12,153.39,93.91,sglang
ttft_first_turn_p99_ms,846.98,427.40,251.01,sglang
ttft_last_turn_median_ms,380.82,193.70,167.04,sglang
ttft_last_turn_p99_ms,550.53,444.93,588.48,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,129.15,64.21,71.40,vllm
ttft_p99_ms,418.42,2070.50,460.37,torchinferno
tpot_median_ms,37.38,30.20,68.11,vllm
tpot_p99_ms,112.69,1786.19,147.48,torchinferno
e2e_median_ms,156.24,87.66,143.25,vllm
e2e_p99_ms,446.80,2113.08,555.42,torchinferno
throughput_median_tps,8.43,13.66,10.03,vllm
total_output_tokens,1497,1461,1468,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.96,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,252.78,73.41,68.39,sglang
ttft_p99_ms,623.62,256.77,387.16,vllm
tpot_median_ms,20.59,15.18,22.62,vllm
tpot_p99_ms,36.61,21.65,43.42,vllm
e2e_median_ms,935.92,634.86,834.57,vllm
e2e_p99_ms,1688.88,1063.08,1638.53,vllm
throughput_median_tps,37.15,57.69,41.20,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,17,0,1086.07,0.00,1094.15,1,0.91,1,,,,,,,17,,,
torchinferno,few_shot,11,1,1087.26,0.00,1097.24,1,0.91,1,,,,,,,11,,,
torchinferno,few_shot,5,2,1084.98,0.00,1100.57,1,0.91,1,,,,,,,5,,,
torchinferno,few_shot,10,3,1087.20,0.00,1100.97,1,0.91,1,,,,,,,10,,,
torchinferno,few_shot,4,4,1086.29,0.00,1103.37,1,0.91,1,,,,,,,4,,,
torchinferno,few_shot,9,5,1084.90,0.00,1104.38,1,0.91,1,,,,,,,9,,,
torchinferno,few_shot,12,6,1088.64,0.00,1105.15,1,0.90,1,,,,,,,12,,,
torchinferno,few_shot,8,7,1083.76,0.00,1107.61,1,0.90,1,,,,,,,8,,,
torchinferno,few_shot,7,8,1086.79,0.00,1109.38,1,0.90,1,,,,,,,7,,,
torchinferno,few_shot,13,9,1089.88,20.12,1110.00,2,1.80,1,,,,,,,13,,,
torchinferno,few_shot,3,10,1091.74,22.45,1114.19,2,1.80,1,,,,,,,3,,,
torchinferno,few_shot,6,11,1090.26,24.76,1115.02,2,1.79,1,,,,,,,6,,,
torchinferno,few_shot,1,12,1086.05,0.00,1118.54,1,0.89,1,,,,,,,1,,,
torchinferno,few_shot,0,13,1089.81,30.58,1120.39,2,1.79,1,,,,,,,0,,,
torchinferno,few_shot,16,14,1086.57,30.79,1117.36,2,1.79,1,,,,,,,16,,,
torchinferno,few_shot,18,15,1088.31,29.64,1117.94,2,1.79,1,,,,,,,18,,,
torchinferno,few_shot,14,16,1087.96,33.72,1121.68,2,1.78,1,,,,,,,14,,,
torchinferno,few_shot,15,17,1084.64,38.48,1123.11,2,1.78,1,,,,,,,15,,,
torchinferno,few_shot,20,18,1081.82,42.34,1124.17,2,1.78,1,,,,,,,20,,,
torchinferno,few_shot,23,19,1076.48,42.55,1119.04,2,1.79,1,,,,,,,23,,,
torchinferno,few_shot,2,20,1085.16,47.89,1133.05,2,1.77,1,,,,,,,2,,,
torchinferno,few_shot,24,21,1155.97,0.00,1170.85,1,0.85,1,,,,,,,24,,,
torchinferno,few_shot,29,22,1157.24,0.00,1173.24,1,0.85,1,,,,,,,29,,,
torchinferno,few_shot,42,23,1158.13,0.00,1172.78,1,0.85,1,,,,,,,42,,,
torchinferno,few_shot,39,24,1157.89,0.00,1175.53,1,0.85,1,,,,,,,39,,,
torchinferno,few_shot,48,25,1153.98,0.00,1174.63,1,0.85,1,,,,,,,48,,,
torchinferno,few_shot,43,26,1153.40,0.00,1177.04,1,0.85,1,,,,,,,43,,,
torchinferno,few_shot,41,27,1154.17,0.00,1180.52,1,0.85,1,,,,,,,41,,,
torchinferno,few_shot,25,28,1156.35,0.00,1185.41,1,0.84,1,,,,,,,25,,,
torchinferno,few_shot,21,29,1167.79,25.99,1193.77,2,1.68,1,,,,,,,21,,,
torchinferno,few_shot,46,30,1156.80,0.00,1183.73,1,0.84,1,,,,,,,46,,,
torchinferno,few_shot,52,31,1157.62,26.59,1184.21,2,1.69,1,,,,,,,52,,,
torchinferno,few_shot,34,32,1156.66,0.00,1189.64,1,0.84,1,,,,,,,34,,,
torchinferno,few_shot,31,33,1155.40,0.00,1191.37,1,0.84,1,,,,,,,31,,,
torchinferno,few_shot,28,34,1162.82,0.00,1193.06,1,0.84,1,,,,,,,28,,,
torchinferno,few_shot,55,35,1151.60,0.00,1189.69,1,0.84,1,,,,,,,55,,,
torchinferno,few_shot,30,36,1162.93,33.94,1196.87,2,1.67,1,,,,,,,30,,,
