model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-23T21:03:04.024938

Build Times
provider,build_time_s
torchinferno,405.7
vllm,523.2
sglang,269.8

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,137.35,143.71,vllm
ttft_p99_ms,,963.12,671.91,sglang
tpot_median_ms,,48.51,72.79,vllm
tpot_p99_ms,,141.99,404.02,vllm
e2e_median_ms,,177.87,211.08,vllm
e2e_p99_ms,,1009.39,913.02,sglang
throughput_median_tps,,7.81,5.75,vllm
total_output_tokens,,1465,1461,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,197.14,215.82,vllm
ttft_p99_ms,,315.57,71089.40,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,240.66,356.54,vllm
e2e_p99_ms,,418.77,71220.77,vllm
throughput_median_tps,,4.16,2.80,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,167.30,168.19,vllm
ttft_p99_ms,,343.40,945.92,vllm
tpot_median_ms,,54.70,116.73,vllm
tpot_p99_ms,,209.20,916.35,vllm
e2e_median_ms,,214.49,283.89,vllm
e2e_p99_ms,,447.77,1077.41,vllm
throughput_median_tps,,6.34,4.91,vllm
total_output_tokens,,1450,1450,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,138.75,111.60,sglang
ttft_last_turn_ms,,162.64,210.37,vllm
ttft_growth_ratio,,1.17,1.89,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,62.14,87.45,vllm
ttft_p99_ms,,2054.70,815.10,sglang
tpot_median_ms,,31.35,48.38,vllm
tpot_p99_ms,,1781.96,152.71,sglang
e2e_median_ms,,86.29,153.44,vllm
e2e_p99_ms,,2083.31,850.15,sglang
throughput_median_tps,,14.46,9.18,vllm
total_output_tokens,,1485,1465,vllm
num_requests,,992,992,
correctness_rate,,0.96,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,80.14,74.85,sglang
ttft_p99_ms,,249.83,599.80,vllm
tpot_median_ms,,14.89,21.91,vllm
tpot_p99_ms,,20.77,39.51,vllm
e2e_median_ms,,630.56,852.89,vllm
e2e_p99_ms,,1016.10,1607.38,vllm
throughput_median_tps,,57.97,42.39,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,850.95,0.00,852.18,1,1.17,1
vllm,few_shot,1,850.96,0.00,853.13,1,1.17,1
vllm,few_shot,2,847.84,0.00,853.07,1,1.17,1
vllm,few_shot,3,849.46,0.00,857.96,1,1.17,1
vllm,few_shot,4,858.90,0.00,868.99,1,1.15,1
vllm,few_shot,5,890.11,0.00,910.11,1,1.10,1
vllm,few_shot,6,887.20,0.00,910.92,1,1.10,1
vllm,few_shot,7,891.78,0.00,916.25,1,1.09,1
vllm,few_shot,8,894.52,0.00,922.25,1,1.08,1
vllm,few_shot,9,890.93,38.29,929.21,2,2.15,1
vllm,few_shot,10,910.54,0.00,936.14,1,1.07,1
vllm,few_shot,11,890.43,41.76,932.19,2,2.15,1
vllm,few_shot,12,903.34,0.00,932.50,1,1.07,1
vllm,few_shot,13,898.02,45.49,943.51,2,2.12,1
vllm,few_shot,14,894.40,49.65,944.05,2,2.12,1
vllm,few_shot,15,911.10,0.00,936.83,1,1.07,1
vllm,few_shot,16,893.69,50.48,944.17,2,2.12,1
vllm,few_shot,17,889.27,52.59,941.86,2,2.12,1
vllm,few_shot,18,933.12,0.00,959.48,1,1.04,1
vllm,few_shot,19,925.32,0.00,952.71,1,1.05,1
vllm,few_shot,20,910.76,47.47,958.23,2,2.09,1
vllm,few_shot,21,904.88,52.18,957.06,2,2.09,1
vllm,few_shot,22,908.86,51.87,960.73,2,2.08,1
vllm,few_shot,23,923.38,0.00,960.40,1,1.04,1
vllm,few_shot,24,906.27,57.73,964.00,2,2.07,1
vllm,few_shot,25,933.24,0.00,962.77,1,1.04,1
vllm,few_shot,26,937.98,0.00,965.04,1,1.04,1
vllm,few_shot,27,906.84,64.35,971.19,2,2.06,1
vllm,few_shot,28,911.95,67.36,979.31,2,2.04,1
vllm,few_shot,29,928.02,0.00,968.57,1,1.03,1
vllm,few_shot,30,923.70,0.00,971.06,1,1.03,1
vllm,few_shot,31,946.04,0.00,966.18,1,1.04,1
vllm,few_shot,32,947.41,0.00,968.80,1,1.03,1
vllm,few_shot,33,958.84,0.00,980.86,1,1.02,1
vllm,few_shot,34,950.08,0.00,975.26,1,1.03,1
vllm,few_shot,35,939.54,0.00,975.46,1,1.03,1
vllm,few_shot,36,948.65,0.00,985.32,1,1.01,1
vllm,few_shot,37,930.06,58.15,988.21,2,2.02,1
vllm,few_shot,38,924.48,65.06,989.54,2,2.02,1
vllm,few_shot,39,931.04,62.43,993.47,2,2.01,1
vllm,few_shot,40,924.82,68.65,993.46,2,2.01,1
vllm,few_shot,41,944.05,0.00,987.64,1,1.01,1
vllm,few_shot,42,923.64,75.23,998.87,2,2.00,1
vllm,few_shot,43,973.42,0.00,987.51,1,1.01,1
vllm,few_shot,44,959.97,0.00,989.17,1,1.01,1
vllm,few_shot,45,136.74,0.00,153.10,1,6.53,1
