model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-10T01:02:41.954767+00:00

Build Times
provider,build_time_s
torchinferno,39.6
vllm,202.6
sglang,255.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,147.33,125.21,135.99,vllm
ttft_p99_ms,816.16,251.80,566.94,vllm
tpot_median_ms,42.61,45.42,81.76,torchinferno
tpot_p99_ms,69.96,129.58,949.51,torchinferno
e2e_median_ms,187.03,163.59,214.77,vllm
e2e_p99_ms,836.28,317.29,1022.60,vllm
throughput_median_tps,6.49,8.56,5.76,vllm
total_output_tokens,1461,1466,1466,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,145.23,106.95,207.49,vllm
ttft_p99_ms,890.84,288.84,70523.25,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,155.47,129.40,352.11,vllm
e2e_p99_ms,913.47,321.69,70688.73,vllm
throughput_median_tps,6.43,7.73,2.84,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,166.79,164.47,sglang
ttft_p99_ms,,381.36,727.96,vllm
tpot_median_ms,,51.19,118.58,vllm
tpot_p99_ms,,186.06,591.44,vllm
e2e_median_ms,,214.71,291.67,vllm
e2e_p99_ms,,425.65,778.68,vllm
throughput_median_tps,,6.44,4.43,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,
ttft_first_turn_ms,,145.36,154.78,vllm
ttft_last_turn_ms,,180.85,167.74,sglang
ttft_growth_ratio,,1.24,1.08,sglang
ttft_first_turn_median_ms,,147.98,142.91,sglang
ttft_first_turn_p99_ms,,327.75,504.32,vllm
ttft_last_turn_median_ms,,172.79,162.29,sglang
ttft_last_turn_p99_ms,,381.92,293.40,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,33.01,50.47,vllm
ttft_p99_ms,,48.80,94.05,vllm
tpot_median_ms,,22.09,407.01,vllm
tpot_p99_ms,,32.97,1151.14,vllm
e2e_median_ms,,49.63,472.88,vllm
e2e_p99_ms,,91.79,1230.02,vllm
throughput_median_tps,,25.58,2.97,vllm
total_output_tokens,,1464,1469,sglang
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,79.48,66.89,sglang
ttft_p99_ms,,213.06,409.27,vllm
tpot_median_ms,,14.72,22.72,vllm
tpot_p99_ms,,17.79,97.10,vllm
e2e_median_ms,,610.24,899.68,vllm
e2e_p99_ms,,1039.23,1827.36,vllm
throughput_median_tps,,58.65,41.14,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,4,0,835.15,0.00,836.28,1,1.20,1,,,,,,,4,,,
torchinferno,few_shot,3,1,856.78,15.22,872.01,2,2.29,1,,,,,,,3,,,
torchinferno,few_shot,24,2,541.73,0.00,558.35,1,1.79,1,,,,,,,24,,,
torchinferno,few_shot,28,3,475.09,0.00,491.42,1,2.03,1,,,,,,,28,,,
torchinferno,few_shot,5,4,886.97,0.00,908.88,1,1.10,1,,,,,,,5,,,
torchinferno,few_shot,10,5,794.39,0.00,812.04,1,1.23,1,,,,,,,10,,,
torchinferno,few_shot,17,6,667.83,0.00,685.44,1,1.46,1,,,,,,,17,,,
torchinferno,few_shot,7,7,855.86,0.00,872.11,1,1.15,1,,,,,,,7,,,
torchinferno,few_shot,11,8,777.42,0.00,797.66,1,1.25,1,,,,,,,11,,,
torchinferno,few_shot,8,9,826.10,0.00,853.34,1,1.17,1,,,,,,,8,,,
torchinferno,few_shot,31,10,422.82,0.00,448.95,1,2.23,1,,,,,,,31,,,
torchinferno,few_shot,19,11,629.86,28.68,658.54,2,3.04,1,,,,,,,19,,,
torchinferno,few_shot,9,12,816.16,0.00,841.19,1,1.19,1,,,,,,,9,,,
torchinferno,few_shot,18,13,648.66,30.15,678.81,2,2.95,1,,,,,,,18,,,
torchinferno,few_shot,13,14,739.21,34.76,773.96,2,2.58,1,,,,,,,13,,,
torchinferno,few_shot,6,15,870.78,39.29,910.07,2,2.20,1,,,,,,,6,,,
torchinferno,few_shot,0,16,996.71,32.77,1029.48,2,1.94,1,,,,,,,0,,,
torchinferno,few_shot,14,17,717.61,39.57,757.18,2,2.64,1,,,,,,,14,,,
torchinferno,few_shot,25,18,527.19,0.00,566.71,1,1.76,1,,,,,,,25,,,
torchinferno,few_shot,27,19,491.62,41.91,533.53,2,3.75,1,,,,,,,27,,,
torchinferno,few_shot,23,20,563.90,39.29,603.18,2,3.32,1,,,,,,,23,,,
torchinferno,few_shot,21,21,600.33,39.02,639.35,2,3.13,1,,,,,,,21,,,
torchinferno,few_shot,29,22,458.16,0.00,503.36,1,1.99,1,,,,,,,29,,,
torchinferno,few_shot,16,23,686.44,44.51,730.94,2,2.74,1,,,,,,,16,,,
torchinferno,few_shot,12,24,761.90,0.00,806.32,1,1.24,1,,,,,,,12,,,
torchinferno,few_shot,30,25,438.67,52.08,490.75,2,4.08,1,,,,,,,30,,,
torchinferno,few_shot,33,26,393.85,45.75,439.60,2,4.55,1,,,,,,,33,,,
torchinferno,few_shot,2,27,949.48,56.78,1006.26,2,1.99,1,,,,,,,2,,,
torchinferno,few_shot,15,28,704.50,52.19,756.70,2,2.64,1,,,,,,,15,,,
torchinferno,few_shot,1,29,974.76,0.00,1029.62,1,0.97,1,,,,,,,1,,,
torchinferno,few_shot,22,30,581.49,53.97,635.46,2,3.15,1,,,,,,,22,,,
torchinferno,few_shot,20,31,613.63,60.76,674.39,2,2.97,1,,,,,,,20,,,
torchinferno,few_shot,26,32,513.11,0.00,572.51,1,1.75,1,,,,,,,26,,,
torchinferno,few_shot,32,33,403.56,69.29,472.85,2,4.23,1,,,,,,,32,,,
torchinferno,few_shot,38,34,381.09,0.00,394.18,1,2.54,1,,,,,,,38,,,
torchinferno,few_shot,41,35,329.30,0.00,344.24,1,2.90,1,,,,,,,41,,,
