model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-16T02:19:27.770580

Build Times
provider,build_time_s
torchinferno,284.8
vllm,965.2
sglang,162.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,282.93,163.70,133.73,sglang
ttft_p99_ms,1628.51,536.46,4934.82,vllm
tpot_median_ms,150.49,57.60,73.02,vllm
tpot_p99_ms,201.92,147.85,7318.73,vllm
e2e_median_ms,373.78,214.81,200.34,sglang
e2e_p99_ms,1731.17,595.98,12217.77,vllm
throughput_median_tps,3.79,6.61,6.10,vllm
total_output_tokens,1460,1465,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,293.27,196.23,197.88,vllm
ttft_p99_ms,1719.12,439.78,69935.33,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,334.38,227.71,328.61,vllm
e2e_p99_ms,1793.51,511.36,70035.96,vllm
throughput_median_tps,2.99,4.39,3.04,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,525.48,171.95,161.85,sglang
ttft_p99_ms,1613.71,333.48,738.43,vllm
tpot_median_ms,149.44,56.70,96.70,vllm
tpot_p99_ms,452.49,184.95,215.18,vllm
e2e_median_ms,627.59,227.27,257.55,vllm
e2e_p99_ms,1864.19,421.15,789.40,vllm
throughput_median_tps,2.09,6.25,5.31,vllm
total_output_tokens,1450,1448,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,881.57,142.39,106.34,sglang
ttft_last_turn_ms,464.04,161.46,192.21,vllm
ttft_growth_ratio,0.53,1.13,1.81,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,338.83,58.37,74.66,vllm
ttft_p99_ms,1157.68,121.58,616.45,vllm
tpot_median_ms,131.90,27.92,56.08,vllm
tpot_p99_ms,155.55,98.15,148.04,vllm
e2e_median_ms,439.01,79.24,140.47,vllm
e2e_p99_ms,1268.64,172.89,668.42,vllm
throughput_median_tps,3.48,15.43,10.05,vllm
total_output_tokens,1458,1456,1479,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,70.75,66.01,sglang
ttft_p99_ms,,205.07,123.12,sglang
tpot_median_ms,,15.00,22.09,vllm
tpot_p99_ms,,23.48,26.03,vllm
e2e_median_ms,,617.10,819.41,vllm
e2e_p99_ms,,1015.61,1574.98,vllm
throughput_median_tps,,58.64,42.45,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,587.51,199.79,787.30,2,2.54,1
torchinferno,few_shot,1,1336.83,0.00,1422.55,1,0.70,1
torchinferno,few_shot,2,1334.59,0.00,1418.45,1,0.70,1
torchinferno,few_shot,3,1329.28,0.00,1415.68,1,0.71,1
torchinferno,few_shot,4,1337.03,0.00,1417.63,1,0.71,1
torchinferno,few_shot,5,1349.01,0.00,1434.01,1,0.70,1
torchinferno,few_shot,6,1338.75,0.00,1430.49,1,0.70,1
torchinferno,few_shot,7,1335.12,0.00,1434.36,1,0.70,1
torchinferno,few_shot,8,1339.26,0.00,1433.24,1,0.70,1
torchinferno,few_shot,9,1331.59,0.00,1428.95,1,0.70,1
torchinferno,few_shot,10,1326.60,0.00,1429.64,1,0.70,1
torchinferno,few_shot,11,1336.32,0.00,1439.80,1,0.69,1
torchinferno,few_shot,12,1341.10,0.00,1439.89,1,0.69,1
torchinferno,few_shot,13,1325.95,0.00,1434.17,1,0.70,1
torchinferno,few_shot,14,1330.82,0.00,1435.41,1,0.70,1
torchinferno,few_shot,15,1344.17,0.00,1447.50,1,0.69,1
torchinferno,few_shot,16,1344.36,0.00,1451.40,1,0.69,1
torchinferno,few_shot,17,1348.88,0.00,1453.99,1,0.69,1
torchinferno,few_shot,18,1335.62,0.00,1451.01,1,0.69,1
torchinferno,few_shot,19,1343.22,0.00,1457.01,1,0.69,1
torchinferno,few_shot,20,1337.55,0.00,1457.64,1,0.69,1
torchinferno,few_shot,21,1333.85,0.00,1455.41,1,0.69,1
torchinferno,few_shot,22,1333.35,0.00,1449.51,1,0.69,1
torchinferno,few_shot,23,1340.96,0.00,1461.82,1,0.68,1
torchinferno,few_shot,24,1331.72,0.00,1452.27,1,0.69,1
torchinferno,few_shot,25,1327.82,0.00,1454.22,1,0.69,1
torchinferno,few_shot,26,1350.54,0.00,1469.06,1,0.68,1
torchinferno,few_shot,27,1335.19,170.68,1505.86,2,1.33,1
torchinferno,few_shot,28,1331.41,165.81,1497.22,2,1.34,1
torchinferno,few_shot,29,1334.94,173.04,1507.98,2,1.33,1
torchinferno,few_shot,30,1337.10,165.77,1502.87,2,1.33,1
torchinferno,few_shot,31,1328.82,175.28,1504.10,2,1.33,1
torchinferno,few_shot,32,1344.71,170.77,1515.48,2,1.32,1
torchinferno,few_shot,33,1339.85,178.50,1518.35,2,1.32,1
torchinferno,few_shot,34,1338.78,182.37,1521.15,2,1.31,1
torchinferno,few_shot,35,1335.34,186.30,1521.64,2,1.31,1
torchinferno,few_shot,36,1334.04,184.02,1518.05,2,1.32,1
torchinferno,few_shot,37,1345.42,181.98,1527.40,2,1.31,1
torchinferno,few_shot,38,1345.44,184.79,1530.24,2,1.31,1
torchinferno,few_shot,39,1344.62,190.69,1535.31,2,1.30,1
torchinferno,few_shot,40,1350.53,184.67,1535.20,2,1.30,1
torchinferno,few_shot,41,1334.97,199.10,1534.06,2,1.30,1
torchinferno,few_shot,42,1339.31,194.34,1533.65,2,1.30,1
torchinferno,few_shot,43,1333.81,201.92,1535.73,2,1.30,1
torchinferno,few_shot,44,1346.41,190.30,1536.71,2,1.30,1
torchinferno,few_shot,45,1340.80,203.41,1544.21,2,1.30,1
torchinferno,few_shot,46,1344.89,194.96,1539.85,2,1.30,1
torchinferno,few_shot,47,1340.49,198.06,1538.56,2,1.30,1
torchinferno,few_shot,48,1334.11,198.03,1532.14,2,1.31,1
torchinferno,few_shot,49,223.28,0.00,285.74,1,3.50,1
torchinferno,few_shot,50,1633.52,0.00,1697.05,1,0.59,1
torchinferno,few_shot,51,218.68,0.00,287.39,1,3.48,1
torchinferno,few_shot,52,221.51,0.00,286.05,1,3.50,1
torchinferno,few_shot,53,206.85,0.00,274.98,1,3.64,1
torchinferno,few_shot,54,1640.36,0.00,1707.95,1,0.59,1
torchinferno,few_shot,55,1628.51,0.00,1705.74,1,0.59,1
torchinferno,few_shot,56,222.00,0.00,291.37,1,3.43,1
torchinferno,few_shot,57,186.19,0.00,264.33,1,3.78,1
torchinferno,few_shot,58,225.03,0.00,304.24,1,3.29,1
torchinferno,few_shot,59,186.89,0.00,264.99,1,3.77,1
torchinferno,few_shot,60,188.96,0.00,263.40,1,3.80,1
torchinferno,few_shot,61,1627.26,0.00,1714.83,1,0.58,1
torchinferno,few_shot,62,211.64,0.00,295.52,1,3.38,1
torchinferno,few_shot,63,183.80,0.00,271.53,1,3.68,1
torchinferno,few_shot,64,207.57,0.00,288.96,1,3.46,1
torchinferno,few_shot,65,198.71,0.00,281.44,1,3.55,1
torchinferno,few_shot,66,193.42,0.00,284.43,1,3.52,1
torchinferno,few_shot,67,180.64,0.00,268.83,1,3.72,1
torchinferno,few_shot,68,196.65,0.00,285.21,1,3.51,1
torchinferno,few_shot,69,184.67,0.00,277.91,1,3.60,1
torchinferno,few_shot,70,1630.03,0.00,1727.53,1,0.58,1
torchinferno,few_shot,71,209.78,0.00,305.48,1,3.27,1
torchinferno,few_shot,72,1627.31,0.00,1731.17,1,0.58,1
torchinferno,few_shot,73,858.66,0.00,964.41,1,1.04,1
torchinferno,few_shot,74,1628.51,145.02,1773.53,2,1.13,1
torchinferno,few_shot,75,203.34,134.93,338.27,2,5.91,1
torchinferno,few_shot,76,185.91,147.76,333.68,2,5.99,1
torchinferno,few_shot,77,216.88,143.49,360.37,2,5.55,1
torchinferno,few_shot,78,1626.50,152.18,1778.69,2,1.12,1
torchinferno,few_shot,79,1637.28,142.23,1779.51,2,1.12,1
torchinferno,few_shot,80,213.32,143.47,356.79,2,5.61,1
torchinferno,few_shot,81,204.47,147.14,351.61,2,5.69,1
torchinferno,few_shot,82,1626.92,157.54,1784.46,2,1.12,1
torchinferno,few_shot,83,1634.98,152.15,1787.12,2,1.12,1
torchinferno,few_shot,84,1637.13,150.63,1787.76,2,1.12,1
torchinferno,few_shot,85,202.40,153.60,356.00,2,5.62,1
torchinferno,few_shot,86,1636.36,155.06,1791.42,2,1.12,1
torchinferno,few_shot,87,1628.54,165.29,1793.83,2,1.11,1
torchinferno,few_shot,88,1633.35,161.06,1794.41,2,1.11,1
torchinferno,few_shot,89,189.01,165.14,354.15,2,5.65,1
torchinferno,few_shot,90,203.96,165.18,369.14,2,5.42,1
torchinferno,few_shot,91,417.77,0.00,483.85,1,2.07,1
