model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-12T07:02:24.100652+00:00

Build Times
provider,build_time_s
torchinferno,41.3
vllm,337.9
sglang,191.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.08,69.26,77.60,vllm
ttft_p99_ms,721.30,98.55,505.41,vllm
tpot_median_ms,31.84,38.26,63.99,torchinferno
tpot_p99_ms,44.95,52.92,860.93,torchinferno
e2e_median_ms,165.49,96.45,132.31,vllm
e2e_p99_ms,738.73,140.75,941.16,vllm
throughput_median_tps,6.97,13.43,10.27,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,67.66,70.38,119.31,torchinferno
ttft_p99_ms,362.06,297.19,69585.87,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,86.40,89.61,206.35,torchinferno
e2e_p99_ms,388.54,323.08,70055.83,vllm
throughput_median_tps,11.57,11.16,4.85,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,188.41,75.98,82.04,vllm
ttft_p99_ms,1055.15,169.57,526.73,vllm
tpot_median_ms,34.86,34.56,75.25,vllm
tpot_p99_ms,46.44,97.31,905.01,torchinferno
e2e_median_ms,216.45,104.34,140.73,vllm
e2e_p99_ms,1079.16,206.85,961.33,vllm
throughput_median_tps,5.22,12.60,9.45,vllm
total_output_tokens,1445,1448,1450,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,448.52,78.04,64.76,sglang
ttft_last_turn_ms,171.77,84.44,87.49,vllm
ttft_growth_ratio,0.38,1.08,1.35,torchinferno
ttft_first_turn_median_ms,265.21,65.32,61.02,sglang
ttft_first_turn_p99_ms,1136.50,169.09,99.57,sglang
ttft_last_turn_median_ms,184.58,72.98,87.02,vllm
ttft_last_turn_p99_ms,205.35,173.13,119.47,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.86,36.04,52.21,vllm
ttft_p99_ms,769.77,97.57,465.70,vllm
tpot_median_ms,34.47,23.34,417.25,vllm
tpot_p99_ms,71.06,35.88,1050.19,vllm
e2e_median_ms,74.48,54.54,469.97,vllm
e2e_p99_ms,800.43,140.37,1099.93,vllm
throughput_median_tps,19.83,24.53,3.02,vllm
total_output_tokens,1484,1472,1479,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,188.29,45.46,51.64,vllm
ttft_p99_ms,404.11,62.80,114.48,vllm
tpot_median_ms,19.22,15.08,25.03,vllm
tpot_p99_ms,26.50,17.05,99.10,vllm
e2e_median_ms,876.98,567.31,977.13,vllm
e2e_p99_ms,1596.38,1025.01,1747.74,vllm
throughput_median_tps,41.39,61.90,38.78,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,776.24,0.00,788.30,1,1.27,1,,,,,,,1,,,
torchinferno,few_shot,0,1,793.44,23.83,817.26,2,2.45,1,,,,,,,0,,,
torchinferno,few_shot,10,2,702.08,0.00,717.11,1,1.39,1,,,,,,,10,,,
torchinferno,few_shot,17,3,585.79,0.00,601.70,1,1.66,1,,,,,,,17,,,
torchinferno,few_shot,7,4,752.24,0.00,768.48,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,29,5,387.75,0.00,402.18,1,2.49,1,,,,,,,29,,,
torchinferno,few_shot,28,6,404.86,0.00,419.35,1,2.38,1,,,,,,,28,,,
torchinferno,few_shot,25,7,455.07,0.00,471.05,1,2.12,1,,,,,,,25,,,
torchinferno,few_shot,4,8,802.07,0.00,821.45,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,9,9,721.30,0.00,738.73,1,1.35,1,,,,,,,9,,,
torchinferno,few_shot,31,10,354.74,0.00,372.59,1,2.68,1,,,,,,,31,,,
torchinferno,few_shot,26,11,438.82,0.00,457.52,1,2.19,1,,,,,,,26,,,
torchinferno,few_shot,8,12,735.06,0.00,757.46,1,1.32,1,,,,,,,8,,,
torchinferno,few_shot,5,13,787.17,0.00,808.65,1,1.24,1,,,,,,,5,,,
torchinferno,few_shot,11,14,687.11,0.00,709.69,1,1.41,1,,,,,,,11,,,
torchinferno,few_shot,12,15,669.59,0.00,696.38,1,1.44,1,,,,,,,12,,,
torchinferno,few_shot,24,16,470.43,0.00,497.96,1,2.01,1,,,,,,,24,,,
torchinferno,few_shot,6,17,771.52,27.83,799.35,2,2.50,1,,,,,,,6,,,
torchinferno,few_shot,18,18,570.69,30.31,601.01,2,3.33,1,,,,,,,18,,,
torchinferno,few_shot,27,19,420.50,30.37,450.87,2,4.44,1,,,,,,,27,,,
torchinferno,few_shot,22,20,503.72,32.17,535.89,2,3.73,1,,,,,,,22,,,
torchinferno,few_shot,15,21,620.50,31.98,652.48,2,3.07,1,,,,,,,15,,,
torchinferno,few_shot,30,22,370.64,31.82,402.46,2,4.97,1,,,,,,,30,,,
torchinferno,few_shot,32,23,336.61,33.79,370.40,2,5.40,1,,,,,,,32,,,
torchinferno,few_shot,23,24,486.82,34.99,521.82,2,3.83,1,,,,,,,23,,,
torchinferno,few_shot,20,25,537.62,33.97,571.58,2,3.50,1,,,,,,,20,,,
torchinferno,few_shot,3,26,819.21,36.67,855.88,2,2.34,1,,,,,,,3,,,
torchinferno,few_shot,13,27,655.52,33.83,689.36,2,2.90,1,,,,,,,13,,,
torchinferno,few_shot,14,28,639.20,34.30,673.50,2,2.97,1,,,,,,,14,,,
torchinferno,few_shot,19,29,554.53,36.23,590.76,2,3.39,1,,,,,,,19,,,
torchinferno,few_shot,16,30,604.34,36.45,640.79,2,3.12,1,,,,,,,16,,,
torchinferno,few_shot,2,31,839.04,36.94,875.98,2,2.28,1,,,,,,,2,,,
torchinferno,few_shot,21,32,522.47,37.81,560.28,2,3.57,1,,,,,,,21,,,
torchinferno,few_shot,33,33,321.26,40.08,361.34,2,5.53,1,,,,,,,33,,,
torchinferno,few_shot,34,34,388.89,0.00,401.08,1,2.49,1,,,,,,,34,,,
torchinferno,few_shot,47,35,174.36,0.00,186.20,1,5.37,1,,,,,,,47,,,
torchinferno,few_shot,64,36,151.17,0.00,164.90,1,6.06,1,,,,,,,64,,,
torchinferno,few_shot,42,37,255.36,0.00,270.93,1,3.69,1,,,,,,,42,,,
torchinferno,few_shot,67,38,69.45,0.00,84.72,1,11.80,1,,,,,,,67,,,
