model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-03T17:02:33.299896+00:00

Build Times
provider,build_time_s
torchinferno,41.8
vllm,168.5
sglang,158.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,147.45,140.62,sglang
ttft_p99_ms,,638.58,582.76,sglang
tpot_median_ms,,47.64,77.85,vllm
tpot_p99_ms,,237.13,526.73,vllm
e2e_median_ms,,194.51,218.28,vllm
e2e_p99_ms,,698.02,647.25,sglang
throughput_median_tps,,7.21,5.64,vllm
total_output_tokens,,1461,1461,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,198.38,213.95,vllm
ttft_p99_ms,,468.27,69406.58,vllm
tpot_median_ms,,0.00,0.00,
tpot_p99_ms,,0.00,0.00,
e2e_median_ms,,221.47,380.51,vllm
e2e_p99_ms,,508.42,69518.77,vllm
throughput_median_tps,,4.52,2.63,vllm
total_output_tokens,,1000,1000,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,
unique_final_answers,,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,121.11,168.05,vllm
ttft_p99_ms,,300.06,617.70,vllm
tpot_median_ms,,68.52,102.69,vllm
tpot_p99_ms,,262.76,263.21,vllm
e2e_median_ms,,189.89,273.89,vllm
e2e_p99_ms,,439.79,670.68,vllm
throughput_median_tps,,6.94,4.83,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,105.71,107.82,vllm
ttft_last_turn_ms,,110.32,216.70,vllm
ttft_growth_ratio,,1.04,2.01,vllm
ttft_first_turn_median_ms,,93.13,93.09,sglang
ttft_first_turn_p99_ms,,240.98,221.93,sglang
ttft_last_turn_median_ms,,103.46,216.47,vllm
ttft_last_turn_p99_ms,,260.26,341.66,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,61.93,73.45,vllm
ttft_p99_ms,,3901.89,461.66,sglang
tpot_median_ms,,29.62,56.94,vllm
tpot_p99_ms,,1992.50,150.03,sglang
e2e_median_ms,,83.96,137.32,vllm
e2e_p99_ms,,3949.45,488.76,sglang
throughput_median_tps,,14.39,10.05,vllm
total_output_tokens,,1469,1464,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,81.15,71.72,sglang
ttft_p99_ms,,283.95,411.50,vllm
tpot_median_ms,,15.07,22.46,vllm
tpot_p99_ms,,22.93,31.86,vllm
e2e_median_ms,,623.19,860.88,vllm
e2e_p99_ms,,1044.22,1558.09,vllm
throughput_median_tps,,56.74,41.54,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
vllm,few_shot,5,0,404.74,0.00,407.40,1,2.45,1,,,,,,,5,,,
vllm,few_shot,1,1,440.56,0.00,459.71,1,2.18,1,,,,,,,1,,,
vllm,few_shot,17,2,429.25,0.00,448.46,1,2.23,1,,,,,,,17,,,
vllm,few_shot,9,3,440.10,0.00,459.03,1,2.18,1,,,,,,,9,,,
vllm,few_shot,12,4,428.35,0.00,455.91,1,2.19,1,,,,,,,12,,,
vllm,few_shot,10,5,433.98,0.00,463.92,1,2.16,1,,,,,,,10,,,
vllm,few_shot,11,6,431.15,0.00,464.89,1,2.15,1,,,,,,,11,,,
vllm,few_shot,4,7,438.99,0.00,469.72,1,2.13,1,,,,,,,4,,,
vllm,few_shot,8,8,439.33,0.00,469.18,1,2.13,1,,,,,,,8,,,
vllm,few_shot,7,9,432.29,0.00,473.25,1,2.11,1,,,,,,,7,,,
vllm,few_shot,29,10,456.53,0.00,465.41,1,2.15,1,,,,,,,29,,,
vllm,few_shot,28,11,438.81,0.00,467.82,1,2.14,1,,,,,,,28,,,
vllm,few_shot,13,12,426.01,50.72,476.73,2,4.20,1,,,,,,,13,,,
vllm,few_shot,15,13,432.74,47.92,480.66,2,4.16,1,,,,,,,15,,,
vllm,few_shot,24,14,448.74,0.00,479.06,1,2.09,1,,,,,,,24,,,
vllm,few_shot,2,15,439.46,57.54,496.99,2,4.02,1,,,,,,,2,,,
vllm,few_shot,26,16,448.19,0.00,482.51,1,2.07,1,,,,,,,26,,,
vllm,few_shot,20,17,423.89,62.00,485.89,2,4.12,1,,,,,,,20,,,
vllm,few_shot,19,18,425.62,65.07,490.69,2,4.08,1,,,,,,,19,,,
vllm,few_shot,18,19,427.06,64.96,492.02,2,4.06,1,,,,,,,18,,,
vllm,few_shot,38,20,463.18,0.00,480.75,1,2.08,1,,,,,,,38,,,
vllm,few_shot,3,21,435.79,71.03,506.82,2,3.95,1,,,,,,,3,,,
vllm,few_shot,64,22,73.00,0.00,101.05,1,9.90,1,,,,,,,64,,,
vllm,few_shot,41,23,466.88,0.00,484.59,1,2.06,1,,,,,,,41,,,
vllm,few_shot,30,24,439.56,54.54,494.10,2,4.05,1,,,,,,,30,,,
vllm,few_shot,25,25,467.70,0.00,498.91,1,2.00,1,,,,,,,25,,,
vllm,few_shot,39,26,460.42,0.00,489.52,1,2.04,1,,,,,,,39,,,
vllm,few_shot,6,27,433.02,81.89,514.92,2,3.88,1,,,,,,,6,,,
vllm,few_shot,16,28,430.30,75.92,506.21,2,3.95,1,,,,,,,16,,,
vllm,few_shot,21,29,451.47,54.26,505.73,2,3.95,1,,,,,,,21,,,
vllm,few_shot,22,30,460.20,46.84,507.05,2,3.94,1,,,,,,,22,,,
vllm,few_shot,48,31,475.61,0.00,492.07,1,2.03,1,,,,,,,48,,,
vllm,few_shot,14,32,432.61,232.35,664.97,2,3.01,1,,,,,,,14,,,
vllm,few_shot,31,33,467.79,0.00,660.13,1,1.51,1,,,,,,,31,,,
vllm,few_shot,34,34,466.31,0.00,660.37,1,1.51,1,,,,,,,34,,,
vllm,few_shot,46,35,492.27,0.00,662.89,1,1.51,1,,,,,,,46,,,
vllm,few_shot,53,36,635.51,0.00,659.55,1,1.52,1,,,,,,,53,,,
vllm,few_shot,35,37,473.82,0.00,672.02,1,1.49,1,,,,,,,35,,,
vllm,few_shot,37,38,461.59,0.00,672.35,1,1.49,1,,,,,,,37,,,
vllm,few_shot,45,39,462.95,207.71,670.66,2,2.98,1,,,,,,,45,,,
vllm,few_shot,60,40,631.97,0.00,662.90,1,1.51,1,,,,,,,60,,,
vllm,few_shot,23,41,443.16,243.41,686.57,2,2.91,1,,,,,,,23,,,
vllm,few_shot,66,42,216.45,0.00,241.40,1,4.14,1,,,,,,,66,,,
vllm,few_shot,27,43,473.95,213.05,687.00,2,2.91,1,,,,,,,27,,,
vllm,few_shot,59,44,641.14,26.74,667.88,2,2.99,1,,,,,,,59,,,
vllm,few_shot,49,45,475.01,197.21,672.23,2,2.98,1,,,,,,,49,,,
vllm,few_shot,56,46,637.86,33.87,671.73,2,2.98,1,,,,,,,56,,,
vllm,few_shot,57,47,638.58,0.00,672.86,1,1.49,1,,,,,,,57,,,
vllm,few_shot,51,48,640.92,34.83,675.75,2,2.96,1,,,,,,,51,,,
vllm,few_shot,63,49,643.92,32.26,676.18,2,2.96,1,,,,,,,63,,,
vllm,few_shot,42,50,479.10,0.00,689.43,1,1.45,1,,,,,,,42,,,
vllm,few_shot,61,51,644.88,36.08,680.96,2,2.94,1,,,,,,,61,,,
vllm,few_shot,47,52,472.00,0.00,689.84,1,1.45,1,,,,,,,47,,,
vllm,few_shot,33,53,437.22,260.80,698.02,2,2.87,1,,,,,,,33,,,
vllm,few_shot,73,54,210.07,36.95,247.03,2,8.10,1,,,,,,,73,,,
vllm,few_shot,55,55,637.67,0.00,687.82,1,1.45,1,,,,,,,55,,,
vllm,few_shot,62,56,649.00,38.14,687.14,2,2.91,1,,,,,,,62,,,
vllm,few_shot,71,57,212.57,0.00,255.31,1,3.92,1,,,,,,,71,,,
vllm,few_shot,67,58,225.56,0.00,264.54,1,3.78,1,,,,,,,67,,,
vllm,few_shot,58,59,651.73,0.00,691.04,1,1.45,1,,,,,,,58,,,
vllm,few_shot,32,60,468.94,237.13,706.08,2,2.83,1,,,,,,,32,,,
vllm,few_shot,0,61,437.55,294.27,731.82,2,2.73,1,,,,,,,0,,,
vllm,few_shot,36,62,468.93,236.96,705.90,2,2.83,1,,,,,,,36,,,
vllm,few_shot,43,63,464.42,0.00,703.84,1,1.42,1,,,,,,,43,,,
vllm,few_shot,65,64,226.59,0.00,274.23,1,3.65,1,,,,,,,65,,,
vllm,few_shot,40,65,474.73,232.61,707.34,2,2.83,1,,,,,,,40,,,
vllm,few_shot,52,66,652.29,47.24,699.54,2,2.86,1,,,,,,,52,,,
vllm,few_shot,50,67,645.47,56.16,701.64,2,2.85,1,,,,,,,50,,,
vllm,few_shot,72,68,220.48,0.00,265.04,1,3.77,1,,,,,,,72,,,
vllm,few_shot,54,69,655.11,47.41,702.52,2,2.85,1,,,,,,,54,,,
vllm,few_shot,69,70,205.00,0.00,272.54,1,3.67,1,,,,,,,69,,,
vllm,few_shot,81,71,226.69,0.00,247.69,1,4.04,1,,,,,,,81,,,
vllm,few_shot,70,72,211.84,68.62,280.46,2,7.13,1,,,,,,,70,,,
vllm,few_shot,68,73,206.25,0.00,285.23,1,3.51,1,,,,,,,68,,,
vllm,few_shot,44,74,454.37,270.28,724.65,2,2.76,1,,,,,,,44,,,
vllm,few_shot,96,75,96.56,0.00,107.11,1,9.34,1,,,,,,,96,,,
vllm,few_shot,87,76,260.89,0.00,273.68,1,3.65,1,,,,,,,87,,,
vllm,few_shot,86,77,259.88,0.00,275.92,1,3.62,1,,,,,,,86,,,
vllm,few_shot,92,78,251.94,0.00,269.96,1,3.70,1,,,,,,,92,,,
vllm,few_shot,89,79,257.33,0.00,275.53,1,3.63,1,,,,,,,89,,,
vllm,few_shot,76,80,281.98,0.00,303.39,1,3.30,1,,,,,,,76,,,
vllm,few_shot,75,81,287.52,20.61,308.12,2,6.49,1,,,,,,,75,,,
vllm,few_shot,80,82,275.96,0.00,296.11,1,3.38,1,,,,,,,80,,,
vllm,few_shot,90,83,257.44,0.00,279.79,1,3.57,1,,,,,,,90,,,
vllm,few_shot,74,84,290.09,0.00,313.43,1,3.19,1,,,,,,,74,,,
vllm,few_shot,85,85,269.74,0.00,291.08,1,3.44,1,,,,,,,85,,,
vllm,few_shot,78,86,276.83,29.19,306.02,2,6.54,1,,,,,,,78,,,
vllm,few_shot,95,87,248.99,0.00,280.36,1,3.57,1,,,,,,,95,,,
vllm,few_shot,94,88,252.37,31.01,283.38,2,7.06,1,,,,,,,94,,,
vllm,few_shot,77,89,284.15,29.09,313.23,2,6.38,1,,,,,,,77,,,
vllm,few_shot,97,90,109.68,0.00,126.74,1,7.89,1,,,,,,,97,,,
vllm,few_shot,88,91,263.33,0.00,295.17,1,3.39,1,,,,,,,88,,,
vllm,few_shot,93,92,251.81,40.10,291.91,2,6.85,1,,,,,,,93,,,
vllm,few_shot,100,93,107.52,0.00,118.07,1,8.47,1,,,,,,,100,,,
vllm,few_shot,91,94,261.19,36.65,297.84,2,6.71,1,,,,,,,91,,,
vllm,few_shot,83,95,270.02,44.05,314.06,2,6.37,1,,,,,,,83,,,
vllm,few_shot,84,96,269.68,44.32,314.00,2,6.37,1,,,,,,,84,,,
vllm,few_shot,98,97,133.56,0.00,138.10,1,7.24,1,,,,,,,98,,,
vllm,few_shot,79,98,278.41,48.37,326.78,2,6.12,1,,,,,,,79,,,
vllm,few_shot,82,99,271.59,0.00,320.85,1,3.12,1,,,,,,,82,,,
vllm,few_shot,117,100,96.18,0.00,109.26,1,9.15,1,,,,,,,117,,,
vllm,few_shot,113,101,98.59,0.00,117.59,1,8.50,1,,,,,,,113,,,
vllm,few_shot,106,102,114.24,0.00,132.85,1,7.53,1,,,,,,,106,,,
vllm,few_shot,110,103,108.96,0.00,129.09,1,7.75,1,,,,,,,110,,,
vllm,few_shot,102,104,128.23,0.00,141.27,1,7.08,1,,,,,,,102,,,
vllm,few_shot,112,105,111.07,0.00,129.26,1,7.74,1,,,,,,,112,,,
vllm,few_shot,104,106,102.53,38.09,140.62,2,14.22,1,,,,,,,104,,,
vllm,few_shot,99,107,118.92,31.98,150.89,2,13.25,1,,,,,,,99,,,
vllm,few_shot,108,108,114.96,45.82,160.78,2,12.44,1,,,,,,,108,,,
vllm,few_shot,122,109,116.95,0.00,140.48,1,7.12,1,,,,,,,122,,,
vllm,few_shot,130,110,94.67,0.00,134.45,1,7.44,1,,,,,,,130,,,
vllm,few_shot,115,111,110.55,0.00,151.59,1,6.60,1,,,,,,,115,,,
vllm,few_shot,109,112,155.52,0.00,166.04,1,6.02,1,,,,,,,109,,,
vllm,few_shot,101,113,163.18,0.00,180.17,1,5.55,1,,,,,,,101,,,
vllm,few_shot,136,114,123.64,0.00,127.96,1,7.81,1,,,,,,,136,,,
vllm,few_shot,137,115,114.10,0.00,127.80,1,7.82,1,,,,,,,137,,,
vllm,few_shot,129,116,141.08,0.00,146.05,1,6.85,1,,,,,,,129,,,
vllm,few_shot,124,117,116.78,35.24,152.02,2,13.16,1,,,,,,,124,,,
vllm,few_shot,119,118,136.03,0.00,158.77,1,6.30,1,,,,,,,119,,,
