model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-07T19:08:04.706174+00:00

Build Times
provider,build_time_s
torchinferno,41.2
vllm,217.3
sglang,192.5

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,181.34,131.15,140.75,vllm
ttft_p99_ms,548.27,255.01,639.85,vllm
tpot_median_ms,46.04,47.19,74.96,torchinferno
tpot_p99_ms,145.87,145.19,873.56,vllm
e2e_median_ms,217.23,172.20,215.93,vllm
e2e_p99_ms,604.92,319.95,998.61,vllm
throughput_median_tps,5.86,7.99,5.71,vllm
total_output_tokens,1465,1461,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,121.13,114.06,213.95,vllm
ttft_p99_ms,384.17,333.70,69100.96,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,130.11,136.66,348.27,torchinferno
e2e_p99_ms,417.05,352.62,69220.55,vllm
throughput_median_tps,7.69,7.32,2.87,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,227.60,152.49,163.24,vllm
ttft_p99_ms,1098.20,459.71,560.38,vllm
tpot_median_ms,57.97,56.37,118.40,vllm
tpot_p99_ms,301.86,301.04,940.86,vllm
e2e_median_ms,287.99,199.18,284.88,vllm
e2e_p99_ms,1155.23,530.40,1003.49,vllm
throughput_median_tps,4.54,6.99,4.80,vllm
total_output_tokens,1451,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,267.91,144.89,112.05,sglang
ttft_last_turn_ms,306.81,156.10,189.24,vllm
ttft_growth_ratio,1.15,1.08,1.69,vllm
ttft_first_turn_median_ms,248.79,139.01,114.79,sglang
ttft_first_turn_p99_ms,512.28,459.71,316.91,sglang
ttft_last_turn_median_ms,228.75,139.97,194.71,vllm
ttft_last_turn_p99_ms,1115.17,453.83,310.46,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,67.35,32.70,49.56,vllm
ttft_p99_ms,212.24,43.48,482.96,vllm
tpot_median_ms,44.29,21.69,410.47,vllm
tpot_p99_ms,185.75,30.43,1072.73,vllm
e2e_median_ms,102.29,48.36,430.71,vllm
e2e_p99_ms,295.52,111.93,1117.50,vllm
throughput_median_tps,14.31,25.79,3.32,vllm
total_output_tokens,1486,1458,1491,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,292.21,79.55,68.85,sglang
ttft_p99_ms,1258.51,739.07,610.82,sglang
tpot_median_ms,19.29,14.81,22.10,vllm
tpot_p99_ms,38.10,60.90,99.49,torchinferno
e2e_median_ms,1058.98,695.03,898.49,vllm
e2e_p99_ms,2346.91,1681.27,1933.83,vllm
throughput_median_tps,35.80,58.41,41.85,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,4,0,439.42,0.00,447.91,1,2.23,1,,,,,,,4,,,
torchinferno,few_shot,3,1,465.61,145.87,611.48,2,3.27,1,,,,,,,3,,,
torchinferno,few_shot,5,2,622.92,0.00,639.69,1,1.56,1,,,,,,,5,,,
torchinferno,few_shot,25,3,254.57,0.00,272.21,1,3.67,1,,,,,,,25,,,
torchinferno,few_shot,10,4,532.97,0.00,543.92,1,1.84,1,,,,,,,10,,,
torchinferno,few_shot,8,5,567.46,0.00,585.73,1,1.71,1,,,,,,,8,,,
torchinferno,few_shot,9,6,542.29,0.00,570.81,1,1.75,1,,,,,,,9,,,
torchinferno,few_shot,26,7,241.65,0.00,267.39,1,3.74,1,,,,,,,26,,,
torchinferno,few_shot,1,8,751.58,0.00,776.08,1,1.29,1,,,,,,,1,,,
torchinferno,few_shot,11,9,508.58,0.00,539.24,1,1.85,1,,,,,,,11,,,
torchinferno,few_shot,22,10,315.66,24.86,340.52,2,5.87,1,,,,,,,22,,,
torchinferno,few_shot,64,11,198.06,0.00,230.81,1,4.33,1,,,,,,,64,,,
torchinferno,few_shot,0,12,776.25,25.57,801.82,2,2.49,1,,,,,,,0,,,
torchinferno,few_shot,2,13,728.14,35.89,764.03,2,2.62,1,,,,,,,2,,,
torchinferno,few_shot,15,14,427.47,42.68,470.15,2,4.25,1,,,,,,,15,,,
torchinferno,few_shot,16,15,411.10,43.08,454.18,2,4.40,1,,,,,,,16,,,
torchinferno,few_shot,29,16,195.00,0.00,231.04,1,4.33,1,,,,,,,29,,,
torchinferno,few_shot,32,17,144.92,36.09,181.01,2,11.05,1,,,,,,,32,,,
torchinferno,few_shot,30,18,169.00,47.64,216.64,2,9.23,1,,,,,,,30,,,
torchinferno,few_shot,17,19,394.13,0.00,442.05,1,2.26,1,,,,,,,17,,,
torchinferno,few_shot,7,20,587.69,0.00,636.30,1,1.57,1,,,,,,,7,,,
torchinferno,few_shot,14,21,454.62,49.50,504.12,2,3.97,1,,,,,,,14,,,
torchinferno,few_shot,31,22,161.76,0.00,205.44,1,4.87,1,,,,,,,31,,,
torchinferno,few_shot,27,23,221.29,56.00,277.28,2,7.21,1,,,,,,,27,,,
torchinferno,few_shot,19,24,359.04,55.40,414.44,2,4.83,1,,,,,,,19,,,
torchinferno,few_shot,24,25,274.27,0.00,330.87,1,3.02,1,,,,,,,24,,,
torchinferno,few_shot,12,26,494.70,0.00,549.20,1,1.82,1,,,,,,,12,,,
torchinferno,few_shot,28,27,210.55,0.00,265.63,1,3.76,1,,,,,,,28,,,
torchinferno,few_shot,6,28,605.78,66.54,672.32,2,2.97,1,,,,,,,6,,,
torchinferno,few_shot,18,29,375.32,66.23,441.55,2,4.53,1,,,,,,,18,,,
torchinferno,few_shot,20,30,345.08,64.27,409.35,2,4.89,1,,,,,,,20,,,
torchinferno,few_shot,13,31,475.66,66.32,541.98,2,3.69,1,,,,,,,13,,,
torchinferno,few_shot,21,32,330.68,71.14,401.82,2,4.98,1,,,,,,,21,,,
torchinferno,few_shot,23,33,299.42,74.99,374.41,2,5.34,1,,,,,,,23,,,
torchinferno,few_shot,37,34,126.04,0.00,135.41,1,7.39,1,,,,,,,37,,,
torchinferno,few_shot,39,35,91.15,0.00,103.28,1,9.68,1,,,,,,,39,,,
torchinferno,few_shot,65,36,130.02,0.00,148.94,1,6.71,1,,,,,,,65,,,
torchinferno,few_shot,35,37,162.93,0.00,179.22,1,5.58,1,,,,,,,35,,,
torchinferno,few_shot,34,38,173.67,0.00,200.65,1,4.98,1,,,,,,,34,,,
