model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-12T05:02:29.968762+00:00

Build Times
provider,build_time_s
torchinferno,47.8
vllm,354.9
sglang,163.3

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,147.79,69.25,81.90,vllm
ttft_p99_ms,715.88,158.12,398.76,vllm
tpot_median_ms,31.23,37.40,65.00,torchinferno
tpot_p99_ms,40.52,86.23,585.81,torchinferno
e2e_median_ms,172.05,93.45,137.61,vllm
e2e_p99_ms,735.28,202.97,659.34,vllm
throughput_median_tps,6.60,13.91,9.74,vllm
total_output_tokens,1461,1465,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,57.80,68.51,118.22,torchinferno
ttft_p99_ms,253.99,351.68,70661.32,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,76.14,87.97,188.95,torchinferno
e2e_p99_ms,281.58,446.53,70699.86,torchinferno
throughput_median_tps,13.13,11.37,5.29,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,190.46,102.10,82.70,sglang
ttft_p99_ms,1011.74,161.32,536.87,vllm
tpot_median_ms,33.97,64.63,76.13,torchinferno
tpot_p99_ms,44.40,85.83,611.26,torchinferno
e2e_median_ms,219.38,136.23,143.17,vllm
e2e_p99_ms,1035.77,237.18,883.00,vllm
throughput_median_tps,5.19,9.94,9.57,vllm
total_output_tokens,1442,1450,1460,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,428.05,91.10,113.85,vllm
ttft_last_turn_ms,174.19,100.33,88.43,sglang
ttft_growth_ratio,0.41,1.10,0.78,torchinferno
ttft_first_turn_median_ms,210.17,78.58,82.04,vllm
ttft_first_turn_p99_ms,1097.89,156.69,407.72,vllm
ttft_last_turn_median_ms,184.84,108.26,88.35,sglang
ttft_last_turn_p99_ms,207.21,164.51,114.12,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.06,37.27,52.64,vllm
ttft_p99_ms,768.31,106.37,404.46,vllm
tpot_median_ms,34.56,27.66,379.30,vllm
tpot_p99_ms,163.80,34.51,981.35,vllm
e2e_median_ms,73.92,56.00,428.79,vllm
e2e_p99_ms,829.43,144.46,1028.14,vllm
throughput_median_tps,19.53,22.92,3.37,vllm
total_output_tokens,1470,1475,1482,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.96,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,174.99,47.37,52.20,vllm
ttft_p99_ms,494.88,63.75,122.66,vllm
tpot_median_ms,19.08,15.44,25.06,vllm
tpot_p99_ms,25.39,17.98,92.41,vllm
e2e_median_ms,890.65,586.87,977.03,vllm
e2e_p99_ms,1525.21,1049.27,1773.43,vllm
throughput_median_tps,41.71,60.34,38.53,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,776.45,0.00,788.32,1,1.27,1,,,,,,,1,,,
torchinferno,few_shot,0,1,793.17,24.31,817.48,2,2.45,1,,,,,,,0,,,
torchinferno,few_shot,8,2,732.85,0.00,746.55,1,1.34,1,,,,,,,8,,,
torchinferno,few_shot,10,3,701.23,0.00,713.93,1,1.40,1,,,,,,,10,,,
torchinferno,few_shot,31,4,345.57,0.00,359.61,1,2.78,1,,,,,,,31,,,
torchinferno,few_shot,28,5,396.30,0.00,411.38,1,2.43,1,,,,,,,28,,,
torchinferno,few_shot,11,6,683.82,0.00,698.87,1,1.43,1,,,,,,,11,,,
torchinferno,few_shot,12,7,668.60,0.00,682.57,1,1.47,1,,,,,,,12,,,
torchinferno,few_shot,29,8,380.55,0.00,397.22,1,2.52,1,,,,,,,29,,,
torchinferno,few_shot,24,9,464.76,0.00,481.34,1,2.08,1,,,,,,,24,,,
torchinferno,few_shot,9,10,715.88,0.00,735.28,1,1.36,1,,,,,,,9,,,
torchinferno,few_shot,25,11,448.32,0.00,465.85,1,2.15,1,,,,,,,25,,,
torchinferno,few_shot,4,12,800.16,0.00,820.05,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,17,13,580.13,0.00,601.61,1,1.66,1,,,,,,,17,,,
torchinferno,few_shot,26,14,432.00,0.00,452.74,1,2.21,1,,,,,,,26,,,
torchinferno,few_shot,5,15,782.49,0.00,807.21,1,1.24,1,,,,,,,5,,,
torchinferno,few_shot,7,16,750.74,0.00,774.65,1,1.29,1,,,,,,,7,,,
torchinferno,few_shot,13,17,651.27,26.44,677.71,2,2.95,1,,,,,,,13,,,
torchinferno,few_shot,19,18,547.02,28.74,575.76,2,3.47,1,,,,,,,19,,,
torchinferno,few_shot,16,19,599.12,27.16,626.28,2,3.19,1,,,,,,,16,,,
torchinferno,few_shot,32,20,329.69,28.70,358.39,2,5.58,1,,,,,,,32,,,
torchinferno,few_shot,21,21,515.60,28.35,543.95,2,3.68,1,,,,,,,21,,,
torchinferno,few_shot,6,22,767.54,29.69,797.24,2,2.51,1,,,,,,,6,,,
torchinferno,few_shot,33,23,312.92,30.27,343.19,2,5.83,1,,,,,,,33,,,
torchinferno,few_shot,30,24,362.30,31.58,393.88,2,5.08,1,,,,,,,30,,,
torchinferno,few_shot,15,25,615.18,31.45,646.62,2,3.09,1,,,,,,,15,,,
torchinferno,few_shot,27,26,415.16,31.21,446.36,2,4.48,1,,,,,,,27,,,
torchinferno,few_shot,22,27,497.40,33.17,530.57,2,3.77,1,,,,,,,22,,,
torchinferno,few_shot,20,28,530.15,34.55,564.70,2,3.54,1,,,,,,,20,,,
torchinferno,few_shot,23,29,481.58,33.45,515.03,2,3.88,1,,,,,,,23,,,
torchinferno,few_shot,18,30,563.14,35.88,599.02,2,3.34,1,,,,,,,18,,,
torchinferno,few_shot,3,31,817.21,35.43,852.64,2,2.35,1,,,,,,,3,,,
torchinferno,few_shot,14,32,633.86,36.90,670.76,2,2.98,1,,,,,,,14,,,
torchinferno,few_shot,2,33,836.32,37.39,873.71,2,2.29,1,,,,,,,2,,,
torchinferno,few_shot,34,34,379.71,0.00,391.82,1,2.55,1,,,,,,,34,,,
torchinferno,few_shot,41,35,261.27,0.00,274.90,1,3.64,1,,,,,,,41,,,
torchinferno,few_shot,71,36,68.77,0.00,82.06,1,12.19,1,,,,,,,71,,,
torchinferno,few_shot,38,37,310.89,0.00,327.01,1,3.06,1,,,,,,,38,,,
torchinferno,few_shot,76,38,66.09,0.00,79.26,1,12.62,1,,,,,,,76,,,
