model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-10T05:07:45.666372+00:00

Build Times
provider,build_time_s
torchinferno,41.7
vllm,238.2
sglang,226.5

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,145.38,68.93,73.27,vllm
ttft_p99_ms,760.92,127.93,480.60,vllm
tpot_median_ms,32.46,35.46,64.66,torchinferno
tpot_p99_ms,45.46,78.56,887.72,torchinferno
e2e_median_ms,171.45,95.24,128.42,vllm
e2e_p99_ms,783.42,172.63,889.89,vllm
throughput_median_tps,6.63,14.42,10.65,vllm
total_output_tokens,1460,1465,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,55.11,70.54,115.72,torchinferno
ttft_p99_ms,824.37,271.41,70374.11,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,55.55,85.20,192.27,torchinferno
e2e_p99_ms,909.10,319.62,70414.23,vllm
throughput_median_tps,18.00,11.74,5.20,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,481.56,73.22,82.05,vllm
ttft_p99_ms,3567.60,181.06,596.04,vllm
tpot_median_ms,122.26,34.45,68.93,vllm
tpot_p99_ms,368.07,113.38,936.32,vllm
e2e_median_ms,585.30,97.84,142.49,vllm
e2e_p99_ms,3681.02,219.43,946.70,vllm
throughput_median_tps,2.06,13.44,9.44,vllm
total_output_tokens,1462,1450,1462,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,1936.62,75.71,64.62,sglang
ttft_last_turn_ms,411.34,78.22,82.23,vllm
ttft_growth_ratio,0.21,1.03,1.27,torchinferno
ttft_first_turn_median_ms,3135.45,63.90,60.64,sglang
ttft_first_turn_p99_ms,3649.05,184.21,97.94,sglang
ttft_last_turn_median_ms,434.86,76.35,80.12,vllm
ttft_last_turn_p99_ms,503.19,166.38,117.42,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,131.47,33.86,48.18,vllm
ttft_p99_ms,739.13,102.82,99.91,sglang
tpot_median_ms,82.75,22.15,411.48,vllm
tpot_p99_ms,249.87,33.43,1129.61,vllm
e2e_median_ms,166.54,51.49,443.28,vllm
e2e_p99_ms,848.53,144.83,1120.25,vllm
throughput_median_tps,8.51,25.63,3.27,vllm
total_output_tokens,1468,1498,1469,vllm
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,595.50,44.63,48.79,vllm
ttft_p99_ms,1734.49,64.74,101.58,vllm
tpot_median_ms,64.97,15.05,24.68,vllm
tpot_p99_ms,113.07,16.43,74.90,vllm
e2e_median_ms,2814.27,566.51,929.37,vllm
e2e_p99_ms,5738.14,1008.75,1691.45,vllm
throughput_median_tps,12.11,62.12,39.40,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,829.07,0.00,841.10,1,1.19,1,,,,,,,1,,,
torchinferno,few_shot,0,1,852.13,72.49,924.62,2,2.16,1,,,,,,,0,,,
torchinferno,few_shot,5,2,857.33,0.00,872.62,1,1.15,1,,,,,,,5,,,
torchinferno,few_shot,8,3,795.25,0.00,808.01,1,1.24,1,,,,,,,8,,,
torchinferno,few_shot,29,4,412.53,0.00,427.59,1,2.34,1,,,,,,,29,,,
torchinferno,few_shot,7,5,809.08,0.00,826.61,1,1.21,1,,,,,,,7,,,
torchinferno,few_shot,31,6,379.61,0.00,395.29,1,2.53,1,,,,,,,31,,,
torchinferno,few_shot,17,7,613.14,0.00,630.78,1,1.59,1,,,,,,,17,,,
torchinferno,few_shot,10,8,744.09,0.00,763.99,1,1.31,1,,,,,,,10,,,
torchinferno,few_shot,28,9,428.66,0.00,447.95,1,2.23,1,,,,,,,28,,,
torchinferno,few_shot,11,10,712.89,0.00,734.36,1,1.36,1,,,,,,,11,,,
torchinferno,few_shot,26,11,462.40,0.00,482.83,1,2.07,1,,,,,,,26,,,
torchinferno,few_shot,9,12,760.92,0.00,783.42,1,1.28,1,,,,,,,9,,,
torchinferno,few_shot,4,13,890.95,0.00,910.82,1,1.10,1,,,,,,,4,,,
torchinferno,few_shot,12,14,696.56,0.00,720.32,1,1.39,1,,,,,,,12,,,
torchinferno,few_shot,25,15,479.40,0.00,502.35,1,1.99,1,,,,,,,25,,,
torchinferno,few_shot,24,16,496.11,0.00,521.82,1,1.92,1,,,,,,,24,,,
torchinferno,few_shot,27,17,447.31,27.29,474.60,2,4.21,1,,,,,,,27,,,
torchinferno,few_shot,13,18,680.19,30.32,710.51,2,2.81,1,,,,,,,13,,,
torchinferno,few_shot,32,19,362.98,29.31,392.29,2,5.10,1,,,,,,,32,,,
torchinferno,few_shot,14,20,664.26,30.61,694.87,2,2.88,1,,,,,,,14,,,
torchinferno,few_shot,20,21,564.72,30.16,594.88,2,3.36,1,,,,,,,20,,,
torchinferno,few_shot,21,22,548.37,30.18,578.55,2,3.46,1,,,,,,,21,,,
torchinferno,few_shot,23,23,513.47,32.05,545.52,2,3.67,1,,,,,,,23,,,
torchinferno,few_shot,30,24,396.71,31.76,428.48,2,4.67,1,,,,,,,30,,,
torchinferno,few_shot,15,25,646.05,35.58,681.62,2,2.93,1,,,,,,,15,,,
torchinferno,few_shot,19,26,580.23,35.06,615.29,2,3.25,1,,,,,,,19,,,
torchinferno,few_shot,2,27,939.49,34.65,974.13,2,2.05,1,,,,,,,2,,,
torchinferno,few_shot,3,28,904.20,38.27,942.47,2,2.12,1,,,,,,,3,,,
torchinferno,few_shot,6,29,841.81,37.58,879.38,2,2.27,1,,,,,,,6,,,
torchinferno,few_shot,18,30,596.14,38.62,634.77,2,3.15,1,,,,,,,18,,,
torchinferno,few_shot,33,31,345.90,37.94,383.84,2,5.21,1,,,,,,,33,,,
torchinferno,few_shot,16,32,632.30,39.28,671.59,2,2.98,1,,,,,,,16,,,
torchinferno,few_shot,22,33,530.50,42.64,573.14,2,3.49,1,,,,,,,22,,,
torchinferno,few_shot,35,34,396.73,0.00,410.75,1,2.43,1,,,,,,,35,,,
torchinferno,few_shot,38,35,347.12,0.00,361.36,1,2.77,1,,,,,,,38,,,
torchinferno,few_shot,39,36,329.85,0.00,345.06,1,2.90,1,,,,,,,39,,,
torchinferno,few_shot,69,37,71.53,0.00,85.10,1,11.75,1,,,,,,,69,,,
torchinferno,few_shot,47,38,197.70,0.00,212.09,1,4.71,1,,,,,,,47,,,
torchinferno,few_shot,71,39,69.05,0.00,85.29,1,11.72,1,,,,,,,71,,,
torchinferno,few_shot,66,40,74.60,0.00,89.43,1,11.18,1,,,,,,,66,,,
torchinferno,few_shot,43,41,264.09,0.00,280.86,1,3.56,1,,,,,,,43,,,
torchinferno,few_shot,53,42,97.86,0.00,114.13,1,8.76,1,,,,,,,53,,,
torchinferno,few_shot,42,43,279.82,0.00,298.92,1,3.35,1,,,,,,,42,,,
torchinferno,few_shot,46,44,215.43,0.00,232.86,1,4.29,1,,,,,,,46,,,
torchinferno,few_shot,72,45,68.61,0.00,88.28,1,11.33,1,,,,,,,72,,,
torchinferno,few_shot,41,46,298.71,0.00,318.46,1,3.14,1,,,,,,,41,,,
torchinferno,few_shot,64,47,200.01,0.00,223.43,1,4.48,1,,,,,,,64,,,
torchinferno,few_shot,34,48,413.52,0.00,438.45,1,2.28,1,,,,,,,34,,,
torchinferno,few_shot,76,49,66.02,0.00,89.84,1,11.13,1,,,,,,,76,,,
torchinferno,few_shot,37,50,364.72,0.00,389.26,1,2.57,1,,,,,,,37,,,
torchinferno,few_shot,68,51,72.00,0.00,96.44,1,10.37,1,,,,,,,68,,,
torchinferno,few_shot,48,52,180.00,0.00,206.43,1,4.84,1,,,,,,,48,,,
torchinferno,few_shot,40,53,313.07,28.61,341.68,2,5.85,1,,,,,,,40,,,
torchinferno,few_shot,70,54,71.91,26.09,98.00,2,20.41,1,,,,,,,70,,,
torchinferno,few_shot,65,55,139.88,0.00,169.38,1,5.90,1,,,,,,,65,,,
torchinferno,few_shot,51,56,129.37,29.95,159.32,2,12.55,1,,,,,,,51,,,
torchinferno,few_shot,49,57,164.29,30.35,194.64,2,10.28,1,,,,,,,49,,,
torchinferno,few_shot,45,58,232.47,30.14,262.61,2,7.62,1,,,,,,,45,,,
torchinferno,few_shot,73,59,67.31,32.76,100.08,2,19.98,1,,,,,,,73,,,
