model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-14T11:08:17.765797

Build Times
provider,build_time_s
torchinferno,386.0
vllm,1187.3
sglang,162.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,288.64,153.01,134.88,sglang
ttft_p99_ms,2115.11,851.20,5276.88,vllm
tpot_median_ms,174.06,57.83,73.18,vllm
tpot_p99_ms,213.49,154.15,9207.46,vllm
e2e_median_ms,414.99,200.84,201.21,vllm
e2e_p99_ms,2310.19,909.63,14449.17,vllm
throughput_median_tps,3.56,6.97,5.99,vllm
total_output_tokens,1466,1461,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,252.76,187.09,208.70,vllm
ttft_p99_ms,1691.53,453.78,69964.30,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,372.54,212.37,339.91,vllm
e2e_p99_ms,1763.51,518.20,70046.76,vllm
throughput_median_tps,2.68,4.71,2.94,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,647.76,172.15,159.86,sglang
ttft_p99_ms,1690.76,338.87,588.85,vllm
tpot_median_ms,242.83,62.79,104.22,vllm
tpot_p99_ms,617.65,182.58,226.65,vllm
e2e_median_ms,834.28,223.42,256.02,vllm
e2e_p99_ms,2019.22,405.78,730.67,vllm
throughput_median_tps,1.64,6.33,5.11,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,914.20,145.30,110.12,sglang
ttft_last_turn_ms,568.11,174.50,180.94,vllm
ttft_growth_ratio,0.62,1.20,1.64,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,416.96,57.45,76.68,vllm
ttft_p99_ms,1074.54,118.30,477.22,vllm
tpot_median_ms,255.84,26.67,61.99,vllm
tpot_p99_ms,400.25,41.53,485.30,vllm
e2e_median_ms,639.41,78.19,149.93,vllm
e2e_p99_ms,1312.26,141.42,557.68,vllm
throughput_median_tps,2.21,15.69,9.60,vllm
total_output_tokens,1483,1455,1460,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,824.27,71.91,65.27,sglang
ttft_p99_ms,2607.65,213.10,103.21,sglang
tpot_median_ms,18.15,14.97,21.88,vllm
tpot_p99_ms,36.88,21.46,27.09,vllm
e2e_median_ms,1531.19,606.38,816.12,vllm
e2e_p99_ms,3580.17,1018.36,1567.89,vllm
throughput_median_tps,24.44,59.00,43.02,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1231.28,0.00,1714.16,1,0.58,1
torchinferno,few_shot,1,1234.18,500.12,1734.30,2,1.15,1
torchinferno,few_shot,2,2109.79,0.00,2174.19,1,0.46,1
torchinferno,few_shot,3,2104.48,0.00,2176.71,1,0.46,1
torchinferno,few_shot,4,2113.31,0.00,2180.42,1,0.46,1
torchinferno,few_shot,5,2103.93,0.00,2181.92,1,0.46,1
torchinferno,few_shot,6,2101.77,0.00,2178.85,1,0.46,1
torchinferno,few_shot,7,2101.37,0.00,2181.27,1,0.46,1
torchinferno,few_shot,8,2100.58,0.00,2187.29,1,0.46,1
torchinferno,few_shot,9,2100.59,0.00,2186.40,1,0.46,1
torchinferno,few_shot,10,2107.72,0.00,2195.94,1,0.46,1
torchinferno,few_shot,11,2100.92,0.00,2191.05,1,0.46,1
torchinferno,few_shot,12,2100.53,0.00,2195.56,1,0.46,1
torchinferno,few_shot,13,2102.96,0.00,2199.78,1,0.45,1
torchinferno,few_shot,14,2099.80,0.00,2194.22,1,0.46,1
torchinferno,few_shot,15,2098.50,0.00,2192.42,1,0.46,1
torchinferno,few_shot,16,2102.14,0.00,2196.18,1,0.46,1
torchinferno,few_shot,17,2117.30,0.00,2202.59,1,0.45,1
torchinferno,few_shot,18,2102.43,0.00,2203.90,1,0.45,1
torchinferno,few_shot,19,2104.32,0.00,2203.42,1,0.45,1
torchinferno,few_shot,20,2103.76,0.00,2202.28,1,0.45,1
torchinferno,few_shot,21,2107.35,0.00,2205.44,1,0.45,1
torchinferno,few_shot,22,2100.13,0.00,2213.36,1,0.45,1
torchinferno,few_shot,23,2099.84,0.00,2215.26,1,0.45,1
torchinferno,few_shot,24,2112.95,0.00,2211.20,1,0.45,1
torchinferno,few_shot,25,2099.66,0.00,2216.86,1,0.45,1
torchinferno,few_shot,26,2109.90,0.00,2215.71,1,0.45,1
torchinferno,few_shot,27,2103.49,0.00,2218.64,1,0.45,1
torchinferno,few_shot,28,2114.88,0.00,2226.16,1,0.45,1
torchinferno,few_shot,29,2106.65,0.00,2223.77,1,0.45,1
torchinferno,few_shot,30,2099.20,0.00,2222.45,1,0.45,1
torchinferno,few_shot,31,2099.42,0.00,2233.86,1,0.45,1
torchinferno,few_shot,32,2112.77,160.06,2272.83,2,0.88,1
torchinferno,few_shot,33,2099.54,174.23,2273.78,2,0.88,1
torchinferno,few_shot,34,2105.64,165.36,2271.00,2,0.88,1
torchinferno,few_shot,35,2112.05,166.45,2278.50,2,0.88,1
torchinferno,few_shot,36,2119.33,164.80,2284.13,2,0.88,1
torchinferno,few_shot,37,2102.50,182.29,2284.79,2,0.88,1
torchinferno,few_shot,38,2103.20,178.76,2281.95,2,0.88,1
torchinferno,few_shot,39,2099.69,187.06,2286.76,2,0.87,1
torchinferno,few_shot,40,2107.81,179.19,2287.00,2,0.87,1
torchinferno,few_shot,41,2110.55,173.96,2284.52,2,0.88,1
torchinferno,few_shot,42,2102.41,190.17,2292.57,2,0.87,1
torchinferno,few_shot,43,2100.42,194.02,2294.44,2,0.87,1
torchinferno,few_shot,44,2103.41,187.42,2290.83,2,0.87,1
torchinferno,few_shot,45,2103.55,188.31,2291.86,2,0.87,1
torchinferno,few_shot,46,2116.26,183.88,2300.14,2,0.87,1
torchinferno,few_shot,47,2101.97,199.62,2301.59,2,0.87,1
torchinferno,few_shot,48,2100.57,198.23,2298.80,2,0.87,1
torchinferno,few_shot,49,2099.79,200.22,2300.01,2,0.87,1
torchinferno,few_shot,50,2107.66,196.13,2303.79,2,0.87,1
torchinferno,few_shot,51,2111.36,192.21,2303.57,2,0.87,1
torchinferno,few_shot,52,2110.24,197.33,2307.57,2,0.87,1
torchinferno,few_shot,53,2115.11,195.08,2310.19,2,0.87,1
torchinferno,few_shot,54,2110.51,205.64,2316.14,2,0.86,1
torchinferno,few_shot,55,2112.43,200.71,2313.14,2,0.86,1
torchinferno,few_shot,56,2100.57,209.43,2310.00,2,0.87,1
torchinferno,few_shot,57,2111.15,206.42,2317.57,2,0.86,1
torchinferno,few_shot,58,680.67,0.00,757.16,1,1.32,1
torchinferno,few_shot,59,189.83,0.00,265.80,1,3.76,1
torchinferno,few_shot,60,213.75,0.00,292.87,1,3.41,1
torchinferno,few_shot,61,185.53,0.00,260.35,1,3.84,1
torchinferno,few_shot,62,198.40,0.00,283.48,1,3.53,1
torchinferno,few_shot,63,2393.33,0.00,2472.68,1,0.40,1
torchinferno,few_shot,64,201.22,0.00,280.80,1,3.56,1
torchinferno,few_shot,65,211.40,0.00,292.56,1,3.42,1
torchinferno,few_shot,66,217.24,0.00,301.46,1,3.32,1
torchinferno,few_shot,67,174.10,0.00,262.92,1,3.80,1
torchinferno,few_shot,68,212.00,0.00,301.18,1,3.32,1
torchinferno,few_shot,69,219.85,0.00,310.76,1,3.22,1
torchinferno,few_shot,70,186.87,0.00,282.41,1,3.54,1
torchinferno,few_shot,71,186.36,0.00,280.69,1,3.56,1
torchinferno,few_shot,72,176.68,0.00,278.67,1,3.59,1
torchinferno,few_shot,73,215.62,0.00,321.53,1,3.11,1
torchinferno,few_shot,74,165.30,0.00,268.70,1,3.72,1
torchinferno,few_shot,75,205.97,0.00,313.81,1,3.19,1
torchinferno,few_shot,76,194.23,0.00,301.56,1,3.32,1
torchinferno,few_shot,77,672.42,0.00,776.36,1,1.29,1
torchinferno,few_shot,78,184.33,0.00,297.11,1,3.37,1
torchinferno,few_shot,79,185.10,0.00,295.79,1,3.38,1
torchinferno,few_shot,80,2384.50,165.22,2549.72,2,0.78,1
torchinferno,few_shot,81,204.64,161.63,366.27,2,5.46,1
torchinferno,few_shot,82,187.06,164.93,351.99,2,5.68,1
torchinferno,few_shot,83,2385.25,170.35,2555.60,2,0.78,1
torchinferno,few_shot,84,206.72,161.58,368.30,2,5.43,1
torchinferno,few_shot,85,2385.42,174.06,2559.48,2,0.78,1
torchinferno,few_shot,86,203.62,164.66,368.28,2,5.43,1
torchinferno,few_shot,87,2384.86,177.76,2562.62,2,0.78,1
torchinferno,few_shot,88,170.24,174.06,344.30,2,5.81,1
torchinferno,few_shot,89,185.85,179.29,365.13,2,5.48,1
torchinferno,few_shot,90,2384.55,182.63,2567.18,2,0.78,1
torchinferno,few_shot,91,200.88,176.96,377.84,2,5.29,1
torchinferno,few_shot,92,177.50,175.71,353.21,2,5.66,1
torchinferno,few_shot,93,203.61,185.69,389.30,2,5.14,1
torchinferno,few_shot,94,214.87,181.22,396.09,2,5.05,1
torchinferno,few_shot,95,174.34,186.92,361.26,2,5.54,1
torchinferno,few_shot,96,411.56,0.00,483.53,1,2.07,1
torchinferno,few_shot,97,423.36,0.00,503.67,1,1.99,1
torchinferno,few_shot,98,398.12,0.00,482.77,1,2.07,1
torchinferno,few_shot,99,242.76,0.00,316.67,1,3.16,1
torchinferno,few_shot,100,238.59,0.00,321.04,1,3.11,1
torchinferno,few_shot,101,401.60,0.00,490.14,1,2.04,1
torchinferno,few_shot,102,223.63,0.00,310.89,1,3.22,1
torchinferno,few_shot,103,409.14,0.00,504.02,1,1.98,1
torchinferno,few_shot,104,222.16,0.00,313.47,1,3.19,1
torchinferno,few_shot,105,213.11,0.00,299.78,1,3.34,1
torchinferno,few_shot,106,222.70,0.00,318.40,1,3.14,1
torchinferno,few_shot,107,425.74,0.00,531.89,1,1.88,1
torchinferno,few_shot,108,394.52,0.00,498.02,1,2.01,1
torchinferno,few_shot,109,387.69,0.00,497.10,1,2.01,1
torchinferno,few_shot,110,399.06,0.00,505.29,1,1.98,1
torchinferno,few_shot,111,207.26,0.00,316.61,1,3.16,1
torchinferno,few_shot,112,414.81,0.00,530.87,1,1.88,1
torchinferno,few_shot,113,219.85,0.00,327.24,1,3.06,1
torchinferno,few_shot,114,422.63,0.00,542.86,1,1.84,1
torchinferno,few_shot,115,400.30,0.00,521.50,1,1.92,1
torchinferno,few_shot,116,438.10,0.00,548.31,1,1.82,1
torchinferno,few_shot,117,202.54,0.00,316.30,1,3.16,1
torchinferno,few_shot,118,431.39,0.00,542.38,1,1.84,1
torchinferno,few_shot,119,231.81,0.00,346.88,1,2.88,1
torchinferno,few_shot,120,208.69,0.00,334.10,1,2.99,1
torchinferno,few_shot,121,212.00,0.00,333.40,1,3.00,1
