model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-22T04:03:33.438353

Build Times
provider,build_time_s
torchinferno,320.5
vllm,1271.1
sglang,187.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,294.31,160.26,136.67,sglang
ttft_p99_ms,1651.79,544.08,4703.19,vllm
tpot_median_ms,150.09,58.74,73.14,vllm
tpot_p99_ms,199.92,180.39,7319.85,vllm
e2e_median_ms,400.81,210.92,204.15,sglang
e2e_p99_ms,1837.59,649.10,12000.74,vllm
throughput_median_tps,3.69,7.01,6.02,vllm
total_output_tokens,1466,1461,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,273.69,204.38,199.12,sglang
ttft_p99_ms,1640.39,462.54,70380.07,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,322.37,226.20,335.74,vllm
e2e_p99_ms,1691.05,476.61,70498.35,vllm
throughput_median_tps,3.10,4.42,2.98,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,680.52,158.88,152.81,sglang
ttft_p99_ms,2108.81,333.11,589.64,vllm
tpot_median_ms,108.76,52.32,104.68,vllm
tpot_p99_ms,435.45,177.07,221.22,vllm
e2e_median_ms,761.66,200.96,249.48,vllm
e2e_p99_ms,2251.67,420.67,738.31,vllm
throughput_median_tps,1.68,6.48,5.28,vllm
total_output_tokens,1450,1462,1462,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,1038.87,127.30,111.57,sglang
ttft_last_turn_ms,606.69,159.82,158.14,sglang
ttft_growth_ratio,0.58,1.26,1.42,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,382.99,58.64,76.63,vllm
ttft_p99_ms,1062.50,128.81,502.85,vllm
tpot_median_ms,129.10,27.17,67.08,vllm
tpot_p99_ms,149.24,52.02,496.51,vllm
e2e_median_ms,490.65,79.56,156.11,vllm
e2e_p99_ms,1147.24,165.83,573.16,vllm
throughput_median_tps,2.82,15.44,9.35,vllm
total_output_tokens,1490,1476,1474,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,824.08,67.23,64.58,sglang
ttft_p99_ms,2523.56,122.95,126.46,vllm
tpot_median_ms,16.05,15.05,22.32,vllm
tpot_p99_ms,62.25,19.67,27.29,vllm
e2e_median_ms,1616.02,605.05,831.26,vllm
e2e_p99_ms,3660.41,998.09,1573.01,vllm
throughput_median_tps,21.30,59.08,42.27,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,821.77,0.00,1010.62,1,0.99,1
torchinferno,few_shot,1,1655.44,0.00,1728.30,1,0.58,1
torchinferno,few_shot,2,1656.65,0.00,1735.57,1,0.58,1
torchinferno,few_shot,3,1634.35,0.00,1726.65,1,0.58,1
torchinferno,few_shot,4,1632.73,0.00,1728.93,1,0.58,1
torchinferno,few_shot,5,1638.49,0.00,1729.05,1,0.58,1
torchinferno,few_shot,6,1642.38,0.00,1736.91,1,0.58,1
torchinferno,few_shot,7,1635.69,0.00,1732.64,1,0.58,1
torchinferno,few_shot,8,1651.79,0.00,1753.75,1,0.57,1
torchinferno,few_shot,9,1631.60,0.00,1736.56,1,0.58,1
torchinferno,few_shot,10,1639.99,0.00,1750.89,1,0.57,1
torchinferno,few_shot,11,1641.68,0.00,1757.36,1,0.57,1
torchinferno,few_shot,12,1648.19,0.00,1754.40,1,0.57,1
torchinferno,few_shot,13,1638.87,0.00,1746.92,1,0.57,1
torchinferno,few_shot,14,638.01,0.00,749.36,1,1.33,1
torchinferno,few_shot,15,1644.46,0.00,1763.67,1,0.57,1
torchinferno,few_shot,16,1646.80,0.00,1752.47,1,0.57,1
torchinferno,few_shot,17,1631.58,0.00,1753.55,1,0.57,1
torchinferno,few_shot,18,1634.38,0.00,1753.89,1,0.57,1
torchinferno,few_shot,19,1647.16,0.00,1768.62,1,0.57,1
torchinferno,few_shot,20,1632.28,0.00,1759.29,1,0.57,1
torchinferno,few_shot,21,1654.29,0.00,1773.63,1,0.56,1
torchinferno,few_shot,22,1643.45,0.00,1760.86,1,0.57,1
torchinferno,few_shot,23,1647.01,0.00,1763.13,1,0.57,1
torchinferno,few_shot,24,1645.91,0.00,1772.77,1,0.56,1
torchinferno,few_shot,25,1629.82,0.00,1764.86,1,0.57,1
torchinferno,few_shot,26,1639.58,0.00,1765.53,1,0.57,1
torchinferno,few_shot,27,1653.20,0.00,1787.76,1,0.56,1
torchinferno,few_shot,28,1633.95,0.00,1771.76,1,0.56,1
torchinferno,few_shot,29,1652.46,0.00,1785.45,1,0.56,1
torchinferno,few_shot,30,1646.77,0.00,1787.58,1,0.56,1
torchinferno,few_shot,31,1640.34,0.00,1791.01,1,0.56,1
torchinferno,few_shot,32,1651.15,0.00,1799.59,1,0.56,1
torchinferno,few_shot,33,1635.83,158.64,1794.47,2,1.11,1
torchinferno,few_shot,34,1640.36,166.98,1807.34,2,1.11,1
torchinferno,few_shot,35,1649.45,156.65,1806.10,2,1.11,1
torchinferno,few_shot,36,1658.10,156.51,1814.62,2,1.10,1
torchinferno,few_shot,37,1636.74,159.96,1796.69,2,1.11,1
torchinferno,few_shot,38,1640.52,163.04,1803.56,2,1.11,1
torchinferno,few_shot,39,1631.76,168.42,1800.18,2,1.11,1
torchinferno,few_shot,40,1643.44,173.35,1816.79,2,1.10,1
torchinferno,few_shot,41,1644.35,174.17,1818.52,2,1.10,1
torchinferno,few_shot,42,1643.68,162.13,1805.81,2,1.11,1
torchinferno,few_shot,43,1646.65,176.45,1823.10,2,1.10,1
torchinferno,few_shot,44,1635.54,177.81,1813.35,2,1.10,1
torchinferno,few_shot,45,1641.37,183.22,1824.59,2,1.10,1
