model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-08T01:02:15.298288+00:00

Build Times
provider,build_time_s
torchinferno,43.5
vllm,192.7
sglang,174.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,122.18,135.08,vllm
ttft_p99_ms,,248.17,584.68,vllm
tpot_median_ms,,45.22,80.91,vllm
tpot_p99_ms,,137.15,666.68,vllm
e2e_median_ms,,157.83,214.49,vllm
e2e_p99_ms,,314.11,747.92,vllm
throughput_median_tps,,8.65,5.70,vllm
total_output_tokens,,1461,1461,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,126.43,208.64,vllm
ttft_p99_ms,,342.62,69222.32,vllm
tpot_median_ms,,0.00,0.00,
tpot_p99_ms,,0.00,0.00,
e2e_median_ms,,148.77,356.89,vllm
e2e_p99_ms,,359.91,69338.24,vllm
throughput_median_tps,,6.72,2.80,vllm
total_output_tokens,,1000,1000,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,
unique_final_answers,,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,150.25,164.58,vllm
ttft_p99_ms,,432.43,592.44,vllm
tpot_median_ms,,43.67,102.11,vllm
tpot_p99_ms,,184.39,1038.80,vllm
e2e_median_ms,,196.61,276.93,vllm
e2e_p99_ms,,485.25,1041.79,vllm
throughput_median_tps,,6.88,4.67,vllm
total_output_tokens,,1450,1450,
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,
ttft_first_turn_ms,,143.68,94.68,sglang
ttft_last_turn_ms,,157.52,200.17,vllm
ttft_growth_ratio,,1.10,2.11,vllm
ttft_first_turn_median_ms,,130.19,58.99,sglang
ttft_first_turn_p99_ms,,417.58,247.03,sglang
ttft_last_turn_median_ms,,151.35,192.86,vllm
ttft_last_turn_p99_ms,,402.80,300.91,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,32.58,47.76,vllm
ttft_p99_ms,,44.56,363.54,vllm
tpot_median_ms,,21.74,391.83,vllm
tpot_p99_ms,,29.67,1082.94,vllm
e2e_median_ms,,47.95,422.31,vllm
e2e_p99_ms,,109.41,1096.45,vllm
throughput_median_tps,,25.68,3.42,vllm
total_output_tokens,,1468,1460,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,78.58,71.59,sglang
ttft_p99_ms,,1023.90,485.46,sglang
tpot_median_ms,,14.82,22.12,vllm
tpot_p99_ms,,44.91,113.58,vllm
e2e_median_ms,,615.97,927.81,vllm
e2e_p99_ms,,1669.71,1939.26,vllm
throughput_median_tps,,58.58,41.04,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
vllm,few_shot,0,0,58.37,24.99,83.37,2,23.99,1,,,,,,,0,,,
vllm,few_shot,1,1,59.36,0.00,70.80,1,14.13,1,,,,,,,1,,,
vllm,few_shot,2,2,36.23,25.93,62.16,2,32.18,1,,,,,,,2,,,
vllm,few_shot,4,3,39.98,0.00,54.64,1,18.30,1,,,,,,,4,,,
vllm,few_shot,64,4,38.43,0.00,55.19,1,18.12,1,,,,,,,64,,,
vllm,few_shot,3,5,43.73,33.61,77.34,2,25.86,1,,,,,,,3,,,
vllm,few_shot,65,6,43.59,0.00,58.05,1,17.23,1,,,,,,,65,,,
vllm,few_shot,66,7,43.32,0.00,57.99,1,17.24,1,,,,,,,66,,,
vllm,few_shot,5,8,49.52,0.00,64.75,1,15.44,1,,,,,,,5,,,
vllm,few_shot,7,9,44.08,0.00,61.91,1,16.15,1,,,,,,,7,,,
vllm,few_shot,6,10,45.71,36.45,82.16,2,24.34,1,,,,,,,6,,,
vllm,few_shot,68,11,43.66,0.00,63.90,1,15.65,1,,,,,,,68,,,
vllm,few_shot,67,12,45.84,0.00,68.44,1,14.61,1,,,,,,,67,,,
vllm,few_shot,69,13,42.96,0.00,65.89,1,15.18,1,,,,,,,69,,,
vllm,few_shot,8,14,47.38,0.00,64.01,1,15.62,1,,,,,,,8,,,
vllm,few_shot,72,15,55.11,0.00,66.95,1,14.94,1,,,,,,,72,,,
vllm,few_shot,71,16,53.65,0.00,69.20,1,14.45,1,,,,,,,71,,,
vllm,few_shot,9,17,45.79,0.00,60.21,1,16.61,1,,,,,,,9,,,
vllm,few_shot,70,18,52.00,33.63,85.63,2,23.36,1,,,,,,,70,,,
vllm,few_shot,10,19,40.46,0.00,62.17,1,16.08,1,,,,,,,10,,,
vllm,few_shot,74,20,55.82,0.00,68.02,1,14.70,1,,,,,,,74,,,
vllm,few_shot,76,21,50.78,0.00,64.79,1,15.44,1,,,,,,,76,,,
vllm,few_shot,11,22,46.27,0.00,60.63,1,16.49,1,,,,,,,11,,,
vllm,few_shot,73,23,54.73,32.33,87.06,2,22.97,1,,,,,,,73,,,
vllm,few_shot,75,24,50.83,34.09,84.92,2,23.55,1,,,,,,,75,,,
vllm,few_shot,77,25,51.03,31.79,82.81,2,24.15,1,,,,,,,77,,,
vllm,few_shot,82,26,47.41,0.00,60.80,1,16.45,1,,,,,,,82,,,
vllm,few_shot,78,27,46.42,30.70,77.11,2,25.94,1,,,,,,,78,,,
vllm,few_shot,80,28,50.79,0.00,65.15,1,15.35,1,,,,,,,80,,,
vllm,few_shot,12,29,58.40,0.00,72.47,1,13.80,1,,,,,,,12,,,
vllm,few_shot,81,30,50.68,0.00,66.30,1,15.08,1,,,,,,,81,,,
vllm,few_shot,13,31,41.17,24.92,66.10,2,30.26,1,,,,,,,13,,,
vllm,few_shot,79,32,53.51,27.81,81.31,2,24.60,1,,,,,,,79,,,
vllm,few_shot,85,33,42.61,0.00,57.46,1,17.40,1,,,,,,,85,,,
vllm,few_shot,86,34,41.22,0.00,58.11,1,17.21,1,,,,,,,86,,,
vllm,few_shot,14,35,40.93,27.46,68.39,2,29.24,1,,,,,,,14,,,
