model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-15T03:07:48.740482+00:00

Build Times
provider,build_time_s
torchinferno,46.4
vllm,354.4
sglang,197.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,140.86,73.37,77.66,vllm
ttft_p99_ms,701.00,165.00,473.81,vllm
tpot_median_ms,31.22,38.44,63.25,torchinferno
tpot_p99_ms,41.66,110.74,864.22,torchinferno
e2e_median_ms,164.86,102.30,131.93,vllm
e2e_p99_ms,715.17,214.37,960.09,vllm
throughput_median_tps,6.99,12.63,10.32,vllm
total_output_tokens,1460,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.26,68.67,129.94,torchinferno
ttft_p99_ms,250.84,278.32,69969.54,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,71.03,87.68,216.78,torchinferno
e2e_p99_ms,270.38,393.63,70026.78,torchinferno
throughput_median_tps,14.08,11.41,4.61,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,195.88,79.29,84.49,vllm
ttft_p99_ms,1020.28,163.29,502.85,vllm
tpot_median_ms,34.32,35.89,79.71,torchinferno
tpot_p99_ms,47.38,96.15,922.04,torchinferno
e2e_median_ms,223.70,106.68,152.37,vllm
e2e_p99_ms,1034.43,201.49,964.99,vllm
throughput_median_tps,5.04,12.53,8.80,vllm
total_output_tokens,1456,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,440.37,78.58,62.99,sglang
ttft_last_turn_ms,180.21,83.71,87.88,vllm
ttft_growth_ratio,0.41,1.07,1.40,torchinferno
ttft_first_turn_median_ms,239.91,74.83,61.69,sglang
ttft_first_turn_p99_ms,1099.82,154.23,102.90,sglang
ttft_last_turn_median_ms,185.75,77.68,87.83,vllm
ttft_last_turn_p99_ms,299.29,156.17,118.12,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.56,35.87,52.52,vllm
ttft_p99_ms,1033.71,88.52,353.70,vllm
tpot_median_ms,34.95,23.52,397.32,vllm
tpot_p99_ms,73.51,37.11,1087.49,vllm
e2e_median_ms,73.94,53.86,446.98,vllm
e2e_p99_ms,1067.12,127.73,1236.04,vllm
throughput_median_tps,19.78,23.66,3.25,vllm
total_output_tokens,1469,1466,1451,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,193.48,46.03,52.05,vllm
ttft_p99_ms,451.52,64.18,106.33,vllm
tpot_median_ms,19.66,15.28,24.50,vllm
tpot_p99_ms,26.54,17.83,87.30,vllm
e2e_median_ms,873.94,569.23,954.78,vllm
e2e_p99_ms,1576.50,1041.09,1708.05,vllm
throughput_median_tps,40.52,61.70,39.45,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,760.32,0.00,772.37,1,1.29,1,,,,,,,1,,,
torchinferno,few_shot,0,1,777.72,24.00,801.72,2,2.49,1,,,,,,,0,,,
torchinferno,few_shot,5,2,768.95,0.00,782.02,1,1.28,1,,,,,,,5,,,
torchinferno,few_shot,9,3,701.00,0.00,715.17,1,1.40,1,,,,,,,9,,,
torchinferno,few_shot,29,4,363.84,0.00,377.36,1,2.65,1,,,,,,,29,,,
torchinferno,few_shot,31,5,329.36,0.00,343.40,1,2.91,1,,,,,,,31,,,
torchinferno,few_shot,12,6,648.60,0.00,666.18,1,1.50,1,,,,,,,12,,,
torchinferno,few_shot,8,7,718.91,0.00,734.36,1,1.36,1,,,,,,,8,,,
torchinferno,few_shot,11,8,665.87,0.00,684.14,1,1.46,1,,,,,,,11,,,
torchinferno,few_shot,25,9,430.05,0.00,447.15,1,2.24,1,,,,,,,25,,,
torchinferno,few_shot,4,10,785.45,0.00,804.33,1,1.24,1,,,,,,,4,,,
torchinferno,few_shot,10,11,685.16,0.00,702.85,1,1.42,1,,,,,,,10,,,
torchinferno,few_shot,24,12,447.37,0.00,466.44,1,2.14,1,,,,,,,24,,,
torchinferno,few_shot,26,13,414.33,0.00,432.80,1,2.31,1,,,,,,,26,,,
torchinferno,few_shot,17,14,567.19,0.00,585.65,1,1.71,1,,,,,,,17,,,
torchinferno,few_shot,7,15,733.41,0.00,758.84,1,1.32,1,,,,,,,7,,,
torchinferno,few_shot,28,16,380.93,0.00,404.21,1,2.47,1,,,,,,,28,,,
torchinferno,few_shot,21,17,499.35,25.34,524.68,2,3.81,1,,,,,,,21,,,
torchinferno,few_shot,6,18,750.03,29.28,779.31,2,2.57,1,,,,,,,6,,,
torchinferno,few_shot,20,19,513.82,28.69,542.51,2,3.69,1,,,,,,,20,,,
torchinferno,few_shot,3,20,801.04,30.50,831.55,2,2.41,1,,,,,,,3,,,
torchinferno,few_shot,27,21,395.39,29.68,425.07,2,4.71,1,,,,,,,27,,,
torchinferno,few_shot,18,22,549.69,28.60,578.29,2,3.46,1,,,,,,,18,,,
torchinferno,few_shot,15,23,599.86,29.65,629.50,2,3.18,1,,,,,,,15,,,
torchinferno,few_shot,32,24,312.89,28.81,341.70,2,5.85,1,,,,,,,32,,,
torchinferno,few_shot,19,25,530.53,32.55,563.08,2,3.55,1,,,,,,,19,,,
torchinferno,few_shot,33,26,295.41,31.04,326.45,2,6.13,1,,,,,,,33,,,
torchinferno,few_shot,23,27,463.92,32.45,496.37,2,4.03,1,,,,,,,23,,,
torchinferno,few_shot,14,28,614.83,34.37,649.19,2,3.08,1,,,,,,,14,,,
torchinferno,few_shot,30,29,346.19,33.05,379.24,2,5.27,1,,,,,,,30,,,
torchinferno,few_shot,13,30,635.12,32.11,667.23,2,3.00,1,,,,,,,13,,,
torchinferno,few_shot,22,31,480.48,34.93,515.40,2,3.88,1,,,,,,,22,,,
torchinferno,few_shot,16,32,583.04,34.58,617.62,2,3.24,1,,,,,,,16,,,
torchinferno,few_shot,2,33,819.33,37.58,856.90,2,2.33,1,,,,,,,2,,,
torchinferno,few_shot,38,34,294.38,0.00,306.93,1,3.26,1,,,,,,,38,,,
torchinferno,few_shot,46,35,161.66,0.00,173.15,1,5.78,1,,,,,,,46,,,
torchinferno,few_shot,65,36,135.66,0.00,150.63,1,6.64,1,,,,,,,65,,,
torchinferno,few_shot,72,37,66.86,0.00,81.44,1,12.28,1,,,,,,,72,,,
torchinferno,few_shot,34,38,361.93,0.00,376.39,1,2.66,1,,,,,,,34,,,
torchinferno,few_shot,68,39,67.15,0.00,84.45,1,11.84,1,,,,,,,68,,,
torchinferno,few_shot,66,40,69.78,0.00,86.38,1,11.58,1,,,,,,,66,,,
torchinferno,few_shot,42,41,227.57,0.00,243.40,1,4.11,1,,,,,,,42,,,
torchinferno,few_shot,37,42,310.73,0.00,328.06,1,3.05,1,,,,,,,37,,,
torchinferno,few_shot,74,43,65.70,0.00,82.95,1,12.06,1,,,,,,,74,,,
torchinferno,few_shot,76,44,66.27,0.00,82.54,1,12.12,1,,,,,,,76,,,
torchinferno,few_shot,48,45,127.09,0.00,144.90,1,6.90,1,,,,,,,48,,,
torchinferno,few_shot,64,46,148.62,0.00,167.82,1,5.96,1,,,,,,,64,,,
torchinferno,few_shot,71,47,68.98,0.00,87.48,1,11.43,1,,,,,,,71,,,
torchinferno,few_shot,47,48,143.50,0.00,163.21,1,6.13,1,,,,,,,47,,,
torchinferno,few_shot,35,49,346.18,0.00,366.22,1,2.73,1,,,,,,,35,,,
torchinferno,few_shot,41,50,243.63,0.00,265.99,1,3.76,1,,,,,,,41,,,
torchinferno,few_shot,43,51,211.11,0.00,233.13,1,4.29,1,,,,,,,43,,,
torchinferno,few_shot,69,52,67.19,0.00,92.45,1,10.82,1,,,,,,,69,,,
torchinferno,few_shot,67,53,68.96,0.00,94.33,1,10.60,1,,,,,,,67,,,
torchinferno,few_shot,39,54,276.02,0.00,304.81,1,3.28,1,,,,,,,39,,,
torchinferno,few_shot,50,55,92.97,28.44,121.41,2,16.47,1,,,,,,,50,,,
torchinferno,few_shot,73,56,68.26,27.51,95.77,2,20.88,1,,,,,,,73,,,
torchinferno,few_shot,70,57,67.03,30.54,97.56,2,20.50,1,,,,,,,70,,,
torchinferno,few_shot,40,58,259.01,32.64,291.64,2,6.86,1,,,,,,,40,,,
torchinferno,few_shot,49,59,110.72,30.19,140.91,2,14.19,1,,,,,,,49,,,
torchinferno,few_shot,51,60,77.53,30.48,108.01,2,18.52,1,,,,,,,51,,,
torchinferno,few_shot,79,61,59.49,33.15,92.63,2,21.59,1,,,,,,,79,,,
torchinferno,few_shot,45,62,175.29,35.26,210.55,2,9.50,1,,,,,,,45,,,
torchinferno,few_shot,36,63,326.49,37.58,364.07,2,5.49,1,,,,,,,36,,,
torchinferno,few_shot,78,64,65.44,35.22,100.66,2,19.87,1,,,,,,,78,,,
torchinferno,few_shot,44,65,192.75,40.69,233.44,2,8.57,1,,,,,,,44,,,
torchinferno,few_shot,80,66,139.64,0.00,152.33,1,6.56,1,,,,,,,80,,,
torchinferno,few_shot,92,67,131.43,0.00,145.04,1,6.89,1,,,,,,,92,,,
torchinferno,few_shot,90,68,133.50,0.00,146.55,1,6.82,1,,,,,,,90,,,
torchinferno,few_shot,97,69,128.71,0.00,142.21,1,7.03,1,,,,,,,97,,,
torchinferno,few_shot,106,70,65.60,0.00,78.90,1,12.67,1,,,,,,,106,,,
torchinferno,few_shot,85,71,134.62,0.00,151.34,1,6.61,1,,,,,,,85,,,
torchinferno,few_shot,102,72,66.04,0.00,81.96,1,12.20,1,,,,,,,102,,,
torchinferno,few_shot,105,73,64.41,0.00,80.85,1,12.37,1,,,,,,,105,,,
torchinferno,few_shot,82,74,137.86,0.00,154.28,1,6.48,1,,,,,,,82,,,
torchinferno,few_shot,96,75,131.00,0.00,146.84,1,6.81,1,,,,,,,96,,,
torchinferno,few_shot,100,76,68.28,0.00,84.78,1,11.80,1,,,,,,,100,,,
torchinferno,few_shot,101,77,67.74,0.00,84.84,1,11.79,1,,,,,,,101,,,
torchinferno,few_shot,89,78,132.70,0.00,152.20,1,6.57,1,,,,,,,89,,,
torchinferno,few_shot,81,79,138.09,0.00,157.33,1,6.36,1,,,,,,,81,,,
torchinferno,few_shot,88,80,134.91,0.00,154.19,1,6.49,1,,,,,,,88,,,
torchinferno,few_shot,95,81,129.39,0.00,151.03,1,6.62,1,,,,,,,95,,,
torchinferno,few_shot,87,82,133.48,0.00,156.21,1,6.40,1,,,,,,,87,,,
torchinferno,few_shot,86,83,134.75,0.00,157.18,1,6.36,1,,,,,,,86,,,
torchinferno,few_shot,112,84,60.88,0.00,85.06,1,11.76,1,,,,,,,112,,,
torchinferno,few_shot,83,85,138.68,27.70,166.39,2,12.02,1,,,,,,,83,,,
torchinferno,few_shot,99,86,66.93,30.40,97.33,2,20.55,1,,,,,,,99,,,
torchinferno,few_shot,75,87,144.66,31.89,176.55,2,11.33,1,,,,,,,75,,,
torchinferno,few_shot,94,88,131.31,31.03,162.34,2,12.32,1,,,,,,,94,,,
torchinferno,few_shot,104,89,66.19,30.94,97.12,2,20.59,1,,,,,,,104,,,
torchinferno,few_shot,93,90,132.30,31.73,164.03,2,12.19,1,,,,,,,93,,,
torchinferno,few_shot,77,91,143.86,34.31,178.17,2,11.22,1,,,,,,,77,,,
torchinferno,few_shot,91,92,131.36,34.97,166.33,2,12.02,1,,,,,,,91,,,
torchinferno,few_shot,54,93,91.45,33.71,125.17,2,15.98,1,,,,,,,54,,,
torchinferno,few_shot,84,94,138.20,34.27,172.46,2,11.60,1,,,,,,,84,,,
torchinferno,few_shot,55,95,73.50,0.00,110.08,1,9.08,1,,,,,,,55,,,
torchinferno,few_shot,52,96,125.36,37.02,162.38,2,12.32,1,,,,,,,52,,,
torchinferno,few_shot,53,97,108.90,0.00,145.95,1,6.85,1,,,,,,,53,,,
torchinferno,few_shot,98,98,150.30,0.00,162.62,1,6.15,1,,,,,,,98,,,
torchinferno,few_shot,131,99,68.91,0.00,82.38,1,12.14,1,,,,,,,131,,,
torchinferno,few_shot,115,100,140.79,0.00,154.39,1,6.48,1,,,,,,,115,,,
torchinferno,few_shot,122,101,130.81,0.00,146.73,1,6.82,1,,,,,,,122,,,
torchinferno,few_shot,123,102,132.10,0.00,146.84,1,6.81,1,,,,,,,123,,,
torchinferno,few_shot,57,103,101.29,0.00,118.78,1,8.42,1,,,,,,,57,,,
torchinferno,few_shot,129,104,124.16,0.00,139.77,1,7.15,1,,,,,,,129,,,
torchinferno,few_shot,142,105,63.58,0.00,80.45,1,12.43,1,,,,,,,142,,,
torchinferno,few_shot,109,106,142.45,0.00,162.27,1,6.16,1,,,,,,,109,,,
torchinferno,few_shot,134,107,67.31,0.00,85.61,1,11.68,1,,,,,,,134,,,
torchinferno,few_shot,58,108,87.24,0.00,105.09,1,9.52,1,,,,,,,58,,,
torchinferno,few_shot,117,109,138.39,0.00,158.41,1,6.31,1,,,,,,,117,,,
torchinferno,few_shot,110,110,141.36,0.00,164.95,1,6.06,1,,,,,,,110,,,
torchinferno,few_shot,119,111,132.87,0.00,157.88,1,6.33,1,,,,,,,119,,,
torchinferno,few_shot,120,112,133.54,26.09,159.63,2,12.53,1,,,,,,,120,,,
torchinferno,few_shot,113,113,141.25,0.00,168.17,1,5.95,1,,,,,,,113,,,
torchinferno,few_shot,103,114,147.43,27.36,174.79,2,11.44,1,,,,,,,103,,,
torchinferno,few_shot,139,115,63.87,28.46,92.33,2,21.66,1,,,,,,,139,,,
torchinferno,few_shot,114,116,138.96,30.19,169.15,2,11.82,1,,,,,,,114,,,
torchinferno,few_shot,118,117,134.96,29.47,164.43,2,12.16,1,,,,,,,118,,,
torchinferno,few_shot,124,118,131.70,28.57,160.28,2,12.48,1,,,,,,,124,,,
torchinferno,few_shot,107,119,146.55,29.44,175.99,2,11.36,1,,,,,,,107,,,
torchinferno,few_shot,125,120,128.62,32.58,161.20,2,12.41,1,,,,,,,125,,,
torchinferno,few_shot,108,121,143.36,33.55,176.91,2,11.31,1,,,,,,,108,,,
torchinferno,few_shot,56,122,126.92,33.31,160.23,2,12.48,1,,,,,,,56,,,
torchinferno,few_shot,126,123,128.02,34.33,162.34,2,12.32,1,,,,,,,126,,,
torchinferno,few_shot,128,124,127.06,32.67,159.72,2,12.52,1,,,,,,,128,,,
torchinferno,few_shot,127,125,126.57,0.00,162.70,1,6.15,1,,,,,,,127,,,
torchinferno,few_shot,121,126,133.70,36.13,169.84,2,11.78,1,,,,,,,121,,,
torchinferno,few_shot,132,127,69.25,36.40,105.65,2,18.93,1,,,,,,,132,,,
torchinferno,few_shot,111,128,141.64,39.35,180.99,2,11.05,1,,,,,,,111,,,
torchinferno,few_shot,116,129,138.57,40.79,179.36,2,11.15,1,,,,,,,116,,,
torchinferno,few_shot,138,130,145.63,0.00,157.82,1,6.34,1,,,,,,,138,,,
torchinferno,few_shot,157,131,128.53,0.00,140.31,1,7.13,1,,,,,,,157,,,
torchinferno,few_shot,165,132,64.74,0.00,79.04,1,12.65,1,,,,,,,165,,,
torchinferno,few_shot,153,133,129.41,0.00,144.32,1,6.93,1,,,,,,,153,,,
torchinferno,few_shot,162,134,68.62,0.00,82.64,1,12.10,1,,,,,,,162,,,
torchinferno,few_shot,145,135,141.89,0.00,157.01,1,6.37,1,,,,,,,145,,,
torchinferno,few_shot,130,136,151.39,0.00,165.80,1,6.03,1,,,,,,,130,,,
torchinferno,few_shot,160,137,125.49,0.00,141.15,1,7.08,1,,,,,,,160,,,
torchinferno,few_shot,158,138,127.75,0.00,143.97,1,6.95,1,,,,,,,158,,,
torchinferno,few_shot,60,139,102.83,0.00,120.74,1,8.28,1,,,,,,,60,,,
torchinferno,few_shot,148,140,137.19,0.00,157.32,1,6.36,1,,,,,,,148,,,
torchinferno,few_shot,156,141,127.43,0.00,148.59,1,6.73,1,,,,,,,156,,,
torchinferno,few_shot,159,142,125.20,0.00,146.93,1,6.81,1,,,,,,,159,,,
torchinferno,few_shot,133,143,148.16,0.00,170.13,1,5.88,1,,,,,,,133,,,
torchinferno,few_shot,137,144,144.28,0.00,172.33,1,5.80,1,,,,,,,137,,,
torchinferno,few_shot,149,145,131.80,27.98,159.79,2,12.52,1,,,,,,,149,,,
torchinferno,few_shot,140,146,144.76,27.10,171.86,2,11.64,1,,,,,,,140,,,
torchinferno,few_shot,154,147,130.24,27.34,157.59,2,12.69,1,,,,,,,154,,,
torchinferno,few_shot,151,148,130.89,29.41,160.30,2,12.48,1,,,,,,,151,,,
torchinferno,few_shot,135,149,147.96,27.83,175.80,2,11.38,1,,,,,,,135,,,
torchinferno,few_shot,141,150,142.39,31.26,173.65,2,11.52,1,,,,,,,141,,,
torchinferno,few_shot,143,151,143.61,29.57,173.18,2,11.55,1,,,,,,,143,,,
torchinferno,few_shot,161,152,122.89,31.52,154.41,2,12.95,1,,,,,,,161,,,
torchinferno,few_shot,59,153,120.00,31.69,151.69,2,13.18,1,,,,,,,59,,,
torchinferno,few_shot,61,154,87.11,30.55,117.67,2,17.00,1,,,,,,,61,,,
torchinferno,few_shot,146,155,141.44,32.45,173.89,2,11.50,1,,,,,,,146,,,
torchinferno,few_shot,136,156,145.07,0.00,180.50,1,5.54,1,,,,,,,136,,,
torchinferno,few_shot,152,157,131.85,34.02,165.87,2,12.06,1,,,,,,,152,,,
torchinferno,few_shot,155,158,129.06,37.07,166.13,2,12.04,1,,,,,,,155,,,
torchinferno,few_shot,150,159,133.43,36.59,170.02,2,11.76,1,,,,,,,150,,,
torchinferno,few_shot,144,160,141.55,38.84,180.38,2,11.09,1,,,,,,,144,,,
torchinferno,few_shot,147,161,138.40,21.01,180.42,3,16.63,0,,,,,,,147,,,
torchinferno,few_shot,166,162,153.15,0.00,167.06,1,5.99,1,,,,,,,166,,,
torchinferno,few_shot,183,163,140.86,0.00,153.15,1,6.53,1,,,,,,,183,,,
torchinferno,few_shot,191,164,131.90,0.00,146.65,1,6.82,1,,,,,,,191,,,
torchinferno,few_shot,169,165,154.14,0.00,168.39,1,5.94,1,,,,,,,169,,,
torchinferno,few_shot,178,166,143.07,0.00,159.67,1,6.26,1,,,,,,,178,,,
torchinferno,few_shot,170,167,150.88,0.00,169.52,1,5.90,1,,,,,,,170,,,
torchinferno,few_shot,176,168,143.84,0.00,162.29,1,6.16,1,,,,,,,176,,,
torchinferno,few_shot,189,169,135.99,0.00,153.32,1,6.52,1,,,,,,,189,,,
torchinferno,few_shot,192,170,133.74,0.00,151.49,1,6.60,1,,,,,,,192,,,
torchinferno,few_shot,179,171,144.30,0.00,162.26,1,6.16,1,,,,,,,179,,,
torchinferno,few_shot,171,172,153.26,0.00,171.85,1,5.82,1,,,,,,,171,,,
torchinferno,few_shot,163,173,157.20,0.00,177.41,1,5.64,1,,,,,,,163,,,
torchinferno,few_shot,185,174,139.06,0.00,161.25,1,6.20,1,,,,,,,185,,,
