model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-05T19:01:56.414400

Build Times
provider,build_time_s
torchinferno,377.8
vllm,1372.1
sglang,211.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,150.88,144.12,sglang
ttft_p99_ms,,988.31,6563.19,vllm
tpot_median_ms,,59.04,75.43,vllm
tpot_p99_ms,,144.89,404.39,vllm
e2e_median_ms,,208.86,215.52,vllm
e2e_p99_ms,,1053.15,6945.45,vllm
throughput_median_tps,,7.20,5.41,vllm
total_output_tokens,,1466,1460,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,180.44,200.26,vllm
ttft_p99_ms,,395.93,71602.15,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,201.52,330.34,vllm
e2e_p99_ms,,423.71,71743.85,vllm
throughput_median_tps,,4.96,3.03,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,180.94,167.44,sglang
ttft_p99_ms,,342.43,1003.65,vllm
tpot_median_ms,,60.76,102.39,vllm
tpot_p99_ms,,212.13,236.83,vllm
e2e_median_ms,,234.15,266.69,vllm
e2e_p99_ms,,464.21,1094.29,vllm
throughput_median_tps,,6.02,4.95,vllm
total_output_tokens,,1450,1448,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,146.03,117.44,sglang
ttft_last_turn_ms,,185.25,199.07,vllm
ttft_growth_ratio,,1.27,1.70,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,59.67,83.98,vllm
ttft_p99_ms,,3771.50,946.99,sglang
tpot_median_ms,,28.99,51.67,vllm
tpot_p99_ms,,1767.87,158.93,sglang
e2e_median_ms,,81.54,152.33,vllm
e2e_p99_ms,,3805.45,991.44,sglang
throughput_median_tps,,14.67,9.17,vllm
total_output_tokens,,1470,1466,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,75.15,75.84,vllm
ttft_p99_ms,,191.70,139.72,sglang
tpot_median_ms,,14.81,22.90,vllm
tpot_p99_ms,,20.39,29.36,vllm
e2e_median_ms,,606.44,859.79,vllm
e2e_p99_ms,,986.51,1656.28,vllm
throughput_median_tps,,58.55,40.68,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,862.52,0.00,862.96,1,1.16,1
vllm,few_shot,1,879.68,0.00,896.18,1,1.12,1
vllm,few_shot,2,879.65,0.00,897.80,1,1.11,1
vllm,few_shot,3,877.80,38.56,916.35,2,2.18,1
vllm,few_shot,4,900.89,0.00,927.92,1,1.08,1
vllm,few_shot,5,919.97,0.00,937.17,1,1.07,1
vllm,few_shot,6,899.81,42.67,942.48,2,2.12,1
vllm,few_shot,7,925.51,0.00,941.44,1,1.06,1
vllm,few_shot,8,914.07,0.00,940.26,1,1.06,1
vllm,few_shot,9,930.82,0.00,963.96,1,1.04,1
vllm,few_shot,10,943.05,0.00,974.50,1,1.03,1
vllm,few_shot,11,923.95,53.67,977.62,2,2.05,1
vllm,few_shot,12,915.25,59.74,974.99,2,2.05,1
vllm,few_shot,13,932.64,0.00,972.17,1,1.03,1
vllm,few_shot,14,917.78,58.36,976.14,2,2.05,1
vllm,few_shot,15,917.60,58.56,976.16,2,2.05,1
vllm,few_shot,16,942.84,0.00,980.89,1,1.02,1
vllm,few_shot,17,936.28,0.00,977.12,1,1.02,1
vllm,few_shot,18,937.62,0.00,983.66,1,1.02,1
vllm,few_shot,19,942.74,57.66,1000.39,2,2.00,1
vllm,few_shot,20,942.98,63.85,1006.82,2,1.99,1
vllm,few_shot,21,975.64,0.00,995.94,1,1.00,1
vllm,few_shot,22,968.05,0.00,999.56,1,1.00,1
vllm,few_shot,23,932.90,72.10,1005.00,2,1.99,1
vllm,few_shot,24,933.55,74.34,1007.88,2,1.98,1
vllm,few_shot,25,966.36,0.00,1004.34,1,1.00,1
vllm,few_shot,26,961.73,0.00,1002.49,1,1.00,1
vllm,few_shot,27,966.80,0.00,1004.28,1,1.00,1
vllm,few_shot,28,135.30,0.00,150.20,1,6.66,1
vllm,few_shot,29,956.33,0.00,1008.15,1,0.99,1
vllm,few_shot,30,932.29,80.26,1012.55,2,1.98,1
vllm,few_shot,31,108.37,0.00,121.97,1,8.20,1
vllm,few_shot,32,957.77,0.00,1012.41,1,0.99,1
vllm,few_shot,33,1005.30,0.00,1010.57,1,0.99,1
vllm,few_shot,34,995.64,0.00,1013.45,1,0.99,1
vllm,few_shot,35,965.95,0.00,1017.28,1,0.98,1
vllm,few_shot,36,956.84,0.00,1018.74,1,0.98,1
vllm,few_shot,37,82.62,0.00,105.07,1,9.52,1
vllm,few_shot,38,86.17,0.00,91.07,1,10.98,1
vllm,few_shot,39,939.84,86.90,1026.74,2,1.95,1
vllm,few_shot,40,959.63,0.00,1023.60,1,0.98,1
vllm,few_shot,41,985.40,35.66,1021.06,2,1.96,1
vllm,few_shot,42,88.42,0.00,93.04,1,10.75,1
vllm,few_shot,43,937.33,93.79,1031.12,2,1.94,1
vllm,few_shot,44,1014.06,10.05,1024.11,2,1.95,1
