model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-11T13:22:52.431797+00:00

Build Times
provider,build_time_s
torchinferno,40.7
vllm,303.6
sglang,209.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,139.57,71.08,79.79,vllm
ttft_p99_ms,728.65,116.81,513.36,vllm
tpot_median_ms,33.15,34.58,64.40,torchinferno
tpot_p99_ms,47.52,60.83,837.07,torchinferno
e2e_median_ms,165.31,95.33,135.55,vllm
e2e_p99_ms,753.05,160.29,943.12,vllm
throughput_median_tps,7.16,14.09,10.08,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,25.70,65.99,122.22,torchinferno
ttft_p99_ms,162.99,333.16,69964.52,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,26.42,81.65,208.46,torchinferno
e2e_p99_ms,163.05,437.63,70412.68,torchinferno
throughput_median_tps,37.85,12.25,4.80,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,189.61,90.57,84.41,sglang
ttft_p99_ms,1013.66,152.59,561.78,vllm
tpot_median_ms,35.43,54.93,67.44,torchinferno
tpot_p99_ms,48.09,82.68,980.87,torchinferno
e2e_median_ms,218.21,126.40,141.32,vllm
e2e_p99_ms,1028.65,221.32,983.06,vllm
throughput_median_tps,5.19,11.00,9.06,vllm
total_output_tokens,1454,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,432.53,86.93,67.60,sglang
ttft_last_turn_ms,170.65,91.32,87.17,sglang
ttft_growth_ratio,0.39,1.05,1.29,torchinferno
ttft_first_turn_median_ms,245.00,75.10,68.26,sglang
ttft_first_turn_p99_ms,1093.75,149.48,102.84,sglang
ttft_last_turn_median_ms,185.36,92.55,84.08,sglang
ttft_last_turn_p99_ms,205.94,151.69,129.62,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.90,32.39,52.78,vllm
ttft_p99_ms,867.53,102.38,380.79,vllm
tpot_median_ms,35.06,21.58,397.78,vllm
tpot_p99_ms,84.06,36.69,1162.79,vllm
e2e_median_ms,75.09,48.02,464.86,vllm
e2e_p99_ms,927.48,136.07,1128.31,vllm
throughput_median_tps,19.27,26.31,3.09,vllm
total_output_tokens,1464,1464,1474,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.96,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,187.66,43.93,51.69,vllm
ttft_p99_ms,450.01,62.60,68.22,vllm
tpot_median_ms,19.03,14.68,25.11,vllm
tpot_p99_ms,25.26,15.64,101.70,vllm
e2e_median_ms,873.38,556.50,994.83,vllm
e2e_p99_ms,1528.30,984.22,1750.64,vllm
throughput_median_tps,40.99,63.37,38.52,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,785.31,0.00,797.33,1,1.25,1,,,,,,,1,,,
torchinferno,few_shot,0,1,802.62,23.86,826.48,2,2.42,1,,,,,,,0,,,
torchinferno,few_shot,8,2,743.07,0.00,758.10,1,1.32,1,,,,,,,8,,,
torchinferno,few_shot,24,3,477.50,0.00,492.03,1,2.03,1,,,,,,,24,,,
torchinferno,few_shot,10,4,711.36,0.00,726.28,1,1.38,1,,,,,,,10,,,
torchinferno,few_shot,29,5,393.82,0.00,409.91,1,2.44,1,,,,,,,29,,,
torchinferno,few_shot,4,6,809.40,0.00,827.32,1,1.21,1,,,,,,,4,,,
torchinferno,few_shot,26,7,444.35,0.00,460.91,1,2.17,1,,,,,,,26,,,
torchinferno,few_shot,11,8,693.35,0.00,712.04,1,1.40,1,,,,,,,11,,,
torchinferno,few_shot,17,9,593.19,0.00,612.72,1,1.63,1,,,,,,,17,,,
torchinferno,few_shot,7,10,762.31,0.00,780.39,1,1.28,1,,,,,,,7,,,
torchinferno,few_shot,31,11,360.67,0.00,381.25,1,2.62,1,,,,,,,31,,,
torchinferno,few_shot,5,12,796.38,0.00,815.25,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,28,13,411.17,0.00,432.53,1,2.31,1,,,,,,,28,,,
torchinferno,few_shot,12,14,678.18,0.00,700.65,1,1.43,1,,,,,,,12,,,
torchinferno,few_shot,25,15,460.09,0.00,484.67,1,2.06,1,,,,,,,25,,,
torchinferno,few_shot,9,16,728.65,0.00,753.05,1,1.33,1,,,,,,,9,,,
torchinferno,few_shot,21,17,526.72,28.72,555.44,2,3.60,1,,,,,,,21,,,
torchinferno,few_shot,18,18,579.57,26.41,605.97,2,3.30,1,,,,,,,18,,,
torchinferno,few_shot,3,19,829.56,28.12,857.67,2,2.33,1,,,,,,,3,,,
torchinferno,few_shot,23,20,495.97,27.94,523.91,2,3.82,1,,,,,,,23,,,
torchinferno,few_shot,27,21,427.29,30.73,458.02,2,4.37,1,,,,,,,27,,,
torchinferno,few_shot,14,22,644.75,30.54,675.29,2,2.96,1,,,,,,,14,,,
torchinferno,few_shot,20,23,544.06,32.00,576.06,2,3.47,1,,,,,,,20,,,
torchinferno,few_shot,6,24,776.03,34.34,810.37,2,2.47,1,,,,,,,6,,,
torchinferno,few_shot,19,25,561.35,32.59,593.94,2,3.37,1,,,,,,,19,,,
torchinferno,few_shot,32,26,343.93,34.20,378.14,2,5.29,1,,,,,,,32,,,
torchinferno,few_shot,30,27,379.06,32.77,411.83,2,4.86,1,,,,,,,30,,,
torchinferno,few_shot,13,28,662.65,32.58,695.22,2,2.88,1,,,,,,,13,,,
torchinferno,few_shot,22,29,512.40,33.70,546.10,2,3.66,1,,,,,,,22,,,
torchinferno,few_shot,33,30,326.93,37.90,364.83,2,5.48,1,,,,,,,33,,,
torchinferno,few_shot,15,31,627.92,38.61,666.53,2,3.00,1,,,,,,,15,,,
torchinferno,few_shot,2,32,847.20,41.36,888.57,2,2.25,1,,,,,,,2,,,
torchinferno,few_shot,16,33,609.86,45.97,655.82,2,3.05,1,,,,,,,16,,,
torchinferno,few_shot,35,34,376.47,0.00,391.28,1,2.56,1,,,,,,,35,,,
torchinferno,few_shot,64,35,150.83,0.00,163.92,1,6.10,1,,,,,,,64,,,
torchinferno,few_shot,39,36,310.74,0.00,326.43,1,3.06,1,,,,,,,39,,,
torchinferno,few_shot,43,37,244.41,0.00,260.12,1,3.84,1,,,,,,,43,,,
torchinferno,few_shot,42,38,260.41,0.00,277.21,1,3.61,1,,,,,,,42,,,
torchinferno,few_shot,53,39,78.85,0.00,94.58,1,10.57,1,,,,,,,53,,,
torchinferno,few_shot,46,40,193.90,0.00,211.28,1,4.73,1,,,,,,,46,,,
torchinferno,few_shot,66,41,73.49,0.00,88.28,1,11.33,1,,,,,,,66,,,
torchinferno,few_shot,38,42,328.29,0.00,346.29,1,2.89,1,,,,,,,38,,,
torchinferno,few_shot,48,43,162.48,0.00,179.79,1,5.56,1,,,,,,,48,,,
torchinferno,few_shot,69,44,71.51,0.00,89.12,1,11.22,1,,,,,,,69,,,
torchinferno,few_shot,47,45,178.61,0.00,198.92,1,5.03,1,,,,,,,47,,,
torchinferno,few_shot,34,46,394.54,0.00,416.40,1,2.40,1,,,,,,,34,,,
torchinferno,few_shot,67,47,72.23,0.00,92.63,1,10.80,1,,,,,,,67,,,
torchinferno,few_shot,41,48,278.94,0.00,301.55,1,3.32,1,,,,,,,41,,,
torchinferno,few_shot,71,49,69.78,0.00,91.87,1,10.88,1,,,,,,,71,,,
torchinferno,few_shot,37,50,342.99,0.00,370.47,1,2.70,1,,,,,,,37,,,
torchinferno,few_shot,76,51,65.93,0.00,90.70,1,11.03,1,,,,,,,76,,,
torchinferno,few_shot,72,52,67.41,0.00,94.65,1,10.57,1,,,,,,,72,,,
torchinferno,few_shot,65,53,137.72,0.00,167.33,1,5.98,1,,,,,,,65,,,
torchinferno,few_shot,50,54,128.55,29.01,157.57,2,12.69,1,,,,,,,50,,,
torchinferno,few_shot,77,55,63.94,29.89,93.84,2,21.31,1,,,,,,,77,,,
torchinferno,few_shot,49,56,146.42,29.86,176.28,2,11.35,1,,,,,,,49,,,
torchinferno,few_shot,70,57,68.28,32.56,100.84,2,19.83,1,,,,,,,70,,,
torchinferno,few_shot,45,58,211.39,34.24,245.63,2,8.14,1,,,,,,,45,,,
torchinferno,few_shot,73,59,65.90,35.09,100.99,2,19.80,1,,,,,,,73,,,
torchinferno,few_shot,40,60,297.37,33.21,330.58,2,6.05,1,,,,,,,40,,,
torchinferno,few_shot,52,61,94.40,36.92,131.32,2,15.23,1,,,,,,,52,,,
torchinferno,few_shot,44,62,229.36,35.82,265.18,2,7.54,1,,,,,,,44,,,
torchinferno,few_shot,51,63,111.67,39.93,151.60,2,13.19,1,,,,,,,51,,,
torchinferno,few_shot,75,64,65.85,39.38,105.24,2,19.00,1,,,,,,,75,,,
torchinferno,few_shot,36,65,360.10,43.99,404.09,2,4.95,1,,,,,,,36,,,
torchinferno,few_shot,68,66,150.63,0.00,164.85,1,6.07,1,,,,,,,68,,,
torchinferno,few_shot,89,67,135.63,0.00,147.47,1,6.78,1,,,,,,,89,,,
torchinferno,few_shot,92,68,131.26,0.00,146.90,1,6.81,1,,,,,,,92,,,
torchinferno,few_shot,95,69,128.19,0.00,143.41,1,6.97,1,,,,,,,95,,,
torchinferno,few_shot,101,70,67.89,0.00,82.99,1,12.05,1,,,,,,,101,,,
torchinferno,few_shot,88,71,134.49,0.00,151.09,1,6.62,1,,,,,,,88,,,
torchinferno,few_shot,81,72,140.06,0.00,156.52,1,6.39,1,,,,,,,81,,,
torchinferno,few_shot,82,73,139.95,0.00,156.52,1,6.39,1,,,,,,,82,,,
torchinferno,few_shot,97,74,123.79,0.00,140.30,1,7.13,1,,,,,,,97,,,
torchinferno,few_shot,86,75,135.05,0.00,154.97,1,6.45,1,,,,,,,86,,,
torchinferno,few_shot,55,76,103.49,0.00,124.18,1,8.05,1,,,,,,,55,,,
torchinferno,few_shot,90,77,131.96,0.00,154.21,1,6.48,1,,,,,,,90,,,
torchinferno,few_shot,80,78,142.78,0.00,163.26,1,6.13,1,,,,,,,80,,,
torchinferno,few_shot,85,79,138.15,0.00,159.05,1,6.29,1,,,,,,,85,,,
torchinferno,few_shot,102,80,66.51,0.00,89.99,1,11.11,1,,,,,,,102,,,
torchinferno,few_shot,96,81,123.89,0.00,149.66,1,6.68,1,,,,,,,96,,,
torchinferno,few_shot,106,82,66.38,0.00,91.08,1,10.98,1,,,,,,,106,,,
torchinferno,few_shot,91,83,133.61,27.54,161.15,2,12.41,1,,,,,,,91,,,
torchinferno,few_shot,94,84,128.13,29.74,157.87,2,12.67,1,,,,,,,94,,,
torchinferno,few_shot,87,85,136.73,0.00,164.71,1,6.07,1,,,,,,,87,,,
torchinferno,few_shot,83,86,139.78,28.75,168.53,2,11.87,1,,,,,,,83,,,
torchinferno,few_shot,54,87,141.27,29.83,171.10,2,11.69,1,,,,,,,54,,,
torchinferno,few_shot,100,88,68.64,0.00,100.33,1,9.97,1,,,,,,,100,,,
torchinferno,few_shot,56,89,87.88,33.94,121.82,2,16.42,1,,,,,,,56,,,
torchinferno,few_shot,79,90,143.54,35.54,179.08,2,11.17,1,,,,,,,79,,,
torchinferno,few_shot,74,91,146.43,0.00,185.03,1,5.40,1,,,,,,,74,,,
torchinferno,few_shot,98,92,70.90,0.00,106.97,1,9.35,1,,,,,,,98,,,
torchinferno,few_shot,99,93,70.30,36.55,106.85,2,18.72,1,,,,,,,99,,,
torchinferno,few_shot,93,94,130.99,40.49,171.48,2,11.66,1,,,,,,,93,,,
torchinferno,few_shot,84,95,137.06,42.58,179.64,2,11.13,1,,,,,,,84,,,
torchinferno,few_shot,78,96,144.87,43.38,188.25,2,10.62,1,,,,,,,78,,,
torchinferno,few_shot,103,97,65.51,47.58,113.09,2,17.69,1,,,,,,,103,,,
torchinferno,few_shot,105,98,145.39,0.00,157.19,1,6.36,1,,,,,,,105,,,
torchinferno,few_shot,122,99,126.94,0.00,140.96,1,7.09,1,,,,,,,122,,,
torchinferno,few_shot,133,100,66.12,0.00,77.99,1,12.82,1,,,,,,,133,,,
torchinferno,few_shot,60,101,85.50,0.00,98.66,1,10.14,1,,,,,,,60,,,
torchinferno,few_shot,119,102,132.62,0.00,146.43,1,6.83,1,,,,,,,119,,,
torchinferno,few_shot,112,103,139.18,0.00,154.43,1,6.48,1,,,,,,,112,,,
torchinferno,few_shot,123,104,127.05,0.00,143.83,1,6.95,1,,,,,,,123,,,
torchinferno,few_shot,58,105,117.48,0.00,135.91,1,7.36,1,,,,,,,58,,,
torchinferno,few_shot,117,106,132.54,0.00,151.79,1,6.59,1,,,,,,,117,,,
torchinferno,few_shot,138,107,60.86,0.00,80.78,1,12.38,1,,,,,,,138,,,
torchinferno,few_shot,115,108,134.64,0.00,155.43,1,6.43,1,,,,,,,115,,,
torchinferno,few_shot,113,109,138.26,0.00,159.03,1,6.29,1,,,,,,,113,,,
torchinferno,few_shot,110,110,142.43,0.00,163.23,1,6.13,1,,,,,,,110,,,
torchinferno,few_shot,127,111,123.35,0.00,146.08,1,6.85,1,,,,,,,127,,,
torchinferno,few_shot,57,112,148.47,0.00,174.38,1,5.73,1,,,,,,,57,,,
torchinferno,few_shot,109,113,139.52,0.00,167.46,1,5.97,1,,,,,,,109,,,
torchinferno,few_shot,116,114,135.61,25.86,161.47,2,12.39,1,,,,,,,116,,,
torchinferno,few_shot,118,115,131.42,28.81,160.23,2,12.48,1,,,,,,,118,,,
torchinferno,few_shot,111,116,141.24,27.12,168.36,2,11.88,1,,,,,,,111,,,
torchinferno,few_shot,59,117,101.39,28.90,130.29,2,15.35,1,,,,,,,59,,,
torchinferno,few_shot,108,118,142.43,29.58,172.01,2,11.63,1,,,,,,,108,,,
torchinferno,few_shot,104,119,143.48,33.18,176.66,2,11.32,1,,,,,,,104,,,
torchinferno,few_shot,128,120,121.36,31.82,153.18,2,13.06,1,,,,,,,128,,,
torchinferno,few_shot,126,121,123.59,33.91,157.49,2,12.70,1,,,,,,,126,,,
torchinferno,few_shot,107,122,144.68,32.42,177.10,2,11.29,1,,,,,,,107,,,
torchinferno,few_shot,114,123,134.67,36.65,171.33,2,11.67,1,,,,,,,114,,,
torchinferno,few_shot,121,124,131.62,34.05,165.67,2,12.07,1,,,,,,,121,,,
torchinferno,few_shot,124,125,127.33,35.54,162.86,2,12.28,1,,,,,,,124,,,
torchinferno,few_shot,134,126,63.36,0.00,101.52,1,9.85,1,,,,,,,134,,,
torchinferno,few_shot,125,127,126.42,40.94,167.36,2,11.95,1,,,,,,,125,,,
