model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-04T19:02:15.738900+00:00

Build Times
provider,build_time_s
torchinferno,34.5
vllm,302.2
sglang,165.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,158.17,145.13,146.65,vllm
ttft_p99_ms,783.60,283.42,608.44,vllm
tpot_median_ms,46.78,47.80,75.76,torchinferno
tpot_p99_ms,131.45,160.70,152.68,torchinferno
e2e_median_ms,201.83,188.30,221.85,vllm
e2e_p99_ms,847.70,343.22,665.08,vllm
throughput_median_tps,5.84,7.39,5.46,vllm
total_output_tokens,1461,1460,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,172.76,216.63,225.74,torchinferno
ttft_p99_ms,492.84,477.04,69968.03,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,184.66,240.46,387.09,torchinferno
e2e_p99_ms,516.01,499.92,70083.66,vllm
throughput_median_tps,5.42,4.16,2.58,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,364.92,174.85,161.09,sglang
ttft_p99_ms,626.72,447.59,625.20,vllm
tpot_median_ms,61.88,46.43,113.08,vllm
tpot_p99_ms,114.76,192.72,263.81,torchinferno
e2e_median_ms,418.20,222.41,269.03,vllm
e2e_p99_ms,692.12,491.65,780.39,vllm
throughput_median_tps,3.31,6.25,4.97,vllm
total_output_tokens,1458,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,236.20,128.68,104.63,sglang
ttft_last_turn_ms,398.23,165.34,181.11,vllm
ttft_growth_ratio,1.69,1.28,1.73,vllm
ttft_first_turn_median_ms,234.54,117.51,89.34,sglang
ttft_first_turn_p99_ms,411.37,256.26,194.40,sglang
ttft_last_turn_median_ms,375.34,161.24,172.07,vllm
ttft_last_turn_p99_ms,558.94,341.07,305.27,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,134.30,62.86,74.07,vllm
ttft_p99_ms,385.35,3872.13,470.08,torchinferno
tpot_median_ms,40.37,30.45,57.22,vllm
tpot_p99_ms,106.89,188.70,141.26,torchinferno
e2e_median_ms,164.17,85.84,142.82,vllm
e2e_p99_ms,418.08,3914.62,518.89,torchinferno
throughput_median_tps,8.17,14.17,10.05,vllm
total_output_tokens,1479,1462,1462,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,243.07,79.24,76.62,sglang
ttft_p99_ms,671.52,179.03,409.00,vllm
tpot_median_ms,21.46,14.85,21.95,vllm
tpot_p99_ms,32.39,20.95,31.70,vllm
e2e_median_ms,995.44,625.50,831.07,vllm
e2e_p99_ms,1867.19,1023.79,1675.33,vllm
throughput_median_tps,35.35,58.03,41.99,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,8,0,705.51,0.00,714.15,1,1.40,1,,,,,,,8,,,
torchinferno,few_shot,17,1,698.76,0.00,707.17,1,1.41,1,,,,,,,17,,,
torchinferno,few_shot,7,2,711.12,0.00,717.55,1,1.39,1,,,,,,,7,,,
torchinferno,few_shot,12,3,702.24,0.00,719.62,1,1.39,1,,,,,,,12,,,
torchinferno,few_shot,9,4,710.05,0.00,723.01,1,1.38,1,,,,,,,9,,,
torchinferno,few_shot,11,5,708.91,0.00,724.17,1,1.38,1,,,,,,,11,,,
torchinferno,few_shot,10,6,708.06,0.00,726.68,1,1.38,1,,,,,,,10,,,
torchinferno,few_shot,5,7,709.65,0.00,730.03,1,1.37,1,,,,,,,5,,,
torchinferno,few_shot,4,8,706.03,0.00,731.95,1,1.37,1,,,,,,,4,,,
torchinferno,few_shot,16,9,699.36,24.67,724.02,2,2.76,1,,,,,,,16,,,
torchinferno,few_shot,15,10,707.30,24.63,731.93,2,2.73,1,,,,,,,15,,,
torchinferno,few_shot,21,11,700.90,25.01,725.91,2,2.76,1,,,,,,,21,,,
torchinferno,few_shot,0,12,711.07,30.48,741.54,2,2.70,1,,,,,,,0,,,
torchinferno,few_shot,3,13,711.40,29.93,741.33,2,2.70,1,,,,,,,3,,,
torchinferno,few_shot,1,14,709.30,0.00,743.17,1,1.35,1,,,,,,,1,,,
torchinferno,few_shot,14,15,705.97,33.40,739.36,2,2.71,1,,,,,,,14,,,
torchinferno,few_shot,20,16,694.20,38.57,732.77,2,2.73,1,,,,,,,20,,,
torchinferno,few_shot,18,17,702.29,33.08,735.37,2,2.72,1,,,,,,,18,,,
torchinferno,few_shot,6,18,705.85,42.26,748.11,2,2.67,1,,,,,,,6,,,
torchinferno,few_shot,2,19,709.58,42.38,751.95,2,2.66,1,,,,,,,2,,,
torchinferno,few_shot,19,20,696.83,43.96,740.79,2,2.70,1,,,,,,,19,,,
torchinferno,few_shot,13,21,707.66,42.28,749.95,2,2.67,1,,,,,,,13,,,
torchinferno,few_shot,23,22,697.24,45.85,743.09,2,2.69,1,,,,,,,23,,,
torchinferno,few_shot,28,23,775.56,0.00,790.21,1,1.27,1,,,,,,,28,,,
torchinferno,few_shot,37,24,778.36,0.00,790.84,1,1.26,1,,,,,,,37,,,
torchinferno,few_shot,48,25,770.91,0.00,790.57,1,1.26,1,,,,,,,48,,,
torchinferno,few_shot,31,26,783.60,0.00,797.67,1,1.25,1,,,,,,,31,,,
torchinferno,few_shot,34,27,774.94,0.00,799.35,1,1.25,1,,,,,,,34,,,
torchinferno,few_shot,39,28,773.99,0.00,799.26,1,1.25,1,,,,,,,39,,,
torchinferno,few_shot,29,29,781.22,0.00,803.41,1,1.24,1,,,,,,,29,,,
torchinferno,few_shot,26,30,780.36,0.00,806.72,1,1.24,1,,,,,,,26,,,
torchinferno,few_shot,42,31,774.92,0.00,804.00,1,1.24,1,,,,,,,42,,,
torchinferno,few_shot,43,32,775.96,0.00,805.16,1,1.24,1,,,,,,,43,,,
torchinferno,few_shot,44,33,774.75,31.51,806.26,2,2.48,1,,,,,,,44,,,
torchinferno,few_shot,55,34,770.79,0.00,802.73,1,1.25,1,,,,,,,55,,,
torchinferno,few_shot,41,35,780.49,0.00,811.14,1,1.23,1,,,,,,,41,,,
torchinferno,few_shot,35,36,776.05,0.00,814.49,1,1.23,1,,,,,,,35,,,
torchinferno,few_shot,54,37,771.96,37.24,809.20,2,2.47,1,,,,,,,54,,,
torchinferno,few_shot,25,38,782.40,0.00,820.24,1,1.22,1,,,,,,,25,,,
