model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-24T03:03:50.114665

Build Times
provider,build_time_s
torchinferno,351.2
vllm,1309.6
sglang,195.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,270.36,158.51,141.19,sglang
ttft_p99_ms,2214.22,258.78,6683.89,vllm
tpot_median_ms,155.31,54.42,77.66,vllm
tpot_p99_ms,210.17,143.75,7214.62,vllm
e2e_median_ms,366.41,210.94,213.41,vllm
e2e_p99_ms,2410.20,324.17,13864.11,vllm
throughput_median_tps,4.05,7.10,5.62,vllm
total_output_tokens,1464,1456,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,185.98,205.22,194.42,torchinferno
ttft_p99_ms,1807.12,462.75,70897.65,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,315.40,232.95,326.22,vllm
e2e_p99_ms,1858.91,488.14,71055.68,vllm
throughput_median_tps,3.17,4.29,3.07,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,649.67,173.49,154.03,sglang
ttft_p99_ms,1884.06,346.85,275.22,sglang
tpot_median_ms,99.91,63.39,105.29,vllm
tpot_p99_ms,578.88,205.71,592.39,vllm
e2e_median_ms,746.79,228.05,256.73,vllm
e2e_p99_ms,2123.62,426.64,741.32,vllm
throughput_median_tps,1.66,6.22,5.23,vllm
total_output_tokens,1450,1462,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,988.02,141.84,103.40,sglang
ttft_last_turn_ms,528.54,168.32,195.98,vllm
ttft_growth_ratio,0.53,1.19,1.90,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,312.00,57.61,73.73,vllm
ttft_p99_ms,968.54,143.72,461.95,vllm
tpot_median_ms,133.56,26.99,65.91,vllm
tpot_p99_ms,155.77,44.44,455.36,vllm
e2e_median_ms,411.73,77.90,144.90,vllm
e2e_p99_ms,1105.26,166.51,559.96,vllm
throughput_median_tps,3.05,15.71,9.59,vllm
total_output_tokens,1453,1472,1465,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.96,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,797.02,66.48,67.55,vllm
ttft_p99_ms,2684.97,114.58,112.21,sglang
tpot_median_ms,15.85,15.02,22.64,vllm
tpot_p99_ms,35.92,19.33,28.56,vllm
e2e_median_ms,1442.78,605.51,830.60,vllm
e2e_p99_ms,3397.57,999.54,1614.15,vllm
throughput_median_tps,24.99,59.48,41.65,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,751.02,0.00,1653.41,1,0.60,1
torchinferno,few_shot,1,2206.13,0.00,2295.92,1,0.44,1
torchinferno,few_shot,2,2207.38,0.00,2294.42,1,0.44,1
torchinferno,few_shot,3,2210.11,0.00,2294.49,1,0.44,1
torchinferno,few_shot,4,2203.73,0.00,2300.55,1,0.43,1
torchinferno,few_shot,5,2202.38,0.00,2294.43,1,0.44,1
torchinferno,few_shot,6,2209.35,0.00,2305.85,1,0.43,1
torchinferno,few_shot,7,2201.83,0.00,2300.79,1,0.43,1
torchinferno,few_shot,8,2220.18,0.00,2308.99,1,0.43,1
torchinferno,few_shot,9,2206.74,0.00,2304.89,1,0.43,1
torchinferno,few_shot,10,2207.73,0.00,2310.51,1,0.43,1
torchinferno,few_shot,11,2214.22,0.00,2308.49,1,0.43,1
torchinferno,few_shot,12,2204.87,0.00,2318.35,1,0.43,1
torchinferno,few_shot,13,2204.01,0.00,2316.20,1,0.43,1
torchinferno,few_shot,14,2210.23,0.00,2319.52,1,0.43,1
torchinferno,few_shot,15,2210.89,0.00,2316.41,1,0.43,1
torchinferno,few_shot,16,2204.55,0.00,2324.96,1,0.43,1
torchinferno,few_shot,17,2204.13,0.00,2323.26,1,0.43,1
torchinferno,few_shot,18,2204.04,0.00,2322.43,1,0.43,1
torchinferno,few_shot,19,2216.58,0.00,2323.48,1,0.43,1
torchinferno,few_shot,20,2211.85,0.00,2326.80,1,0.43,1
torchinferno,few_shot,21,2214.85,0.00,2326.45,1,0.43,1
torchinferno,few_shot,22,2206.71,0.00,2334.72,1,0.43,1
torchinferno,few_shot,23,2210.64,0.00,2327.23,1,0.43,1
torchinferno,few_shot,24,2209.28,0.00,2330.95,1,0.43,1
torchinferno,few_shot,25,2206.18,0.00,2334.34,1,0.43,1
torchinferno,few_shot,26,2210.73,0.00,2331.50,1,0.43,1
torchinferno,few_shot,27,2207.61,0.00,2339.32,1,0.43,1
torchinferno,few_shot,28,2205.57,0.00,2340.51,1,0.43,1
torchinferno,few_shot,29,562.04,0.00,690.21,1,1.45,1
torchinferno,few_shot,30,2215.75,0.00,2340.91,1,0.43,1
torchinferno,few_shot,31,2209.99,0.00,2344.80,1,0.43,1
torchinferno,few_shot,32,2211.45,0.00,2357.43,1,0.42,1
torchinferno,few_shot,33,2203.56,175.48,2379.04,2,0.84,1
torchinferno,few_shot,34,2214.22,167.67,2381.88,2,0.84,1
torchinferno,few_shot,35,2207.24,173.18,2380.42,2,0.84,1
torchinferno,few_shot,36,2209.04,173.10,2382.14,2,0.84,1
torchinferno,few_shot,37,2206.58,177.57,2384.14,2,0.84,1
torchinferno,few_shot,38,2199.82,181.85,2381.67,2,0.84,1
torchinferno,few_shot,39,2210.55,170.74,2381.29,2,0.84,1
torchinferno,few_shot,40,2209.57,173.00,2382.57,2,0.84,1
torchinferno,few_shot,41,2201.06,186.00,2387.06,2,0.84,1
torchinferno,few_shot,42,2208.92,177.29,2386.22,2,0.84,1
torchinferno,few_shot,43,2224.11,174.44,2398.55,2,0.83,1
torchinferno,few_shot,44,2212.13,182.68,2394.81,2,0.84,1
torchinferno,few_shot,45,2209.86,186.64,2396.50,2,0.83,1
torchinferno,few_shot,46,2209.03,188.66,2397.70,2,0.83,1
torchinferno,few_shot,47,2200.76,195.34,2396.10,2,0.83,1
torchinferno,few_shot,48,2213.57,188.39,2401.96,2,0.83,1
torchinferno,few_shot,49,2204.00,196.82,2400.82,2,0.83,1
torchinferno,few_shot,50,2205.40,193.34,2398.74,2,0.83,1
torchinferno,few_shot,51,2208.19,191.04,2399.23,2,0.83,1
torchinferno,few_shot,52,2213.45,193.29,2406.74,2,0.83,1
torchinferno,few_shot,53,2218.24,191.50,2409.75,2,0.83,1
torchinferno,few_shot,54,2204.86,205.34,2410.20,2,0.83,1
torchinferno,few_shot,55,2205.50,210.24,2415.73,2,0.83,1
torchinferno,few_shot,56,2212.81,193.06,2405.87,2,0.83,1
torchinferno,few_shot,57,2204.09,207.66,2411.74,2,0.83,1
torchinferno,few_shot,58,2220.62,200.36,2420.98,2,0.83,1
torchinferno,few_shot,59,2217.46,198.47,2415.94,2,0.83,1
torchinferno,few_shot,60,2204.91,210.17,2415.08,2,0.83,1
torchinferno,few_shot,61,2207.52,208.67,2416.19,2,0.83,1
torchinferno,few_shot,62,2204.68,212.60,2417.28,2,0.83,1
torchinferno,few_shot,63,2203.90,219.81,2423.72,2,0.83,1
torchinferno,few_shot,64,2206.35,215.50,2421.85,2,0.83,1
torchinferno,few_shot,65,191.98,0.00,248.34,1,4.03,1
torchinferno,few_shot,66,160.48,0.00,226.57,1,4.41,1
torchinferno,few_shot,67,148.99,0.00,214.54,1,4.66,1
torchinferno,few_shot,68,186.94,0.00,257.04,1,3.89,1
torchinferno,few_shot,69,172.66,0.00,245.20,1,4.08,1
torchinferno,few_shot,70,147.71,0.00,218.84,1,4.57,1
torchinferno,few_shot,71,166.11,0.00,236.13,1,4.23,1
torchinferno,few_shot,72,182.81,0.00,256.71,1,3.90,1
torchinferno,few_shot,73,138.89,0.00,217.94,1,4.59,1
torchinferno,few_shot,74,182.28,0.00,267.65,1,3.74,1
torchinferno,few_shot,75,175.88,0.00,263.63,1,3.79,1
torchinferno,few_shot,76,153.62,0.00,240.08,1,4.17,1
torchinferno,few_shot,77,148.06,0.00,237.53,1,4.21,1
torchinferno,few_shot,78,151.91,0.00,237.89,1,4.20,1
torchinferno,few_shot,79,197.94,0.00,284.07,1,3.52,1
torchinferno,few_shot,80,123.80,0.00,219.83,1,4.55,1
torchinferno,few_shot,81,158.61,0.00,250.74,1,3.99,1
torchinferno,few_shot,82,163.25,0.00,257.16,1,3.89,1
torchinferno,few_shot,83,175.01,0.00,265.83,1,3.76,1
torchinferno,few_shot,84,151.91,0.00,250.78,1,3.99,1
torchinferno,few_shot,85,200.32,0.00,294.76,1,3.39,1
torchinferno,few_shot,86,185.07,137.74,322.80,2,6.20,1
torchinferno,few_shot,87,168.58,140.87,309.45,2,6.46,1
torchinferno,few_shot,88,163.00,139.49,302.49,2,6.61,1
torchinferno,few_shot,89,168.59,140.85,309.44,2,6.46,1
torchinferno,few_shot,90,169.40,147.75,317.15,2,6.31,1
torchinferno,few_shot,91,172.48,151.76,324.24,2,6.17,1
torchinferno,few_shot,92,141.32,149.73,291.06,2,6.87,1
