model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-19T15:02:44.893569+00:00

Build Times
provider,build_time_s
torchinferno,49.9
vllm,365.1
sglang,199.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,144.41,88.09,84.42,sglang
ttft_p99_ms,729.04,162.00,562.51,vllm
tpot_median_ms,31.04,37.57,69.74,torchinferno
tpot_p99_ms,41.59,98.57,874.06,torchinferno
e2e_median_ms,168.27,121.57,143.63,vllm
e2e_p99_ms,749.06,200.37,949.97,vllm
throughput_median_tps,6.76,11.75,9.27,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,58.08,78.55,169.67,torchinferno
ttft_p99_ms,312.28,294.10,70585.07,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,75.40,97.49,251.19,torchinferno
e2e_p99_ms,322.90,318.22,70629.29,vllm
throughput_median_tps,13.26,10.26,3.98,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.79,83.62,99.10,vllm
ttft_p99_ms,1717.55,200.61,449.44,vllm
tpot_median_ms,35.64,37.90,84.17,torchinferno
tpot_p99_ms,50.86,132.52,935.12,torchinferno
e2e_median_ms,219.99,111.29,177.36,vllm
e2e_p99_ms,1746.27,243.03,994.06,vllm
throughput_median_tps,5.18,11.38,7.45,vllm
total_output_tokens,1448,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,790.53,87.74,77.71,sglang
ttft_last_turn_ms,177.26,91.97,124.07,vllm
ttft_growth_ratio,0.22,1.05,1.60,torchinferno
ttft_first_turn_median_ms,836.48,76.12,75.84,sglang
ttft_first_turn_p99_ms,1847.51,197.99,120.95,sglang
ttft_last_turn_median_ms,186.62,81.77,125.07,vllm
ttft_last_turn_p99_ms,208.60,197.61,169.38,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.18,35.78,61.24,vllm
ttft_p99_ms,244.83,114.27,187.08,vllm
tpot_median_ms,34.80,24.23,393.43,vllm
tpot_p99_ms,72.90,38.89,1153.77,vllm
e2e_median_ms,73.40,53.81,469.24,vllm
e2e_p99_ms,285.50,168.04,1214.14,vllm
throughput_median_tps,19.70,24.12,3.04,vllm
total_output_tokens,1453,1473,1463,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,181.53,46.06,56.66,vllm
ttft_p99_ms,546.71,62.64,125.26,vllm
tpot_median_ms,19.40,15.10,27.28,vllm
tpot_p99_ms,27.35,17.12,122.82,vllm
e2e_median_ms,859.65,574.03,1059.18,vllm
e2e_p99_ms,1639.86,1021.56,1922.60,vllm
throughput_median_tps,40.98,61.78,35.57,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,789.77,0.00,801.81,1,1.25,1,,,,,,,1,,,
torchinferno,few_shot,0,1,807.58,23.43,831.01,2,2.41,1,,,,,,,0,,,
torchinferno,few_shot,4,2,816.19,0.00,828.84,1,1.21,1,,,,,,,4,,,
torchinferno,few_shot,5,3,799.12,0.00,812.49,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,8,4,749.73,0.00,762.27,1,1.31,1,,,,,,,8,,,
torchinferno,few_shot,11,5,695.22,0.00,712.15,1,1.40,1,,,,,,,11,,,
torchinferno,few_shot,26,6,440.88,0.00,456.24,1,2.19,1,,,,,,,26,,,
torchinferno,few_shot,31,7,357.17,0.00,371.96,1,2.69,1,,,,,,,31,,,
torchinferno,few_shot,29,8,388.85,0.00,406.69,1,2.46,1,,,,,,,29,,,
torchinferno,few_shot,9,9,729.04,0.00,749.06,1,1.34,1,,,,,,,9,,,
torchinferno,few_shot,24,10,475.38,0.00,492.97,1,2.03,1,,,,,,,24,,,
torchinferno,few_shot,7,11,762.65,0.00,784.45,1,1.27,1,,,,,,,7,,,
torchinferno,few_shot,10,12,715.26,0.00,734.13,1,1.36,1,,,,,,,10,,,
torchinferno,few_shot,17,13,594.79,0.00,615.89,1,1.62,1,,,,,,,17,,,
torchinferno,few_shot,12,14,679.84,0.00,701.39,1,1.43,1,,,,,,,12,,,
torchinferno,few_shot,28,15,407.23,0.00,430.66,1,2.32,1,,,,,,,28,,,
torchinferno,few_shot,25,16,458.04,0.00,482.77,1,2.07,1,,,,,,,25,,,
torchinferno,few_shot,13,17,663.54,26.94,690.48,2,2.90,1,,,,,,,13,,,
torchinferno,few_shot,16,18,613.60,26.87,640.47,2,3.12,1,,,,,,,16,,,
torchinferno,few_shot,20,19,545.42,27.63,573.05,2,3.49,1,,,,,,,20,,,
torchinferno,few_shot,30,20,373.30,28.24,401.54,2,4.98,1,,,,,,,30,,,
torchinferno,few_shot,6,21,780.70,30.81,811.51,2,2.46,1,,,,,,,6,,,
torchinferno,few_shot,27,22,422.77,30.79,453.56,2,4.41,1,,,,,,,27,,,
torchinferno,few_shot,18,23,576.99,32.00,608.99,2,3.28,1,,,,,,,18,,,
torchinferno,few_shot,15,24,627.75,33.34,661.09,2,3.03,1,,,,,,,15,,,
torchinferno,few_shot,19,25,560.47,33.15,593.62,2,3.37,1,,,,,,,19,,,
torchinferno,few_shot,22,26,510.23,33.69,543.92,2,3.68,1,,,,,,,22,,,
torchinferno,few_shot,14,27,646.15,34.47,680.62,2,2.94,1,,,,,,,14,,,
torchinferno,few_shot,23,28,492.03,34.96,526.99,2,3.80,1,,,,,,,23,,,
torchinferno,few_shot,32,29,337.41,36.48,373.89,2,5.35,1,,,,,,,32,,,
torchinferno,few_shot,3,30,830.69,38.44,869.13,2,2.30,1,,,,,,,3,,,
torchinferno,few_shot,2,31,851.84,35.81,887.66,2,2.25,1,,,,,,,2,,,
torchinferno,few_shot,21,32,525.83,39.57,565.40,2,3.54,1,,,,,,,21,,,
torchinferno,few_shot,33,33,318.92,40.27,359.19,2,5.57,1,,,,,,,33,,,
torchinferno,few_shot,41,34,270.45,0.00,282.60,1,3.54,1,,,,,,,41,,,
torchinferno,few_shot,42,35,252.68,0.00,266.15,1,3.76,1,,,,,,,42,,,
torchinferno,few_shot,64,36,150.20,0.00,165.60,1,6.04,1,,,,,,,64,,,
torchinferno,few_shot,71,37,68.54,0.00,84.18,1,11.88,1,,,,,,,71,,,
torchinferno,few_shot,37,38,337.28,0.00,350.11,1,2.86,1,,,,,,,37,,,
