model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-04T23:01:59.708662+00:00

Build Times
provider,build_time_s
torchinferno,47.9
vllm,485.7
sglang,345.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,157.60,148.83,139.21,sglang
ttft_p99_ms,1910.57,272.89,515.19,vllm
tpot_median_ms,45.89,53.87,78.15,torchinferno
tpot_p99_ms,146.65,143.52,537.03,vllm
e2e_median_ms,210.34,190.78,217.22,vllm
e2e_p99_ms,1942.21,333.39,681.13,vllm
throughput_median_tps,5.79,7.29,5.66,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,258.10,194.29,221.55,vllm
ttft_p99_ms,770.14,394.24,70475.80,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,302.76,212.14,380.34,vllm
e2e_p99_ms,806.10,436.64,70619.24,vllm
throughput_median_tps,3.30,4.71,2.63,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,360.21,174.08,169.58,sglang
ttft_p99_ms,941.43,397.07,383.15,sglang
tpot_median_ms,62.83,57.57,111.55,vllm
tpot_p99_ms,111.59,203.16,637.96,torchinferno
e2e_median_ms,413.24,230.31,283.09,vllm
e2e_p99_ms,983.33,479.41,833.82,vllm
throughput_median_tps,3.56,6.19,4.77,vllm
total_output_tokens,1446,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,242.75,139.63,120.51,sglang
ttft_last_turn_ms,398.48,169.36,221.18,vllm
ttft_growth_ratio,1.64,1.21,1.84,vllm
ttft_first_turn_median_ms,246.13,123.27,114.41,sglang
ttft_first_turn_p99_ms,432.06,289.55,196.76,sglang
ttft_last_turn_median_ms,385.61,164.54,217.19,vllm
ttft_last_turn_p99_ms,557.04,343.74,320.00,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,125.02,63.57,77.57,vllm
ttft_p99_ms,274.83,2142.67,497.95,torchinferno
tpot_median_ms,47.22,31.09,54.49,vllm
tpot_p99_ms,103.87,1787.64,491.16,torchinferno
e2e_median_ms,150.51,87.33,138.16,vllm
e2e_p99_ms,346.65,2177.44,557.82,torchinferno
throughput_median_tps,8.57,13.72,9.96,vllm
total_output_tokens,1475,1454,1481,sglang
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,258.09,81.55,75.88,sglang
ttft_p99_ms,697.77,187.60,385.01,vllm
tpot_median_ms,20.78,15.04,22.43,vllm
tpot_p99_ms,42.13,24.18,35.52,vllm
e2e_median_ms,970.09,614.95,826.43,vllm
e2e_p99_ms,1940.88,1033.20,1631.91,vllm
throughput_median_tps,36.33,57.77,41.55,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,10,0,1775.23,0.00,1786.04,1,0.56,1,,,,,,,10,,,
torchinferno,few_shot,4,1,1782.58,0.00,1791.92,1,0.56,1,,,,,,,4,,,
torchinferno,few_shot,12,2,1778.21,0.00,1789.87,1,0.56,1,,,,,,,12,,,
torchinferno,few_shot,1,3,1779.11,0.00,1796.17,1,0.56,1,,,,,,,1,,,
torchinferno,few_shot,7,4,1779.56,0.00,1794.08,1,0.56,1,,,,,,,7,,,
torchinferno,few_shot,8,5,1779.60,0.00,1796.39,1,0.56,1,,,,,,,8,,,
torchinferno,few_shot,11,6,1773.17,0.00,1796.48,1,0.56,1,,,,,,,11,,,
torchinferno,few_shot,5,7,1781.63,0.00,1799.94,1,0.56,1,,,,,,,5,,,
torchinferno,few_shot,16,8,1774.83,22.84,1797.67,2,1.11,1,,,,,,,16,,,
torchinferno,few_shot,14,9,1773.88,26.01,1799.89,2,1.11,1,,,,,,,14,,,
torchinferno,few_shot,9,10,1773.55,0.00,1805.08,1,0.55,1,,,,,,,9,,,
torchinferno,few_shot,2,11,1780.10,29.57,1809.67,2,1.11,1,,,,,,,2,,,
torchinferno,few_shot,6,12,1779.91,29.74,1809.65,2,1.11,1,,,,,,,6,,,
torchinferno,few_shot,13,13,1779.30,28.80,1808.10,2,1.11,1,,,,,,,13,,,
torchinferno,few_shot,15,14,1774.79,34.14,1808.93,2,1.11,1,,,,,,,15,,,
torchinferno,few_shot,3,15,1777.22,38.05,1815.27,2,1.10,1,,,,,,,3,,,
torchinferno,few_shot,18,16,1764.35,37.94,1802.29,2,1.11,1,,,,,,,18,,,
torchinferno,few_shot,0,17,1782.06,37.62,1819.69,2,1.10,1,,,,,,,0,,,
torchinferno,few_shot,17,18,1766.33,0.00,1810.31,1,0.55,1,,,,,,,17,,,
torchinferno,few_shot,43,19,1831.69,0.00,1846.10,1,0.54,1,,,,,,,43,,,
torchinferno,few_shot,38,20,1837.86,0.00,1851.70,1,0.54,1,,,,,,,38,,,
torchinferno,few_shot,34,21,1841.93,0.00,1854.14,1,0.54,1,,,,,,,34,,,
torchinferno,few_shot,24,22,1841.75,0.00,1858.94,1,0.54,1,,,,,,,24,,,
torchinferno,few_shot,46,23,1833.09,0.00,1851.65,1,0.54,1,,,,,,,46,,,
torchinferno,few_shot,25,24,1844.56,0.00,1861.34,1,0.54,1,,,,,,,25,,,
torchinferno,few_shot,35,25,1834.58,0.00,1859.29,1,0.54,1,,,,,,,35,,,
torchinferno,few_shot,48,26,1831.76,0.00,1855.09,1,0.54,1,,,,,,,48,,,
torchinferno,few_shot,39,27,1832.14,0.00,1860.95,1,0.54,1,,,,,,,39,,,
torchinferno,few_shot,49,28,1830.56,27.43,1857.99,2,1.08,1,,,,,,,49,,,
torchinferno,few_shot,42,29,1837.74,0.00,1864.20,1,0.54,1,,,,,,,42,,,
torchinferno,few_shot,20,30,1838.48,36.07,1874.55,2,1.07,1,,,,,,,20,,,
torchinferno,few_shot,47,31,1827.96,0.00,1862.88,1,0.54,1,,,,,,,47,,,
torchinferno,few_shot,21,32,1837.76,38.57,1876.33,2,1.07,1,,,,,,,21,,,
torchinferno,few_shot,40,33,1830.37,39.60,1869.97,2,1.07,1,,,,,,,40,,,
torchinferno,few_shot,55,34,1831.29,0.00,1864.57,1,0.54,1,,,,,,,55,,,
torchinferno,few_shot,32,35,1840.75,35.43,1876.19,2,1.07,1,,,,,,,32,,,
torchinferno,few_shot,28,36,1834.43,0.00,1878.43,1,0.53,1,,,,,,,28,,,
