model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-23T22:03:43.671390

Build Times
provider,build_time_s
torchinferno,299.6
vllm,1274.8
sglang,194.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,276.39,165.48,143.08,sglang
ttft_p99_ms,1792.48,938.32,8048.22,vllm
tpot_median_ms,156.36,56.90,72.83,vllm
tpot_p99_ms,215.18,143.39,7417.57,vllm
e2e_median_ms,372.86,215.98,210.66,sglang
e2e_p99_ms,1990.84,982.72,15442.47,vllm
throughput_median_tps,4.05,6.88,5.56,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,226.72,211.57,205.32,sglang
ttft_p99_ms,1802.33,487.18,71113.20,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,303.10,233.76,335.09,vllm
e2e_p99_ms,1886.43,523.90,71225.31,vllm
throughput_median_tps,3.30,4.28,2.98,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,745.06,170.43,156.05,sglang
ttft_p99_ms,1940.19,333.25,667.93,vllm
tpot_median_ms,126.10,52.68,106.43,vllm
tpot_p99_ms,358.68,182.77,248.36,vllm
e2e_median_ms,831.66,220.99,250.73,vllm
e2e_p99_ms,2059.83,406.37,811.45,vllm
throughput_median_tps,1.48,6.28,5.25,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,987.75,147.26,116.71,sglang
ttft_last_turn_ms,632.58,161.39,172.59,vllm
ttft_growth_ratio,0.64,1.10,1.48,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,367.72,58.59,77.59,vllm
ttft_p99_ms,1062.60,152.19,535.54,vllm
tpot_median_ms,133.94,26.46,60.83,vllm
tpot_p99_ms,157.54,39.94,155.94,vllm
e2e_median_ms,461.34,79.10,152.72,vllm
e2e_p99_ms,1196.34,179.65,579.57,vllm
throughput_median_tps,2.97,15.55,9.43,vllm
total_output_tokens,1465,1448,1472,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,722.71,65.58,66.60,vllm
ttft_p99_ms,2524.26,114.99,108.60,sglang
tpot_median_ms,15.14,15.00,22.15,vllm
tpot_p99_ms,34.03,21.24,28.16,vllm
e2e_median_ms,1372.29,603.32,819.63,vllm
e2e_p99_ms,2973.39,1008.24,1554.85,vllm
throughput_median_tps,24.62,59.49,42.54,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,845.61,0.00,1110.89,1,0.90,1
torchinferno,few_shot,1,1778.16,0.00,1868.28,1,0.54,1
torchinferno,few_shot,2,1778.58,0.00,1876.93,1,0.53,1
torchinferno,few_shot,3,1780.04,0.00,1873.83,1,0.53,1
torchinferno,few_shot,4,1794.17,0.00,1878.06,1,0.53,1
torchinferno,few_shot,5,1778.86,0.00,1876.96,1,0.53,1
torchinferno,few_shot,6,1791.19,0.00,1882.60,1,0.53,1
torchinferno,few_shot,7,1794.89,0.00,1887.71,1,0.53,1
torchinferno,few_shot,8,1789.84,0.00,1883.91,1,0.53,1
torchinferno,few_shot,9,1782.47,0.00,1883.97,1,0.53,1
torchinferno,few_shot,10,1789.76,0.00,1897.20,1,0.53,1
torchinferno,few_shot,11,1786.75,0.00,1896.69,1,0.53,1
torchinferno,few_shot,12,1796.48,0.00,1897.76,1,0.53,1
torchinferno,few_shot,13,1795.26,0.00,1904.52,1,0.53,1
torchinferno,few_shot,14,672.33,0.00,793.41,1,1.26,1
torchinferno,few_shot,15,1790.24,0.00,1908.54,1,0.52,1
torchinferno,few_shot,16,1786.10,0.00,1909.38,1,0.52,1
torchinferno,few_shot,17,1784.66,0.00,1903.18,1,0.53,1
torchinferno,few_shot,18,1791.31,0.00,1902.82,1,0.53,1
torchinferno,few_shot,19,1793.32,0.00,1912.09,1,0.52,1
torchinferno,few_shot,20,1784.31,0.00,1908.50,1,0.52,1
torchinferno,few_shot,21,1791.90,0.00,1908.47,1,0.52,1
torchinferno,few_shot,22,1777.11,0.00,1911.51,1,0.52,1
torchinferno,few_shot,23,1779.43,0.00,1914.28,1,0.52,1
torchinferno,few_shot,24,1778.36,0.00,1912.49,1,0.52,1
torchinferno,few_shot,25,1785.14,0.00,1919.10,1,0.52,1
torchinferno,few_shot,26,1794.65,0.00,1918.69,1,0.52,1
torchinferno,few_shot,27,1779.77,0.00,1925.93,1,0.52,1
torchinferno,few_shot,28,1777.28,0.00,1924.62,1,0.52,1
torchinferno,few_shot,29,1782.02,0.00,1923.84,1,0.52,1
torchinferno,few_shot,30,1787.54,0.00,1926.32,1,0.52,1
torchinferno,few_shot,31,1789.74,0.00,1925.82,1,0.52,1
torchinferno,few_shot,32,1779.80,0.00,1933.91,1,0.52,1
torchinferno,few_shot,33,1793.45,164.54,1958.00,2,1.02,1
torchinferno,few_shot,34,1775.45,178.78,1954.22,2,1.02,1
torchinferno,few_shot,35,1780.21,185.30,1965.51,2,1.02,1
torchinferno,few_shot,36,1784.94,182.02,1966.96,2,1.02,1
torchinferno,few_shot,37,1791.16,179.09,1970.25,2,1.02,1
torchinferno,few_shot,38,1779.72,183.87,1963.59,2,1.02,1
torchinferno,few_shot,39,1789.78,180.49,1970.27,2,1.02,1
torchinferno,few_shot,40,1777.50,192.45,1969.95,2,1.02,1
torchinferno,few_shot,41,1792.48,178.27,1970.76,2,1.01,1
torchinferno,few_shot,42,1785.69,189.64,1975.33,2,1.01,1
torchinferno,few_shot,43,1791.33,185.19,1976.52,2,1.01,1
torchinferno,few_shot,44,1788.50,188.59,1977.10,2,1.01,1
torchinferno,few_shot,45,1790.09,183.26,1973.35,2,1.01,1
