model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-04T13:16:36.685235+00:00

Build Times
provider,build_time_s
torchinferno,57.1
vllm,490.1
sglang,338.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,196.49,130.00,143.51,vllm
ttft_p99_ms,1243.67,318.98,606.54,vllm
tpot_median_ms,48.61,42.67,75.84,vllm
tpot_p99_ms,132.15,144.49,147.95,torchinferno
e2e_median_ms,242.75,163.62,220.98,vllm
e2e_p99_ms,1283.91,350.12,667.91,vllm
throughput_median_tps,5.47,7.87,5.47,vllm
total_output_tokens,1465,1454,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,315.04,185.18,225.73,vllm
ttft_p99_ms,1125.30,411.79,70167.88,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,332.77,208.36,378.92,vllm
e2e_p99_ms,1182.34,442.73,70333.84,vllm
throughput_median_tps,3.01,4.80,2.64,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,359.84,143.62,165.99,vllm
ttft_p99_ms,741.20,389.41,610.42,vllm
tpot_median_ms,60.35,61.51,109.27,torchinferno
tpot_p99_ms,119.08,288.48,246.09,torchinferno
e2e_median_ms,417.90,203.10,277.17,vllm
e2e_p99_ms,799.77,452.69,770.48,vllm
throughput_median_tps,3.37,6.54,4.96,vllm
total_output_tokens,1469,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,282.11,151.33,107.22,sglang
ttft_last_turn_ms,422.68,144.17,190.52,vllm
ttft_growth_ratio,1.50,0.95,1.78,vllm
ttft_first_turn_median_ms,314.40,132.24,95.49,sglang
ttft_first_turn_p99_ms,439.48,396.43,171.56,sglang
ttft_last_turn_median_ms,385.70,133.45,182.53,vllm
ttft_last_turn_p99_ms,767.07,326.34,307.88,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,128.54,63.62,77.00,vllm
ttft_p99_ms,289.94,2169.02,609.93,torchinferno
tpot_median_ms,37.22,31.33,61.85,vllm
tpot_p99_ms,109.54,2039.95,182.05,torchinferno
e2e_median_ms,153.25,87.69,148.43,vllm
e2e_p99_ms,369.58,4111.41,658.27,torchinferno
throughput_median_tps,8.31,13.77,9.50,vllm
total_output_tokens,1462,1479,1482,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,273.48,83.14,72.52,sglang
ttft_p99_ms,862.90,319.17,375.09,vllm
tpot_median_ms,20.76,14.99,22.72,vllm
tpot_p99_ms,54.28,26.52,31.92,vllm
e2e_median_ms,1075.94,662.36,847.77,vllm
e2e_p99_ms,1870.77,1000.76,1612.03,vllm
throughput_median_tps,35.64,57.35,41.07,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,7,0,1093.70,0.00,1100.74,1,0.91,1,,,,,,,7,,,
torchinferno,few_shot,8,1,1091.30,0.00,1102.34,1,0.91,1,,,,,,,8,,,
torchinferno,few_shot,1,2,1098.51,0.00,1108.13,1,0.90,1,,,,,,,1,,,
torchinferno,few_shot,12,3,1095.23,0.00,1108.12,1,0.90,1,,,,,,,12,,,
torchinferno,few_shot,9,4,1091.50,0.00,1111.54,1,0.90,1,,,,,,,9,,,
torchinferno,few_shot,10,5,1091.85,0.00,1112.68,1,0.90,1,,,,,,,10,,,
torchinferno,few_shot,6,6,1097.51,19.00,1116.52,2,1.79,1,,,,,,,6,,,
torchinferno,few_shot,11,7,1091.35,0.00,1116.32,1,0.90,1,,,,,,,11,,,
torchinferno,few_shot,4,8,1098.73,0.00,1120.54,1,0.89,1,,,,,,,4,,,
torchinferno,few_shot,3,9,1095.66,27.54,1123.20,2,1.78,1,,,,,,,3,,,
torchinferno,few_shot,5,10,1099.45,0.00,1123.76,1,0.89,1,,,,,,,5,,,
torchinferno,few_shot,2,11,1098.93,28.66,1127.59,2,1.77,1,,,,,,,2,,,
torchinferno,few_shot,13,12,1096.38,31.42,1127.80,2,1.77,1,,,,,,,13,,,
torchinferno,few_shot,0,13,1099.51,34.81,1134.32,2,1.76,1,,,,,,,0,,,
torchinferno,few_shot,14,14,1093.70,37.55,1131.25,2,1.77,1,,,,,,,14,,,
torchinferno,few_shot,15,15,1092.71,40.86,1133.57,2,1.76,1,,,,,,,15,,,
torchinferno,few_shot,29,16,1164.62,0.00,1175.50,1,0.85,1,,,,,,,29,,,
torchinferno,few_shot,24,17,1159.93,0.00,1178.17,1,0.85,1,,,,,,,24,,,
torchinferno,few_shot,35,18,1160.55,0.00,1177.75,1,0.85,1,,,,,,,35,,,
torchinferno,few_shot,28,19,1167.63,0.00,1180.69,1,0.85,1,,,,,,,28,,,
torchinferno,few_shot,31,20,1159.69,0.00,1183.60,1,0.84,1,,,,,,,31,,,
torchinferno,few_shot,25,21,1168.93,0.00,1187.18,1,0.84,1,,,,,,,25,,,
torchinferno,few_shot,38,22,1162.10,0.00,1186.19,1,0.84,1,,,,,,,38,,,
torchinferno,few_shot,17,23,1168.39,0.00,1200.63,1,0.83,1,,,,,,,17,,,
torchinferno,few_shot,34,24,1161.38,0.00,1191.27,1,0.84,1,,,,,,,34,,,
torchinferno,few_shot,30,25,1163.45,30.95,1194.39,2,1.67,1,,,,,,,30,,,
torchinferno,few_shot,41,26,1164.67,0.00,1192.81,1,0.84,1,,,,,,,41,,,
torchinferno,few_shot,27,27,1163.48,34.60,1198.08,2,1.67,1,,,,,,,27,,,
torchinferno,few_shot,42,28,1161.73,0.00,1196.06,1,0.84,1,,,,,,,42,,,
torchinferno,few_shot,26,29,1161.05,0.00,1201.30,1,0.83,1,,,,,,,26,,,
torchinferno,few_shot,18,30,1178.14,34.32,1212.45,2,1.65,1,,,,,,,18,,,
torchinferno,few_shot,32,31,1159.12,45.80,1204.92,2,1.66,1,,,,,,,32,,,
torchinferno,few_shot,22,32,1162.54,47.95,1210.49,2,1.65,1,,,,,,,22,,,
torchinferno,few_shot,49,33,1162.80,38.33,1201.12,2,1.67,1,,,,,,,49,,,
torchinferno,few_shot,21,34,1172.29,41.36,1213.65,2,1.65,1,,,,,,,21,,,
torchinferno,few_shot,16,35,1172.99,48.76,1221.75,2,1.64,1,,,,,,,16,,,
torchinferno,few_shot,40,36,1163.27,46.94,1210.21,2,1.65,1,,,,,,,40,,,
torchinferno,few_shot,43,37,1159.81,0.00,1210.21,1,0.83,1,,,,,,,43,,,
torchinferno,few_shot,51,38,1155.47,52.54,1208.01,2,1.66,1,,,,,,,51,,,
torchinferno,few_shot,48,39,1160.23,0.00,1211.02,1,0.83,1,,,,,,,48,,,
torchinferno,few_shot,19,40,1162.28,61.45,1223.73,2,1.63,1,,,,,,,19,,,
torchinferno,few_shot,33,41,1160.27,61.85,1222.11,2,1.64,1,,,,,,,33,,,
torchinferno,few_shot,39,42,1166.95,0.00,1221.78,1,0.82,1,,,,,,,39,,,
torchinferno,few_shot,37,43,1160.06,0.00,1223.84,1,0.82,1,,,,,,,37,,,
torchinferno,few_shot,50,44,1158.95,62.36,1221.32,2,1.64,1,,,,,,,50,,,
torchinferno,few_shot,20,45,1172.99,62.73,1235.72,2,1.62,1,,,,,,,20,,,
torchinferno,few_shot,36,46,1159.93,72.18,1232.11,2,1.62,1,,,,,,,36,,,
torchinferno,few_shot,23,47,1168.70,70.09,1238.80,2,1.61,1,,,,,,,23,,,
torchinferno,few_shot,47,48,1254.72,0.00,1260.91,1,0.79,1,,,,,,,47,,,
torchinferno,few_shot,64,49,168.34,0.00,181.37,1,5.51,1,,,,,,,64,,,
torchinferno,few_shot,55,50,1241.41,0.00,1264.71,1,0.79,1,,,,,,,55,,,
torchinferno,few_shot,71,51,161.69,0.00,170.45,1,5.87,1,,,,,,,71,,,
torchinferno,few_shot,76,52,145.61,0.00,161.44,1,6.19,1,,,,,,,76,,,
torchinferno,few_shot,46,53,1248.10,0.00,1274.18,1,0.78,1,,,,,,,46,,,
torchinferno,few_shot,65,54,160.81,0.00,190.55,1,5.25,1,,,,,,,65,,,
torchinferno,few_shot,45,55,1243.01,34.29,1277.30,2,1.57,1,,,,,,,45,,,
torchinferno,few_shot,66,56,172.15,0.00,191.47,1,5.22,1,,,,,,,66,,,
torchinferno,few_shot,69,57,157.36,0.00,185.50,1,5.39,1,,,,,,,69,,,
torchinferno,few_shot,44,58,1251.07,32.85,1283.91,2,1.56,1,,,,,,,44,,,
torchinferno,few_shot,63,59,1250.98,29.16,1280.15,2,1.56,1,,,,,,,63,,,
torchinferno,few_shot,72,60,142.45,0.00,185.98,1,5.38,1,,,,,,,72,,,
torchinferno,few_shot,61,61,1241.20,42.44,1283.65,2,1.56,1,,,,,,,61,,,
torchinferno,few_shot,77,62,140.91,36.24,177.15,2,11.29,1,,,,,,,77,,,
torchinferno,few_shot,74,63,153.72,0.00,186.39,1,5.36,1,,,,,,,74,,,
torchinferno,few_shot,53,64,1242.34,0.00,1290.36,1,0.77,1,,,,,,,53,,,
torchinferno,few_shot,54,65,1244.32,47.60,1291.92,2,1.55,1,,,,,,,54,,,
torchinferno,few_shot,60,66,1243.67,0.00,1294.88,1,0.77,1,,,,,,,60,,,
torchinferno,few_shot,75,67,139.22,55.48,194.70,2,10.27,1,,,,,,,75,,,
torchinferno,few_shot,52,68,1258.95,41.93,1300.87,2,1.54,1,,,,,,,52,,,
torchinferno,few_shot,56,69,1249.20,53.57,1302.77,2,1.54,1,,,,,,,56,,,
torchinferno,few_shot,73,70,152.57,51.98,204.55,2,9.78,1,,,,,,,73,,,
torchinferno,few_shot,70,71,149.76,61.57,211.33,2,9.46,1,,,,,,,70,,,
torchinferno,few_shot,68,72,149.36,0.00,216.87,1,4.61,1,,,,,,,68,,,
torchinferno,few_shot,57,73,1246.75,0.00,1307.79,1,0.76,1,,,,,,,57,,,
torchinferno,few_shot,59,74,1238.53,70.08,1308.60,2,1.53,1,,,,,,,59,,,
torchinferno,few_shot,79,75,131.12,65.70,196.82,2,10.16,1,,,,,,,79,,,
torchinferno,few_shot,62,76,1244.40,67.30,1311.70,2,1.52,1,,,,,,,62,,,
torchinferno,few_shot,58,77,1240.60,0.00,1314.13,1,0.76,1,,,,,,,58,,,
torchinferno,few_shot,67,78,154.64,0.00,230.17,1,4.34,1,,,,,,,67,,,
torchinferno,few_shot,78,79,152.08,58.79,210.87,2,9.48,1,,,,,,,78,,,
