model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-24T15:02:43.497527

Build Times
provider,build_time_s
torchinferno,439.1
vllm,547.8
sglang,282.3

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,136.92,151.17,vllm
ttft_p99_ms,,1150.67,636.42,sglang
tpot_median_ms,,47.80,77.58,vllm
tpot_p99_ms,,129.56,392.55,vllm
e2e_median_ms,,180.05,225.55,vllm
e2e_p99_ms,,1198.47,914.31,sglang
throughput_median_tps,,7.79,5.35,vllm
total_output_tokens,,1460,1461,sglang
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,183.93,215.12,vllm
ttft_p99_ms,,220.63,71337.60,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,241.34,367.58,vllm
e2e_p99_ms,,308.95,71421.85,vllm
throughput_median_tps,,4.14,2.72,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,156.58,157.63,vllm
ttft_p99_ms,,332.59,282.31,sglang
tpot_median_ms,,57.28,100.18,vllm
tpot_p99_ms,,219.37,219.79,vllm
e2e_median_ms,,202.24,254.99,vllm
e2e_p99_ms,,458.95,421.85,sglang
throughput_median_tps,,6.57,5.29,vllm
total_output_tokens,,1450,1448,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm
ttft_first_turn_ms,,124.72,116.43,sglang
ttft_last_turn_ms,,155.29,198.48,vllm
ttft_growth_ratio,,1.25,1.70,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,58.26,81.24,vllm
ttft_p99_ms,,3760.73,519.67,sglang
tpot_median_ms,,28.43,40.18,vllm
tpot_p99_ms,,1775.90,124.23,sglang
e2e_median_ms,,80.88,131.27,vllm
e2e_p99_ms,,3799.99,555.58,sglang
throughput_median_tps,,15.36,10.29,vllm
total_output_tokens,,1484,1466,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,79.67,69.63,sglang
ttft_p99_ms,,177.48,168.77,sglang
tpot_median_ms,,14.89,22.77,vllm
tpot_p99_ms,,25.59,26.92,vllm
e2e_median_ms,,634.02,848.89,vllm
e2e_p99_ms,,1013.70,1601.52,vllm
throughput_median_tps,,57.82,41.36,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,1004.81,0.00,1005.59,1,0.99,1
vllm,few_shot,1,998.92,0.00,1002.59,1,1.00,1
vllm,few_shot,2,1011.40,0.00,1021.12,1,0.98,1
vllm,few_shot,3,1043.23,0.00,1056.48,1,0.95,1
vllm,few_shot,4,1039.30,0.00,1056.17,1,0.95,1
vllm,few_shot,5,1041.38,0.00,1060.29,1,0.94,1
vllm,few_shot,6,1043.09,0.00,1063.76,1,0.94,1
vllm,few_shot,7,1040.33,0.00,1066.02,1,0.94,1
vllm,few_shot,8,1039.80,0.00,1065.99,1,0.94,1
vllm,few_shot,9,1039.43,0.00,1067.27,1,0.94,1
vllm,few_shot,10,1043.81,40.05,1083.86,2,1.85,1
vllm,few_shot,11,1064.94,0.00,1084.39,1,0.92,1
vllm,few_shot,12,1044.66,47.13,1091.79,2,1.83,1
vllm,few_shot,13,1058.72,0.00,1084.93,1,0.92,1
vllm,few_shot,14,1044.93,51.78,1096.70,2,1.82,1
vllm,few_shot,15,1065.44,0.00,1089.65,1,0.92,1
vllm,few_shot,16,1073.13,0.00,1139.05,1,0.88,1
vllm,few_shot,17,1061.16,86.10,1147.26,2,1.74,1
vllm,few_shot,18,1071.36,82.37,1153.73,2,1.73,1
vllm,few_shot,19,1078.71,0.00,1148.64,1,0.87,1
vllm,few_shot,20,1080.02,0.00,1150.76,1,0.87,1
vllm,few_shot,21,1058.79,96.21,1155.00,2,1.73,1
vllm,few_shot,22,1151.28,0.00,1151.52,1,0.87,1
vllm,few_shot,23,1075.01,0.00,1154.51,1,0.87,1
vllm,few_shot,24,1057.70,101.51,1159.22,2,1.73,1
vllm,few_shot,25,1140.85,0.00,1156.12,1,0.86,1
vllm,few_shot,26,1054.93,107.40,1162.32,2,1.72,1
vllm,few_shot,27,1081.50,0.00,1161.51,1,0.86,1
vllm,few_shot,28,1141.38,0.00,1162.13,1,0.86,1
vllm,few_shot,29,1054.99,111.96,1166.95,2,1.71,1
vllm,few_shot,30,1056.77,112.45,1169.22,2,1.71,1
vllm,few_shot,31,1074.26,0.00,1165.74,1,0.86,1
vllm,few_shot,32,1150.22,0.00,1164.78,1,0.86,1
vllm,few_shot,33,1076.59,0.00,1169.33,1,0.86,1
vllm,few_shot,34,1074.81,0.00,1169.97,1,0.85,1
vllm,few_shot,35,1080.54,94.05,1174.59,2,1.70,1
vllm,few_shot,36,1052.61,124.65,1177.27,2,1.70,1
vllm,few_shot,37,1157.11,0.00,1174.79,1,0.85,1
vllm,few_shot,38,1083.70,94.66,1178.35,2,1.70,1
vllm,few_shot,39,1076.63,103.04,1179.67,2,1.70,1
vllm,few_shot,40,1137.67,0.00,1179.26,1,0.85,1
vllm,few_shot,41,1147.45,0.00,1180.18,1,0.85,1
vllm,few_shot,42,1149.94,0.00,1179.83,1,0.85,1
vllm,few_shot,43,1151.84,32.61,1184.45,2,1.69,1
vllm,few_shot,44,1143.19,0.00,1183.42,1,0.85,1
vllm,few_shot,45,175.45,0.00,190.45,1,5.25,1
vllm,few_shot,46,1145.99,41.74,1187.73,2,1.68,1
vllm,few_shot,47,148.47,0.00,176.84,1,5.65,1
vllm,few_shot,48,1139.23,50.42,1189.65,2,1.68,1
vllm,few_shot,49,1179.32,0.00,1189.65,1,0.84,1
vllm,few_shot,50,1086.92,110.05,1196.97,2,1.67,1
vllm,few_shot,51,1166.93,26.67,1193.60,2,1.68,1
vllm,few_shot,52,195.43,0.00,200.53,1,4.99,1
vllm,few_shot,53,1086.14,111.78,1197.93,2,1.67,1
vllm,few_shot,54,1139.68,55.15,1194.83,2,1.67,1
vllm,few_shot,55,1145.66,0.00,1195.80,1,0.84,1
vllm,few_shot,56,1157.89,38.66,1196.54,2,1.67,1
vllm,few_shot,57,1150.67,47.80,1198.47,2,1.67,1
vllm,few_shot,58,1135.20,64.80,1200.00,2,1.67,1
vllm,few_shot,59,113.90,0.00,128.53,1,7.78,1
vllm,few_shot,60,1138.35,65.66,1204.01,2,1.66,1
vllm,few_shot,61,1084.87,122.61,1207.49,2,1.66,1
vllm,few_shot,62,120.54,5.30,125.83,2,15.89,1
vllm,few_shot,63,97.63,24.63,122.26,2,16.36,1
vllm,few_shot,64,1139.27,0.00,1208.71,1,0.83,1
vllm,few_shot,65,1169.74,38.19,1207.93,2,1.66,1
vllm,few_shot,66,125.98,0.00,154.94,1,6.45,1
vllm,few_shot,67,133.32,0.00,133.53,1,7.49,1
vllm,few_shot,68,1158.48,54.16,1212.64,2,1.65,1
vllm,few_shot,69,134.71,0.00,167.57,1,5.97,1
vllm,few_shot,70,1141.42,73.85,1215.27,2,1.65,1
vllm,few_shot,71,146.07,0.00,159.19,1,6.28,1
vllm,few_shot,72,1168.72,49.66,1218.38,2,1.64,1
vllm,few_shot,73,170.17,0.00,170.39,1,5.87,1
vllm,few_shot,74,126.93,11.66,138.59,2,14.43,1
vllm,few_shot,75,166.28,3.50,169.78,2,11.78,1
vllm,few_shot,76,106.82,58.60,165.42,2,12.09,1
vllm,few_shot,77,1082.04,146.98,1229.02,2,1.63,1
vllm,few_shot,78,107.24,42.65,149.89,2,13.34,1
vllm,few_shot,79,175.57,0.00,179.53,1,5.57,1
vllm,few_shot,80,82.76,0.00,88.58,1,11.29,1
vllm,few_shot,81,98.14,0.00,109.59,1,9.13,1
vllm,few_shot,82,120.09,0.00,136.21,1,7.34,1
vllm,few_shot,83,69.94,0.00,86.00,1,11.63,1
vllm,few_shot,84,75.90,27.67,103.57,2,19.31,1
vllm,few_shot,85,99.86,28.29,128.16,2,15.61,1
vllm,few_shot,86,103.90,29.63,133.54,2,14.98,1
vllm,few_shot,87,85.07,0.00,96.70,1,10.34,1
vllm,few_shot,88,107.86,0.00,122.11,1,8.19,1
vllm,few_shot,89,116.43,0.00,130.64,1,7.65,1
vllm,few_shot,90,144.68,0.00,163.09,1,6.13,1
vllm,few_shot,91,129.53,0.00,147.74,1,6.77,1
vllm,few_shot,92,130.70,0.00,148.29,1,6.74,1
vllm,few_shot,93,149.26,0.00,168.27,1,5.94,1
vllm,few_shot,94,137.31,0.00,152.86,1,6.54,1
vllm,few_shot,95,113.34,36.97,150.31,2,13.31,1
vllm,few_shot,96,142.21,39.53,181.73,2,11.01,1
vllm,few_shot,97,154.63,0.00,177.83,1,5.62,1
vllm,few_shot,98,141.91,0.00,165.07,1,6.06,1
vllm,few_shot,99,131.15,0.00,159.91,1,6.25,1
vllm,few_shot,100,126.01,0.00,150.83,1,6.63,1
vllm,few_shot,101,151.22,0.00,181.41,1,5.51,1
vllm,few_shot,102,107.61,48.53,156.14,2,12.81,1
vllm,few_shot,103,124.44,0.00,150.31,1,6.65,1
vllm,few_shot,104,99.20,53.71,152.91,2,13.08,1
vllm,few_shot,105,163.97,0.00,199.07,1,5.02,1
vllm,few_shot,106,133.73,0.00,163.07,1,6.13,1
vllm,few_shot,107,115.78,50.11,165.89,2,12.06,1
vllm,few_shot,108,183.11,0.00,244.14,1,4.10,1
vllm,few_shot,109,148.24,0.00,215.56,1,4.64,1
vllm,few_shot,110,185.29,0.00,255.20,1,3.92,1
vllm,few_shot,111,142.92,87.84,230.76,2,8.67,1
vllm,few_shot,112,137.18,89.99,227.17,2,8.80,1
vllm,few_shot,113,177.11,0.00,246.72,1,4.05,1
vllm,few_shot,114,119.73,0.00,189.67,1,5.27,1
vllm,few_shot,115,181.15,0.00,237.92,1,4.20,1
vllm,few_shot,116,208.29,0.00,277.19,1,3.61,1
vllm,few_shot,117,139.85,0.00,144.52,1,6.92,1
vllm,few_shot,118,129.38,0.00,207.38,1,4.82,1
vllm,few_shot,119,118.44,0.00,131.65,1,7.60,1
vllm,few_shot,120,172.20,103.02,275.22,2,7.27,1
vllm,few_shot,121,125.52,75.23,200.76,2,9.96,1
vllm,few_shot,122,179.72,0.00,204.87,1,4.88,1
vllm,few_shot,123,207.82,0.00,217.07,1,4.61,1
vllm,few_shot,124,140.06,110.28,250.35,2,7.99,1
vllm,few_shot,125,154.04,104.59,258.64,2,7.73,1
vllm,few_shot,126,141.46,92.56,234.03,2,8.55,1
vllm,few_shot,127,180.99,0.00,213.55,1,4.68,1
vllm,few_shot,128,206.35,0.00,237.76,1,4.21,1
vllm,few_shot,129,136.11,93.65,229.76,2,8.70,1
vllm,few_shot,130,133.44,96.22,229.66,2,8.71,1
vllm,few_shot,131,182.72,0.00,281.44,1,3.55,1
vllm,few_shot,132,187.79,0.00,225.06,1,4.44,1
vllm,few_shot,133,183.51,0.00,223.85,1,4.47,1
vllm,few_shot,134,108.96,40.17,149.13,2,13.41,1
vllm,few_shot,135,172.02,124.25,296.27,2,6.75,1
vllm,few_shot,136,161.39,46.24,207.63,2,9.63,1
vllm,few_shot,137,193.77,37.27,231.04,2,8.66,1
vllm,few_shot,138,176.72,45.23,221.96,2,9.01,1
vllm,few_shot,139,196.89,45.93,242.82,2,8.24,1
vllm,few_shot,140,115.07,0.00,129.40,1,7.73,1
vllm,few_shot,141,123.88,50.57,174.45,2,11.46,1
vllm,few_shot,142,190.09,54.50,244.59,2,8.18,1
vllm,few_shot,143,112.28,0.00,112.50,1,8.89,1
vllm,few_shot,144,94.59,0.00,103.23,1,9.69,1
vllm,few_shot,145,96.23,0.00,132.88,1,7.53,1
vllm,few_shot,146,99.57,0.00,109.67,1,9.12,1
vllm,few_shot,147,116.22,0.00,121.39,1,8.24,1
vllm,few_shot,148,127.79,27.71,183.20,3,16.38,0
vllm,few_shot,149,116.74,0.00,120.79,1,8.28,1
vllm,few_shot,150,130.17,34.34,164.51,2,12.16,1
vllm,few_shot,151,119.52,0.00,119.80,1,8.35,1
vllm,few_shot,152,230.87,0.00,250.74,1,3.99,1
vllm,few_shot,153,179.72,64.18,243.90,2,8.20,1
vllm,few_shot,154,187.22,65.31,252.53,2,7.92,1
vllm,few_shot,155,115.87,48.48,164.34,2,12.17,1
vllm,few_shot,156,197.57,0.00,263.64,1,3.79,1
vllm,few_shot,157,124.62,56.77,181.38,2,11.03,1
vllm,few_shot,158,98.53,30.10,128.63,2,15.55,1
vllm,few_shot,159,126.30,0.37,126.67,2,15.79,1
vllm,few_shot,160,159.15,0.00,173.26,1,5.77,1
vllm,few_shot,161,108.20,60.44,168.64,2,11.86,1
vllm,few_shot,162,116.31,0.00,125.90,1,7.94,1
vllm,few_shot,163,201.75,79.65,281.41,2,7.11,1
vllm,few_shot,164,126.12,0.00,126.33,1,7.92,1
vllm,few_shot,165,107.57,0.00,135.66,1,7.37,1
vllm,few_shot,166,95.16,0.00,134.50,1,7.44,1
vllm,few_shot,167,181.60,0.00,257.33,1,3.89,1
vllm,few_shot,168,115.20,69.68,184.88,2,10.82,1
vllm,few_shot,169,93.16,43.98,137.15,2,14.58,1
vllm,few_shot,170,102.10,34.52,136.63,2,14.64,1
vllm,few_shot,171,170.40,87.81,258.21,2,7.75,1
vllm,few_shot,172,78.66,23.13,101.79,2,19.65,1
vllm,few_shot,173,59.38,25.68,85.05,2,23.51,1
vllm,few_shot,174,111.33,0.00,129.99,1,7.69,1
vllm,few_shot,175,103.18,32.50,135.68,2,14.74,1
vllm,few_shot,176,105.80,37.24,143.04,2,13.98,1
vllm,few_shot,177,107.54,40.20,147.75,2,13.54,1
vllm,few_shot,178,127.13,0.00,153.68,1,6.51,1
vllm,few_shot,179,134.07,47.85,181.92,2,10.99,1
vllm,few_shot,180,129.04,48.66,177.70,2,11.25,1
vllm,few_shot,181,132.51,0.00,164.77,1,6.07,1
vllm,few_shot,182,143.27,0.00,178.01,1,5.62,1
vllm,few_shot,183,128.67,0.00,164.38,1,6.08,1
vllm,few_shot,184,101.37,0.00,134.68,1,7.42,1
vllm,few_shot,185,142.59,0.00,181.12,1,5.52,1
vllm,few_shot,186,130.29,42.57,172.86,2,11.57,1
vllm,few_shot,187,159.20,47.33,206.53,2,9.68,1
vllm,few_shot,188,161.39,0.00,186.74,1,5.35,1
vllm,few_shot,189,155.91,0.00,184.46,1,5.42,1
vllm,few_shot,190,180.07,0.00,199.89,1,5.00,1
vllm,few_shot,191,122.94,0.00,147.06,1,6.80,1
vllm,few_shot,192,136.29,0.00,170.80,1,5.85,1
vllm,few_shot,193,108.27,0.00,142.42,1,7.02,1
vllm,few_shot,194,119.36,0.00,142.32,1,7.03,1
vllm,few_shot,195,122.48,66.76,189.24,2,10.57,1
vllm,few_shot,196,158.47,62.33,220.79,2,9.06,1
vllm,few_shot,197,155.09,0.00,203.95,1,4.90,1
vllm,few_shot,198,172.90,0.00,220.05,1,4.54,1
vllm,few_shot,199,168.93,69.52,238.45,2,8.39,1
vllm,few_shot,200,158.32,0.00,214.37,1,4.66,1
vllm,few_shot,201,174.49,66.01,240.50,2,8.32,1
vllm,few_shot,202,174.96,0.00,175.19,1,5.71,1
vllm,few_shot,203,146.35,0.00,211.58,1,4.73,1
vllm,few_shot,204,160.59,64.05,224.64,2,8.90,1
vllm,few_shot,205,159.60,0.00,180.70,1,5.53,1
vllm,few_shot,206,130.85,0.00,190.81,1,5.24,1
vllm,few_shot,207,138.16,0.00,207.43,1,4.82,1
vllm,few_shot,208,179.22,0.00,237.84,1,4.20,1
vllm,few_shot,209,198.68,0.00,215.63,1,4.64,1
vllm,few_shot,210,117.65,82.77,200.43,2,9.98,1
vllm,few_shot,211,138.15,88.20,226.35,2,8.84,1
vllm,few_shot,212,161.03,0.00,228.96,1,4.37,1
vllm,few_shot,213,128.54,0.00,205.86,1,4.86,1
vllm,few_shot,214,141.41,74.50,215.91,2,9.26,1
vllm,few_shot,215,175.26,0.00,207.04,1,4.83,1
vllm,few_shot,216,191.64,0.00,211.66,1,4.72,1
vllm,few_shot,217,169.27,0.00,198.68,1,5.03,1
vllm,few_shot,218,104.20,0.00,138.83,1,7.20,1
vllm,few_shot,219,186.37,0.00,219.25,1,4.56,1
vllm,few_shot,220,94.51,104.61,199.12,2,10.04,1
vllm,few_shot,221,153.65,0.00,233.07,1,4.29,1
vllm,few_shot,222,198.27,37.17,235.44,2,8.49,1
vllm,few_shot,223,201.11,0.00,219.82,1,4.55,1
vllm,few_shot,224,161.13,0.00,251.54,1,3.98,1
vllm,few_shot,225,150.37,0.00,179.03,1,5.59,1
vllm,few_shot,226,116.98,0.00,208.00,1,4.81,1
vllm,few_shot,227,170.19,0.00,254.26,1,3.93,1
vllm,few_shot,228,174.65,0.00,217.77,1,4.59,1
vllm,few_shot,229,159.62,0.00,204.07,1,4.90,1
vllm,few_shot,230,172.61,42.94,215.56,2,9.28,1
vllm,few_shot,231,156.97,0.00,210.01,1,4.76,1
vllm,few_shot,232,108.74,0.00,109.02,1,9.17,1
vllm,few_shot,233,192.21,0.00,244.43,1,4.09,1
vllm,few_shot,234,103.82,56.76,160.57,2,12.46,1
vllm,few_shot,235,101.06,0.00,101.27,1,9.87,1
vllm,few_shot,236,85.12,0.00,99.25,1,10.08,1
vllm,few_shot,237,193.54,39.27,232.81,2,8.59,1
vllm,few_shot,238,90.58,0.00,93.94,1,10.65,1
vllm,few_shot,239,103.59,0.00,116.26,1,8.60,1
vllm,few_shot,240,111.20,0.00,126.93,1,7.88,1
vllm,few_shot,241,89.45,14.11,103.55,2,19.31,1
vllm,few_shot,242,98.00,0.00,102.04,1,9.80,1
vllm,few_shot,243,105.63,28.35,133.98,2,14.93,1
vllm,few_shot,244,102.13,21.20,123.33,2,16.22,1
vllm,few_shot,245,120.22,0.00,129.71,1,7.71,1
vllm,few_shot,246,211.70,69.41,281.12,2,7.11,1
vllm,few_shot,247,141.66,0.00,209.56,1,4.77,1
vllm,few_shot,248,126.43,5.31,131.75,2,15.18,1
vllm,few_shot,249,174.30,65.86,240.16,2,8.33,1
vllm,few_shot,250,105.95,4.96,110.90,2,18.03,1
vllm,few_shot,251,81.32,33.16,114.47,2,17.47,1
vllm,few_shot,252,104.33,34.70,139.03,2,14.39,1
vllm,few_shot,253,91.45,74.18,165.63,2,12.07,1
vllm,few_shot,254,120.40,0.00,120.68,1,8.29,1
vllm,few_shot,255,122.96,6.94,129.89,2,15.40,1
vllm,few_shot,256,182.69,0.00,267.56,1,3.74,1
vllm,few_shot,257,104.44,38.83,143.27,2,13.96,1
vllm,few_shot,258,200.89,61.99,262.88,2,7.61,1
vllm,few_shot,259,75.90,0.00,82.17,1,12.17,1
vllm,few_shot,260,109.22,0.00,123.81,1,8.08,1
vllm,few_shot,261,83.61,0.00,99.87,1,10.01,1
vllm,few_shot,262,129.03,0.00,144.96,1,6.90,1
vllm,few_shot,263,120.49,24.35,144.84,2,13.81,1
vllm,few_shot,264,97.78,25.83,123.60,2,16.18,1
vllm,few_shot,265,121.32,0.00,137.78,1,7.26,1
vllm,few_shot,266,98.13,0.00,120.06,1,8.33,1
vllm,few_shot,267,93.04,0.00,119.18,1,8.39,1
vllm,few_shot,268,89.92,45.13,135.05,2,14.81,1
vllm,few_shot,269,138.83,0.00,162.52,1,6.15,1
vllm,few_shot,270,127.33,0.00,152.59,1,6.55,1
vllm,few_shot,271,132.73,0.00,159.95,1,6.25,1
vllm,few_shot,272,82.52,52.49,135.01,2,14.81,1
vllm,few_shot,273,136.35,0.00,169.14,1,5.91,1
vllm,few_shot,274,109.34,55.61,164.95,2,12.12,1
vllm,few_shot,275,158.77,0.00,192.29,1,5.20,1
vllm,few_shot,276,144.17,0.00,183.23,1,5.46,1
vllm,few_shot,277,147.45,0.00,187.09,1,5.35,1
vllm,few_shot,278,119.80,60.23,180.04,2,11.11,0
vllm,few_shot,279,137.80,0.00,175.69,1,5.69,1
vllm,few_shot,280,136.67,88.05,224.72,2,8.90,1
vllm,few_shot,281,168.46,87.78,256.24,2,7.81,1
vllm,few_shot,282,133.94,0.00,196.31,1,5.09,1
vllm,few_shot,283,152.00,0.00,203.22,1,4.92,1
vllm,few_shot,284,192.47,0.00,254.06,1,3.94,1
vllm,few_shot,285,182.84,0.00,241.80,1,4.14,1
vllm,few_shot,286,146.69,0.00,206.58,1,4.84,1
vllm,few_shot,287,196.94,60.32,257.26,2,7.77,1
vllm,few_shot,288,178.13,0.00,242.13,1,4.13,1
vllm,few_shot,289,123.00,101.02,224.02,2,8.93,1
vllm,few_shot,290,176.22,0.00,193.80,1,5.16,1
vllm,few_shot,291,185.04,0.00,253.77,1,3.94,1
vllm,few_shot,292,188.53,0.00,269.38,1,3.71,1
vllm,few_shot,293,125.24,101.17,226.41,2,8.83,1
vllm,few_shot,294,211.91,0.00,221.60,1,4.51,1
vllm,few_shot,295,203.57,0.00,213.38,1,4.69,1
vllm,few_shot,296,196.06,0.00,206.20,1,4.85,1
vllm,few_shot,297,133.37,0.00,138.54,1,7.22,1
vllm,few_shot,298,131.94,55.07,242.09,3,12.39,1
vllm,few_shot,299,163.99,0.00,194.87,1,5.13,1
vllm,few_shot,300,150.62,0.00,239.68,1,4.17,1
vllm,few_shot,301,191.22,0.00,210.95,1,4.74,1
vllm,few_shot,302,124.76,96.05,220.81,2,9.06,1
vllm,few_shot,303,179.53,0.00,219.14,1,4.56,1
vllm,few_shot,304,129.16,0.00,218.45,1,4.58,1
vllm,few_shot,305,96.64,0.00,96.86,1,10.32,1
vllm,few_shot,306,190.96,32.91,223.87,2,8.93,1
vllm,few_shot,307,156.96,32.40,189.36,2,10.56,0
vllm,few_shot,308,146.13,0.00,234.48,1,4.26,1
vllm,few_shot,309,197.79,0.00,217.63,1,4.60,1
vllm,few_shot,310,105.45,0.00,105.67,1,9.46,1
vllm,few_shot,311,216.02,0.00,266.00,1,3.76,1
