model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-29T13:01:42.114812

Build Times
provider,build_time_s
torchinferno,369.5
vllm,1279.0
sglang,197.4

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,278.30,177.00,144.44,sglang
ttft_p99_ms,1268.85,503.54,7604.39,vllm
tpot_median_ms,70.23,63.12,78.68,vllm
tpot_p99_ms,151.59,154.18,7139.45,torchinferno
e2e_median_ms,345.23,239.20,217.54,sglang
e2e_p99_ms,1372.22,567.20,14706.96,vllm
throughput_median_tps,3.54,6.24,5.48,vllm
total_output_tokens,1461,1465,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,290.37,203.25,204.86,vllm
ttft_p99_ms,549.70,492.58,72798.23,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,340.67,226.24,339.61,vllm
e2e_p99_ms,615.08,508.35,72892.60,vllm
throughput_median_tps,2.94,4.42,2.94,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,718.94,169.45,168.69,sglang
ttft_p99_ms,2397.04,330.49,680.62,vllm
tpot_median_ms,57.57,56.00,116.37,vllm
tpot_p99_ms,116.32,177.09,257.36,torchinferno
e2e_median_ms,778.80,221.27,278.83,vllm
e2e_p99_ms,2421.92,423.08,834.20,vllm
throughput_median_tps,1.86,6.43,4.81,vllm
total_output_tokens,1450,1448,1460,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,965.37,146.16,124.98,sglang
ttft_last_turn_ms,1475.88,174.22,185.85,vllm
ttft_growth_ratio,1.53,1.19,1.49,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,178.43,60.11,81.35,vllm
ttft_p99_ms,577.83,133.27,625.95,vllm
tpot_median_ms,31.49,27.46,44.32,vllm
tpot_p99_ms,114.23,45.04,131.08,vllm
e2e_median_ms,206.21,81.00,142.44,vllm
e2e_p99_ms,622.49,168.06,659.69,vllm
throughput_median_tps,6.12,15.21,9.86,vllm
total_output_tokens,1459,1482,1467,vllm
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,811.67,68.74,80.64,vllm
ttft_p99_ms,2512.30,144.07,152.30,vllm
tpot_median_ms,14.65,15.05,24.06,torchinferno
tpot_p99_ms,85.86,23.18,28.22,vllm
e2e_median_ms,1316.35,602.35,897.28,vllm
e2e_p99_ms,3552.04,1009.26,1700.46,vllm
throughput_median_tps,26.09,58.89,38.43,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1146.24,0.00,1156.98,1,0.86,1
torchinferno,few_shot,1,1145.94,21.48,1167.43,2,1.71,1
torchinferno,few_shot,2,1265.23,0.00,1268.92,1,0.79,1
torchinferno,few_shot,3,1255.57,0.00,1274.94,1,0.78,1
torchinferno,few_shot,4,1259.44,0.00,1284.79,1,0.78,1
torchinferno,few_shot,5,1252.32,0.00,1280.32,1,0.78,1
torchinferno,few_shot,6,1259.63,0.00,1287.01,1,0.78,1
torchinferno,few_shot,7,109.21,0.00,137.24,1,7.29,1
torchinferno,few_shot,8,1255.01,0.00,1289.55,1,0.78,1
torchinferno,few_shot,9,1261.79,27.55,1289.34,2,1.55,1
torchinferno,few_shot,10,1266.36,0.00,1298.83,1,0.77,1
torchinferno,few_shot,11,1255.92,36.08,1292.00,2,1.55,1
torchinferno,few_shot,12,1255.01,0.00,1294.65,1,0.77,1
torchinferno,few_shot,13,1266.84,33.21,1300.05,2,1.54,1
torchinferno,few_shot,14,1263.41,0.00,1298.40,1,0.77,1
torchinferno,few_shot,15,1265.06,0.00,1309.33,1,0.76,1
torchinferno,few_shot,16,1251.17,49.64,1300.80,2,1.54,1
torchinferno,few_shot,17,1266.04,0.00,1305.05,1,0.77,1
torchinferno,few_shot,18,1263.08,48.77,1311.85,2,1.52,1
torchinferno,few_shot,19,1270.78,0.00,1314.26,1,0.76,1
torchinferno,few_shot,20,1259.21,0.00,1313.07,1,0.76,1
torchinferno,few_shot,21,1262.91,0.00,1308.50,1,0.76,1
torchinferno,few_shot,22,1261.72,54.76,1316.48,2,1.52,1
torchinferno,few_shot,23,1251.04,60.12,1311.16,2,1.53,1
torchinferno,few_shot,24,1260.31,0.00,1313.90,1,0.76,1
torchinferno,few_shot,25,1269.92,49.59,1319.51,2,1.52,1
torchinferno,few_shot,26,1259.18,57.49,1316.67,2,1.52,1
torchinferno,few_shot,27,1266.73,0.00,1321.80,1,0.76,1
torchinferno,few_shot,28,1259.29,63.17,1322.46,2,1.51,1
torchinferno,few_shot,29,1257.16,72.31,1329.47,2,1.50,1
torchinferno,few_shot,30,1260.68,60.76,1321.44,2,1.51,1
torchinferno,few_shot,31,1274.11,0.00,1336.34,1,0.75,1
torchinferno,few_shot,32,1257.22,69.55,1326.77,2,1.51,1
torchinferno,few_shot,33,1255.24,0.00,1334.73,1,0.75,1
torchinferno,few_shot,34,1259.77,76.41,1336.18,2,1.50,1
torchinferno,few_shot,35,1264.00,0.00,1338.05,1,0.75,1
torchinferno,few_shot,36,1270.30,0.00,1345.25,1,0.74,1
torchinferno,few_shot,37,1266.62,81.15,1347.78,2,1.48,1
torchinferno,few_shot,38,1261.17,0.00,1356.14,1,0.74,1
torchinferno,few_shot,39,1262.02,0.00,1343.13,1,0.74,1
torchinferno,few_shot,40,1266.91,93.50,1360.41,2,1.47,1
torchinferno,few_shot,41,1253.65,0.00,1351.81,1,0.74,1
torchinferno,few_shot,42,1272.86,89.48,1362.34,2,1.47,1
torchinferno,few_shot,43,1256.03,0.00,1356.58,1,0.74,1
torchinferno,few_shot,44,1260.29,93.82,1354.12,2,1.48,1
torchinferno,few_shot,45,1264.82,101.23,1366.05,2,1.46,1
torchinferno,few_shot,46,1253.60,0.00,1359.64,1,0.74,1
torchinferno,few_shot,47,1255.28,106.61,1361.88,2,1.47,1
torchinferno,few_shot,48,1257.62,0.00,1367.71,1,0.73,1
torchinferno,few_shot,49,1259.88,0.00,1362.70,1,0.73,1
torchinferno,few_shot,50,1265.43,104.86,1370.29,2,1.46,1
torchinferno,few_shot,51,1263.07,106.64,1369.70,2,1.46,1
torchinferno,few_shot,52,1255.45,116.26,1371.71,2,1.46,1
torchinferno,few_shot,53,1269.78,101.69,1371.48,2,1.46,1
torchinferno,few_shot,54,1257.76,0.00,1372.22,1,0.73,1
torchinferno,few_shot,55,1258.77,111.61,1370.38,2,1.46,1
torchinferno,few_shot,56,1268.46,106.69,1375.15,2,1.45,1
torchinferno,few_shot,57,1265.97,116.56,1382.53,2,1.45,1
torchinferno,few_shot,58,1300.94,0.00,1378.85,1,0.73,1
torchinferno,few_shot,59,1262.67,115.02,1377.69,2,1.45,1
torchinferno,few_shot,60,1252.26,0.00,1383.67,1,0.72,1
torchinferno,few_shot,61,1264.98,123.26,1388.24,2,1.44,1
torchinferno,few_shot,62,1268.85,118.04,1386.89,2,1.44,1
torchinferno,few_shot,63,1297.08,0.00,1400.10,1,0.71,1
