model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-15T05:02:34.165254+00:00

Build Times
provider,build_time_s
torchinferno,46.1
vllm,452.0
sglang,223.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,144.72,83.22,79.81,sglang
ttft_p99_ms,786.06,181.63,528.00,vllm
tpot_median_ms,31.56,37.08,64.99,torchinferno
tpot_p99_ms,43.94,126.06,861.00,torchinferno
e2e_median_ms,170.06,113.59,135.79,vllm
e2e_p99_ms,799.78,215.08,944.01,vllm
throughput_median_tps,6.84,11.60,9.92,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,56.14,68.67,126.53,torchinferno
ttft_p99_ms,322.13,298.37,70119.99,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,73.32,84.65,209.58,torchinferno
e2e_p99_ms,340.31,370.24,70180.99,torchinferno
throughput_median_tps,13.64,11.81,4.77,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.03,75.51,83.49,vllm
ttft_p99_ms,989.78,179.71,114.57,sglang
tpot_median_ms,34.31,35.19,81.93,torchinferno
tpot_p99_ms,48.68,90.30,900.77,torchinferno
e2e_median_ms,220.77,101.18,145.91,vllm
e2e_p99_ms,1010.86,217.85,928.44,vllm
throughput_median_tps,5.13,13.08,9.33,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,423.70,71.56,65.40,sglang
ttft_last_turn_ms,194.43,80.72,94.76,vllm
ttft_growth_ratio,0.46,1.13,1.45,torchinferno
ttft_first_turn_median_ms,222.93,65.76,61.14,sglang
ttft_first_turn_p99_ms,1091.93,177.50,109.91,sglang
ttft_last_turn_median_ms,196.32,78.11,94.27,vllm
ttft_last_turn_p99_ms,367.62,183.00,117.46,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.67,34.92,52.21,vllm
ttft_p99_ms,764.60,100.43,379.50,vllm
tpot_median_ms,34.92,22.89,408.24,vllm
tpot_p99_ms,84.71,33.39,1067.73,vllm
e2e_median_ms,74.67,52.59,497.54,vllm
e2e_p99_ms,792.10,153.04,1125.44,vllm
throughput_median_tps,19.69,24.93,2.87,vllm
total_output_tokens,1469,1474,1453,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,182.82,46.00,51.83,vllm
ttft_p99_ms,465.29,64.31,118.93,vllm
tpot_median_ms,19.28,15.33,25.36,vllm
tpot_p99_ms,24.95,17.87,97.42,vllm
e2e_median_ms,887.61,573.17,947.35,vllm
e2e_p99_ms,1560.39,1042.45,1979.34,vllm
throughput_median_tps,40.99,61.63,38.32,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,814.11,0.00,825.78,1,1.21,1,,,,,,,1,,,
torchinferno,few_shot,0,1,830.84,24.12,854.96,2,2.34,1,,,,,,,0,,,
torchinferno,few_shot,9,2,786.06,0.00,799.78,1,1.25,1,,,,,,,9,,,
torchinferno,few_shot,25,3,520.67,0.00,534.50,1,1.87,1,,,,,,,25,,,
torchinferno,few_shot,11,4,751.75,0.00,768.70,1,1.30,1,,,,,,,11,,,
torchinferno,few_shot,4,5,867.16,0.00,885.24,1,1.13,1,,,,,,,4,,,
torchinferno,few_shot,24,6,537.40,0.00,553.06,1,1.81,1,,,,,,,24,,,
torchinferno,few_shot,17,7,652.36,0.00,670.15,1,1.49,1,,,,,,,17,,,
torchinferno,few_shot,8,8,801.19,0.00,820.90,1,1.22,1,,,,,,,8,,,
torchinferno,few_shot,5,9,850.88,0.00,871.41,1,1.15,1,,,,,,,5,,,
torchinferno,few_shot,7,10,819.19,0.00,838.59,1,1.19,1,,,,,,,7,,,
torchinferno,few_shot,26,11,505.16,0.00,523.02,1,1.91,1,,,,,,,26,,,
torchinferno,few_shot,28,12,471.32,0.00,490.89,1,2.04,1,,,,,,,28,,,
torchinferno,few_shot,29,13,454.61,0.00,474.98,1,2.11,1,,,,,,,29,,,
torchinferno,few_shot,31,14,419.55,0.00,442.89,1,2.26,1,,,,,,,31,,,
torchinferno,few_shot,12,15,735.16,0.00,759.89,1,1.32,1,,,,,,,12,,,
torchinferno,few_shot,10,16,771.20,0.00,796.37,1,1.26,1,,,,,,,10,,,
torchinferno,few_shot,13,17,719.05,29.28,748.33,2,2.67,1,,,,,,,13,,,
torchinferno,few_shot,18,18,634.95,29.66,664.61,2,3.01,1,,,,,,,18,,,
torchinferno,few_shot,15,19,687.56,27.84,715.40,2,2.80,1,,,,,,,15,,,
torchinferno,few_shot,32,20,404.38,29.38,433.75,2,4.61,1,,,,,,,32,,,
torchinferno,few_shot,16,21,667.95,32.02,699.97,2,2.86,1,,,,,,,16,,,
torchinferno,few_shot,6,22,836.61,31.23,867.84,2,2.30,1,,,,,,,6,,,
torchinferno,few_shot,33,23,386.99,32.63,419.63,2,4.77,1,,,,,,,33,,,
torchinferno,few_shot,2,24,904.28,30.60,934.88,2,2.14,1,,,,,,,2,,,
torchinferno,few_shot,27,25,488.86,31.92,520.78,2,3.84,1,,,,,,,27,,,
torchinferno,few_shot,14,26,705.03,33.05,738.08,2,2.71,1,,,,,,,14,,,
torchinferno,few_shot,3,27,885.27,35.39,920.66,2,2.17,1,,,,,,,3,,,
torchinferno,few_shot,22,28,569.88,35.34,605.22,2,3.30,1,,,,,,,22,,,
torchinferno,few_shot,30,29,437.58,35.67,473.25,2,4.23,1,,,,,,,30,,,
torchinferno,few_shot,21,30,585.70,38.83,624.53,2,3.20,1,,,,,,,21,,,
torchinferno,few_shot,20,31,603.83,39.11,642.94,2,3.11,1,,,,,,,20,,,
torchinferno,few_shot,19,32,619.49,41.29,660.78,2,3.03,1,,,,,,,19,,,
torchinferno,few_shot,23,33,552.05,43.36,595.42,2,3.36,1,,,,,,,23,,,
torchinferno,few_shot,34,34,484.01,0.00,498.18,1,2.01,1,,,,,,,34,,,
torchinferno,few_shot,42,35,354.01,0.00,365.58,1,2.74,1,,,,,,,42,,,
torchinferno,few_shot,66,36,100.20,0.00,114.69,1,8.72,1,,,,,,,66,,,
torchinferno,few_shot,48,37,253.29,0.00,267.87,1,3.73,1,,,,,,,48,,,
torchinferno,few_shot,67,38,99.63,0.00,114.89,1,8.70,1,,,,,,,67,,,
