model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-15T17:02:22.805856+00:00

Build Times
provider,build_time_s
torchinferno,40.6
vllm,425.1
sglang,191.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.51,72.84,82.00,vllm
ttft_p99_ms,784.85,151.15,551.91,vllm
tpot_median_ms,32.25,37.65,66.18,torchinferno
tpot_p99_ms,45.65,84.20,551.92,torchinferno
e2e_median_ms,165.53,99.02,137.18,vllm
e2e_p99_ms,798.91,197.87,1028.78,vllm
throughput_median_tps,6.92,13.19,9.58,vllm
total_output_tokens,1460,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,59.53,71.19,119.66,torchinferno
ttft_p99_ms,339.28,446.53,71202.53,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,79.03,88.36,199.60,torchinferno
e2e_p99_ms,364.44,446.60,71258.13,torchinferno
throughput_median_tps,12.65,11.32,5.01,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,188.70,77.26,84.57,vllm
ttft_p99_ms,1048.00,186.83,483.88,vllm
tpot_median_ms,35.59,35.61,73.95,torchinferno
tpot_p99_ms,49.47,122.90,890.63,torchinferno
e2e_median_ms,216.96,106.00,145.93,vllm
e2e_p99_ms,1083.95,223.24,945.16,vllm
throughput_median_tps,5.23,12.23,9.31,vllm
total_output_tokens,1442,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,427.74,77.56,64.50,sglang
ttft_last_turn_ms,171.48,86.73,85.86,sglang
ttft_growth_ratio,0.40,1.12,1.33,torchinferno
ttft_first_turn_median_ms,191.35,66.37,61.42,sglang
ttft_first_turn_p99_ms,1145.15,162.50,103.54,sglang
ttft_last_turn_median_ms,186.19,76.34,88.06,vllm
ttft_last_turn_p99_ms,208.69,165.75,109.34,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.19,37.77,52.94,vllm
ttft_p99_ms,758.60,105.21,452.04,vllm
tpot_median_ms,34.86,27.50,394.38,vllm
tpot_p99_ms,72.87,38.10,1065.86,vllm
e2e_median_ms,73.91,56.64,465.41,vllm
e2e_p99_ms,781.33,147.09,1115.38,vllm
throughput_median_tps,19.62,22.83,2.98,vllm
total_output_tokens,1493,1472,1479,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,182.82,47.27,51.81,vllm
ttft_p99_ms,496.16,63.19,95.74,vllm
tpot_median_ms,19.32,15.58,24.69,vllm
tpot_p99_ms,24.73,17.73,65.73,vllm
e2e_median_ms,884.98,580.41,925.47,vllm
e2e_p99_ms,1517.20,1086.42,1739.68,vllm
throughput_median_tps,41.04,60.56,39.04,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,829.90,0.00,841.88,1,1.19,1,,,,,,,1,,,
torchinferno,few_shot,2,1,812.02,23.87,835.89,2,2.39,1,,,,,,,2,,,
torchinferno,few_shot,0,2,847.81,25.05,872.86,2,2.29,1,,,,,,,0,,,
torchinferno,few_shot,4,3,872.60,0.00,884.13,1,1.13,1,,,,,,,4,,,
torchinferno,few_shot,12,4,731.12,0.00,747.02,1,1.34,1,,,,,,,12,,,
torchinferno,few_shot,9,5,784.85,0.00,798.91,1,1.25,1,,,,,,,9,,,
torchinferno,few_shot,8,6,801.05,0.00,816.52,1,1.22,1,,,,,,,8,,,
torchinferno,few_shot,34,7,355.07,0.00,370.56,1,2.70,1,,,,,,,34,,,
torchinferno,few_shot,31,8,407.22,0.00,422.87,1,2.36,1,,,,,,,31,,,
torchinferno,few_shot,5,9,851.71,0.00,871.08,1,1.15,1,,,,,,,5,,,
torchinferno,few_shot,17,10,649.08,0.00,665.47,1,1.50,1,,,,,,,17,,,
torchinferno,few_shot,7,11,816.55,0.00,837.00,1,1.19,1,,,,,,,7,,,
torchinferno,few_shot,10,12,765.04,0.00,786.17,1,1.27,1,,,,,,,10,,,
torchinferno,few_shot,29,13,440.16,0.00,460.81,1,2.17,1,,,,,,,29,,,
torchinferno,few_shot,26,14,492.13,0.00,512.62,1,1.95,1,,,,,,,26,,,
torchinferno,few_shot,28,15,458.80,0.00,479.18,1,2.09,1,,,,,,,28,,,
torchinferno,few_shot,24,16,525.28,0.00,549.41,1,1.82,1,,,,,,,24,,,
torchinferno,few_shot,25,17,510.69,0.00,535.59,1,1.87,1,,,,,,,25,,,
torchinferno,few_shot,13,18,714.39,29.01,743.40,2,2.69,1,,,,,,,13,,,
torchinferno,few_shot,22,19,562.13,26.48,588.61,2,3.40,1,,,,,,,22,,,
torchinferno,few_shot,16,20,663.18,31.42,694.61,2,2.88,1,,,,,,,16,,,
torchinferno,few_shot,21,21,577.02,30.81,607.83,2,3.29,1,,,,,,,21,,,
torchinferno,few_shot,20,22,594.91,31.55,626.46,2,3.19,1,,,,,,,20,,,
torchinferno,few_shot,18,23,629.02,33.38,662.40,2,3.02,1,,,,,,,18,,,
torchinferno,few_shot,19,24,613.86,31.74,645.60,2,3.10,1,,,,,,,19,,,
torchinferno,few_shot,15,25,683.58,31.98,715.56,2,2.80,1,,,,,,,15,,,
torchinferno,few_shot,32,26,390.55,33.11,423.66,2,4.72,1,,,,,,,32,,,
torchinferno,few_shot,6,27,834.63,37.00,871.63,2,2.29,1,,,,,,,6,,,
torchinferno,few_shot,11,28,752.22,0.00,787.01,1,1.27,1,,,,,,,11,,,
torchinferno,few_shot,3,29,890.56,35.27,925.83,2,2.16,1,,,,,,,3,,,
torchinferno,few_shot,30,30,423.72,38.30,462.02,2,4.33,1,,,,,,,30,,,
torchinferno,few_shot,23,31,542.18,40.78,582.96,2,3.43,1,,,,,,,23,,,
torchinferno,few_shot,33,32,372.55,40.54,413.09,2,4.84,1,,,,,,,33,,,
torchinferno,few_shot,27,33,475.78,40.60,516.38,2,3.87,1,,,,,,,27,,,
torchinferno,few_shot,14,34,698.66,42.61,741.27,2,2.70,1,,,,,,,14,,,
torchinferno,few_shot,35,35,420.80,0.00,434.40,1,2.30,1,,,,,,,35,,,
torchinferno,few_shot,41,36,318.04,0.00,333.69,1,3.00,1,,,,,,,41,,,
torchinferno,few_shot,68,37,69.30,0.00,84.32,1,11.86,1,,,,,,,68,,,
torchinferno,few_shot,39,38,354.60,0.00,368.86,1,2.71,1,,,,,,,39,,,
