model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-24T19:03:16.941978+00:00

Build Times
provider,build_time_s
torchinferno,445.1
vllm,612.2
sglang,295.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,143.58,142.27,sglang
ttft_p99_ms,,1030.91,651.73,sglang
tpot_median_ms,,47.79,76.16,vllm
tpot_p99_ms,,133.79,384.61,vllm
e2e_median_ms,,187.99,211.75,vllm
e2e_p99_ms,,1083.21,875.44,sglang
throughput_median_tps,,7.58,5.65,vllm
total_output_tokens,,1464,1461,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,185.53,199.67,vllm
ttft_p99_ms,,237.37,71736.58,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,235.52,331.62,vllm
e2e_p99_ms,,321.56,71833.84,vllm
throughput_median_tps,,4.25,3.02,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,156.77,170.07,vllm
ttft_p99_ms,,343.31,502.36,vllm
tpot_median_ms,,57.12,95.94,vllm
tpot_p99_ms,,250.25,239.04,sglang
e2e_median_ms,,204.41,266.01,vllm
e2e_p99_ms,,481.79,535.93,vllm
throughput_median_tps,,6.60,5.05,vllm
total_output_tokens,,1450,1450,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm
ttft_first_turn_ms,,123.65,307.48,vllm
ttft_last_turn_ms,,158.11,194.44,vllm
ttft_growth_ratio,,1.28,0.63,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,59.45,87.20,vllm
ttft_p99_ms,,2060.92,545.77,sglang
tpot_median_ms,,29.68,36.37,vllm
tpot_p99_ms,,1001.12,144.03,sglang
e2e_median_ms,,82.14,135.04,vllm
e2e_p99_ms,,2099.17,579.65,sglang
throughput_median_tps,,14.85,9.81,vllm
total_output_tokens,,1461,1478,sglang
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,75.15,71.24,sglang
ttft_p99_ms,,169.39,209.19,vllm
tpot_median_ms,,14.98,22.21,vllm
tpot_p99_ms,,20.99,27.20,vllm
e2e_median_ms,,619.95,831.79,vllm
e2e_p99_ms,,1009.63,1582.83,vllm
throughput_median_tps,,58.23,42.09,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,900.23,0.00,900.37,1,1.11,1
vllm,few_shot,1,899.09,0.00,901.00,1,1.11,1
vllm,few_shot,2,908.07,0.00,908.20,1,1.10,1
vllm,few_shot,3,908.70,0.00,908.81,1,1.10,1
vllm,few_shot,4,903.84,0.00,905.88,1,1.10,1
vllm,few_shot,5,906.50,0.00,908.28,1,1.10,1
vllm,few_shot,6,908.66,0.00,910.06,1,1.10,1
vllm,few_shot,7,912.12,31.53,943.66,2,2.12,1
vllm,few_shot,8,917.65,36.30,953.95,2,2.10,1
vllm,few_shot,9,944.86,0.00,960.93,1,1.04,1
vllm,few_shot,10,948.73,0.00,961.27,1,1.04,1
vllm,few_shot,11,941.09,0.00,959.40,1,1.04,1
vllm,few_shot,12,948.94,0.00,967.59,1,1.03,1
vllm,few_shot,13,946.09,0.00,965.21,1,1.04,1
vllm,few_shot,14,942.34,41.10,983.44,2,2.03,1
vllm,few_shot,15,958.74,0.00,981.38,1,1.02,1
vllm,few_shot,16,940.28,47.20,987.48,2,2.03,1
vllm,few_shot,17,954.61,0.00,985.68,1,1.01,1
vllm,few_shot,18,953.04,0.00,987.23,1,1.01,1
vllm,few_shot,19,945.70,46.18,991.88,2,2.02,1
vllm,few_shot,20,957.44,0.00,988.67,1,1.01,1
vllm,few_shot,21,940.94,53.28,994.22,2,2.01,1
vllm,few_shot,22,939.56,54.45,994.01,2,2.01,1
vllm,few_shot,23,939.14,56.03,995.17,2,2.01,1
vllm,few_shot,24,941.82,53.74,995.56,2,2.01,1
vllm,few_shot,25,953.93,83.77,1037.70,2,1.93,1
vllm,few_shot,26,976.75,0.00,1033.45,1,0.97,1
vllm,few_shot,27,965.74,0.00,1033.84,1,0.97,1
vllm,few_shot,28,983.16,0.00,1038.29,1,0.96,1
vllm,few_shot,29,955.16,96.69,1051.85,2,1.90,1
vllm,few_shot,30,978.18,0.00,1051.40,1,0.95,1
vllm,few_shot,31,967.06,0.00,1040.80,1,0.96,1
vllm,few_shot,32,979.66,0.00,1053.45,1,0.95,1
vllm,few_shot,33,954.82,103.57,1058.39,2,1.89,1
vllm,few_shot,34,973.53,0.00,1046.67,1,0.96,1
vllm,few_shot,35,967.67,0.00,1046.81,1,0.96,1
vllm,few_shot,36,972.52,0.00,1047.54,1,0.95,1
vllm,few_shot,37,1044.91,0.00,1045.20,1,0.96,1
vllm,few_shot,38,1033.01,0.00,1049.17,1,0.95,1
vllm,few_shot,39,1030.96,0.00,1053.18,1,0.95,1
vllm,few_shot,40,967.98,110.27,1078.25,2,1.85,1
vllm,few_shot,41,152.12,0.00,173.78,1,5.75,1
vllm,few_shot,42,150.23,0.00,176.51,1,5.67,1
vllm,few_shot,43,964.92,0.00,1059.75,1,0.94,1
vllm,few_shot,44,980.17,83.27,1063.44,2,1.88,1
vllm,few_shot,45,968.88,94.78,1063.66,2,1.88,1
vllm,few_shot,46,971.35,91.37,1062.72,2,1.88,1
vllm,few_shot,47,181.17,0.00,181.43,1,5.51,1
vllm,few_shot,48,1039.84,0.00,1063.35,1,0.94,1
vllm,few_shot,49,976.88,102.91,1079.79,2,1.85,1
vllm,few_shot,50,1026.67,39.02,1065.70,2,1.88,1
vllm,few_shot,51,1037.18,0.00,1067.40,1,0.94,1
vllm,few_shot,52,163.61,0.00,185.74,1,5.38,1
vllm,few_shot,53,1028.05,42.05,1070.10,2,1.87,1
vllm,few_shot,54,1023.52,47.67,1071.18,2,1.87,1
vllm,few_shot,55,1027.48,0.00,1075.02,1,0.93,1
vllm,few_shot,56,1027.43,49.59,1077.02,2,1.86,1
vllm,few_shot,57,141.16,47.85,189.02,2,10.58,1
vllm,few_shot,58,104.47,0.00,134.86,1,7.41,1
vllm,few_shot,59,1035.23,44.48,1079.71,2,1.85,1
vllm,few_shot,60,1029.39,0.00,1083.21,1,0.92,1
vllm,few_shot,61,117.47,28.15,145.63,2,13.73,1
vllm,few_shot,62,978.76,116.31,1095.07,2,1.83,1
vllm,few_shot,63,965.61,124.41,1090.01,2,1.83,1
vllm,few_shot,64,93.37,0.00,112.07,1,8.92,1
vllm,few_shot,65,108.85,0.00,113.76,1,8.79,1
vllm,few_shot,66,111.46,4.97,116.42,2,17.18,1
vllm,few_shot,67,119.97,5.24,125.21,2,15.97,1
vllm,few_shot,68,1036.03,57.44,1093.46,2,1.83,1
vllm,few_shot,69,1030.79,63.26,1094.05,2,1.83,1
vllm,few_shot,70,129.90,0.00,166.98,1,5.99,1
vllm,few_shot,71,96.91,0.00,115.58,1,8.65,1
vllm,few_shot,72,103.33,20.07,123.41,2,16.21,1
vllm,few_shot,73,1030.91,64.25,1095.15,2,1.83,1
vllm,few_shot,74,113.22,0.00,158.70,1,6.30,1
vllm,few_shot,75,133.42,0.34,133.75,2,14.95,1
vllm,few_shot,76,95.68,0.00,130.95,1,7.64,1
vllm,few_shot,77,111.57,0.00,134.39,1,7.44,1
vllm,few_shot,78,173.67,0.00,227.17,1,4.40,1
vllm,few_shot,79,109.52,0.00,134.11,1,7.46,1
vllm,few_shot,80,181.92,0.00,220.34,1,4.54,1
vllm,few_shot,81,127.32,0.00,184.31,1,5.43,1
vllm,few_shot,82,1029.32,80.19,1109.51,2,1.80,1
vllm,few_shot,83,1037.11,0.00,1109.91,1,0.90,1
vllm,few_shot,84,1034.72,77.21,1111.93,2,1.80,1
vllm,few_shot,85,126.95,0.00,136.06,1,7.35,1
vllm,few_shot,86,1025.84,88.55,1114.39,2,1.79,1
vllm,few_shot,87,171.79,4.38,176.18,2,11.35,1
