model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-19T01:02:24.933112+00:00

Build Times
provider,build_time_s
torchinferno,43.2
vllm,336.9
sglang,189.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,140.21,77.37,95.24,vllm
ttft_p99_ms,713.98,161.14,529.49,vllm
tpot_median_ms,31.42,36.44,68.11,torchinferno
tpot_p99_ms,44.48,92.94,808.51,torchinferno
e2e_median_ms,164.69,104.23,152.63,vllm
e2e_p99_ms,737.17,200.72,930.26,vllm
throughput_median_tps,7.03,12.62,8.56,vllm
total_output_tokens,1461,1466,1460,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,53.93,88.38,155.85,torchinferno
ttft_p99_ms,318.44,329.12,69802.20,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,70.10,107.03,236.08,torchinferno
e2e_p99_ms,334.86,421.21,69845.96,torchinferno
throughput_median_tps,14.26,9.34,4.24,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,188.96,86.37,89.51,vllm
ttft_p99_ms,1712.03,168.76,490.19,vllm
tpot_median_ms,35.41,34.58,76.92,vllm
tpot_p99_ms,48.43,90.45,872.42,torchinferno
e2e_median_ms,217.21,111.29,152.20,vllm
e2e_p99_ms,1746.22,211.21,958.07,vllm
throughput_median_tps,5.17,12.15,8.93,vllm
total_output_tokens,1436,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,783.07,79.01,72.50,sglang
ttft_last_turn_ms,172.51,87.85,96.47,vllm
ttft_growth_ratio,0.22,1.11,1.33,torchinferno
ttft_first_turn_median_ms,760.95,73.34,74.02,vllm
ttft_first_turn_p99_ms,1830.08,146.67,116.03,sglang
ttft_last_turn_median_ms,186.83,83.54,96.70,vllm
ttft_last_turn_p99_ms,208.29,164.97,123.11,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,51.42,36.53,59.61,vllm
ttft_p99_ms,743.60,118.89,453.32,vllm
tpot_median_ms,34.58,23.78,405.65,vllm
tpot_p99_ms,70.95,33.52,1060.51,vllm
e2e_median_ms,72.91,55.08,456.04,vllm
e2e_p99_ms,764.33,162.92,1121.04,vllm
throughput_median_tps,20.05,24.05,3.16,vllm
total_output_tokens,1472,1480,1474,vllm
num_requests,992,992,992,
correctness_rate,0.96,0.96,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,191.29,46.59,55.57,vllm
ttft_p99_ms,440.04,63.72,118.36,vllm
tpot_median_ms,19.51,15.38,28.12,vllm
tpot_p99_ms,26.98,17.78,114.51,vllm
e2e_median_ms,897.50,583.51,1094.65,vllm
e2e_p99_ms,1528.44,1047.20,1969.48,vllm
throughput_median_tps,40.64,60.83,34.62,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,773.72,0.00,785.98,1,1.27,1,,,,,,,1,,,
torchinferno,few_shot,0,1,791.53,23.45,814.98,2,2.45,1,,,,,,,0,,,
torchinferno,few_shot,5,2,782.57,0.00,794.45,1,1.26,1,,,,,,,5,,,
torchinferno,few_shot,10,3,697.22,0.00,712.69,1,1.40,1,,,,,,,10,,,
torchinferno,few_shot,12,4,664.66,0.00,680.44,1,1.47,1,,,,,,,12,,,
torchinferno,few_shot,8,5,730.38,0.00,746.86,1,1.34,1,,,,,,,8,,,
torchinferno,few_shot,31,6,351.01,0.00,367.38,1,2.72,1,,,,,,,31,,,
torchinferno,few_shot,26,7,434.64,0.00,450.28,1,2.22,1,,,,,,,26,,,
torchinferno,few_shot,17,8,584.56,0.00,599.94,1,1.67,1,,,,,,,17,,,
torchinferno,few_shot,4,9,796.15,0.00,815.20,1,1.23,1,,,,,,,4,,,
torchinferno,few_shot,24,10,467.09,0.00,485.08,1,2.06,1,,,,,,,24,,,
torchinferno,few_shot,28,11,402.12,0.00,419.89,1,2.38,1,,,,,,,28,,,
torchinferno,few_shot,11,12,681.82,0.00,701.80,1,1.42,1,,,,,,,11,,,
torchinferno,few_shot,25,13,451.74,0.00,471.67,1,2.12,1,,,,,,,25,,,
torchinferno,few_shot,7,14,748.00,0.00,769.60,1,1.30,1,,,,,,,7,,,
torchinferno,few_shot,9,15,713.98,0.00,737.17,1,1.36,1,,,,,,,9,,,
torchinferno,few_shot,29,16,384.87,0.00,410.07,1,2.44,1,,,,,,,29,,,
torchinferno,few_shot,13,17,648.22,27.76,675.98,2,2.96,1,,,,,,,13,,,
torchinferno,few_shot,30,18,369.87,25.63,395.51,2,5.06,1,,,,,,,30,,,
torchinferno,few_shot,16,19,599.60,27.98,627.58,2,3.19,1,,,,,,,16,,,
torchinferno,few_shot,23,20,484.05,28.49,512.54,2,3.90,1,,,,,,,23,,,
torchinferno,few_shot,3,21,815.75,28.22,843.98,2,2.37,1,,,,,,,3,,,
torchinferno,few_shot,32,22,336.34,28.32,364.66,2,5.48,1,,,,,,,32,,,
torchinferno,few_shot,19,23,549.04,31.02,580.06,2,3.45,1,,,,,,,19,,,
torchinferno,few_shot,20,24,533.13,30.95,564.08,2,3.55,1,,,,,,,20,,,
torchinferno,few_shot,18,25,567.54,30.18,597.73,2,3.35,1,,,,,,,18,,,
torchinferno,few_shot,21,26,518.70,29.95,548.65,2,3.65,1,,,,,,,21,,,
torchinferno,few_shot,15,27,617.66,30.47,648.13,2,3.09,1,,,,,,,15,,,
torchinferno,few_shot,14,28,632.88,32.49,665.37,2,3.01,1,,,,,,,14,,,
torchinferno,few_shot,33,29,318.64,33.22,351.86,2,5.68,1,,,,,,,33,,,
torchinferno,few_shot,22,30,499.91,34.66,534.57,2,3.74,1,,,,,,,22,,,
torchinferno,few_shot,2,31,832.73,34.46,867.19,2,2.31,1,,,,,,,2,,,
torchinferno,few_shot,6,32,765.95,35.65,801.60,2,2.49,1,,,,,,,6,,,
torchinferno,few_shot,27,33,418.10,37.11,455.21,2,4.39,1,,,,,,,27,,,
torchinferno,few_shot,39,34,287.82,0.00,301.56,1,3.32,1,,,,,,,39,,,
torchinferno,few_shot,68,35,70.78,0.00,82.64,1,12.10,1,,,,,,,68,,,
torchinferno,few_shot,34,36,387.34,0.00,399.93,1,2.50,1,,,,,,,34,,,
torchinferno,few_shot,69,37,70.13,0.00,83.15,1,12.03,1,,,,,,,69,,,
torchinferno,few_shot,46,38,172.30,0.00,188.49,1,5.31,1,,,,,,,46,,,
torchinferno,few_shot,67,39,69.27,0.00,85.39,1,11.71,1,,,,,,,67,,,
torchinferno,few_shot,74,40,66.01,0.00,82.03,1,12.19,1,,,,,,,74,,,
torchinferno,few_shot,47,41,158.35,0.00,173.27,1,5.77,1,,,,,,,47,,,
torchinferno,few_shot,38,42,305.78,0.00,322.82,1,3.10,1,,,,,,,38,,,
torchinferno,few_shot,41,43,256.54,0.00,274.02,1,3.65,1,,,,,,,41,,,
torchinferno,few_shot,43,44,224.29,0.00,241.59,1,4.14,1,,,,,,,43,,,
torchinferno,few_shot,42,45,240.23,0.00,258.67,1,3.87,1,,,,,,,42,,,
torchinferno,few_shot,71,46,67.96,0.00,87.29,1,11.46,1,,,,,,,71,,,
torchinferno,few_shot,66,47,70.09,0.00,90.55,1,11.04,1,,,,,,,66,,,
torchinferno,few_shot,48,48,139.89,0.00,161.57,1,6.19,1,,,,,,,48,,,
torchinferno,few_shot,72,49,67.94,0.00,90.39,1,11.06,1,,,,,,,72,,,
torchinferno,few_shot,35,50,369.33,0.00,393.83,1,2.54,1,,,,,,,35,,,
torchinferno,few_shot,65,51,137.94,0.00,162.08,1,6.17,1,,,,,,,65,,,
torchinferno,few_shot,64,52,147.77,0.00,175.81,1,5.69,1,,,,,,,64,,,
torchinferno,few_shot,40,53,271.20,29.53,300.73,2,6.65,1,,,,,,,40,,,
torchinferno,few_shot,78,54,63.37,27.75,91.12,2,21.95,1,,,,,,,78,,,
torchinferno,few_shot,44,55,205.47,30.96,236.42,2,8.46,1,,,,,,,44,,,
torchinferno,few_shot,50,56,106.18,31.26,137.44,2,14.55,1,,,,,,,50,,,
torchinferno,few_shot,49,57,122.96,31.67,154.62,2,12.93,1,,,,,,,49,,,
torchinferno,few_shot,36,58,339.70,33.34,373.04,2,5.36,1,,,,,,,36,,,
torchinferno,few_shot,73,59,66.52,32.47,98.98,2,20.21,1,,,,,,,73,,,
torchinferno,few_shot,51,60,90.99,32.76,123.75,2,16.16,1,,,,,,,51,,,
torchinferno,few_shot,52,61,74.84,32.78,107.62,2,18.58,1,,,,,,,52,,,
torchinferno,few_shot,45,62,191.20,34.05,225.25,2,8.88,1,,,,,,,45,,,
torchinferno,few_shot,37,63,320.64,0.00,358.13,1,2.79,1,,,,,,,37,,,
torchinferno,few_shot,75,64,66.57,35.95,102.51,2,19.51,1,,,,,,,75,,,
torchinferno,few_shot,70,65,67.84,42.42,110.27,2,18.14,1,,,,,,,70,,,
torchinferno,few_shot,81,66,134.73,0.00,148.64,1,6.73,1,,,,,,,81,,,
torchinferno,few_shot,95,67,128.78,0.00,141.01,1,7.09,1,,,,,,,95,,,
torchinferno,few_shot,101,68,65.36,0.00,78.39,1,12.76,1,,,,,,,101,,,
torchinferno,few_shot,76,69,141.81,0.00,157.86,1,6.33,1,,,,,,,76,,,
torchinferno,few_shot,98,70,66.41,0.00,81.45,1,12.28,1,,,,,,,98,,,
torchinferno,few_shot,55,71,87.13,0.00,102.16,1,9.79,1,,,,,,,55,,,
torchinferno,few_shot,90,72,132.69,0.00,147.48,1,6.78,1,,,,,,,90,,,
torchinferno,few_shot,102,73,65.26,0.00,80.59,1,12.41,1,,,,,,,102,,,
torchinferno,few_shot,97,74,125.51,0.00,142.58,1,7.01,1,,,,,,,97,,,
torchinferno,few_shot,82,75,135.31,0.00,153.91,1,6.50,1,,,,,,,82,,,
torchinferno,few_shot,96,76,125.00,0.00,144.97,1,6.90,1,,,,,,,96,,,
torchinferno,few_shot,106,77,61.73,0.00,81.26,1,12.31,1,,,,,,,106,,,
torchinferno,few_shot,92,78,128.96,0.00,150.43,1,6.65,1,,,,,,,92,,,
torchinferno,few_shot,80,79,137.95,0.00,158.22,1,6.32,1,,,,,,,80,,,
torchinferno,few_shot,100,80,64.42,0.00,86.87,1,11.51,1,,,,,,,100,,,
torchinferno,few_shot,87,81,131.85,0.00,155.28,1,6.44,1,,,,,,,87,,,
torchinferno,few_shot,86,82,134.22,0.00,156.52,1,6.39,1,,,,,,,86,,,
torchinferno,few_shot,88,83,134.15,0.00,156.10,1,6.41,1,,,,,,,88,,,
torchinferno,few_shot,53,84,128.02,0.00,150.62,1,6.64,1,,,,,,,53,,,
torchinferno,few_shot,79,85,141.66,26.46,168.12,2,11.90,1,,,,,,,79,,,
torchinferno,few_shot,77,86,143.69,26.26,169.95,2,11.77,1,,,,,,,77,,,
torchinferno,few_shot,107,87,61.32,28.89,90.21,2,22.17,1,,,,,,,107,,,
torchinferno,few_shot,94,88,128.30,30.47,158.77,2,12.60,1,,,,,,,94,,,
torchinferno,few_shot,84,89,135.48,29.82,165.30,2,12.10,1,,,,,,,84,,,
torchinferno,few_shot,91,90,131.88,30.91,162.79,2,12.29,1,,,,,,,91,,,
torchinferno,few_shot,54,91,102.71,32.83,135.53,2,14.76,1,,,,,,,54,,,
torchinferno,few_shot,103,92,62.65,34.27,96.92,2,20.64,1,,,,,,,103,,,
torchinferno,few_shot,85,93,133.81,0.00,167.95,1,5.95,1,,,,,,,85,,,
torchinferno,few_shot,93,94,129.94,34.32,164.26,2,12.18,1,,,,,,,93,,,
torchinferno,few_shot,56,95,71.31,34.06,105.38,2,18.98,1,,,,,,,56,,,
torchinferno,few_shot,89,96,131.00,0.00,168.45,1,5.94,1,,,,,,,89,,,
torchinferno,few_shot,83,97,133.74,39.63,173.37,2,11.54,1,,,,,,,83,,,
torchinferno,few_shot,105,98,144.26,0.00,155.83,1,6.42,1,,,,,,,105,,,
torchinferno,few_shot,131,99,67.44,0.00,81.19,1,12.32,1,,,,,,,131,,,
torchinferno,few_shot,109,100,139.41,0.00,155.18,1,6.44,1,,,,,,,109,,,
torchinferno,few_shot,113,101,137.28,0.00,151.46,1,6.60,1,,,,,,,113,,,
torchinferno,few_shot,60,102,75.94,0.00,88.84,1,11.26,1,,,,,,,60,,,
torchinferno,few_shot,123,103,127.74,0.00,143.36,1,6.98,1,,,,,,,123,,,
torchinferno,few_shot,129,104,119.07,0.00,134.75,1,7.42,1,,,,,,,129,,,
torchinferno,few_shot,57,105,130.46,0.00,148.41,1,6.74,1,,,,,,,57,,,
torchinferno,few_shot,136,106,66.25,0.00,83.18,1,12.02,1,,,,,,,136,,,
torchinferno,few_shot,119,107,131.90,0.00,149.42,1,6.69,1,,,,,,,119,,,
torchinferno,few_shot,127,108,123.69,0.00,144.35,1,6.93,1,,,,,,,127,,,
torchinferno,few_shot,130,109,69.91,0.00,89.18,1,11.21,1,,,,,,,130,,,
torchinferno,few_shot,115,110,136.44,0.00,156.86,1,6.38,1,,,,,,,115,,,
torchinferno,few_shot,112,111,137.54,0.00,161.15,1,6.21,1,,,,,,,112,,,
torchinferno,few_shot,117,112,130.76,0.00,157.03,1,6.37,1,,,,,,,117,,,
torchinferno,few_shot,126,113,124.06,27.12,151.18,2,13.23,1,,,,,,,126,,,
torchinferno,few_shot,122,114,127.47,0.00,155.04,1,6.45,1,,,,,,,122,,,
torchinferno,few_shot,104,115,142.32,29.20,171.53,2,11.66,1,,,,,,,104,,,
torchinferno,few_shot,110,116,140.62,0.00,169.40,1,5.90,1,,,,,,,110,,,
