model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-27T23:03:06.059726+00:00

Build Times
provider,build_time_s
torchinferno,395.0
vllm,508.9
sglang,254.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,249.60,148.42,143.80,sglang
ttft_p99_ms,2193.02,257.45,637.21,vllm
tpot_median_ms,49.03,53.15,76.90,torchinferno
tpot_p99_ms,853.48,149.11,389.96,vllm
e2e_median_ms,298.67,204.62,215.23,vllm
e2e_p99_ms,2220.12,320.26,897.23,vllm
throughput_median_tps,4.77,7.31,5.65,vllm
total_output_tokens,1461,1455,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,281.95,197.24,207.36,vllm
ttft_p99_ms,583.55,233.83,70675.18,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,303.14,281.20,340.18,vllm
e2e_p99_ms,617.82,330.17,70780.47,vllm
throughput_median_tps,3.30,3.56,2.94,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,366.34,156.48,167.45,vllm
ttft_p99_ms,758.80,321.84,609.80,vllm
tpot_median_ms,60.16,57.19,101.17,vllm
tpot_p99_ms,112.10,177.08,268.27,torchinferno
e2e_median_ms,428.52,202.83,272.98,vllm
e2e_p99_ms,781.36,397.15,670.90,vllm
throughput_median_tps,3.03,6.72,5.02,vllm
total_output_tokens,1446,1450,1450,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,337.21,134.10,120.11,sglang
ttft_last_turn_ms,609.89,157.04,200.77,vllm
ttft_growth_ratio,1.81,1.17,1.67,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,262.12,59.29,84.00,vllm
ttft_p99_ms,600.58,2021.50,552.52,sglang
tpot_median_ms,43.05,31.43,40.29,vllm
tpot_p99_ms,382.97,1743.54,122.97,sglang
e2e_median_ms,310.69,84.06,132.12,vllm
e2e_p99_ms,678.90,2053.29,602.17,sglang
throughput_median_tps,4.05,14.32,10.04,vllm
total_output_tokens,1465,1476,1465,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,321.80,73.36,71.17,sglang
ttft_p99_ms,924.79,151.49,203.34,vllm
tpot_median_ms,21.52,14.89,22.17,vllm
tpot_p99_ms,108.15,23.04,27.60,vllm
e2e_median_ms,1126.98,608.74,832.54,vllm
e2e_p99_ms,2110.23,1002.66,1581.40,vllm
throughput_median_tps,33.14,58.78,42.03,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1023.66,0.00,1527.19,1,0.65,1
torchinferno,few_shot,1,1020.71,0.00,1528.49,1,0.65,1
torchinferno,few_shot,2,1023.38,0.00,1533.64,1,0.65,1
torchinferno,few_shot,3,1016.83,0.00,1531.64,1,0.65,1
torchinferno,few_shot,4,1022.25,0.00,1535.03,1,0.65,1
torchinferno,few_shot,5,1020.70,0.00,1535.51,1,0.65,1
torchinferno,few_shot,6,1025.68,0.00,1543.05,1,0.65,1
torchinferno,few_shot,7,1017.82,0.00,1541.50,1,0.65,1
torchinferno,few_shot,8,1017.19,0.00,1539.89,1,0.65,1
torchinferno,few_shot,9,1021.90,0.00,1547.98,1,0.65,1
torchinferno,few_shot,10,1014.95,850.05,1865.00,2,1.07,1
torchinferno,few_shot,11,1021.54,846.83,1868.36,2,1.07,1
torchinferno,few_shot,12,1023.45,851.64,1875.09,2,1.07,1
torchinferno,few_shot,13,1019.12,850.51,1869.62,2,1.07,1
torchinferno,few_shot,14,1024.44,852.17,1876.61,2,1.07,1
torchinferno,few_shot,15,1017.97,854.55,1872.52,2,1.07,1
torchinferno,few_shot,16,1021.42,853.48,1874.89,2,1.07,1
torchinferno,few_shot,17,1016.92,859.55,1876.47,2,1.07,1
torchinferno,few_shot,18,1021.34,855.80,1877.15,2,1.07,1
torchinferno,few_shot,19,1025.25,859.45,1884.71,2,1.06,1
torchinferno,few_shot,20,2121.43,0.00,2137.79,1,0.47,1
torchinferno,few_shot,21,2124.48,0.00,2138.37,1,0.47,1
torchinferno,few_shot,22,2126.32,0.00,2137.95,1,0.47,1
torchinferno,few_shot,23,2117.56,0.00,2138.23,1,0.47,1
torchinferno,few_shot,24,2124.88,0.00,2139.75,1,0.47,1
torchinferno,few_shot,25,2125.32,0.00,2151.91,1,0.46,1
torchinferno,few_shot,26,2119.57,0.00,2146.55,1,0.47,1
torchinferno,few_shot,27,2120.72,0.00,2145.62,1,0.47,1
torchinferno,few_shot,28,2124.78,0.00,2147.10,1,0.47,1
torchinferno,few_shot,29,2124.98,0.00,2149.43,1,0.47,1
torchinferno,few_shot,30,2121.40,0.00,2150.91,1,0.46,1
torchinferno,few_shot,31,2124.33,0.00,2154.00,1,0.46,1
torchinferno,few_shot,32,2120.52,0.00,2155.38,1,0.46,1
torchinferno,few_shot,33,2126.86,30.40,2157.26,2,0.93,1
torchinferno,few_shot,34,2126.90,30.83,2157.73,2,0.93,1
torchinferno,few_shot,35,2119.34,37.79,2157.14,2,0.93,1
torchinferno,few_shot,36,2136.34,42.33,2178.67,2,0.92,1
torchinferno,few_shot,37,2120.82,0.00,2164.46,1,0.46,1
torchinferno,few_shot,38,2123.10,0.00,2165.76,1,0.46,1
torchinferno,few_shot,39,2123.48,0.00,2165.25,1,0.46,1
torchinferno,few_shot,40,2127.55,42.65,2170.20,2,0.92,1
torchinferno,few_shot,41,2132.88,46.31,2179.19,2,0.92,1
torchinferno,few_shot,42,2119.46,50.15,2169.61,2,0.92,1
torchinferno,few_shot,43,2121.23,52.24,2173.47,2,0.92,1
