model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-10T22:37:39.681029

Build Times
provider,build_time_s
vllm,1259.8
sglang,182.7
torchinferno,43.2

few_shot
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,161.87,136.02,627.37,sglang
ttft_p99_ms,811.50,8010.94,1315.60,vllm
tpot_median_ms,52.50,74.04,391.88,vllm
tpot_p99_ms,146.58,7312.69,750.14,vllm
e2e_median_ms,215.85,205.12,1031.45,sglang
e2e_p99_ms,862.74,15292.22,1733.30,vllm
throughput_median_tps,7.11,5.73,1.09,vllm
total_output_tokens,1457,1466,1461,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm

self_consistency
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,177.32,209.54,308.02,vllm
ttft_p99_ms,412.61,919.29,790.56,vllm
tpot_median_ms,0.00,0.00,0.00,vllm
tpot_p99_ms,0.00,0.00,0.00,vllm
e2e_median_ms,198.06,344.47,445.10,vllm
e2e_p99_ms,441.78,978.40,966.42,vllm
throughput_median_tps,5.05,2.90,2.25,vllm
total_output_tokens,1000,1000,1000,vllm
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,vllm
unique_final_answers,1,1,1,vllm

multi_turn
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,177.41,159.18,1642.29,sglang
ttft_p99_ms,344.74,571.22,3349.20,vllm
tpot_median_ms,52.75,106.50,1522.77,vllm
tpot_p99_ms,171.36,225.50,3002.53,vllm
e2e_median_ms,225.29,262.83,3110.58,vllm
e2e_p99_ms,407.92,729.02,5291.60,vllm
throughput_median_tps,6.25,5.07,0.50,vllm
total_output_tokens,1462,1450,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang
ttft_first_turn_ms,149.95,109.80,933.08,sglang
ttft_last_turn_ms,164.19,176.15,1718.01,vllm
ttft_growth_ratio,1.09,1.60,1.84,vllm

tree_of_thought
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,58.01,74.29,502.14,vllm
ttft_p99_ms,79.65,487.62,1059.76,vllm
tpot_median_ms,26.86,73.45,470.47,vllm
tpot_p99_ms,38.30,497.67,735.68,vllm
e2e_median_ms,77.94,164.32,996.12,vllm
e2e_p99_ms,110.87,577.42,1523.77,vllm
throughput_median_tps,15.63,8.93,1.29,vllm
total_output_tokens,1484,1463,1478,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,73.75,66.29,4537.86,sglang
ttft_p99_ms,223.55,105.88,10477.86,sglang
tpot_median_ms,14.98,22.18,1493.56,vllm
tpot_p99_ms,24.58,26.65,7816.50,vllm
e2e_median_ms,620.77,840.53,53806.62,vllm
e2e_p99_ms,1024.41,1536.22,91884.99,vllm
throughput_median_tps,58.65,42.37,0.63,vllm
total_output_tokens,36715,36715,36715,vllm
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,660.12,0.00,660.29,1,1.51,1
vllm,few_shot,1,662.12,0.00,664.85,1,1.50,1
vllm,few_shot,2,661.61,0.00,663.12,1,1.51,1
vllm,few_shot,3,661.45,0.00,664.48,1,1.50,1
vllm,few_shot,4,663.49,0.00,663.62,1,1.51,1
vllm,few_shot,5,672.94,0.00,690.38,1,1.45,1
vllm,few_shot,6,700.57,0.00,731.93,1,1.37,1
vllm,few_shot,7,700.53,0.00,732.69,1,1.36,1
vllm,few_shot,8,704.91,0.00,740.20,1,1.35,1
vllm,few_shot,9,703.63,45.36,748.98,2,2.67,1
vllm,few_shot,10,726.08,0.00,741.63,1,1.35,1
vllm,few_shot,11,728.80,0.00,745.57,1,1.34,1
vllm,few_shot,12,729.71,0.00,753.44,1,1.33,1
vllm,few_shot,13,730.25,0.00,752.82,1,1.33,1
vllm,few_shot,14,729.82,0.00,748.84,1,1.34,1
vllm,few_shot,15,724.93,0.00,749.41,1,1.33,1
vllm,few_shot,16,728.67,0.00,756.44,1,1.32,1
vllm,few_shot,17,727.15,82.15,809.30,2,2.47,1
vllm,few_shot,18,738.81,0.00,809.31,1,1.24,1
vllm,few_shot,19,723.00,90.32,813.31,2,2.46,1
vllm,few_shot,20,805.97,0.00,806.25,1,1.24,1
vllm,few_shot,21,723.64,94.23,817.87,2,2.45,1
vllm,few_shot,22,725.44,93.59,819.03,2,2.44,1
vllm,few_shot,23,747.76,0.00,818.95,1,1.22,1
vllm,few_shot,24,739.32,0.00,814.72,1,1.23,1
vllm,few_shot,25,805.16,0.00,810.00,1,1.23,1
vllm,few_shot,26,729.70,92.87,822.57,2,2.43,1
vllm,few_shot,27,719.16,100.17,819.33,2,2.44,1
vllm,few_shot,28,730.14,99.89,830.03,2,2.41,1
vllm,few_shot,29,737.77,0.00,820.57,1,1.22,1
vllm,few_shot,30,155.15,0.00,175.63,1,5.69,1
vllm,few_shot,31,727.85,104.49,832.35,2,2.40,1
vllm,few_shot,32,738.00,90.51,828.51,2,2.41,1
vllm,few_shot,33,810.20,0.00,830.61,1,1.20,1
vllm,few_shot,34,733.33,116.80,850.13,2,2.35,1
vllm,few_shot,35,824.37,0.00,829.46,1,1.21,1
vllm,few_shot,36,816.35,0.00,831.42,1,1.20,1
vllm,few_shot,37,797.66,0.00,833.63,1,1.20,1
vllm,few_shot,38,811.50,0.00,831.94,1,1.20,1
vllm,few_shot,39,811.94,0.00,837.11,1,1.19,1
vllm,few_shot,40,795.50,0.00,837.92,1,1.19,1
vllm,few_shot,41,733.25,108.93,842.17,2,2.37,1
vllm,few_shot,42,184.98,0.00,190.15,1,5.26,1
vllm,few_shot,43,795.56,0.00,843.53,1,1.19,1
vllm,few_shot,44,788.82,50.21,839.03,2,2.38,1
vllm,few_shot,45,102.38,0.00,107.26,1,9.32,1
vllm,few_shot,46,725.68,131.74,857.42,2,2.33,1
vllm,few_shot,47,813.40,0.00,848.37,1,1.18,1
vllm,few_shot,48,795.21,48.01,843.22,2,2.37,1
vllm,few_shot,49,733.30,129.43,862.74,2,2.32,1
vllm,few_shot,50,838.61,13.40,852.01,2,2.35,1
vllm,few_shot,51,803.08,47.60,850.68,2,2.35,1
vllm,few_shot,52,800.69,51.23,851.92,2,2.35,1
vllm,few_shot,53,789.48,0.00,850.28,1,1.18,1
vllm,few_shot,54,730.50,136.35,866.86,2,2.31,1
vllm,few_shot,55,795.38,59.88,855.27,2,2.34,1
vllm,few_shot,56,806.46,51.61,858.06,2,2.33,1
vllm,few_shot,57,139.90,0.00,140.11,1,7.14,1
vllm,few_shot,58,818.10,38.73,856.83,2,2.33,1
vllm,few_shot,59,97.08,33.00,130.09,2,15.37,1
vllm,few_shot,60,128.49,0.34,128.83,2,15.52,1
vllm,few_shot,61,812.01,47.49,859.49,2,2.33,1
vllm,few_shot,62,87.53,0.00,122.89,1,8.14,1
vllm,few_shot,63,842.09,23.80,865.89,2,2.31,1
vllm,few_shot,64,797.81,0.00,867.96,1,1.15,1
vllm,few_shot,65,147.57,0.00,219.94,1,4.55,1
vllm,few_shot,66,792.85,71.05,863.90,2,2.32,1
vllm,few_shot,67,731.73,0.00,872.10,1,1.15,1
vllm,few_shot,68,736.03,137.87,873.90,2,2.29,1
vllm,few_shot,69,121.03,0.00,139.97,1,7.14,1
vllm,few_shot,70,154.39,0.00,224.24,1,4.46,1
vllm,few_shot,71,861.50,0.00,870.58,1,1.15,1
vllm,few_shot,72,122.84,0.00,201.78,1,4.96,1
vllm,few_shot,73,115.98,42.53,158.51,2,12.62,1
vllm,few_shot,74,800.56,76.30,876.85,2,2.28,1
vllm,few_shot,75,91.40,50.74,142.14,2,14.07,1
vllm,few_shot,76,161.07,0.00,161.27,1,6.20,1
vllm,few_shot,77,88.58,54.78,143.35,2,13.95,1
vllm,few_shot,78,794.98,87.50,882.48,2,2.27,1
vllm,few_shot,79,150.47,0.00,239.74,1,4.17,1
vllm,few_shot,80,95.77,52.09,147.86,2,13.53,1
vllm,few_shot,81,71.43,0.00,72.94,1,13.71,1
vllm,few_shot,82,65.59,0.00,78.13,1,12.80,1
vllm,few_shot,83,84.34,0.00,101.26,1,9.88,1
vllm,few_shot,84,106.71,0.00,119.23,1,8.39,1
vllm,few_shot,85,131.81,0.00,141.92,1,7.05,1
vllm,few_shot,86,122.14,24.57,146.71,2,13.63,1
vllm,few_shot,87,148.85,34.81,183.67,2,10.89,1
vllm,few_shot,88,116.31,38.16,154.47,2,12.95,1
vllm,few_shot,89,102.43,0.00,132.32,1,7.56,1
vllm,few_shot,90,101.87,41.86,143.72,2,13.92,1
vllm,few_shot,91,88.22,41.57,129.79,2,15.41,1
vllm,few_shot,92,124.50,41.34,165.84,2,12.06,1
vllm,few_shot,93,160.58,0.00,185.58,1,5.39,1
vllm,few_shot,94,176.94,0.00,208.24,1,4.80,1
vllm,few_shot,95,187.52,0.00,211.95,1,4.72,1
vllm,few_shot,96,163.87,0.00,194.75,1,5.13,1
vllm,few_shot,97,137.95,0.00,173.04,1,5.78,1
vllm,few_shot,98,146.42,0.00,178.90,1,5.59,1
vllm,few_shot,99,159.99,0.00,195.56,1,5.11,1
vllm,few_shot,100,155.01,0.00,194.51,1,5.14,1
vllm,few_shot,101,189.44,0.00,221.49,1,4.51,1
vllm,few_shot,102,203.77,0.00,258.36,1,3.87,1
vllm,few_shot,103,212.13,0.00,275.10,1,3.64,1
vllm,few_shot,104,144.12,0.00,204.57,1,4.89,1
vllm,few_shot,105,144.69,89.97,234.66,2,8.52,1
vllm,few_shot,106,123.14,92.70,215.84,2,9.27,1
vllm,few_shot,107,214.52,0.00,214.74,1,4.66,1
vllm,few_shot,108,145.63,0.00,214.59,1,4.66,1
vllm,few_shot,109,185.47,95.55,281.02,2,7.12,1
vllm,few_shot,110,211.42,0.00,272.53,1,3.67,1
vllm,few_shot,111,136.79,95.92,232.71,2,8.59,1
vllm,few_shot,112,167.03,0.00,241.43,1,4.14,1
vllm,few_shot,113,228.52,0.00,238.33,1,4.20,1
vllm,few_shot,114,148.00,0.00,225.30,1,4.44,1
vllm,few_shot,115,182.62,0.00,202.76,1,4.93,1
vllm,few_shot,116,143.57,108.17,251.74,2,7.94,1
vllm,few_shot,117,177.02,0.00,254.88,1,3.92,1
vllm,few_shot,118,215.62,0.00,297.85,1,3.36,1
vllm,few_shot,119,209.46,68.44,277.90,2,7.20,1
vllm,few_shot,120,178.45,0.00,264.84,1,3.78,1
vllm,few_shot,121,158.82,0.00,245.44,1,4.07,1
vllm,few_shot,122,146.83,0.00,147.07,1,6.80,1
vllm,few_shot,123,196.53,0.00,226.77,1,4.41,1
vllm,few_shot,124,134.59,112.35,246.94,2,8.10,1
vllm,few_shot,125,228.03,0.00,232.77,1,4.30,1
vllm,few_shot,126,202.15,0.00,221.67,1,4.51,1
vllm,few_shot,127,161.85,80.80,242.64,2,8.24,1
vllm,few_shot,128,145.97,89.90,235.87,2,8.48,1
vllm,few_shot,129,199.07,95.86,294.93,2,6.78,1
vllm,few_shot,130,167.93,90.78,258.71,2,7.73,1
vllm,few_shot,131,188.79,41.01,229.80,2,8.70,1
vllm,few_shot,132,127.62,125.15,252.77,2,7.91,1
vllm,few_shot,133,175.30,104.62,279.92,2,7.14,1
vllm,few_shot,134,139.87,94.93,234.80,2,8.52,1
vllm,few_shot,135,191.74,40.51,232.25,2,8.61,1
vllm,few_shot,136,94.49,0.00,94.89,1,10.54,1
vllm,few_shot,137,235.47,0.00,264.76,1,3.78,1
vllm,few_shot,138,261.25,0.00,308.99,1,3.24,1
vllm,few_shot,139,128.55,0.32,128.87,2,15.52,1
vllm,few_shot,140,197.38,0.00,247.97,1,4.03,1
vllm,few_shot,141,151.51,105.85,257.36,2,7.77,1
vllm,few_shot,142,123.90,40.42,164.32,2,12.17,1
vllm,few_shot,143,156.03,0.00,271.65,1,3.68,1
vllm,few_shot,144,248.97,0.00,257.62,1,3.88,1
vllm,few_shot,145,139.48,4.97,144.45,2,13.85,1
vllm,few_shot,146,87.73,0.00,113.36,1,8.82,1
vllm,few_shot,147,109.80,31.31,141.11,2,14.17,1
vllm,few_shot,148,111.28,0.00,120.28,1,8.31,1
vllm,few_shot,149,130.71,0.00,143.95,1,6.95,1
vllm,few_shot,150,90.50,0.00,114.60,1,8.73,1
vllm,few_shot,151,159.03,121.49,280.52,2,7.13,1
vllm,few_shot,152,160.31,19.57,199.46,3,15.04,0
vllm,few_shot,153,225.21,69.77,294.98,2,6.78,1
vllm,few_shot,154,108.79,70.04,178.84,2,11.18,1
vllm,few_shot,155,195.18,69.17,264.34,2,7.57,1
vllm,few_shot,156,91.07,0.00,126.86,1,7.88,1
vllm,few_shot,157,119.70,0.31,120.01,2,16.66,1
vllm,few_shot,158,118.28,0.00,127.81,1,7.82,1
vllm,few_shot,159,96.47,29.78,126.25,2,15.84,1
vllm,few_shot,160,182.30,81.09,263.39,2,7.59,1
vllm,few_shot,161,151.78,78.96,230.74,2,8.67,1
vllm,few_shot,162,273.90,0.00,284.26,1,3.52,1
vllm,few_shot,163,127.62,0.00,127.84,1,7.82,1
vllm,few_shot,164,116.42,48.16,164.58,2,12.15,1
vllm,few_shot,165,106.80,0.00,164.78,1,6.07,1
vllm,few_shot,166,100.25,0.00,104.91,1,9.53,1
vllm,few_shot,167,125.65,0.00,131.89,1,7.58,1
vllm,few_shot,168,127.83,0.00,136.60,1,7.32,1
vllm,few_shot,169,91.44,0.00,101.86,1,9.82,1
vllm,few_shot,170,122.23,25.25,147.48,2,13.56,1
vllm,few_shot,171,96.60,26.24,122.84,2,16.28,1
vllm,few_shot,172,124.94,26.82,151.76,2,13.18,1
vllm,few_shot,173,136.00,0.00,158.20,1,6.32,1
vllm,few_shot,174,139.64,41.28,180.92,2,11.05,1
vllm,few_shot,175,124.94,0.00,164.16,1,6.09,1
vllm,few_shot,176,169.74,0.00,203.86,1,4.91,1
vllm,few_shot,177,157.21,0.00,203.68,1,4.91,1
vllm,few_shot,178,127.15,0.00,173.97,1,5.75,1
vllm,few_shot,179,157.10,70.84,227.95,2,8.77,1
vllm,few_shot,180,131.10,0.00,181.78,1,5.50,1
vllm,few_shot,181,158.50,0.00,206.21,1,4.85,1
vllm,few_shot,182,140.02,0.00,191.63,1,5.22,1
vllm,few_shot,183,170.16,0.00,221.57,1,4.51,1
vllm,few_shot,184,165.78,0.00,217.67,1,4.59,1
vllm,few_shot,185,118.51,0.00,170.38,1,5.87,1
vllm,few_shot,186,121.77,0.00,183.85,1,5.44,1
vllm,few_shot,187,119.69,70.60,190.28,2,10.51,1
vllm,few_shot,188,167.01,0.00,185.98,1,5.38,1
vllm,few_shot,189,157.47,0.00,170.89,1,5.85,1
vllm,few_shot,190,165.48,0.00,197.26,1,5.07,1
vllm,few_shot,191,111.64,72.32,183.96,2,10.87,1
vllm,few_shot,192,166.40,0.00,194.31,1,5.15,1
vllm,few_shot,193,192.89,0.00,225.56,1,4.43,1
vllm,few_shot,194,155.66,0.00,188.89,1,5.29,1
vllm,few_shot,195,201.50,0.00,201.71,1,4.96,1
vllm,few_shot,196,183.58,0.00,198.51,1,5.04,1
vllm,few_shot,197,186.42,0.00,217.32,1,4.60,1
vllm,few_shot,198,173.07,0.00,178.08,1,5.62,1
vllm,few_shot,199,196.77,27.25,224.02,2,8.93,1
vllm,few_shot,200,128.27,0.38,128.65,2,15.55,1
vllm,few_shot,201,107.93,0.00,108.16,1,9.25,1
vllm,few_shot,202,119.96,0.00,129.50,1,7.72,1
vllm,few_shot,203,165.79,93.22,259.01,2,7.72,1
vllm,few_shot,204,88.36,0.00,114.10,1,8.76,1
vllm,few_shot,205,204.89,0.00,255.78,1,3.91,1
vllm,few_shot,206,132.74,90.70,223.44,2,8.95,1
vllm,few_shot,207,179.54,0.00,230.57,1,4.34,1
vllm,few_shot,208,190.33,0.00,238.63,1,4.19,1
vllm,few_shot,209,183.00,53.62,236.62,2,8.45,1
vllm,few_shot,210,160.69,98.81,259.49,2,7.71,1
vllm,few_shot,211,172.24,0.00,206.76,1,4.84,1
vllm,few_shot,212,174.61,0.00,204.93,1,4.88,1
vllm,few_shot,213,200.79,0.00,254.01,1,3.94,1
vllm,few_shot,214,150.96,106.96,257.91,2,7.75,1
vllm,few_shot,215,173.44,66.38,239.82,2,8.34,1
vllm,few_shot,216,106.63,0.00,106.85,1,9.36,1
vllm,few_shot,217,194.37,0.00,255.75,1,3.91,1
vllm,few_shot,218,181.55,28.74,210.30,2,9.51,1
vllm,few_shot,219,158.03,0.00,228.12,1,4.38,1
vllm,few_shot,220,154.49,0.00,225.11,1,4.44,1
vllm,few_shot,221,190.04,5.10,195.14,2,10.25,1
vllm,few_shot,222,196.55,0.00,271.30,1,3.69,1
vllm,few_shot,223,177.47,45.30,222.77,2,8.98,1
vllm,few_shot,224,171.46,47.14,218.60,2,9.15,1
vllm,few_shot,225,153.32,114.61,267.93,2,7.46,1
vllm,few_shot,226,181.18,0.00,233.88,1,4.28,1
vllm,few_shot,227,167.90,0.00,239.79,1,4.17,1
vllm,few_shot,228,198.09,80.48,278.56,2,7.18,1
vllm,few_shot,229,160.41,122.20,282.61,2,7.08,1
vllm,few_shot,230,162.86,0.00,163.12,1,6.13,1
vllm,few_shot,231,211.07,79.99,291.06,2,6.87,1
vllm,few_shot,232,216.83,0.00,271.46,1,3.68,1
vllm,few_shot,233,150.38,0.00,150.60,1,6.64,1
vllm,few_shot,234,89.99,0.00,154.77,1,6.46,1
vllm,few_shot,235,153.29,130.44,283.73,2,7.05,1
vllm,few_shot,236,149.51,0.00,242.59,1,4.12,1
vllm,few_shot,237,170.14,136.96,307.10,2,6.51,1
vllm,few_shot,238,191.66,66.39,258.05,2,7.75,1
vllm,few_shot,239,76.79,16.67,93.46,2,21.40,1
vllm,few_shot,240,61.41,0.00,90.08,1,11.10,1
vllm,few_shot,241,89.48,0.00,95.92,1,10.43,1
vllm,few_shot,242,70.47,0.00,89.19,1,11.21,1
vllm,few_shot,243,72.88,0.00,93.82,1,10.66,1
vllm,few_shot,244,88.21,23.48,111.69,2,17.91,1
vllm,few_shot,245,83.60,20.43,104.03,2,19.22,1
vllm,few_shot,246,83.54,19.34,102.87,2,19.44,1
vllm,few_shot,247,103.02,15.85,118.87,2,16.82,1
vllm,few_shot,248,87.41,15.85,103.26,2,19.37,1
vllm,few_shot,249,74.85,26.20,101.05,2,19.79,1
vllm,few_shot,250,77.44,29.05,106.49,2,18.78,1
vllm,few_shot,251,87.19,0.00,98.46,1,10.16,1
