model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-18T19:02:42.597969+00:00

Build Times
provider,build_time_s
torchinferno,43.6
vllm,325.8
sglang,174.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,141.26,68.79,93.65,vllm
ttft_p99_ms,730.05,98.45,539.93,vllm
tpot_median_ms,31.60,37.87,75.17,torchinferno
tpot_p99_ms,43.19,55.05,845.79,torchinferno
e2e_median_ms,165.94,96.63,155.16,vllm
e2e_p99_ms,749.00,147.13,952.24,vllm
throughput_median_tps,6.98,13.83,8.62,vllm
total_output_tokens,1461,1461,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,57.02,72.45,172.25,torchinferno
ttft_p99_ms,256.45,317.11,70905.43,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,75.87,89.27,233.26,torchinferno
e2e_p99_ms,285.87,338.77,70949.45,torchinferno
throughput_median_tps,13.18,11.20,4.29,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,192.58,86.75,97.51,vllm
ttft_p99_ms,1034.20,212.94,595.46,vllm
tpot_median_ms,35.01,36.35,85.09,torchinferno
tpot_p99_ms,48.25,141.81,923.87,torchinferno
e2e_median_ms,221.48,115.98,171.44,vllm
e2e_p99_ms,1051.49,260.00,984.95,vllm
throughput_median_tps,5.09,10.84,7.80,vllm
total_output_tokens,1465,1450,1448,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,439.87,94.31,80.84,sglang
ttft_last_turn_ms,178.97,94.22,105.44,vllm
ttft_growth_ratio,0.41,1.00,1.30,torchinferno
ttft_first_turn_median_ms,246.05,79.76,77.41,sglang
ttft_first_turn_p99_ms,1118.27,209.52,128.09,sglang
ttft_last_turn_median_ms,188.68,87.23,100.93,vllm
ttft_last_turn_p99_ms,261.83,196.51,149.33,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,51.44,37.01,68.57,vllm
ttft_p99_ms,773.90,156.99,357.54,vllm
tpot_median_ms,34.57,27.06,445.03,vllm
tpot_p99_ms,71.77,39.10,1096.97,vllm
e2e_median_ms,72.21,55.11,514.49,vllm
e2e_p99_ms,805.72,180.26,1167.84,vllm
throughput_median_tps,19.96,22.78,2.78,vllm
total_output_tokens,1481,1464,1474,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,186.60,47.17,60.70,vllm
ttft_p99_ms,457.51,64.28,134.22,vllm
tpot_median_ms,19.35,15.63,28.81,vllm
tpot_p99_ms,27.86,18.10,122.09,vllm
e2e_median_ms,868.59,577.75,1096.31,vllm
e2e_p99_ms,1540.85,1073.59,2047.09,vllm
throughput_median_tps,41.05,60.16,33.55,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,792.10,0.00,803.97,1,1.24,1,,,,,,,1,,,
torchinferno,few_shot,0,1,809.94,23.83,833.77,2,2.40,1,,,,,,,0,,,
torchinferno,few_shot,8,2,745.85,0.00,759.65,1,1.32,1,,,,,,,8,,,
torchinferno,few_shot,11,3,695.10,0.00,709.91,1,1.41,1,,,,,,,11,,,
torchinferno,few_shot,5,4,796.95,0.00,812.99,1,1.23,1,,,,,,,5,,,
torchinferno,few_shot,24,5,476.63,0.00,490.76,1,2.04,1,,,,,,,24,,,
torchinferno,few_shot,26,6,442.73,0.00,457.33,1,2.19,1,,,,,,,26,,,
torchinferno,few_shot,17,7,596.70,0.00,611.57,1,1.64,1,,,,,,,17,,,
torchinferno,few_shot,4,8,814.61,0.00,833.48,1,1.20,1,,,,,,,4,,,
torchinferno,few_shot,7,9,765.01,0.00,782.59,1,1.28,1,,,,,,,7,,,
torchinferno,few_shot,9,10,730.05,0.00,749.00,1,1.34,1,,,,,,,9,,,
torchinferno,few_shot,28,11,409.47,0.00,427.51,1,2.34,1,,,,,,,28,,,
torchinferno,few_shot,25,12,459.21,0.00,479.15,1,2.09,1,,,,,,,25,,,
torchinferno,few_shot,29,13,391.19,0.00,412.58,1,2.42,1,,,,,,,29,,,
torchinferno,few_shot,12,14,681.71,0.00,701.82,1,1.42,1,,,,,,,12,,,
torchinferno,few_shot,31,15,357.73,0.00,380.78,1,2.63,1,,,,,,,31,,,
torchinferno,few_shot,16,16,613.08,25.87,638.95,2,3.13,1,,,,,,,16,,,
torchinferno,few_shot,15,17,628.01,28.58,656.59,2,3.05,1,,,,,,,15,,,
torchinferno,few_shot,2,18,852.61,25.98,878.59,2,2.28,1,,,,,,,2,,,
torchinferno,few_shot,21,19,526.81,28.19,554.99,2,3.60,1,,,,,,,21,,,
torchinferno,few_shot,3,20,833.50,29.25,862.75,2,2.32,1,,,,,,,3,,,
torchinferno,few_shot,19,21,561.38,29.80,591.18,2,3.38,1,,,,,,,19,,,
torchinferno,few_shot,22,22,510.08,29.49,539.57,2,3.71,1,,,,,,,22,,,
torchinferno,few_shot,27,23,423.93,31.77,455.70,2,4.39,1,,,,,,,27,,,
torchinferno,few_shot,32,24,340.09,32.05,372.14,2,5.37,1,,,,,,,32,,,
torchinferno,few_shot,6,25,780.97,32.80,813.77,2,2.46,1,,,,,,,6,,,
torchinferno,few_shot,13,26,664.17,31.39,695.56,2,2.88,1,,,,,,,13,,,
torchinferno,few_shot,14,27,644.91,35.16,680.08,2,2.94,1,,,,,,,14,,,
torchinferno,few_shot,10,28,712.72,0.00,748.03,1,1.34,1,,,,,,,10,,,
torchinferno,few_shot,18,29,579.94,34.06,614.00,2,3.26,1,,,,,,,18,,,
torchinferno,few_shot,33,30,324.78,35.06,359.84,2,5.56,1,,,,,,,33,,,
torchinferno,few_shot,23,31,491.70,38.00,529.70,2,3.78,1,,,,,,,23,,,
torchinferno,few_shot,20,32,545.31,38.30,583.61,2,3.43,1,,,,,,,20,,,
torchinferno,few_shot,30,33,375.41,42.01,417.42,2,4.79,1,,,,,,,30,,,
torchinferno,few_shot,34,34,388.96,0.00,401.49,1,2.49,1,,,,,,,34,,,
torchinferno,few_shot,68,35,69.30,0.00,81.30,1,12.30,1,,,,,,,68,,,
torchinferno,few_shot,43,36,239.33,0.00,251.26,1,3.98,1,,,,,,,43,,,
torchinferno,few_shot,48,37,155.20,0.00,167.52,1,5.97,1,,,,,,,48,,,
torchinferno,few_shot,38,38,321.72,0.00,337.07,1,2.97,1,,,,,,,38,,,
