model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-24T22:03:21.551213

Build Times
provider,build_time_s
torchinferno,102.3
vllm,1403.4
sglang,175.9

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,286.44,168.06,146.98,sglang
ttft_p99_ms,2110.54,608.29,8024.69,vllm
tpot_median_ms,163.42,63.54,77.47,vllm
tpot_p99_ms,227.02,160.66,7319.35,vllm
e2e_median_ms,388.49,226.11,220.23,sglang
e2e_p99_ms,2315.41,744.91,15289.41,vllm
throughput_median_tps,3.85,6.50,5.36,vllm
total_output_tokens,1460,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,290.62,174.46,223.70,vllm
ttft_p99_ms,2395.89,396.23,70278.83,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,327.71,197.23,376.24,vllm
e2e_p99_ms,2442.21,435.97,70369.55,vllm
throughput_median_tps,3.05,5.07,2.66,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,1111.09,179.23,167.87,sglang
ttft_p99_ms,3477.92,381.17,761.11,vllm
tpot_median_ms,102.63,61.78,105.87,vllm
tpot_p99_ms,735.54,242.48,354.38,vllm
e2e_median_ms,1182.83,232.86,274.54,vllm
e2e_p99_ms,3733.07,457.85,863.16,vllm
throughput_median_tps,1.04,5.90,4.71,vllm
total_output_tokens,1450,1460,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,1621.08,165.49,108.39,sglang
ttft_last_turn_ms,793.77,164.16,203.31,vllm
ttft_growth_ratio,0.49,0.99,1.88,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,372.90,61.66,82.66,vllm
ttft_p99_ms,1082.74,217.72,637.00,vllm
tpot_median_ms,139.66,28.45,61.32,vllm
tpot_p99_ms,155.58,45.04,169.34,vllm
e2e_median_ms,480.89,83.05,149.86,vllm
e2e_p99_ms,1185.59,245.45,676.41,vllm
throughput_median_tps,2.89,14.71,9.23,vllm
total_output_tokens,1470,1476,1475,vllm
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,1117.61,84.87,74.69,sglang
ttft_p99_ms,3725.83,214.78,371.62,vllm
tpot_median_ms,17.44,14.95,22.52,vllm
tpot_p99_ms,35.79,19.64,32.20,vllm
e2e_median_ms,1714.47,646.37,886.71,vllm
e2e_p99_ms,4675.29,1026.76,1634.32,vllm
throughput_median_tps,20.69,57.21,40.96,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,975.51,485.60,1461.11,2,1.37,1
torchinferno,few_shot,1,2103.29,0.00,2196.91,1,0.46,1
torchinferno,few_shot,2,2106.89,0.00,2191.88,1,0.46,1
torchinferno,few_shot,3,2104.66,0.00,2189.59,1,0.46,1
torchinferno,few_shot,4,2094.40,0.00,2196.08,1,0.46,1
torchinferno,few_shot,5,2091.50,0.00,2185.20,1,0.46,1
torchinferno,few_shot,6,2097.07,0.00,2190.14,1,0.46,1
torchinferno,few_shot,7,2096.30,0.00,2198.63,1,0.45,1
torchinferno,few_shot,8,2105.76,0.00,2215.18,1,0.45,1
torchinferno,few_shot,9,2100.82,0.00,2202.09,1,0.45,1
torchinferno,few_shot,10,2104.57,0.00,2203.70,1,0.45,1
torchinferno,few_shot,11,2107.70,0.00,2203.06,1,0.45,1
torchinferno,few_shot,12,656.81,0.00,759.24,1,1.32,1
torchinferno,few_shot,13,2119.29,0.00,2218.30,1,0.45,1
torchinferno,few_shot,14,2108.06,0.00,2220.83,1,0.45,1
torchinferno,few_shot,15,2105.20,0.00,2209.87,1,0.45,1
torchinferno,few_shot,16,2099.19,0.00,2209.08,1,0.45,1
torchinferno,few_shot,17,2104.04,0.00,2212.72,1,0.45,1
torchinferno,few_shot,18,2104.57,0.00,2217.29,1,0.45,1
torchinferno,few_shot,19,2101.48,0.00,2217.97,1,0.45,1
torchinferno,few_shot,20,2102.47,0.00,2216.50,1,0.45,1
torchinferno,few_shot,21,2120.34,0.00,2233.29,1,0.45,1
torchinferno,few_shot,22,2095.79,0.00,2222.78,1,0.45,1
torchinferno,few_shot,23,2097.04,0.00,2221.72,1,0.45,1
torchinferno,few_shot,24,2091.69,0.00,2214.65,1,0.45,1
torchinferno,few_shot,25,2113.88,0.00,2243.13,1,0.45,1
torchinferno,few_shot,26,2109.08,0.00,2240.69,1,0.45,1
torchinferno,few_shot,27,2102.58,0.00,2239.94,1,0.45,1
torchinferno,few_shot,28,2096.35,0.00,2233.10,1,0.45,1
torchinferno,few_shot,29,2099.58,0.00,2222.51,1,0.45,1
torchinferno,few_shot,30,2103.26,0.00,2238.25,1,0.45,1
torchinferno,few_shot,31,2105.72,0.00,2251.60,1,0.44,1
torchinferno,few_shot,32,2085.67,0.00,2230.27,1,0.45,1
torchinferno,few_shot,33,2111.72,0.00,2254.66,1,0.44,1
torchinferno,few_shot,34,2087.20,178.60,2265.81,2,0.88,1
torchinferno,few_shot,35,2124.73,170.47,2295.20,2,0.87,1
torchinferno,few_shot,36,2096.74,190.70,2287.43,2,0.87,1
torchinferno,few_shot,37,2092.51,185.96,2278.47,2,0.88,1
torchinferno,few_shot,38,2103.15,183.91,2287.06,2,0.87,1
torchinferno,few_shot,39,2087.20,193.04,2280.24,2,0.88,1
torchinferno,few_shot,40,2090.76,199.08,2289.84,2,0.87,1
torchinferno,few_shot,41,2110.54,193.83,2304.37,2,0.87,1
torchinferno,few_shot,42,2100.14,195.51,2295.65,2,0.87,1
torchinferno,few_shot,43,2100.33,195.87,2296.20,2,0.87,1
torchinferno,few_shot,44,2106.12,202.64,2308.77,2,0.87,1
torchinferno,few_shot,45,2093.72,207.29,2301.01,2,0.87,1
torchinferno,few_shot,46,2107.73,202.90,2310.63,2,0.87,1
torchinferno,few_shot,47,2095.82,204.87,2300.69,2,0.87,1
torchinferno,few_shot,48,2112.42,195.90,2308.32,2,0.87,1
torchinferno,few_shot,49,2088.93,208.23,2297.16,2,0.87,1
torchinferno,few_shot,50,2108.77,201.05,2309.82,2,0.87,1
torchinferno,few_shot,51,2095.14,206.09,2301.24,2,0.87,1
torchinferno,few_shot,52,2119.49,200.60,2320.08,2,0.86,1
torchinferno,few_shot,53,2110.27,202.95,2313.21,2,0.86,1
torchinferno,few_shot,54,2104.56,221.69,2326.25,2,0.86,1
torchinferno,few_shot,55,2095.44,220.15,2315.59,2,0.86,1
torchinferno,few_shot,56,2104.38,211.03,2315.41,2,0.86,1
torchinferno,few_shot,57,2106.67,227.02,2333.69,2,0.86,1
torchinferno,few_shot,58,2083.63,223.98,2307.62,2,0.87,1
torchinferno,few_shot,59,2115.06,217.44,2332.50,2,0.86,1
torchinferno,few_shot,60,2106.44,213.02,2319.46,2,0.86,1
torchinferno,few_shot,61,2095.43,217.63,2313.06,2,0.86,1
torchinferno,few_shot,62,2117.84,218.28,2336.12,2,0.86,1
torchinferno,few_shot,63,2106.15,230.27,2336.42,2,0.86,1
torchinferno,few_shot,64,2090.03,239.86,2329.89,2,0.86,1
torchinferno,few_shot,65,224.51,0.00,295.28,1,3.39,1
torchinferno,few_shot,66,175.62,0.00,247.24,1,4.04,1
torchinferno,few_shot,67,219.75,0.00,289.96,1,3.45,1
torchinferno,few_shot,68,225.71,0.00,297.04,1,3.37,1
torchinferno,few_shot,69,210.18,0.00,288.00,1,3.47,1
torchinferno,few_shot,70,214.59,0.00,295.45,1,3.38,1
torchinferno,few_shot,71,197.73,0.00,275.94,1,3.62,1
torchinferno,few_shot,72,230.79,0.00,308.49,1,3.24,1
torchinferno,few_shot,73,184.76,0.00,267.68,1,3.74,1
torchinferno,few_shot,74,227.97,0.00,316.94,1,3.16,1
torchinferno,few_shot,75,223.70,0.00,308.51,1,3.24,1
torchinferno,few_shot,76,202.15,0.00,290.01,1,3.45,1
torchinferno,few_shot,77,186.90,0.00,280.38,1,3.57,1
torchinferno,few_shot,78,190.05,0.00,283.01,1,3.53,1
torchinferno,few_shot,79,198.06,0.00,293.89,1,3.40,1
torchinferno,few_shot,80,177.87,0.00,271.48,1,3.68,1
torchinferno,few_shot,81,194.19,0.00,289.63,1,3.45,1
torchinferno,few_shot,82,181.60,0.00,276.60,1,3.62,1
torchinferno,few_shot,83,202.33,0.00,303.65,1,3.29,1
torchinferno,few_shot,84,184.93,0.00,289.49,1,3.45,1
torchinferno,few_shot,85,211.65,0.00,317.63,1,3.15,1
torchinferno,few_shot,86,191.43,0.00,292.58,1,3.42,1
torchinferno,few_shot,87,184.96,143.89,328.86,2,6.08,1
torchinferno,few_shot,88,186.81,147.97,334.78,2,5.97,1
torchinferno,few_shot,89,184.88,154.17,339.05,2,5.90,1
torchinferno,few_shot,90,214.93,157.59,372.51,2,5.37,1
torchinferno,few_shot,91,209.06,158.25,367.31,2,5.44,1
torchinferno,few_shot,92,200.06,154.58,354.64,2,5.64,1
torchinferno,few_shot,93,205.21,161.59,366.80,2,5.45,1
torchinferno,few_shot,94,206.39,159.32,365.72,2,5.47,1
torchinferno,few_shot,95,210.90,158.19,369.09,2,5.42,1
torchinferno,few_shot,96,196.34,164.20,360.53,2,5.55,1
torchinferno,few_shot,97,209.75,169.44,379.19,2,5.27,1
torchinferno,few_shot,98,413.62,0.00,472.22,1,2.12,1
torchinferno,few_shot,99,406.39,0.00,473.06,1,2.11,1
torchinferno,few_shot,100,210.97,0.00,281.04,1,3.56,1
torchinferno,few_shot,101,229.90,0.00,296.11,1,3.38,1
torchinferno,few_shot,102,405.37,0.00,482.61,1,2.07,1
torchinferno,few_shot,103,441.29,0.00,510.46,1,1.96,1
torchinferno,few_shot,104,415.55,0.00,499.36,1,2.00,1
torchinferno,few_shot,105,413.46,0.00,497.37,1,2.01,1
torchinferno,few_shot,106,421.46,0.00,504.54,1,1.98,1
torchinferno,few_shot,107,221.77,0.00,304.75,1,3.28,1
torchinferno,few_shot,108,213.45,0.00,300.81,1,3.32,1
torchinferno,few_shot,109,412.73,0.00,502.57,1,1.99,1
torchinferno,few_shot,110,202.06,0.00,282.06,1,3.55,1
torchinferno,few_shot,111,216.34,0.00,306.43,1,3.26,1
torchinferno,few_shot,112,223.35,0.00,311.02,1,3.22,1
torchinferno,few_shot,113,397.34,0.00,484.03,1,2.07,1
torchinferno,few_shot,114,415.73,0.00,505.29,1,1.98,1
torchinferno,few_shot,115,209.53,0.00,299.06,1,3.34,1
torchinferno,few_shot,116,201.54,0.00,295.59,1,3.38,1
torchinferno,few_shot,117,387.00,0.00,484.09,1,2.07,1
torchinferno,few_shot,118,394.36,0.00,501.06,1,2.00,1
torchinferno,few_shot,119,395.31,0.00,499.19,1,2.00,1
torchinferno,few_shot,120,217.63,0.00,314.90,1,3.18,1
torchinferno,few_shot,121,437.26,0.00,532.99,1,1.88,1
torchinferno,few_shot,122,221.03,0.00,321.86,1,3.11,1
torchinferno,few_shot,123,410.00,0.00,513.06,1,1.95,1
torchinferno,few_shot,124,399.44,0.00,507.79,1,1.97,1
torchinferno,few_shot,125,426.56,153.93,580.49,2,3.45,1
torchinferno,few_shot,126,398.35,148.85,547.20,2,3.65,1
torchinferno,few_shot,127,389.67,156.94,546.61,2,3.66,1
torchinferno,few_shot,128,206.32,149.13,355.45,2,5.63,1
