model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-08T19:08:02.262474+00:00

Build Times
provider,build_time_s
torchinferno,45.4
vllm,176.8
sglang,197.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,159.22,132.79,137.41,vllm
ttft_p99_ms,807.42,241.00,594.25,vllm
tpot_median_ms,44.96,45.72,76.80,torchinferno
tpot_p99_ms,112.72,134.91,894.26,torchinferno
e2e_median_ms,202.90,169.65,214.89,vllm
e2e_p99_ms,814.74,306.26,930.87,vllm
throughput_median_tps,6.31,8.10,5.67,vllm
total_output_tokens,1460,1460,1466,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,173.89,135.94,215.49,vllm
ttft_p99_ms,804.85,327.76,69632.98,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,183.41,160.85,365.93,vllm
e2e_p99_ms,933.94,347.08,69715.23,vllm
throughput_median_tps,5.45,6.22,2.73,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,158.09,165.38,vllm
ttft_p99_ms,,448.77,602.85,vllm
tpot_median_ms,,46.85,111.64,vllm
tpot_p99_ms,,257.33,954.14,vllm
e2e_median_ms,,203.43,281.39,vllm
e2e_p99_ms,,520.11,1012.95,vllm
throughput_median_tps,,6.93,4.66,vllm
total_output_tokens,,1450,1460,sglang
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,152.50,89.89,sglang
ttft_last_turn_ms,,159.28,201.67,vllm
ttft_growth_ratio,,1.04,2.24,vllm
ttft_first_turn_median_ms,,142.44,62.56,sglang
ttft_first_turn_p99_ms,,412.10,173.44,sglang
ttft_last_turn_median_ms,,148.70,197.03,vllm
ttft_last_turn_p99_ms,,494.29,312.90,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,33.95,49.76,vllm
ttft_p99_ms,,49.67,368.98,vllm
tpot_median_ms,,22.26,385.85,vllm
tpot_p99_ms,,33.60,1007.78,vllm
e2e_median_ms,,50.33,433.78,vllm
e2e_p99_ms,,105.41,1263.61,vllm
throughput_median_tps,,25.11,3.27,vllm
total_output_tokens,,1468,1465,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,91.86,68.80,sglang
ttft_p99_ms,,695.30,584.85,sglang
tpot_median_ms,,14.85,22.44,vllm
tpot_p99_ms,,42.67,96.62,vllm
e2e_median_ms,,619.13,882.73,vllm
e2e_p99_ms,,2158.75,1795.97,sglang
throughput_median_tps,,56.92,41.15,vllm
total_output_tokens,,36715,36715,
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,4,0,807.42,0.00,814.74,1,1.23,1,,,,,,,4,,,
torchinferno,few_shot,5,1,787.79,0.00,796.70,1,1.26,1,,,,,,,5,,,
torchinferno,few_shot,3,2,855.28,66.54,921.83,2,2.17,1,,,,,,,3,,,
torchinferno,few_shot,11,3,785.76,0.00,799.14,1,1.25,1,,,,,,,11,,,
torchinferno,few_shot,25,4,526.83,0.00,544.91,1,1.84,1,,,,,,,25,,,
torchinferno,few_shot,8,5,845.41,0.00,860.15,1,1.16,1,,,,,,,8,,,
torchinferno,few_shot,17,6,668.48,0.00,690.30,1,1.45,1,,,,,,,17,,,
torchinferno,few_shot,12,7,774.86,0.00,789.00,1,1.27,1,,,,,,,12,,,
torchinferno,few_shot,29,8,461.41,0.00,481.19,1,2.08,1,,,,,,,29,,,
torchinferno,few_shot,24,9,553.04,0.00,571.22,1,1.75,1,,,,,,,24,,,
torchinferno,few_shot,10,10,809.56,0.00,830.03,1,1.20,1,,,,,,,10,,,
torchinferno,few_shot,7,11,861.59,0.00,891.88,1,1.12,1,,,,,,,7,,,
torchinferno,few_shot,20,12,624.03,22.35,646.38,2,3.09,1,,,,,,,20,,,
torchinferno,few_shot,32,13,409.99,25.23,435.22,2,4.60,1,,,,,,,32,,,
torchinferno,few_shot,26,14,515.72,0.00,543.11,1,1.84,1,,,,,,,26,,,
torchinferno,few_shot,28,15,478.88,0.00,508.99,1,1.96,1,,,,,,,28,,,
torchinferno,few_shot,19,16,642.74,27.66,670.40,2,2.98,1,,,,,,,19,,,
torchinferno,few_shot,30,17,446.00,29.91,475.91,2,4.20,1,,,,,,,30,,,
torchinferno,few_shot,34,18,369.02,0.00,408.78,1,2.45,1,,,,,,,34,,,
torchinferno,few_shot,13,19,753.49,35.88,789.37,2,2.53,1,,,,,,,13,,,
torchinferno,few_shot,16,20,697.55,35.10,732.65,2,2.73,1,,,,,,,16,,,
torchinferno,few_shot,31,21,420.96,0.00,465.80,1,2.15,1,,,,,,,31,,,
torchinferno,few_shot,33,22,392.87,39.51,432.38,2,4.63,1,,,,,,,33,,,
torchinferno,few_shot,14,23,728.60,48.59,777.18,2,2.57,1,,,,,,,14,,,
torchinferno,few_shot,1,24,1026.06,0.00,1069.11,1,0.94,1,,,,,,,1,,,
torchinferno,few_shot,21,25,603.32,44.85,648.18,2,3.09,1,,,,,,,21,,,
torchinferno,few_shot,2,26,1000.22,50.35,1050.57,2,1.90,1,,,,,,,2,,,
torchinferno,few_shot,9,27,822.39,0.00,873.56,1,1.14,1,,,,,,,9,,,
torchinferno,few_shot,15,28,707.74,54.14,761.88,2,2.63,1,,,,,,,15,,,
torchinferno,few_shot,22,29,585.13,51.81,636.95,2,3.14,1,,,,,,,22,,,
torchinferno,few_shot,0,30,1049.16,48.31,1097.47,2,1.82,1,,,,,,,0,,,
torchinferno,few_shot,23,31,572.28,48.68,620.96,2,3.22,1,,,,,,,23,,,
torchinferno,few_shot,18,32,654.69,57.45,712.14,2,2.81,1,,,,,,,18,,,
torchinferno,few_shot,27,33,499.01,54.46,553.47,2,3.61,1,,,,,,,27,,,
torchinferno,few_shot,6,34,884.64,66.13,950.77,2,2.10,1,,,,,,,6,,,
torchinferno,few_shot,42,35,309.59,0.00,324.97,1,3.08,1,,,,,,,42,,,
