model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-02T09:52:38.388568+00:00

Build Times
provider,build_time_s
vllm,0.0
sglang,0.0
torchinferno,0.0

few_shot
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,142.76,115.72,172.95,sglang
ttft_p99_ms,432.25,391.05,1243.11,sglang
tpot_median_ms,55.99,87.02,51.22,torchinferno
tpot_p99_ms,131.49,461.03,256.09,vllm
e2e_median_ms,193.96,203.32,214.50,vllm
e2e_p99_ms,495.67,575.22,1276.78,vllm
throughput_median_tps,7.52,5.94,5.40,vllm
total_output_tokens,1454,1461,1454,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,215.01,193.47,196.75,sglang
ttft_p99_ms,549.86,847.09,616.87,vllm
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,244.06,381.96,277.72,vllm
e2e_p99_ms,601.82,952.83,890.59,vllm
throughput_median_tps,4.10,2.62,3.60,vllm
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,160.64,148.33,306.43,sglang
ttft_p99_ms,368.05,686.08,879.93,vllm
tpot_median_ms,52.79,126.07,65.66,vllm
tpot_p99_ms,185.01,710.78,315.94,vllm
e2e_median_ms,207.09,280.24,365.26,vllm
e2e_p99_ms,423.91,903.06,919.26,vllm
throughput_median_tps,6.58,4.65,3.32,vllm
total_output_tokens,1450,1446,1449,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,144.85,144.58,423.75,sglang
ttft_last_turn_ms,170.71,177.21,497.18,vllm
ttft_growth_ratio,1.18,1.23,1.17,torchinferno
ttft_first_turn_median_ms,130.07,69.32,361.10,sglang
ttft_first_turn_p99_ms,368.05,308.10,879.93,sglang
ttft_last_turn_median_ms,161.37,174.01,483.26,vllm
ttft_last_turn_p99_ms,418.58,269.01,1116.07,sglang

tree_of_thought
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,63.99,58.07,158.18,sglang
ttft_p99_ms,129.41,633.50,417.78,vllm
tpot_median_ms,31.49,74.22,34.97,vllm
tpot_p99_ms,44.11,614.76,136.67,vllm
e2e_median_ms,87.27,147.60,186.75,vllm
e2e_p99_ms,158.06,873.55,585.34,vllm
throughput_median_tps,14.09,9.09,6.54,vllm
total_output_tokens,1470,1462,1464,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,torchinferno

long_output
metric,vllm,sglang,torchinferno,winner
ttft_median_ms,63.29,60.73,271.33,sglang
ttft_p99_ms,143.27,348.54,1042.12,vllm
tpot_median_ms,16.95,24.48,24.77,vllm
tpot_p99_ms,19.46,37.92,39.30,vllm
e2e_median_ms,661.42,874.73,1192.73,vllm
e2e_p99_ms,1128.31,1772.69,1910.71,vllm
throughput_median_tps,53.74,38.71,31.55,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
vllm,few_shot,0,0,335.25,31.90,367.14,2,5.45,1,,,,,,,0,,,
vllm,few_shot,12,1,360.91,0.00,387.36,1,2.58,1,,,,,,,12,,,
vllm,few_shot,1,2,366.24,0.00,392.78,1,2.55,1,,,,,,,1,,,
vllm,few_shot,8,3,362.75,0.00,392.09,1,2.55,1,,,,,,,8,,,
vllm,few_shot,4,4,367.37,0.00,395.06,1,2.53,1,,,,,,,4,,,
vllm,few_shot,5,5,364.13,0.00,395.55,1,2.53,1,,,,,,,5,,,
vllm,few_shot,7,6,366.59,0.00,396.42,1,2.52,1,,,,,,,7,,,
vllm,few_shot,9,7,386.30,0.00,414.24,1,2.41,1,,,,,,,9,,,
vllm,few_shot,3,8,362.52,55.62,418.14,2,4.78,1,,,,,,,3,,,
vllm,few_shot,2,9,364.30,56.58,420.88,2,4.75,1,,,,,,,2,,,
vllm,few_shot,17,10,382.11,0.00,412.11,1,2.43,1,,,,,,,17,,,
vllm,few_shot,11,11,389.33,0.00,419.95,1,2.38,1,,,,,,,11,,,
vllm,few_shot,10,12,395.82,0.00,421.22,1,2.37,1,,,,,,,10,,,
vllm,few_shot,24,13,382.45,0.00,413.60,1,2.42,1,,,,,,,24,,,
vllm,few_shot,13,14,360.50,57.74,418.23,2,4.78,1,,,,,,,13,,,
vllm,few_shot,6,15,363.55,62.52,426.07,2,4.69,1,,,,,,,6,,,
vllm,few_shot,26,16,377.69,0.00,416.56,1,2.40,1,,,,,,,26,,,
vllm,few_shot,29,17,403.17,0.00,435.90,1,2.29,1,,,,,,,29,,,
vllm,few_shot,21,18,383.46,55.85,439.32,2,4.55,1,,,,,,,21,,,
vllm,few_shot,14,19,380.98,60.92,441.91,2,4.53,1,,,,,,,14,,,
vllm,few_shot,23,20,386.85,56.59,443.43,2,4.51,1,,,,,,,23,,,
vllm,few_shot,28,21,402.91,0.00,442.97,1,2.26,1,,,,,,,28,,,
vllm,few_shot,15,22,383.00,64.23,447.23,2,4.47,1,,,,,,,15,,,
vllm,few_shot,22,23,377.41,69.41,446.82,2,4.48,1,,,,,,,22,,,
vllm,few_shot,38,24,402.69,0.00,441.19,1,2.27,1,,,,,,,38,,,
vllm,few_shot,31,25,411.80,0.00,444.65,1,2.25,1,,,,,,,31,,,
vllm,few_shot,16,26,379.62,71.19,450.81,2,4.44,1,,,,,,,16,,,
vllm,few_shot,39,27,407.04,0.00,444.61,1,2.25,1,,,,,,,39,,,
vllm,few_shot,37,28,403.27,0.00,446.54,1,2.24,1,,,,,,,37,,,
vllm,few_shot,41,29,395.02,0.00,446.39,1,2.24,1,,,,,,,41,,,
vllm,few_shot,57,30,419.19,0.00,440.48,1,2.27,1,,,,,,,57,,,
vllm,few_shot,35,31,409.90,0.00,453.79,1,2.20,1,,,,,,,35,,,
vllm,few_shot,18,32,380.43,81.32,461.75,2,4.33,1,,,,,,,18,,,
vllm,few_shot,32,33,398.64,58.87,457.50,2,4.37,1,,,,,,,32,,,
vllm,few_shot,19,34,389.44,74.48,463.93,2,4.31,1,,,,,,,19,,,
vllm,few_shot,25,35,405.93,0.00,463.38,1,2.16,1,,,,,,,25,,,
vllm,few_shot,46,36,423.50,0.00,453.25,1,2.21,1,,,,,,,46,,,
vllm,few_shot,34,37,402.12,0.00,462.26,1,2.16,1,,,,,,,34,,,
vllm,few_shot,42,38,434.81,0.00,461.04,1,2.17,1,,,,,,,42,,,
vllm,few_shot,20,39,383.08,87.75,470.84,2,4.25,1,,,,,,,20,,,
