model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-16T11:02:45.791967+00:00

Build Times
provider,build_time_s
torchinferno,38.9
vllm,353.4
sglang,206.7

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,139.85,75.49,79.21,vllm
ttft_p99_ms,719.84,177.94,560.56,vllm
tpot_median_ms,32.23,37.80,68.14,torchinferno
tpot_p99_ms,46.32,131.56,892.10,torchinferno
e2e_median_ms,165.06,106.48,133.71,vllm
e2e_p99_ms,739.13,222.08,955.91,vllm
throughput_median_tps,7.07,12.45,10.17,vllm
total_output_tokens,1461,1461,1461,
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,54.90,70.46,131.55,torchinferno
ttft_p99_ms,271.26,315.72,70635.15,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,71.74,87.39,206.98,torchinferno
e2e_p99_ms,281.20,392.16,70682.72,torchinferno
throughput_median_tps,13.94,11.44,4.83,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,188.21,97.97,84.09,sglang
ttft_p99_ms,984.13,157.79,501.94,vllm
tpot_median_ms,35.38,45.71,87.13,torchinferno
tpot_p99_ms,47.83,88.31,893.73,torchinferno
e2e_median_ms,217.81,136.99,146.90,vllm
e2e_p99_ms,1008.99,229.72,937.59,vllm
throughput_median_tps,5.19,10.20,8.96,vllm
total_output_tokens,1442,1462,1450,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,417.70,91.49,65.00,sglang
ttft_last_turn_ms,180.95,95.13,92.45,sglang
ttft_growth_ratio,0.43,1.04,1.42,torchinferno
ttft_first_turn_median_ms,204.02,90.78,60.87,sglang
ttft_first_turn_p99_ms,1104.52,155.00,99.99,sglang
ttft_last_turn_median_ms,185.28,92.60,93.13,vllm
ttft_last_turn_p99_ms,279.58,160.49,131.18,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,52.68,38.25,52.62,vllm
ttft_p99_ms,761.10,119.07,415.19,vllm
tpot_median_ms,35.13,28.39,381.25,vllm
tpot_p99_ms,87.38,39.61,1076.14,vllm
e2e_median_ms,75.08,58.63,458.07,vllm
e2e_p99_ms,827.51,158.54,1142.69,vllm
throughput_median_tps,19.50,22.42,3.15,vllm
total_output_tokens,1475,1467,1473,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.96,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,187.83,47.90,51.99,vllm
ttft_p99_ms,449.30,65.57,78.54,vllm
tpot_median_ms,19.04,15.79,25.18,vllm
tpot_p99_ms,24.91,18.79,108.41,vllm
e2e_median_ms,870.09,590.85,969.23,vllm
e2e_p99_ms,1529.35,1072.26,1968.31,vllm
throughput_median_tps,40.62,59.40,38.41,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,1,0,779.26,0.00,791.64,1,1.26,1,,,,,,,1,,,
torchinferno,few_shot,0,1,797.48,23.59,821.07,2,2.44,1,,,,,,,0,,,
torchinferno,few_shot,7,2,751.18,0.00,766.19,1,1.31,1,,,,,,,7,,,
torchinferno,few_shot,8,3,734.99,0.00,750.13,1,1.33,1,,,,,,,8,,,
torchinferno,few_shot,11,4,684.39,0.00,700.40,1,1.43,1,,,,,,,11,,,
torchinferno,few_shot,29,5,381.66,0.00,397.11,1,2.52,1,,,,,,,29,,,
torchinferno,few_shot,25,6,451.51,0.00,467.15,1,2.14,1,,,,,,,25,,,
torchinferno,few_shot,4,7,802.24,0.00,820.77,1,1.22,1,,,,,,,4,,,
torchinferno,few_shot,24,8,467.11,0.00,485.41,1,2.06,1,,,,,,,24,,,
torchinferno,few_shot,17,9,585.05,0.00,603.74,1,1.66,1,,,,,,,17,,,
torchinferno,few_shot,31,10,349.38,0.00,367.35,1,2.72,1,,,,,,,31,,,
torchinferno,few_shot,9,11,719.84,0.00,739.13,1,1.35,1,,,,,,,9,,,
torchinferno,few_shot,12,12,670.26,0.00,689.20,1,1.45,1,,,,,,,12,,,
torchinferno,few_shot,10,13,700.87,0.00,723.35,1,1.38,1,,,,,,,10,,,
torchinferno,few_shot,5,14,787.70,0.00,808.39,1,1.24,1,,,,,,,5,,,
torchinferno,few_shot,26,15,434.14,0.00,459.89,1,2.17,1,,,,,,,26,,,
torchinferno,few_shot,3,16,821.61,26.26,847.87,2,2.36,1,,,,,,,3,,,
torchinferno,few_shot,28,17,400.27,0.00,426.98,1,2.34,1,,,,,,,28,,,
torchinferno,few_shot,30,18,365.55,28.03,393.59,2,5.08,1,,,,,,,30,,,
torchinferno,few_shot,22,19,501.84,29.12,530.96,2,3.77,1,,,,,,,22,,,
torchinferno,few_shot,13,20,651.74,30.49,682.23,2,2.93,1,,,,,,,13,,,
torchinferno,few_shot,6,21,767.65,32.41,800.06,2,2.50,1,,,,,,,6,,,
torchinferno,few_shot,27,22,419.42,29.57,448.99,2,4.45,1,,,,,,,27,,,
torchinferno,few_shot,23,23,484.33,33.26,517.58,2,3.86,1,,,,,,,23,,,
torchinferno,few_shot,14,24,633.87,34.81,668.68,2,2.99,1,,,,,,,14,,,
torchinferno,few_shot,32,25,331.06,34.63,365.69,2,5.47,1,,,,,,,32,,,
torchinferno,few_shot,18,26,567.37,36.50,603.87,2,3.31,1,,,,,,,18,,,
torchinferno,few_shot,20,27,535.14,36.07,571.21,2,3.50,1,,,,,,,20,,,
torchinferno,few_shot,2,28,839.37,34.87,874.23,2,2.29,1,,,,,,,2,,,
torchinferno,few_shot,21,29,518.74,36.93,555.67,2,3.60,1,,,,,,,21,,,
torchinferno,few_shot,16,30,602.94,37.33,640.27,2,3.12,1,,,,,,,16,,,
torchinferno,few_shot,15,31,619.40,38.10,657.50,2,3.04,1,,,,,,,15,,,
torchinferno,few_shot,19,32,550.63,42.06,592.69,2,3.37,1,,,,,,,19,,,
torchinferno,few_shot,33,33,315.05,41.16,356.21,2,5.61,1,,,,,,,33,,,
torchinferno,few_shot,34,34,378.95,0.00,390.66,1,2.56,1,,,,,,,34,,,
torchinferno,few_shot,47,35,159.93,0.00,172.96,1,5.78,1,,,,,,,47,,,
torchinferno,few_shot,71,36,63.23,0.00,77.46,1,12.91,1,,,,,,,71,,,
torchinferno,few_shot,39,37,292.17,0.00,308.25,1,3.24,1,,,,,,,39,,,
torchinferno,few_shot,67,38,65.69,0.00,80.94,1,12.36,1,,,,,,,67,,,
