model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-04T03:01:51.765091

Build Times
provider,build_time_s
torchinferno,403.7
vllm,1387.0
sglang,207.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,162.26,144.29,sglang
ttft_p99_ms,,851.95,1337.30,vllm
tpot_median_ms,,53.40,71.86,vllm
tpot_p99_ms,,157.51,7632.97,vllm
e2e_median_ms,,214.83,212.03,sglang
e2e_p99_ms,,914.25,8941.79,vllm
throughput_median_tps,,6.90,5.69,vllm
total_output_tokens,,1459,1461,sglang
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,189.61,213.44,vllm
ttft_p99_ms,,464.48,70459.21,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,215.48,350.34,vllm
e2e_p99_ms,,488.01,70588.45,vllm
throughput_median_tps,,4.64,2.85,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,172.85,155.61,sglang
ttft_p99_ms,,328.24,928.80,vllm
tpot_median_ms,,57.56,105.22,vllm
tpot_p99_ms,,188.52,243.77,vllm
e2e_median_ms,,226.23,255.12,vllm
e2e_p99_ms,,423.85,969.06,vllm
throughput_median_tps,,6.19,5.18,vllm
total_output_tokens,,1460,1450,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,142.83,111.15,sglang
ttft_last_turn_ms,,167.17,164.01,sglang
ttft_growth_ratio,,1.17,1.48,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,61.48,78.16,vllm
ttft_p99_ms,,2167.54,643.89,sglang
tpot_median_ms,,29.18,58.27,vllm
tpot_p99_ms,,1052.42,588.18,sglang
e2e_median_ms,,83.84,146.30,vllm
e2e_p99_ms,,2207.55,706.33,sglang
throughput_median_tps,,14.49,9.49,vllm
total_output_tokens,,1463,1465,sglang
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,75.68,84.73,vllm
ttft_p99_ms,,178.48,208.19,vllm
tpot_median_ms,,14.85,23.15,vllm
tpot_p99_ms,,19.48,28.30,vllm
e2e_median_ms,,612.42,863.64,vllm
e2e_p99_ms,,990.49,1669.61,vllm
throughput_median_tps,,58.46,39.72,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,697.03,0.00,698.11,1,1.43,1
vllm,few_shot,1,692.09,0.00,693.85,1,1.44,1
vllm,few_shot,2,692.91,0.00,695.91,1,1.44,1
vllm,few_shot,3,699.90,0.00,700.04,1,1.43,1
vllm,few_shot,4,696.48,0.00,699.77,1,1.43,1
vllm,few_shot,5,700.49,0.00,700.76,1,1.43,1
vllm,few_shot,6,700.88,0.00,702.53,1,1.42,1
vllm,few_shot,7,714.92,37.67,752.59,2,2.66,1
vllm,few_shot,8,730.95,0.00,755.03,1,1.32,1
vllm,few_shot,9,752.44,0.00,777.56,1,1.29,1
vllm,few_shot,10,736.23,48.13,784.36,2,2.55,1
vllm,few_shot,11,762.36,0.00,786.55,1,1.27,1
vllm,few_shot,12,729.64,51.08,780.72,2,2.56,1
vllm,few_shot,13,750.07,0.00,782.10,1,1.28,1
vllm,few_shot,14,775.29,0.00,841.45,1,1.19,1
vllm,few_shot,15,768.15,0.00,841.92,1,1.19,1
vllm,few_shot,16,753.00,98.40,851.40,2,2.35,1
vllm,few_shot,17,774.14,0.00,846.56,1,1.18,1
vllm,few_shot,18,762.58,96.49,859.07,2,2.33,1
vllm,few_shot,19,768.61,0.00,851.85,1,1.17,1
vllm,few_shot,20,770.15,0.00,852.66,1,1.17,1
vllm,few_shot,21,755.71,101.37,857.08,2,2.33,1
vllm,few_shot,22,769.14,0.00,854.69,1,1.17,1
vllm,few_shot,23,752.68,106.45,859.13,2,2.33,1
vllm,few_shot,24,754.48,107.28,861.76,2,2.32,1
vllm,few_shot,25,774.18,91.12,865.30,2,2.31,1
vllm,few_shot,26,771.05,95.09,866.15,2,2.31,1
vllm,few_shot,27,840.19,0.00,860.26,1,1.16,1
vllm,few_shot,28,834.15,0.00,866.47,1,1.15,1
vllm,few_shot,29,852.01,0.00,865.47,1,1.16,1
vllm,few_shot,30,851.95,0.00,865.42,1,1.16,1
vllm,few_shot,31,835.28,0.00,868.59,1,1.15,1
vllm,few_shot,32,773.63,101.37,875.01,2,2.29,1
vllm,few_shot,33,840.61,0.00,870.72,1,1.15,1
vllm,few_shot,34,769.75,105.48,875.23,2,2.29,1
vllm,few_shot,35,847.02,30.84,877.86,2,2.28,1
vllm,few_shot,36,837.15,0.00,879.72,1,1.14,1
vllm,few_shot,37,772.85,108.14,880.99,2,2.27,1
vllm,few_shot,38,119.24,0.00,136.02,1,7.35,1
vllm,few_shot,39,846.97,39.03,886.00,2,2.26,1
vllm,few_shot,40,836.61,0.00,883.81,1,1.13,1
vllm,few_shot,41,855.57,29.11,884.68,2,2.26,1
vllm,few_shot,42,839.04,47.55,886.59,2,2.26,1
vllm,few_shot,43,841.96,0.00,888.77,1,1.13,1
vllm,few_shot,44,859.29,26.55,885.83,2,2.26,1
vllm,few_shot,45,832.63,55.67,888.30,2,2.25,1
