model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-20T23:02:56.700802

Build Times
provider,build_time_s
torchinferno,325.3
vllm,496.7
sglang,259.1

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,166.28,132.50,148.04,vllm
ttft_p99_ms,1495.86,282.02,621.63,vllm
tpot_median_ms,43.70,45.66,77.50,torchinferno
tpot_p99_ms,109.85,119.65,401.53,torchinferno
e2e_median_ms,201.64,173.85,214.44,vllm
e2e_p99_ms,1538.88,331.76,914.48,vllm
throughput_median_tps,6.06,8.14,5.50,vllm
total_output_tokens,1461,1457,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,319.05,229.29,216.21,sglang
ttft_p99_ms,839.55,516.64,71023.10,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,437.82,257.42,366.38,vllm
e2e_p99_ms,1009.63,542.42,71104.41,vllm
throughput_median_tps,2.28,3.88,2.73,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,552.73,158.53,159.52,vllm
ttft_p99_ms,1101.63,297.40,289.13,sglang
tpot_median_ms,35.97,49.25,94.81,torchinferno
tpot_p99_ms,69.69,157.38,220.90,torchinferno
e2e_median_ms,581.24,199.91,257.77,vllm
e2e_p99_ms,1124.80,387.05,425.67,vllm
throughput_median_tps,2.21,6.86,5.24,vllm
total_output_tokens,1450,1450,1450,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno
ttft_first_turn_ms,500.20,129.15,112.87,sglang
ttft_last_turn_ms,885.39,159.68,203.39,vllm
ttft_growth_ratio,1.77,1.24,1.80,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,201.75,59.25,82.85,vllm
ttft_p99_ms,627.30,3689.06,623.44,sglang
tpot_median_ms,31.63,29.11,50.19,vllm
tpot_p99_ms,249.17,1717.84,582.10,torchinferno
e2e_median_ms,230.60,81.25,143.80,vllm
e2e_p99_ms,925.44,3752.16,681.03,sglang
throughput_median_tps,5.56,14.90,9.67,vllm
total_output_tokens,1471,1457,1476,sglang
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,350.10,73.92,71.47,sglang
ttft_p99_ms,1558.15,141.15,119.85,sglang
tpot_median_ms,21.06,15.00,22.13,vllm
tpot_p99_ms,40.71,20.79,26.59,vllm
e2e_median_ms,1189.90,619.60,831.98,vllm
e2e_p99_ms,2471.51,1017.90,1559.24,vllm
throughput_median_tps,31.42,58.73,42.30,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1161.82,0.00,1166.92,1,0.86,1
torchinferno,few_shot,1,1161.74,0.00,1169.91,1,0.85,1
torchinferno,few_shot,2,1165.02,0.00,1174.93,1,0.85,1
torchinferno,few_shot,3,1157.92,0.00,1172.76,1,0.85,1
torchinferno,few_shot,4,1161.20,0.00,1174.12,1,0.85,1
torchinferno,few_shot,5,1162.37,0.00,1177.48,1,0.85,1
torchinferno,few_shot,6,1164.13,0.00,1179.15,1,0.85,1
torchinferno,few_shot,7,1159.98,0.00,1179.70,1,0.85,1
torchinferno,few_shot,8,1163.08,22.41,1185.49,2,1.69,1
torchinferno,few_shot,9,1161.24,0.00,1183.79,1,0.84,1
torchinferno,few_shot,10,1162.80,28.11,1190.92,2,1.68,1
torchinferno,few_shot,11,1158.56,28.05,1186.61,2,1.69,1
torchinferno,few_shot,12,1158.01,30.04,1188.06,2,1.68,1
torchinferno,few_shot,13,1426.10,0.00,1437.39,1,0.70,1
torchinferno,few_shot,14,1419.18,0.00,1438.00,1,0.70,1
torchinferno,few_shot,15,1426.50,0.00,1441.02,1,0.69,1
torchinferno,few_shot,16,1420.52,0.00,1437.75,1,0.70,1
torchinferno,few_shot,17,1425.96,0.00,1445.33,1,0.69,1
torchinferno,few_shot,18,1420.43,0.00,1441.68,1,0.69,1
torchinferno,few_shot,19,1421.81,0.00,1442.00,1,0.69,1
torchinferno,few_shot,20,1424.95,0.00,1445.67,1,0.69,1
torchinferno,few_shot,21,1428.50,22.36,1450.86,2,1.38,1
torchinferno,few_shot,22,1426.63,23.09,1449.71,2,1.38,1
torchinferno,few_shot,23,1417.51,0.00,1450.28,1,0.69,1
torchinferno,few_shot,24,1423.80,31.88,1455.68,2,1.37,1
torchinferno,few_shot,25,1423.02,0.00,1456.65,1,0.69,1
torchinferno,few_shot,26,1419.87,0.00,1455.41,1,0.69,1
torchinferno,few_shot,27,1423.39,40.77,1464.17,2,1.37,1
torchinferno,few_shot,28,1420.67,41.45,1462.12,2,1.37,1
torchinferno,few_shot,29,1426.10,0.00,1461.68,1,0.68,1
torchinferno,few_shot,30,1432.14,38.84,1470.99,2,1.36,1
torchinferno,few_shot,31,1421.28,46.50,1467.78,2,1.36,1
torchinferno,few_shot,32,1422.50,45.24,1467.74,2,1.36,1
torchinferno,few_shot,33,1419.07,46.15,1465.21,2,1.36,1
torchinferno,few_shot,34,1427.42,0.00,1469.23,1,0.68,1
torchinferno,few_shot,35,1421.49,45.28,1466.77,2,1.36,1
torchinferno,few_shot,36,1418.91,0.00,1468.93,1,0.68,1
torchinferno,few_shot,37,1424.21,48.62,1472.84,2,1.36,1
torchinferno,few_shot,38,1417.14,0.00,1472.03,1,0.68,1
torchinferno,few_shot,39,1423.15,60.03,1483.17,2,1.35,1
torchinferno,few_shot,40,1424.03,56.51,1480.55,2,1.35,1
torchinferno,few_shot,41,1426.38,58.74,1485.11,2,1.35,1
torchinferno,few_shot,42,1421.14,65.16,1486.30,2,1.35,1
torchinferno,few_shot,43,1424.10,60.00,1484.11,2,1.35,1
torchinferno,few_shot,44,1427.38,61.16,1488.54,2,1.34,1
torchinferno,few_shot,45,328.49,0.00,337.48,1,2.96,1
