model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-06T05:01:52.616969

Build Times
provider,build_time_s
torchinferno,342.6
vllm,1297.6
sglang,200.2

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,299.67,154.68,148.30,sglang
ttft_p99_ms,2441.59,258.51,1360.41,vllm
tpot_median_ms,52.19,54.86,76.21,torchinferno
tpot_p99_ms,116.74,152.96,7392.34,torchinferno
e2e_median_ms,343.66,204.60,215.36,vllm
e2e_p99_ms,2459.10,324.74,8727.59,vllm
throughput_median_tps,4.05,7.15,5.49,vllm
total_output_tokens,1461,1448,1461,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,254.55,188.97,202.22,vllm
ttft_p99_ms,733.67,464.29,70156.54,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,357.03,215.43,348.90,vllm
e2e_p99_ms,864.87,502.14,70235.97,vllm
throughput_median_tps,2.80,4.64,2.87,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,680.86,174.62,172.62,sglang
ttft_p99_ms,2049.19,327.83,656.53,vllm
tpot_median_ms,63.65,65.51,95.90,torchinferno
tpot_p99_ms,168.35,204.64,230.36,torchinferno
e2e_median_ms,756.67,225.54,270.20,vllm
e2e_p99_ms,2078.81,419.83,706.00,vllm
throughput_median_tps,1.70,6.16,5.06,vllm
total_output_tokens,1450,1450,1462,sglang
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,850.35,133.17,111.93,sglang
ttft_last_turn_ms,929.64,178.85,195.15,vllm
ttft_growth_ratio,1.09,1.34,1.74,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,377.45,58.37,77.81,vllm
ttft_p99_ms,940.29,184.35,470.29,vllm
tpot_median_ms,30.70,27.54,54.87,vllm
tpot_p99_ms,257.26,85.44,439.94,vllm
e2e_median_ms,407.39,79.35,142.79,vllm
e2e_p99_ms,969.57,215.02,507.33,vllm
throughput_median_tps,3.38,15.06,9.85,vllm
total_output_tokens,1451,1466,1455,vllm
num_requests,992,992,992,
correctness_rate,0.97,0.96,0.97,sglang

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,543.51,68.02,76.68,vllm
ttft_p99_ms,1643.10,138.27,142.26,vllm
tpot_median_ms,32.33,15.13,23.49,vllm
tpot_p99_ms,57.89,21.06,28.89,vllm
e2e_median_ms,1573.08,620.30,887.66,vllm
e2e_p99_ms,3811.00,1008.16,1726.59,vllm
throughput_median_tps,21.14,58.55,39.94,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1511.84,0.00,1520.58,1,0.66,1
torchinferno,few_shot,1,1515.98,0.00,1525.01,1,0.66,1
torchinferno,few_shot,2,1511.74,0.00,1523.39,1,0.66,1
torchinferno,few_shot,3,1513.32,0.00,1525.63,1,0.66,1
torchinferno,few_shot,4,1516.32,300.44,1816.77,2,1.10,1
torchinferno,few_shot,5,2179.17,0.00,2191.59,1,0.46,1
torchinferno,few_shot,6,2184.37,0.00,2203.91,1,0.45,1
torchinferno,few_shot,7,2185.47,0.00,2197.28,1,0.46,1
torchinferno,few_shot,8,2191.73,0.00,2212.67,1,0.45,1
torchinferno,few_shot,9,2187.01,0.00,2202.53,1,0.45,1
torchinferno,few_shot,10,2199.18,0.00,2219.53,1,0.45,1
torchinferno,few_shot,11,2193.64,0.00,2214.89,1,0.45,1
torchinferno,few_shot,12,2187.60,0.00,2207.23,1,0.45,1
torchinferno,few_shot,13,2190.58,35.63,2226.21,2,0.90,1
torchinferno,few_shot,14,2186.95,35.92,2222.87,2,0.90,1
torchinferno,few_shot,15,2195.53,0.00,2221.70,1,0.45,1
torchinferno,few_shot,16,2181.35,0.00,2212.47,1,0.45,1
torchinferno,few_shot,17,2205.87,27.40,2233.27,2,0.90,1
torchinferno,few_shot,18,2191.37,0.00,2230.31,1,0.45,1
torchinferno,few_shot,19,2178.49,41.79,2220.28,2,0.90,1
torchinferno,few_shot,20,2191.42,38.72,2230.14,2,0.90,1
torchinferno,few_shot,21,2190.56,0.00,2224.40,1,0.45,1
torchinferno,few_shot,22,2191.31,0.00,2234.95,1,0.45,1
torchinferno,few_shot,23,2191.11,45.26,2236.37,2,0.89,1
torchinferno,few_shot,24,2182.98,0.00,2227.47,1,0.45,1
torchinferno,few_shot,25,2179.33,0.00,2229.96,1,0.45,1
torchinferno,few_shot,26,2189.80,52.51,2242.31,2,0.89,1
torchinferno,few_shot,27,2190.29,56.23,2246.53,2,0.89,1
torchinferno,few_shot,28,2195.67,46.44,2242.11,2,0.89,1
torchinferno,few_shot,29,2187.39,58.97,2246.37,2,0.89,1
torchinferno,few_shot,30,2176.15,59.62,2235.78,2,0.89,1
torchinferno,few_shot,31,2188.25,52.44,2240.69,2,0.89,1
torchinferno,few_shot,32,2193.69,56.05,2249.74,2,0.89,1
torchinferno,few_shot,33,2186.82,51.61,2238.42,2,0.89,1
torchinferno,few_shot,34,2191.40,63.00,2254.40,2,0.89,1
torchinferno,few_shot,35,2191.91,63.84,2255.75,2,0.89,1
torchinferno,few_shot,36,2193.42,0.00,2252.58,1,0.44,1
torchinferno,few_shot,37,2185.07,63.68,2248.75,2,0.89,1
torchinferno,few_shot,38,2182.39,0.00,2250.01,1,0.44,1
torchinferno,few_shot,39,2189.88,0.00,2268.64,1,0.44,1
torchinferno,few_shot,40,2203.19,64.05,2267.24,2,0.88,1
torchinferno,few_shot,41,2186.55,68.94,2255.49,2,0.89,1
torchinferno,few_shot,42,2177.48,80.61,2258.08,2,0.89,1
torchinferno,few_shot,43,2180.36,74.06,2254.43,2,0.89,1
torchinferno,few_shot,44,2193.09,78.06,2271.15,2,0.88,1
torchinferno,few_shot,45,2181.33,0.00,2262.34,1,0.44,1
torchinferno,few_shot,46,2179.27,83.89,2263.16,2,0.88,1
torchinferno,few_shot,47,2182.32,0.00,2264.85,1,0.44,1
torchinferno,few_shot,48,2183.15,0.00,2266.53,1,0.44,1
torchinferno,few_shot,49,2174.70,89.62,2264.32,2,0.88,1
torchinferno,few_shot,50,2178.43,92.72,2271.15,2,0.88,1
torchinferno,few_shot,51,2184.80,0.00,2275.85,1,0.44,1
torchinferno,few_shot,52,2194.98,0.00,2291.74,1,0.44,1
torchinferno,few_shot,53,2444.33,0.00,2455.01,1,0.41,1
torchinferno,few_shot,54,939.22,0.00,951.93,1,1.05,1
torchinferno,few_shot,55,2443.52,0.00,2459.10,1,0.41,1
torchinferno,few_shot,56,2445.93,0.00,2460.98,1,0.41,1
torchinferno,few_shot,57,942.52,0.00,959.68,1,1.04,1
torchinferno,few_shot,58,2443.41,0.00,2464.39,1,0.41,1
torchinferno,few_shot,59,2446.01,0.00,2465.25,1,0.41,1
torchinferno,few_shot,60,644.98,0.00,669.74,1,1.49,1
torchinferno,few_shot,61,936.20,0.00,961.91,1,1.04,1
torchinferno,few_shot,62,2442.74,28.36,2471.10,2,0.81,1
torchinferno,few_shot,63,934.93,0.00,962.77,1,1.04,1
torchinferno,few_shot,64,2446.65,25.86,2472.51,2,0.81,1
torchinferno,few_shot,65,2441.59,31.67,2473.26,2,0.81,1
torchinferno,few_shot,66,2444.16,31.43,2475.59,2,0.81,1
torchinferno,few_shot,67,2441.51,36.39,2477.90,2,0.81,1
torchinferno,few_shot,68,2445.36,33.54,2478.91,2,0.81,1
torchinferno,few_shot,69,332.94,0.00,349.78,1,2.86,1
torchinferno,few_shot,70,285.51,0.00,303.28,1,3.30,1
torchinferno,few_shot,71,341.04,0.00,350.42,1,2.85,1
torchinferno,few_shot,72,316.52,0.00,333.65,1,3.00,1
torchinferno,few_shot,73,323.28,0.00,347.93,1,2.87,1
torchinferno,few_shot,74,317.82,0.00,335.61,1,2.98,1
torchinferno,few_shot,75,300.28,0.00,324.28,1,3.08,1
torchinferno,few_shot,76,325.67,0.00,343.61,1,2.91,1
torchinferno,few_shot,77,276.02,0.00,300.01,1,3.33,1
torchinferno,few_shot,78,266.48,24.89,291.37,2,6.86,1
torchinferno,few_shot,79,326.19,0.00,354.13,1,2.82,1
torchinferno,few_shot,80,286.70,0.00,315.45,1,3.17,1
torchinferno,few_shot,81,285.67,0.00,320.39,1,3.12,1
torchinferno,few_shot,82,306.43,0.00,332.11,1,3.01,1
torchinferno,few_shot,83,274.64,0.00,312.33,1,3.20,1
torchinferno,few_shot,84,324.93,38.73,363.66,2,5.50,1
torchinferno,few_shot,85,262.35,0.00,301.05,1,3.32,1
torchinferno,few_shot,86,307.91,0.00,352.84,1,2.83,1
torchinferno,few_shot,87,327.28,0.00,371.80,1,2.69,1
torchinferno,few_shot,88,288.45,35.92,324.37,2,6.17,1
torchinferno,few_shot,89,289.94,0.00,340.92,1,2.93,1
torchinferno,few_shot,90,284.59,0.00,326.03,1,3.07,1
torchinferno,few_shot,91,327.02,54.70,381.72,2,5.24,1
torchinferno,few_shot,92,273.69,0.00,324.01,1,3.09,1
torchinferno,few_shot,93,317.74,0.00,360.65,1,2.77,1
torchinferno,few_shot,94,341.93,48.46,390.40,2,5.12,1
torchinferno,few_shot,95,343.66,56.76,400.42,2,4.99,1
torchinferno,few_shot,96,329.87,0.00,378.71,1,2.64,1
torchinferno,few_shot,97,288.59,55.97,344.55,2,5.80,1
torchinferno,few_shot,98,284.81,59.29,344.10,2,5.81,1
torchinferno,few_shot,99,282.53,0.00,343.71,1,2.91,1
torchinferno,few_shot,100,328.05,55.24,383.28,2,5.22,1
torchinferno,few_shot,101,336.49,56.92,393.41,2,5.08,1
torchinferno,few_shot,102,333.17,59.98,393.16,2,5.09,1
torchinferno,few_shot,103,299.30,71.90,371.20,2,5.39,1
torchinferno,few_shot,104,307.93,0.00,379.85,1,2.63,1
torchinferno,few_shot,105,316.02,74.19,390.21,2,5.13,1
torchinferno,few_shot,106,297.56,79.00,376.55,2,5.31,1
torchinferno,few_shot,107,310.07,0.00,381.01,1,2.62,1
torchinferno,few_shot,108,293.76,78.03,371.79,2,5.38,1
torchinferno,few_shot,109,342.69,0.00,426.60,1,2.34,1
torchinferno,few_shot,110,347.33,0.00,424.51,1,2.36,1
torchinferno,few_shot,111,282.38,75.88,358.27,2,5.58,1
torchinferno,few_shot,112,303.61,89.86,393.47,2,5.08,1
torchinferno,few_shot,113,292.28,0.00,375.62,1,2.66,1
torchinferno,few_shot,114,297.36,0.00,389.72,1,2.57,1
torchinferno,few_shot,115,167.16,0.73,167.88,2,11.91,1
torchinferno,few_shot,116,284.18,90.71,374.89,2,5.33,1
torchinferno,few_shot,117,138.43,0.00,156.95,1,6.37,1
torchinferno,few_shot,118,130.45,0.00,154.15,1,6.49,1
torchinferno,few_shot,119,150.29,20.62,170.90,2,11.70,1
torchinferno,few_shot,120,143.41,0.00,169.36,1,5.90,1
torchinferno,few_shot,121,166.69,0.49,167.18,2,11.96,1
torchinferno,few_shot,122,118.35,43.02,161.37,2,12.39,1
torchinferno,few_shot,123,140.26,0.00,183.02,1,5.46,1
torchinferno,few_shot,124,149.95,37.14,187.08,2,10.69,1
torchinferno,few_shot,125,192.04,0.00,192.35,1,5.20,1
torchinferno,few_shot,126,173.23,0.00,173.75,1,5.76,1
torchinferno,few_shot,127,266.09,116.74,382.83,2,5.22,1
torchinferno,few_shot,128,139.42,40.80,180.22,2,11.10,1
torchinferno,few_shot,129,144.56,0.00,190.57,1,5.25,1
torchinferno,few_shot,130,132.75,0.00,185.64,1,5.39,1
torchinferno,few_shot,131,152.12,38.57,190.69,2,10.49,1
torchinferno,few_shot,132,150.04,51.84,201.88,2,9.91,1
