model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-05-27T14:02:19.407141

Build Times
provider,build_time_s
torchinferno,372.9
vllm,1299.9
sglang,161.8

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,171.23,152.59,sglang
ttft_p99_ms,,522.91,6858.11,vllm
tpot_median_ms,,63.94,75.88,vllm
tpot_p99_ms,,181.95,7512.23,vllm
e2e_median_ms,,233.24,219.04,sglang
e2e_p99_ms,,665.99,14352.26,vllm
throughput_median_tps,,6.62,5.62,vllm
total_output_tokens,,1466,1466,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,vllm

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,201.95,193.38,sglang
ttft_p99_ms,,482.18,71335.06,vllm
tpot_median_ms,,0.00,0.00,vllm
tpot_p99_ms,,0.00,0.00,vllm
e2e_median_ms,,224.43,329.89,vllm
e2e_p99_ms,,505.98,71458.51,vllm
throughput_median_tps,,4.46,3.03,vllm
total_output_tokens,,1000,1000,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm
unique_final_answers,,1,1,vllm

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,176.82,162.87,sglang
ttft_p99_ms,,338.18,646.55,vllm
tpot_median_ms,,60.69,111.67,vllm
tpot_p99_ms,,208.12,246.49,vllm
e2e_median_ms,,228.02,265.24,vllm
e2e_p99_ms,,431.48,796.23,vllm
throughput_median_tps,,6.28,4.98,vllm
total_output_tokens,,1450,1450,vllm
num_requests,,1000,1000,
correctness_rate,,0.98,0.98,sglang
ttft_first_turn_ms,,143.82,131.25,sglang
ttft_last_turn_ms,,173.93,170.76,sglang
ttft_growth_ratio,,1.21,1.30,vllm

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,59.78,84.32,vllm
ttft_p99_ms,,115.66,599.22,vllm
tpot_median_ms,,26.65,43.81,vllm
tpot_p99_ms,,46.96,135.78,vllm
e2e_median_ms,,81.07,146.22,vllm
e2e_p99_ms,,158.77,626.55,vllm
throughput_median_tps,,15.36,9.47,vllm
total_output_tokens,,1476,1473,vllm
num_requests,,992,992,
correctness_rate,,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,,71.11,75.89,vllm
ttft_p99_ms,,185.05,147.53,sglang
tpot_median_ms,,14.99,23.71,vllm
tpot_p99_ms,,24.86,28.08,vllm
e2e_median_ms,,614.33,887.92,vllm
e2e_p99_ms,,1012.10,1729.28,vllm
throughput_median_tps,,58.53,39.27,vllm
total_output_tokens,,36715,36715,vllm
num_requests,,1000,1000,
correctness_rate,,1.00,1.00,vllm

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
vllm,few_shot,0,438.14,111.30,549.44,2,3.64,1
vllm,few_shot,1,539.26,0.00,635.09,1,1.57,1
vllm,few_shot,2,495.26,0.00,614.25,1,1.63,1
vllm,few_shot,3,463.56,0.00,586.19,1,1.71,1
vllm,few_shot,4,549.91,0.00,656.07,1,1.52,1
vllm,few_shot,5,468.13,0.00,586.34,1,1.71,1
vllm,few_shot,6,446.01,210.79,656.80,2,3.05,1
vllm,few_shot,7,443.22,0.00,566.75,1,1.76,1
vllm,few_shot,8,484.38,0.00,608.77,1,1.64,1
vllm,few_shot,9,495.10,127.94,623.03,2,3.21,1
vllm,few_shot,10,447.58,0.00,559.98,1,1.79,1
vllm,few_shot,11,465.71,0.00,580.96,1,1.72,1
vllm,few_shot,12,440.75,0.00,569.75,1,1.76,1
vllm,few_shot,13,518.55,0.00,643.52,1,1.55,1
vllm,few_shot,14,492.03,0.00,619.97,1,1.61,1
vllm,few_shot,15,472.02,0.00,590.50,1,1.69,1
vllm,few_shot,16,448.77,0.00,586.61,1,1.70,1
vllm,few_shot,17,452.34,0.00,574.45,1,1.74,1
vllm,few_shot,18,523.40,0.00,652.90,1,1.53,1
vllm,few_shot,19,464.41,0.00,597.93,1,1.67,1
vllm,few_shot,20,444.18,144.29,588.48,2,3.40,1
vllm,few_shot,21,528.23,133.39,661.62,2,3.02,1
vllm,few_shot,22,488.90,0.00,618.47,1,1.62,1
vllm,few_shot,23,460.04,138.66,598.71,2,3.34,1
vllm,few_shot,24,490.11,148.17,638.28,2,3.13,1
vllm,few_shot,25,480.63,135.43,616.07,2,3.25,1
vllm,few_shot,26,484.50,0.00,618.61,1,1.62,1
vllm,few_shot,27,466.93,0.00,597.12,1,1.67,1
vllm,few_shot,28,433.06,147.43,580.49,2,3.45,1
vllm,few_shot,29,466.94,152.34,619.27,2,3.23,1
vllm,few_shot,30,514.19,0.00,662.55,1,1.51,1
vllm,few_shot,31,518.40,0.00,661.99,1,1.51,1
vllm,few_shot,32,468.91,159.31,628.22,2,3.18,1
vllm,few_shot,33,508.11,148.92,657.02,2,3.04,1
vllm,few_shot,34,471.92,0.00,617.25,1,1.62,1
vllm,few_shot,35,454.37,148.34,602.71,2,3.32,1
vllm,few_shot,36,526.78,0.00,675.94,1,1.48,1
vllm,few_shot,37,526.64,163.50,690.14,2,2.90,1
vllm,few_shot,38,495.09,160.64,655.73,2,3.05,1
vllm,few_shot,39,438.46,161.51,599.97,2,3.33,1
vllm,few_shot,40,522.91,0.00,687.94,1,1.45,1
vllm,few_shot,41,450.96,156.44,607.40,2,3.29,1
vllm,few_shot,42,481.76,0.00,628.87,1,1.59,1
vllm,few_shot,43,440.16,0.00,602.74,1,1.66,1
vllm,few_shot,44,495.86,170.13,665.99,2,3.00,1
vllm,few_shot,45,448.50,154.94,603.43,2,3.31,1
