model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-06-07T13:02:06.802923

Build Times
provider,build_time_s
torchinferno,385.5
vllm,1334.3
sglang,221.0

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,306.50,159.44,156.48,sglang
ttft_p99_ms,2703.38,291.68,861.64,vllm
tpot_median_ms,51.30,59.10,76.38,torchinferno
tpot_p99_ms,151.63,155.44,7303.50,torchinferno
e2e_median_ms,356.01,212.62,229.09,vllm
e2e_p99_ms,2722.02,349.78,8134.89,vllm
throughput_median_tps,3.30,6.91,5.22,vllm
total_output_tokens,1460,1462,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,torchinferno

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,248.49,204.55,210.49,vllm
ttft_p99_ms,964.46,472.76,71045.70,vllm
tpot_median_ms,0.00,0.00,0.00,torchinferno
tpot_p99_ms,0.00,0.00,0.00,torchinferno
e2e_median_ms,345.96,230.51,345.76,vllm
e2e_p99_ms,1077.46,512.38,71148.28,vllm
throughput_median_tps,2.89,4.34,2.89,vllm
total_output_tokens,1000,1000,1000,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno
unique_final_answers,1,1,1,torchinferno

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,709.06,177.34,164.60,sglang
ttft_p99_ms,2124.50,324.22,634.51,vllm
tpot_median_ms,62.92,56.45,96.63,vllm
tpot_p99_ms,144.22,197.52,223.74,torchinferno
e2e_median_ms,773.84,222.74,263.30,vllm
e2e_p99_ms,2173.86,435.51,709.36,vllm
throughput_median_tps,1.68,6.25,4.98,vllm
total_output_tokens,1462,1450,1462,torchinferno
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,vllm
ttft_first_turn_ms,1165.18,137.63,114.68,sglang
ttft_last_turn_ms,1259.45,182.87,194.44,vllm
ttft_growth_ratio,1.08,1.33,1.70,torchinferno

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,362.09,60.46,82.90,vllm
ttft_p99_ms,2921.84,151.26,578.52,vllm
tpot_median_ms,31.68,27.94,47.45,vllm
tpot_p99_ms,264.89,58.57,138.34,vllm
e2e_median_ms,389.92,82.19,142.59,vllm
e2e_p99_ms,2939.88,182.26,611.16,vllm
throughput_median_tps,3.28,14.90,9.58,vllm
total_output_tokens,1484,1459,1464,torchinferno
num_requests,992,992,992,
correctness_rate,0.96,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,590.76,70.50,78.91,vllm
ttft_p99_ms,2112.98,124.12,173.56,vllm
tpot_median_ms,33.43,15.07,23.17,vllm
tpot_p99_ms,70.22,22.54,27.61,vllm
e2e_median_ms,1775.49,615.68,899.28,vllm
e2e_p99_ms,4144.58,1018.20,1636.47,vllm
throughput_median_tps,19.82,58.82,40.06,vllm
total_output_tokens,36715,36715,36715,torchinferno
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,torchinferno

Per-Request Raw Data
provider,benchmark,request_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct
torchinferno,few_shot,0,1394.42,0.00,1510.58,1,0.66,1
torchinferno,few_shot,1,1394.67,0.00,1512.24,1,0.66,1
torchinferno,few_shot,2,1399.27,294.79,1694.06,2,1.18,1
torchinferno,few_shot,3,1395.13,297.43,1692.57,2,1.18,1
torchinferno,few_shot,4,2242.34,0.00,2249.96,1,0.44,1
torchinferno,few_shot,5,2227.66,0.00,2246.45,1,0.45,1
torchinferno,few_shot,6,2227.35,0.00,2249.32,1,0.44,1
torchinferno,few_shot,7,2230.68,0.00,2258.69,1,0.44,1
torchinferno,few_shot,8,2235.29,0.00,2258.25,1,0.44,1
torchinferno,few_shot,9,2240.46,0.00,2260.30,1,0.44,1
torchinferno,few_shot,10,2239.41,0.00,2258.02,1,0.44,1
torchinferno,few_shot,11,2225.14,0.00,2256.33,1,0.44,1
torchinferno,few_shot,12,2239.77,0.00,2262.05,1,0.44,1
torchinferno,few_shot,13,2227.98,0.00,2261.07,1,0.44,1
torchinferno,few_shot,14,2229.05,0.00,2262.87,1,0.44,1
torchinferno,few_shot,15,2231.98,0.00,2264.23,1,0.44,1
torchinferno,few_shot,16,2228.86,0.00,2267.04,1,0.44,1
torchinferno,few_shot,17,2244.85,29.26,2274.11,2,0.88,1
torchinferno,few_shot,18,2245.24,0.00,2274.75,1,0.44,1
torchinferno,few_shot,19,2232.98,0.00,2271.58,1,0.44,1
torchinferno,few_shot,20,2226.08,45.40,2271.48,2,0.88,1
torchinferno,few_shot,21,2236.28,33.97,2270.25,2,0.88,1
torchinferno,few_shot,22,2237.34,41.45,2278.79,2,0.88,1
torchinferno,few_shot,23,2236.05,41.90,2277.96,2,0.88,1
torchinferno,few_shot,24,2234.69,45.81,2280.51,2,0.88,1
torchinferno,few_shot,25,2226.22,0.00,2277.58,1,0.44,1
torchinferno,few_shot,26,2233.29,0.00,2277.07,1,0.44,1
torchinferno,few_shot,27,2226.90,54.14,2281.05,2,0.88,1
torchinferno,few_shot,28,2231.69,0.00,2282.04,1,0.44,1
torchinferno,few_shot,29,2233.38,48.89,2282.27,2,0.88,1
torchinferno,few_shot,30,2234.76,0.00,2285.19,1,0.44,1
torchinferno,few_shot,31,2232.43,53.72,2286.14,2,0.87,1
torchinferno,few_shot,32,2231.27,0.00,2295.86,1,0.44,1
torchinferno,few_shot,33,2230.00,60.67,2290.67,2,0.87,1
torchinferno,few_shot,34,2230.87,65.61,2296.48,2,0.87,1
torchinferno,few_shot,35,2228.31,0.00,2297.85,1,0.44,1
torchinferno,few_shot,36,2227.00,70.17,2297.16,2,0.87,1
torchinferno,few_shot,37,2232.40,62.28,2294.68,2,0.87,1
torchinferno,few_shot,38,2236.48,0.00,2307.35,1,0.43,1
torchinferno,few_shot,39,2235.25,0.00,2304.59,1,0.43,1
torchinferno,few_shot,40,2231.30,76.89,2308.19,2,0.87,1
torchinferno,few_shot,41,2234.96,0.00,2305.95,1,0.43,1
torchinferno,few_shot,42,2235.85,75.46,2311.31,2,0.87,1
torchinferno,few_shot,43,2236.10,81.99,2318.09,2,0.86,1
torchinferno,few_shot,44,2228.22,81.01,2309.24,2,0.87,1
torchinferno,few_shot,45,2234.52,82.60,2317.12,2,0.86,1
