model,meta-llama/Meta-Llama-3.1-70B-Instruct
tensor_parallel_size,8
timestamp,2026-07-04T11:02:19.470787+00:00

Build Times
provider,build_time_s
torchinferno,41.0
vllm,281.8
sglang,157.6

few_shot
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,157.46,150.19,140.04,sglang
ttft_p99_ms,850.77,255.55,560.52,vllm
tpot_median_ms,46.18,50.31,75.73,torchinferno
tpot_p99_ms,115.02,136.01,159.23,torchinferno
e2e_median_ms,205.88,192.94,217.31,vllm
e2e_p99_ms,879.22,319.32,601.17,vllm
throughput_median_tps,5.81,7.30,5.52,vllm
total_output_tokens,1461,1466,1461,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,sglang

self_consistency
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,157.27,215.78,217.16,torchinferno
ttft_p99_ms,416.66,537.59,69435.77,torchinferno
tpot_median_ms,0.00,0.00,0.00,
tpot_p99_ms,0.00,0.00,0.00,
e2e_median_ms,168.89,244.20,369.33,torchinferno
e2e_p99_ms,427.33,553.59,69517.75,torchinferno
throughput_median_tps,5.92,4.10,2.71,torchinferno
total_output_tokens,1000,1000,1000,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,
unique_final_answers,1,1,1,

multi_turn
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,310.77,182.75,162.91,sglang
ttft_p99_ms,483.18,463.76,555.43,vllm
tpot_median_ms,58.92,43.12,103.55,vllm
tpot_p99_ms,119.80,177.08,294.74,torchinferno
e2e_median_ms,366.44,225.40,266.80,vllm
e2e_p99_ms,562.99,498.12,652.96,vllm
throughput_median_tps,4.13,6.17,4.94,vllm
total_output_tokens,1436,1450,1448,vllm
num_requests,1000,1000,1000,
correctness_rate,0.98,0.98,0.98,
ttft_first_turn_ms,190.55,153.76,103.43,sglang
ttft_last_turn_ms,360.32,171.44,195.54,vllm
ttft_growth_ratio,1.89,1.11,1.89,vllm
ttft_first_turn_median_ms,155.11,146.25,95.21,sglang
ttft_first_turn_p99_ms,407.85,333.59,177.48,sglang
ttft_last_turn_median_ms,363.47,167.73,194.53,vllm
ttft_last_turn_p99_ms,418.30,328.74,289.95,sglang

tree_of_thought
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,134.95,64.20,72.54,vllm
ttft_p99_ms,389.47,3864.06,475.78,torchinferno
tpot_median_ms,41.63,30.19,59.10,vllm
tpot_p99_ms,117.86,1886.31,470.43,torchinferno
e2e_median_ms,160.91,87.72,136.54,vllm
e2e_p99_ms,413.07,3910.94,542.62,torchinferno
throughput_median_tps,8.23,13.91,10.15,vllm
total_output_tokens,1483,1469,1472,torchinferno
num_requests,992,992,992,
correctness_rate,0.97,0.97,0.97,vllm

long_output
metric,torchinferno,vllm,sglang,winner
ttft_median_ms,257.53,93.52,71.79,sglang
ttft_p99_ms,861.27,326.21,489.28,vllm
tpot_median_ms,19.80,15.11,22.37,vllm
tpot_p99_ms,31.92,28.36,32.81,vllm
e2e_median_ms,981.72,693.27,851.96,vllm
e2e_p99_ms,1653.09,1164.66,1665.26,vllm
throughput_median_tps,36.84,55.20,41.40,vllm
total_output_tokens,36715,36715,36715,
num_requests,1000,1000,1000,
correctness_rate,1.00,1.00,1.00,

Per-Request Raw Data
provider,benchmark,request_idx,completion_idx,ttft_ms,tpot_ms,e2e_latency_ms,output_tokens,throughput_tps,correct,metadata_branch_idx,metadata_candidate_idx,metadata_conversation_idx,metadata_depth_idx,metadata_digit_len,metadata_max_tokens,metadata_request_idx,metadata_request_kind,metadata_tree_idx,metadata_turn_idx
torchinferno,few_shot,7,0,712.39,0.00,717.62,1,1.39,1,,,,,,,7,,,
torchinferno,few_shot,10,1,712.81,0.00,718.38,1,1.39,1,,,,,,,10,,,
torchinferno,few_shot,11,2,707.56,0.00,721.54,1,1.39,1,,,,,,,11,,,
torchinferno,few_shot,9,3,708.67,0.00,723.10,1,1.38,1,,,,,,,9,,,
torchinferno,few_shot,5,4,715.40,0.00,726.41,1,1.38,1,,,,,,,5,,,
torchinferno,few_shot,4,5,708.78,0.00,728.13,1,1.37,1,,,,,,,4,,,
torchinferno,few_shot,8,6,708.89,0.00,727.50,1,1.37,1,,,,,,,8,,,
torchinferno,few_shot,1,7,712.76,0.00,731.93,1,1.37,1,,,,,,,1,,,
torchinferno,few_shot,17,8,706.22,0.00,727.30,1,1.37,1,,,,,,,17,,,
torchinferno,few_shot,2,9,717.06,18.07,735.13,2,2.72,1,,,,,,,2,,,
torchinferno,few_shot,13,10,710.72,22.81,733.54,2,2.73,1,,,,,,,13,,,
torchinferno,few_shot,15,11,706.60,27.51,734.11,2,2.72,1,,,,,,,15,,,
torchinferno,few_shot,18,12,709.44,25.60,735.04,2,2.72,1,,,,,,,18,,,
torchinferno,few_shot,20,13,705.00,26.34,731.33,2,2.73,1,,,,,,,20,,,
torchinferno,few_shot,16,14,712.15,27.10,739.24,2,2.71,1,,,,,,,16,,,
torchinferno,few_shot,3,15,709.49,36.14,745.63,2,2.68,1,,,,,,,3,,,
torchinferno,few_shot,6,16,715.96,29.64,745.60,2,2.68,1,,,,,,,6,,,
torchinferno,few_shot,0,17,715.65,35.27,750.92,2,2.66,1,,,,,,,0,,,
torchinferno,few_shot,12,18,707.00,0.00,747.70,1,1.34,1,,,,,,,12,,,
torchinferno,few_shot,14,19,705.05,43.32,748.38,2,2.67,1,,,,,,,14,,,
torchinferno,few_shot,23,20,701.45,37.27,738.71,2,2.71,1,,,,,,,23,,,
torchinferno,few_shot,34,21,774.80,0.00,791.09,1,1.26,1,,,,,,,34,,,
torchinferno,few_shot,43,22,774.19,0.00,790.17,1,1.27,1,,,,,,,43,,,
torchinferno,few_shot,26,23,782.38,0.00,796.77,1,1.26,1,,,,,,,26,,,
torchinferno,few_shot,39,24,778.83,0.00,795.46,1,1.26,1,,,,,,,39,,,
torchinferno,few_shot,29,25,776.61,0.00,799.92,1,1.25,1,,,,,,,29,,,
torchinferno,few_shot,47,26,776.86,0.00,797.39,1,1.25,1,,,,,,,47,,,
torchinferno,few_shot,37,27,780.26,0.00,801.13,1,1.25,1,,,,,,,37,,,
torchinferno,few_shot,28,28,775.45,0.00,804.23,1,1.24,1,,,,,,,28,,,
torchinferno,few_shot,48,29,773.12,0.00,800.29,1,1.25,1,,,,,,,48,,,
torchinferno,few_shot,31,30,775.82,0.00,806.18,1,1.24,1,,,,,,,31,,,
torchinferno,few_shot,25,31,780.35,0.00,808.61,1,1.24,1,,,,,,,25,,,
torchinferno,few_shot,36,32,780.70,27.05,807.76,2,2.48,1,,,,,,,36,,,
torchinferno,few_shot,35,33,781.84,0.00,809.09,1,1.24,1,,,,,,,35,,,
torchinferno,few_shot,24,34,778.45,0.00,812.51,1,1.23,1,,,,,,,24,,,
torchinferno,few_shot,22,35,776.45,37.93,814.38,2,2.46,1,,,,,,,22,,,
torchinferno,few_shot,32,36,778.32,35.46,813.78,2,2.46,1,,,,,,,32,,,
torchinferno,few_shot,38,37,780.39,0.00,813.57,1,1.23,1,,,,,,,38,,,
torchinferno,few_shot,46,38,774.45,0.00,812.37,1,1.23,1,,,,,,,46,,,
torchinferno,few_shot,52,39,773.99,37.02,811.01,2,2.47,1,,,,,,,52,,,
torchinferno,few_shot,33,40,777.66,40.89,818.55,2,2.44,1,,,,,,,33,,,
torchinferno,few_shot,45,41,778.59,38.26,816.85,2,2.45,1,,,,,,,45,,,
torchinferno,few_shot,27,42,781.96,40.89,822.86,2,2.43,1,,,,,,,27,,,
torchinferno,few_shot,21,43,778.99,48.07,827.07,2,2.42,1,,,,,,,21,,,
torchinferno,few_shot,50,44,771.26,50.56,821.82,2,2.43,1,,,,,,,50,,,
torchinferno,few_shot,54,45,771.88,48.49,820.37,2,2.44,1,,,,,,,54,,,
torchinferno,few_shot,49,46,777.76,48.16,825.92,2,2.42,1,,,,,,,49,,,
torchinferno,few_shot,19,47,789.11,54.26,843.37,2,2.37,1,,,,,,,19,,,
torchinferno,few_shot,41,48,777.03,0.00,831.11,1,1.20,1,,,,,,,41,,,
torchinferno,few_shot,44,49,776.08,56.33,832.41,2,2.40,1,,,,,,,44,,,
torchinferno,few_shot,40,50,775.12,60.30,835.42,2,2.39,1,,,,,,,40,,,
torchinferno,few_shot,30,51,775.31,64.21,839.52,2,2.38,1,,,,,,,30,,,
torchinferno,few_shot,42,52,777.55,0.00,846.62,1,1.18,1,,,,,,,42,,,
